D,eta,C_uv_ee,C_uv_mumu_input,C_uv_tautau,C_match_ee,C_match_mumu,C_match_tautau,C_ir_ee,C_ir_mumu,C_ir_tautau,delta_C_match_mumu,abs_delta_C_match_mumu,delta_C_rge_mumu,abs_delta_C_rge_mumu,delta_C_mumu,abs_delta_C_mumu,rel_delta_C_mumu,mu_match,mu_low,log_ratio,finite_fac_diag,finite_fac_offdiag,kappa_diag,kappa_offdiag,finite_match_mode,kappa_diag_eff,kappa_offdiag_eff,shell_spread,coeff_cv,offdiag_mix,mu_mumu_uv_tree,mu_mumu_uv_rge_input,delta_mu_mumu,abs_delta_mu_mumu,chi2_uv_tree,chi2_uv_rge,mu_mumu_uv_rge_const,C_uv_mumu_const,I_diag,abs_mu_drift_vs_const,rel_match_shift_diag
4.0,0.2,0.0001627775423225,0.0014758502143104,0.0003435162004482,0.0001629150118231,0.0014770966048695,0.0003438063080383,0.0001634258465657,0.0014817281747631,0.0003448843437879,1.246390559034652e-06,1.246390559034652e-06,4.631569893631367e-06,4.631569893631367e-06,5.877960452666019e-06,5.877960452666019e-06,0.0039827622042337,1.280917082806759,1.0,0.24757629233153,1.0008445237510888,1.0,0.0,0.0,input_tied,0.1333618452891362,2.2211137622859847e-30,0.0771814943481594,0.7278992382235014,2.8777801998322563e-29,2.4083057749134755,2.408280173158848,-2.560175462740233e-05,2.560175462740233e-05,6.3542533482741534,6.3539306724077305,2.408283091800887,0.0014758502143104,0.1333618452891361,2.9186420387183887e-06,0.0008445237510888159
4.8,0.2,0.000195613164723,0.0015683202593658,0.0001520256974688,0.0001957672262341,0.0015695554410032,0.0001521454302522,0.0001965301224009,0.0015756719286941,0.0001527383342218,1.2351816373553685e-06,1.2351816373553685e-06,6.1164876909067765e-06,6.1164876909067765e-06,7.351669328262145e-06,7.351669328262145e-06,0.0046876071927009,1.3602809677586774,1.0,0.3076912723505752,1.0007875825297663,1.0,0.0,0.0,input_tied,0.1243700480320889,2.129214652447312e-30,0.0711178604801251,0.7487878177500273,2.9939239426955905e-29,13.739693054108727,13.73914770080708,-0.0005453533016481,0.0005453533016481,951.67515418512,951.591037389579,13.739247292265354,0.0015683202593658,0.12437004803208888,9.959145827309612e-05,0.0007875825297664989
5.6,0.2,0.0001571410281985,0.0013021892258809,5.9531521082067194e-05,0.0001573331129055,0.0013037809848178,5.960429071402853e-05,0.0001580465959895,0.0013096934444436,5.987458761701846e-05,1.5917589369291493e-06,1.5917589369291493e-06,5.912459625838319e-06,5.912459625838319e-06,7.504218562767468e-06,7.504218562767468e-06,0.0057627711960917,1.43054846754372,1.0,0.3580579144745858,1.0012223714536206,1.0,0.0,0.0,input_tied,0.1930291628547328,3.6782358752604184e-30,0.1092096338293002,0.7675103934186478,3.3680507353496605e-29,57.97841649278864,57.971897595030526,-0.0065188977581129,0.0065188977581129,20006.98258019661,20002.372484391373,57.971396100373646,0.0013021892258809,0.19302916285473287,0.0005014946568806522,0.001222371453620623
6.4,0.2,0.0001040320116527,0.0006722767776805,2.7226734432871954e-05,0.0001041807845211,0.000673238179301,2.7265670519131044e-05,0.0001046958868381,0.0006765668789996,2.740048050470498e-05,9.614016205391866e-07,9.614016205391866e-07,3.328699698608873e-06,3.328699698608873e-06,4.29010131914806e-06,4.29010131914806e-06,0.0063814510058634,1.4775528482269376,1.0,0.3903872383399466,1.0014300681690302,1.0,0.0,0.0,input_tied,0.2258273135187097,5.9119051455159264e-30,0.1316552460415761,0.715292935971534,4.490444037185556e-29,59.89373701777076,59.88502351170254,-0.0087135060682186,0.0087135060682186,21384.482939400787,21378.11234477749,59.87715710517647,0.0006722767776805,0.22582731351870974,0.007866406526069625,0.0014300681690303653
7.2,0.2,7.600592234179314e-05,0.0001209655046577,1.756797557663314e-05,7.611631400424534e-05,0.0001211411960084,1.7593491457107597e-05,7.650212760792052e-05,0.0001217552289132,1.7682668244358707e-05,1.756913507146231e-07,1.756913507146231e-07,6.140329047324644e-07,6.140329047324644e-07,7.897242554470875e-07,7.897242554470875e-07,0.0065285079220008,1.4921401916441892,1.0,0.4002114595954043,1.0014524086946248,1.0,0.0,0.0,input_tied,0.229355187914396,1.1678718348443912e-29,0.1406987183843505,0.6301156865399458,8.300515088233311e-29,3.5327999605622566,3.5323071954447847,-0.0004927651174719,0.0004927651174719,28.43022294858977,28.41708734841002,3.531394482587157,0.0001209655046577,0.229355187914396,0.0009127128576276178,0.0014524086946256503
8.0,0.2,6.313930504949174e-05,8.591083119440962e-05,1.3492972406410483e-05,6.32369418650267e-05,8.604368124670604e-05,1.3513837553038728e-05,6.35432239544851e-05,8.646042560055512e-05,1.3579290534797089e-05,1.3285005229642056e-07,1.3285005229642056e-07,4.167443538490837e-07,4.167443538490837e-07,5.495944061455042e-07,5.495944061455042e-07,0.006397265612549,1.4658274448318904,1.0,0.3824198917835673,1.0015463713998505,1.0,0.0,0.0,input_tied,0.2441931835789313,1.4799740672933738e-29,0.1520636193182569,0.6058619719411955,9.73259793452573e-29,2.326336307979538,2.3255725038351187,-0.0007638041444191,0.0007638041444191,5.363118471757258,5.354277874097567,2.324543270099281,8.591083119440962e-05,0.2441931835789313,0.0010292337358377424,0.001546371399850516
8.8,0.2,2.214685757277516e-05,5.848230801141066e-05,7.047750343537498e-06,2.217260052884147e-05,5.855028639077428e-05,7.055942473137096e-06,2.2295353135358123e-05,5.887443421716096e-05,7.095005790445433e-06,6.797837936362071e-08,6.797837936362071e-08,3.241478263866761e-07,3.241478263866761e-07,3.921262057502968e-07,3.921262057502968e-07,0.0067050398502362,1.5482467554553725,1.0,0.4371231652132156,1.001162375112664,1.0,0.0,0.0,input_tied,0.1835549204426814,1.4377370856277808e-29,0.115172233250979,0.5937428255184164,1.2483365521746187e-28,1.5836854177066555,1.5837193720676328,3.395436097730631e-05,3.395436097730631e-05,0.2108770792379284,0.2109550479557833,1.5836905358878322,5.848230801141066e-05,0.1835549204426814,2.8836179800650896e-05,0.0011623751126641111
9.6,0.2,1.0975147167186832e-05,4.3579838328899834e-05,3.956029559913731e-06,1.0987782977264232e-05,4.3630012285744275e-05,3.960584181133673e-06,1.1048592194413592e-05,4.387147199575154e-05,3.9825030726887035e-06,5.017395684444096e-08,5.017395684444096e-08,2.4145971000726405e-07,2.4145971000726405e-07,2.91633666851705e-07,2.91633666851705e-07,0.0066919400813451,1.5480056645464255,1.0,0.4369674344285572,1.001151311220243,1.0,0.0,0.0,input_tied,0.1818077805813485,1.7464448244878866e-29,0.1148568546515892,0.5829075341898452,1.5205403541526647e-28,1.0000000014340404,1.000000001435377,1.3364864770437634e-12,1.3364864770437634e-12,0.9999999928297972,0.9999999928231148,1.0000000014340404,4.3579838328899834e-05,0.18180778058134853,1.3364864770437634e-12,0.0011513112202430605
10.4,0.2,7.422066641493796e-06,2.996797540013284e-05,2.1099883030150735e-06,7.4313570356070946e-06,3.0005487095418408e-05,2.112629430325878e-06,7.47094897773498e-06,3.0165346930292264e-05,2.123884858068396e-06,3.7511695285565965e-08,3.7511695285565965e-08,1.598598348738565e-07,1.598598348738565e-07,1.973715301594225e-07,1.973715301594225e-07,0.0065860815595353,1.5229622419775668,1.0,0.4206572817327969,1.0012517260437086,1.0,0.0,0.0,input_tied,0.197664653919125,2.3586125753182257e-29,0.1253376268973251,0.577057574905652,1.8818072702544206e-28,0.4952545984950411,0.495152413017303,-0.000102185477738,0.000102185477738,5.116026509652305,5.117182222927556,0.4950549751909506,2.996797540013284e-05,0.19766465391912494,9.743782635240894e-05,0.0012517260437086345
11.2,0.2,4.558508069825639e-06,1.6473387012688423e-05,7.956067069737132e-07,4.564660393385031e-06,1.6495620077864293e-05,7.966804858970688e-07,4.5880787920521504e-06,1.6580248719198615e-05,8.007677518974244e-07,2.2233065175869833e-08,2.2233065175869833e-08,8.462864133432224e-08,8.462864133432224e-08,1.0686170651019208e-07,1.0686170651019208e-07,0.006486929884418,1.499419168235305,1.0,0.4050778119422223,1.0013496353335682,1.0,0.0,0.0,input_tied,0.2131258692487987,3.4907422354583874e-29,0.1353663151635882,0.574437990656976,2.5787377245512494e-28,0.1521117357630951,0.152049957797009,-6.17779660860851e-05,6.17779660860851e-05,9.732657000126215,9.73362067396529,0.1519898999467061,1.6473387012688423e-05,0.21312586924879878,6.005785030291366e-05,0.0013496353335683239
12.0,0.2,2.510492526187209e-06,8.248761138314983e-06,4.859955493187072e-07,2.5141105845056537e-06,8.260649044190836e-06,4.866959538096977e-07,2.5265500924843117e-06,8.301521713168645e-06,4.891040651465293e-07,1.1887905875853569e-08,1.1887905875853569e-08,4.087266897780918e-08,4.087266897780918e-08,5.2760574853662755e-08,5.2760574853662755e-08,0.0063961816773422,1.4779687035454037,1.0,0.3906686474340275,1.0014411747020573,1.0,0.0,0.0,input_tied,0.2275811869146216,5.28791893260037e-29,0.1446435501863265,0.5733932596472961,3.655827671395366e-28,0.0382053691531407,0.0381829464927409,-2.242266039982621e-05,2.242266039982621e-05,11.590528853770833,11.59091054514495,0.0381608684312153,8.248761138314983e-06,0.2275811869146215,2.207806152559888e-05,0.0014411747020573774
12.8,0.2,6.987777679838202e-07,2.0494321184607085e-06,2.0546569946694125e-07,6.994608311345545e-07,2.0514354614750277e-06,2.0566654450591645e-07,7.03502522538634e-07,2.063289261861847e-06,2.0685494658368257e-07,2.003343014319193e-09,2.003343014319193e-09,1.1853800386819152e-08,1.1853800386819152e-08,1.3857143401138343e-08,1.3857143401138343e-08,0.006761455174005,1.5781226258875372,1.0,0.4562359290923607,1.0009775112804535,1.0,0.0,0.0,input_tied,0.1543623941708633,6.505286028621357e-29,0.1006380909200492,0.5338366691941206,6.464039578999375e-28,0.0023603653739176,0.0023606913064636,3.259325460202439e-07,3.259325460202439e-07,12.208728426735805,12.208722732533412,0.0023615110031041,2.0494321184607085e-06,0.15436239417086334,8.19696640500054e-07,0.0009775112804535668
13.6,0.2,2.232727299602033e-07,5.624265717181725e-07,8.965344399731105e-08,2.2348463355389235e-07,5.629603593050154e-07,8.973853225225834e-08,2.247856479397739e-07,5.662376294890536e-07,9.026094455225178e-08,5.337875868429464e-10,5.337875868429464e-10,3.2772701840381934e-09,3.2772701840381934e-09,3.81105777088114e-09,3.81105777088114e-09,0.00677609836114,1.5835144599575646,1.0,0.4596467185984162,1.0009490796020044,1.0,0.0,0.0,input_tied,0.1498726434708312,1.1538214271840794e-28,0.0980848135726996,0.5279902974964306,1.1763507368333605e-27,0.0001777901952558,0.0001778199215792,2.9726323372915352e-08,2.9726323372915352e-08,12.24688886914148,12.246888348996888,0.0001778917797778,5.624265717181725e-07,0.1498726434708312,7.185819860000033e-08,0.0009490796020043362
14.4,0.2,1.1131066673668665e-07,2.793823306840649e-07,4.0799391706625195e-08,1.1142668477476009e-07,2.7967352820204425e-07,4.0841916520456287e-08,1.1205507000263717e-07,2.8125073310682697e-07,4.1072242470398374e-08,2.911975179793472e-10,2.911975179793472e-10,1.5772049047827143e-09,1.5772049047827143e-09,1.8684024227620614e-09,1.8684024227620614e-09,0.006687618426646,1.560916473391642,1.0,0.4452731317042589,1.0010422903884664,1.0,0.0,0.0,input_tied,0.1645919008835166,1.8333155573399967e-28,0.1074074264709029,0.5324070810699959,1.706879698711195e-27,4.387184755862388e-05,4.3871470884942245e-05,-3.76673681632409e-10,3.76673681632409e-10,12.249232254697342,12.249232261288922,4.388102718529249e-05,2.793823306840649e-07,0.16459190088351652,9.556300350246601e-09,0.0010422903884664176
15.2,0.2,4.9719954079899026e-08,1.465733532996885e-07,1.1801348079610915e-08,4.9776139658619167e-08,1.467389871751112e-07,1.181468408491907e-08,5.0048318037548337e-08,1.4754136317150117e-07,1.1879287358371933e-08,1.656338754227339e-10,1.656338754227339e-10,8.02375996389969e-10,8.02375996389969e-10,9.68009871812703e-10,9.68009871812703e-10,0.0066042691254629,1.5399344597018174,1.0,0.4317398568847099,1.0011300408409438,1.0,0.0,0.0,input_tied,0.178448896915029,2.9037096202797288e-28,0.1161901986479192,0.5358343387962237,2.4991003148885037e-27,1.2075383966998948e-05,1.2073280813751056e-05,-2.1031532478920815e-09,2.1031532478920815e-09,12.24978868169192,12.249788718496784,1.2073793845658816e-05,1.465733532996885e-07,0.17844889691502885,5.130319077598951e-10,0.0011300408409438082
16.0,0.2,2.0165371176482906e-08,5.61253032907805e-08,5.197701772296492e-09,2.018991612039396e-08,5.6193618047261134e-08,5.204028325740556e-09,2.0297004798238116e-08,5.6491672790236624e-08,5.231630843232155e-09,6.83147564806371e-11,6.83147564806371e-11,2.9805474297549666e-10,2.9805474297549666e-10,3.6636949945613376e-10,3.6636949945613376e-10,0.0065277063637055,1.520124718640573,1.0,0.4187923832293445,1.0012171828475778,1.0,0.0,0.0,input_tied,0.1922098110301386,5.066220766047872e-28,0.1245991237260836,0.5426257045971616,4.0660163687710654e-27,1.770550741939366e-06,1.7699730968322478e-06,-5.776451071180657e-10,5.776451071180657e-10,12.249969015381604,12.249969025490383,1.7697402042259288e-06,5.61253032907805e-08,0.19220981103013865,2.328926063189998e-10,0.0012171828475777504
16.8,0.2,8.364325250162602e-09,2.705844584190968e-08,2.415816165380267e-09,8.375293864033287e-09,2.7093929115874304e-08,2.4189841620695515e-09,8.418398131906673e-09,2.7233370668291762e-08,2.4314337003181247e-09,3.548327396462276e-11,3.548327396462276e-11,1.3944155241745495e-10,1.3944155241745495e-10,1.7492482638207768e-10,1.7492482638207768e-10,0.0064647033833385,1.501341533376671,1.0,0.406359063994953,1.0013113566895873,1.0,0.0,0.0,input_tied,0.2070811480791638,8.119788030001105e-28,0.1326858033760381,0.5606880526041327,6.119560513184084e-27,4.115254256548783e-07,4.113396648641798e-07,-1.8576079069850852e-10,1.8576079069850852e-10,12.249992798306106,12.24999280155692,4.112081813062357e-07,2.705844584190968e-08,0.20708114807916378,1.314835579440647e-10,0.001311356689587257
