D,eta,C_uv_ee,C_uv_mumu_input,C_uv_tautau,C_match_ee,C_match_mumu,C_match_tautau,C_ir_ee,C_ir_mumu,C_ir_tautau,delta_C_match_mumu,abs_delta_C_match_mumu,delta_C_rge_mumu,abs_delta_C_rge_mumu,delta_C_mumu,abs_delta_C_mumu,rel_delta_C_mumu,mu_match,mu_low,log_ratio,finite_fac_diag,finite_fac_offdiag,kappa_diag,kappa_offdiag,finite_match_mode,kappa_diag_eff,kappa_offdiag_eff,shell_spread,coeff_cv,offdiag_mix,mu_mumu_uv_tree,mu_mumu_uv_rge_input,delta_mu_mumu,abs_delta_mu_mumu,chi2_uv_tree,chi2_uv_rge,mu_mumu_uv_rge_const,C_uv_mumu_const,I_diag,abs_mu_drift_vs_const,rel_match_shift_diag
17.6,0.2,3.484410888318046e-09,7.139226485334225e-09,8.222198924376402e-10,3.488012973795402e-09,7.146606815859708e-09,8.230698801195386e-10,3.507652302728585e-09,7.186845932820351e-09,8.27704192042144e-10,7.380330525483494e-12,7.380330525483494e-12,4.023911696064278e-11,4.023911696064278e-11,4.761944748612627e-11,4.761944748612627e-11,0.0066701130134964,1.559816346703205,1.0,0.444568087858836,1.0010337717315236,1.0,0.0,0.0,input_tied,0.1632466884986723,1.118622848543152e-27,0.1070237670782771,0.5253311760113416,1.0452097502090276e-26,5.6207073804593766e-08,5.5462289769209036e-08,-7.447840353847369e-10,7.447840353847369e-10,12.249999016376224,12.249999029409944,5.5590071944080996e-08,7.139226485334225e-09,0.1632466884986723,1.277821748719599e-10,0.0010337717315236543
18.4,0.2,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0058704800739689e-30,1.0058704800739689e-30,1.0058704800739689e-30,9.999999999999999e-31,9.999999999999999e-31,5.8704800739687765e-33,5.8704800739687765e-33,1.0058704800739689e-30,1.0058704800739689e-30,1.0058704800739688,1.5896510516836373,1.0,0.463514527796402,1.0005966299991618,1.0,0.0,0.0,input_tied,0.0942160330487811,0.0,0.0942160330487811,0.0,0.0,5.6207073804593766e-08,5.5462289769209036e-08,-7.447840353847369e-10,7.447840353847369e-10,12.249999016376224,12.249999029409944,5.5590071944080996e-08,0.0,0.0942160330487811,1.277821748719599e-10,0.9999999999999998
19.200000000000003,0.2,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,9.999999999999999e-31,9.999999999999999e-31,5.7161736535276946e-33,5.7161736535276946e-33,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535276,1.5704009692603986,1.0,0.4513309811859851,1.0006470199295994,1.0,0.0,0.0,input_tied,0.1021732919162485,0.0,0.1021732919162485,0.0,0.0,5.6207073804593766e-08,5.5462289769209036e-08,-7.447840353847369e-10,7.447840353847369e-10,12.249999016376224,12.249999029409944,5.5590071944080996e-08,0.0,0.1021732919162485,1.277821748719599e-10,0.9999999999999998
20.0,0.2,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0055641423643003e-30,1.0055641423643003e-30,1.0055641423643003e-30,9.999999999999999e-31,9.999999999999999e-31,5.564142364300414e-33,5.564142364300414e-33,1.0055641423643003e-30,1.0055641423643003e-30,1.0055641423643005,1.5516627094173834,1.0,0.4393270717358963,1.000696715514015,1.0,0.0,0.0,input_tied,0.110020904054865,0.0,0.110020904054865,0.0,0.0,5.6207073804593766e-08,5.5462289769209036e-08,-7.447840353847369e-10,7.447840353847369e-10,12.249999016376224,12.249999029409944,5.5590071944080996e-08,0.0,0.110020904054865,1.277821748719599e-10,0.9999999999999998
4.0,0.39,0.0001643537204814,0.001479879334397,0.000341863111011,0.0001644925936174,0.0014811297805897,0.0003421519733633,0.0001650083750103,0.0014857739968703,0.0003432248217969,1.2504461926454971e-06,1.2504461926454971e-06,4.644216280590705e-06,4.644216280590705e-06,5.894662473236202e-06,5.894662473236202e-06,0.003983204803409,1.280917082806759,1.0,0.24757629233153,1.0008449649667923,1.0,0.0,0.0,input_tied,0.1334315192803281,2.2210348644879136e-30,0.0771814943481594,0.7288019674564653,2.8776779761078553e-29,2.4448817340068487,2.4448554964824805,-2.623752436825555e-05,2.623752436825555e-05,6.823611487882244,6.8232688033103175,2.444858483789307,0.001479879334397,0.13343151928032804,2.9873068263519542e-06,0.0008449649667923845
4.8,0.39,0.0001957482366241,0.001568408250068,0.0001519655378412,0.000195902402201,0.0015696434824604,0.0001520852214471,0.0001966658251425,0.001575760313245,0.0001526778907856,1.2352323923785994e-06,1.2352323923785994e-06,6.116830784546647e-06,6.116830784546647e-06,7.352063176925246e-06,7.352063176925246e-06,0.0046875953225864,1.3602809677586774,1.0,0.3076912723505752,1.00078757070573,1.0,0.0,0.0,input_tied,0.1243681808550457,2.1291875578442007e-30,0.0711178604801251,0.7487615630647682,2.9938858445259767e-29,13.751970835344054,13.751424565022852,-0.0005462703212018,0.0005462703212018,953.5698969824376,953.485554909062,13.75152432659523,0.001568408250068,0.12436818085504567,9.976157237900907e-05,0.0007875707057298663
5.6,0.39,0.0001571487821813,0.0013021843961999,5.952962446598845e-05,0.00015734087553,0.0013037761423013,5.96023914626893e-05,0.0001580543938164,0.001309688579967,5.987267975284702e-05,1.591746101410694e-06,1.591746101410694e-06,5.912437665721e-06,5.912437665721e-06,7.504183767131694e-06,7.504183767131694e-06,0.0057627658487006,1.43054846754372,1.0,0.3580579144745858,1.0012223661303696,1.0,0.0,0.0,input_tied,0.193028322240604,3.6782340474290424e-30,0.1092096338293002,0.7675026961661312,3.368049061659062e-29,57.98141445255387,57.97489479473127,-0.0065196578226007,0.0065196578226007,20009.102884072952,20004.492006468194,57.97439328206518,0.0013021843961999,0.19302832224060404,0.0005015126660907754,0.0012223661303697138
6.4,0.39,0.000104032401728,0.0006722762677837,2.7226661152841032e-05,0.0001041811750787,0.0006732376681872,2.726559711454716e-05,0.0001046962793267,0.0006765663653587,2.7400406737185923e-05,9.614004035025155e-07,9.614004035025155e-07,3.328697171502853e-06,3.328697171502853e-06,4.2900975750053685e-06,4.2900975750053685e-06,0.0063814502766073,1.4775528482269376,1.0,0.3903872383399466,1.001430067443362,1.0,0.0,0.0,input_tied,0.2258271989257615,5.9119051455884555e-30,0.1316552460415761,0.7152920655698475,4.490444037240646e-29,59.89388950310497,59.88517591898372,-0.0087135841212528,0.0087135841212528,21384.59443250909,21378.223764215458,59.877309480955944,0.0006722762677837,0.22582719892576159,0.007866438027775757,0.001430067443362197
7.2,0.39,7.600594590530699e-05,0.000120965493191,1.75679713156894e-05,7.611633759722404e-05,0.0001211411845175,1.759348718887523e-05,7.650215132048583e-05,0.000121755217364,1.768266395449179e-05,1.7569132648618757e-07,1.7569132648618757e-07,6.140328464879447e-07,6.140328464879447e-07,7.897241729741322e-07,7.897241729741322e-07,0.0065285078590697,1.4921401916441892,1.0,0.4002114595954043,1.0014524086320111,1.0,0.0,0.0,input_tied,0.2293551780268466,1.1678718125058225e-29,0.1406987183843505,0.6301156162653222,8.300514929464497e-29,3.532800267571452,3.532307502085169,-0.0004927654862831,0.0004927654862831,28.43023113345535,28.41709552155433,3.5313947890857684,0.000120965493191,0.22935517802684655,0.0009127129994004335,0.0014524086320119203
8.0,0.39,6.31393068273821e-05,8.591083025389693e-05,1.3492972088047451e-05,6.323694364532261e-05,8.604368030427127e-05,1.3513837234109932e-05,6.354322574340369e-05,8.646042465355576e-05,1.357929021432359e-05,1.328500503743334e-07,1.328500503743334e-07,4.167443492844976e-07,4.167443492844976e-07,5.49594399658831e-07,5.49594399658831e-07,0.0063972656070786,1.4658274448318904,1.0,0.3824198917835673,1.0015463713944064,1.0,0.0,0.0,input_tied,0.2441931827192239,1.4799740651121704e-29,0.1520636193182569,0.605861966287592,9.73259792018171e-29,2.326336305231986,2.3255725010584727,-0.0007638041735131,0.0007638041735131,5.363118439942793,5.354277841972729,2.3245432673167357,8.591083025389693e-05,0.2441931827192239,0.0010292337417370234,0.001546371394406438
8.8,0.39,2.2146857620247044e-05,5.848230796281681e-05,7.04775033011198e-06,2.21726005763619e-05,5.855028634210643e-05,7.055942459693862e-06,2.2295353183141637e-05,5.887443416822367e-05,7.0950057769277734e-06,6.797837928962391e-08,6.797837928962391e-08,3.241478261172383e-07,3.241478261172383e-07,3.921262054068622e-07,3.921262054068622e-07,0.006705039849935,1.5482467554553725,1.0,0.4371231652132156,1.0011623751123646,1.0,0.0,0.0,input_tied,0.1835549203953531,1.4377370856624318e-29,0.115172233250979,0.5937428251074812,1.2483365522047047e-28,1.5836854161367002,1.5837193704968866,3.3954360186383425e-05,3.3954360186383425e-05,0.2108770756332047,0.210955044348577,1.583690534317875,5.848230796281681e-05,0.18355492039535307,2.883617901150437e-05,0.0011623751123646612
9.6,0.39,1.0975147121485077e-05,4.357983841062823e-05,3.956029580418546e-06,1.0987782931514115e-05,4.3630012367583656e-05,3.960584201663629e-06,1.104859214841028e-05,4.3871472078043846e-05,3.982503093332278e-06,5.0173956955429384e-08,5.0173956955429384e-08,2.414597104601895e-07,2.414597104601895e-07,2.916336674156189e-07,2.916336674156189e-07,0.006691940081735,1.5480056645464255,1.0,0.4369674344285572,1.0011513112206307,1.0,0.0,0.0,input_tied,0.1818077806425519,1.746444824113007e-29,0.1148568546515892,0.5829075347227113,1.5205403538262763e-28,1.000000004530878,1.00000000453294,2.0621282459387658e-12,2.0621282459387658e-12,0.9999999773456102,0.9999999773352996,1.0000000045308777,4.357983841062823e-05,0.18180778064255182,2.0623502905436908e-12,0.0011513112206307076
10.4,0.39,7.422066720531848e-06,2.9967975391542698e-05,2.1099882180731836e-06,7.431357114771307e-06,3.000548708692744e-05,2.1126293452854043e-06,7.470949057320955e-06,3.016534692175606e-05,2.1238847725748532e-06,3.7511695384746754e-08,3.7511695384746754e-08,1.5985983482861817e-07,1.5985983482861817e-07,1.9737153021336494e-07,1.9737153021336494e-07,0.0065860815632231,1.5229622419775668,1.0,0.4206572817327969,1.001251726047377,1.0,0.0,0.0,input_tied,0.1976646544984209,2.358612576731896e-29,0.1253376268973251,0.5770575795275351,1.8818072713823105e-28,0.4952545989596053,0.4951524134851768,-0.0001021854744285,0.0001021854744285,5.116026504398401,5.117182217635626,0.4950549756550261,2.9967975391542698e-05,0.19766465449842083,9.743783015070395e-05,0.0012517260473769937
11.2,0.39,4.558509357281854e-06,1.6473383521677937e-05,7.956065756958455e-07,4.564661682302057e-06,1.6495616581141975e-05,7.966803543937158e-07,4.588080087581799e-06,1.6580245204536817e-05,8.007676197194104e-07,2.2233059464038676e-08,2.2233059464038676e-08,8.462862339484204e-08,8.462862339484204e-08,1.0686168285888073e-07,1.0686168285888073e-07,0.0064869298233879,1.499419168235305,1.0,0.4050778119422223,1.0013496352728497,1.0,0.0,0.0,input_tied,0.2131258596605391,3.4907422978823474e-29,0.1353663151635882,0.574437919825029,2.5787377706660896e-28,0.1521116714309366,0.1520498934725329,-6.177795840361933e-05,6.177795840361933e-05,9.732658003618068,9.733621677386974,0.1519898356659645,1.6473383521677937e-05,0.21312585966053912,6.0057806568397654e-05,0.001349635272849768
12.0,0.39,2.51049659930808e-06,8.248753787970822e-06,4.859945413114452e-07,2.5141146632652333e-06,8.26064168249333e-06,4.866949443049313e-07,2.5265541914250886e-06,8.301514315046371e-06,4.891030506468583e-07,1.1887894522508544e-08,1.1887894522508544e-08,4.0872632553041086e-08,4.0872632553041086e-08,5.276052707554963e-08,5.276052707554963e-08,0.006396181584725,1.4779687035454037,1.0,0.3906686474340275,1.001441174609896,1.0,0.0,0.0,input_tied,0.2275811723610998,5.287919444399017e-29,0.1446435501863265,0.5733931590308378,3.6558280252297734e-28,0.0382053012259998,0.038182878598351,-2.2422627648753524e-05,2.2422627648753524e-05,11.590530010056062,11.590911700891704,0.0381608005830067,8.248753787970822e-06,0.22758117236109973,2.2078015344297042e-05,0.001441174609896187
12.8,0.39,6.987844538077155e-07,2.0493996179638756e-06,2.0546948193091949e-07,6.994675200121345e-07,2.051402918997195e-06,2.056703296435178e-07,7.035092500665257e-07,2.0632565313439595e-06,2.068587535929276e-07,2.0033010333194722e-09,2.0033010333194722e-09,1.18536123467644e-08,1.18536123467644e-08,1.3856913380083872e-08,1.3856913380083872e-08,0.0067614501625851,1.5781226258875372,1.0,0.4562359290923607,1.0009775062978248,1.0,0.0,0.0,input_tied,0.1543616073456752,6.50529046133706e-29,0.1006380909200492,0.5338288508305074,6.464043983609658e-28,0.0023602904960522,0.0023606163947596,3.25898707389128e-07,3.25898707389128e-07,12.208729734889245,12.208724041277724,0.0023614360888884,2.0493996179638756e-06,0.1543616073456752,8.196941288000047e-07,0.0009775062978248218
13.6,0.39,2.2326970559833706e-07,5.62447153419074e-07,8.964636729611576e-08,2.234816095194057e-07,5.629809685951365e-07,8.973145011865408e-08,2.2478260630088954e-07,5.662583587560272e-07,9.025382119005138e-08,5.338151760625616e-10,5.338151760625616e-10,3.277390160890701e-09,3.277390160890701e-09,3.8112053369532635e-09,3.8112053369532635e-09,0.0067761127668354,1.5835144599575646,1.0,0.4596467185984162,1.0009490939243226,1.0,0.0,0.0,input_tied,0.1498749051606514,1.1538227728608455e-28,0.0980848135726996,0.5280133560081189,1.1763521087855689e-27,0.0001778032087379,0.0001778329423262,2.9733588328587993e-08,2.9733588328587993e-08,12.246888641434468,12.246888121162756,0.0001779048006959,5.62447153419074e-07,0.14987490516065144,7.185836969997804e-08,0.0009490939243225596
