alpha,beta,lambda,j_direct,j_blockdet,max_abs_det_ratio_residual,max_abs_schur_norm_residual,max_abs_action_factor_residual,max_abs_weight_factor_residual,mean_logdet_part,mean_log_schur_eff,mean_even_penalty,mean_xi_cross
0.9,1.0,0.1,0.00016083484365319326,0.00016083484365319358,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.32636720309863815,0.4572015372419728,-0.0010634441463941797,0.10628158966146627
0.9,1.0,0.2,0.00018931604758793544,0.00018931604758793544,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.32636720309863815,0.4540036416256527,-0.0042613397627143225,0.10628158966146627
0.9,1.0,0.4,0.00032913996232260284,0.0003291399623226028,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.32636720309863815,0.44109713927596256,-0.017167842112404477,0.10628158966146627
0.9,1.05,-0.4,0.00011687839724521222,0.00011687839724521223,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.32636720309863815,0.46335411377351365,-0.01782411668427169,0.11030471193534441
0.9,1.05,-0.2,4.277409431997673e-05,4.2774094319976865e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.32636720309863815,0.4767551913900669,-0.004423039067718471,0.11030471193534441
0.9,1.05,-0.1,3.0813963061861356e-05,3.081396306186141e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.32636720309863815,0.48007450686450803,-0.0011037235932772958,0.11030471193534441
0.9,1.05,0.0,2.73939035318019e-05,2.7393903531801982e-05,4.440892098500626e-16,2.220446049250313e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.32636720309863815,0.4811782304577854,0.0,0.11030471193534441
0.9,1.05,0.1,3.0813963061861356e-05,3.081396306186141e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.32636720309863815,0.48007450686450803,-0.0011037235932772958,0.11030471193534441
0.9,1.05,0.2,4.277409431997673e-05,4.2774094319976865e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.32636720309863815,0.4767551913900669,-0.004423039067718471,0.11030471193534441
0.9,1.05,0.4,0.00011687839724521222,0.00011687839724521223,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.32636720309863815,0.46335411377351365,-0.01782411668427169,0.11030471193534441
0.9,1.1,-0.4,2.208090176357579e-05,2.20809017635758e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.32636720309863815,0.48562702863242857,-0.01846445089477522,0.11422734698063661
0.9,1.1,-0.2,1.6178359170905752e-05,1.617835917090577e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.32636720309863815,0.49951075258988664,-0.004580726937317107,0.11422734698063661
0.9,1.1,-0.1,2.1320826856406307e-05,2.1320826856406287e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.32636720309863815,0.5029484808642191,-0.0011429986629847206,0.11422734698063661
0.9,1.1,0.0,2.3605258125687605e-05,2.3605258125687588e-05,4.440892098500626e-16,2.220446049250313e-16,3.3306690738754696e-16,2.220446049250313e-16,0.32636720309863815,0.5040914795272038,0.0,0.11422734698063661
0.9,1.1,0.1,2.1320826856406307e-05,2.1320826856406287e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.32636720309863815,0.5029484808642191,-0.0011429986629847206,0.11422734698063661
0.9,1.1,0.2,1.6178359170905752e-05,1.617835917090577e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.32636720309863815,0.49951075258988664,-0.004580726937317107,0.11422734698063661
0.9,1.1,0.4,2.208090176357579e-05,2.20809017635758e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.32636720309863815,0.48562702863242857,-0.01846445089477522,0.11422734698063661
0.95,0.9,-0.4,0.0007543400723607487,0.0007543400723607484,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.39590199067658044,-0.0165364925729499,0.10240813401414109
0.95,0.9,-0.2,0.0005356722988570969,0.0005356722988570969,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.4083327963019742,-0.004105686947556046,0.10240813401414109
0.95,0.9,-0.1,0.00048747062005504246,0.0004874706200550426,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.41141381816488715,-0.0010246650846431782,0.10240813401414109
0.95,0.9,0.0,0.00047196299417870006,0.0004719629941787,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.34449871438189583,0.41243848324953036,0.0,0.10240813401414109
0.95,0.9,0.1,0.00048747062005504246,0.0004874706200550426,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.41141381816488715,-0.0010246650846431782,0.10240813401414109
0.95,0.9,0.2,0.0005356722988570969,0.0005356722988570969,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.4083327963019742,-0.004105686947556046,0.10240813401414109
0.95,0.9,0.4,0.0007543400723607487,0.0007543400723607484,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.39590199067658044,-0.0165364925729499,0.10240813401414109
0.95,0.95,-0.4,0.00038997517639443615,0.0003899751763944364,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.4180937204781273,-0.017258011840821305,0.10683405532822553
0.95,0.95,-0.2,0.00023389423243687108,0.00023389423243687095,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.43106818463434304,-0.0042835476846056035,0.10683405532822553
0.95,0.95,-0.1,0.00020151011201374167,0.00020151011201374164,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34449871438189583,0.43428275671032923,-0.0010689756086194092,0.10683405532822553
0.95,0.95,0.0,0.00019128891712468697,0.00019128891712468695,4.440892098500626e-16,2.220446049250313e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.4353517323189487,0.0,0.10683405532822553
0.95,0.95,0.1,0.00020151011201374167,0.00020151011201374164,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34449871438189583,0.43428275671032923,-0.0010689756086194092,0.10683405532822553
0.95,0.95,0.2,0.00023389423243687108,0.00023389423243687095,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.43106818463434304,-0.0042835476846056035,0.10683405532822553
0.95,0.95,0.4,0.00038997517639443615,0.0003899751763944364,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.4180937204781273,-0.017258011840821305,0.10683405532822553
0.95,1.0,-0.4,0.00014820559839875497,0.00014820559839875513,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.44030296068193453,-0.017962020706432498,0.11114920857612257
0.95,1.0,-0.2,5.804453013520896e-05,5.8044530135209035e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34449871438189583,0.45380799109216796,-0.004456990296199018,0.11114920857612257
0.95,1.0,-0.1,4.226873915728379e-05,4.2268739157283865e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34449871438189583,0.45715280215945187,-0.0011121792289150864,0.11114920857612257
0.95,1.0,0.0,3.7593834385116756e-05,3.7593834385116816e-05,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.34449871438189583,0.45826498138836697,0.0,0.11114920857612257
0.95,1.0,0.1,4.226873915728379e-05,4.2268739157283865e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34449871438189583,0.45715280215945187,-0.0011121792289150864,0.11114920857612257
0.95,1.0,0.2,5.804453013520896e-05,5.8044530135209035e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34449871438189583,0.45380799109216796,-0.004456990296199018,0.11114920857612257
0.95,1.0,0.4,0.00014820559839875497,0.00014820559839875513,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.44030296068193453,-0.017962020706432498,0.11114920857612257
0.95,1.05,-0.4,2.469478261557314e-05,2.4694782615573144e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.46252928321301195,-0.018648947244773353,0.11535646813385839
0.95,1.05,-0.2,3.335379397289482e-06,3.335379397289514e-06,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34449871438189583,0.4765521026612777,-0.0046261277965077225,0.11535646813385839
0.95,1.05,-0.1,4.846093555791893e-06,4.846093555791919e-06,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.34449871438189583,0.48002392589060555,-0.0011543045671798058,0.11535646813385839
0.95,1.05,0.0,5.939836557414729e-06,5.939836557414742e-06,4.440892098500626e-16,2.220446049250313e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.4811782304577854,0.0,0.11535646813385839
0.95,1.05,0.1,4.846093555791893e-06,4.846093555791919e-06,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.34449871438189583,0.48002392589060555,-0.0011543045671798058,0.11535646813385839
0.95,1.05,0.2,3.335379397289482e-06,3.335379397289514e-06,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34449871438189583,0.4765521026612777,-0.0046261277965077225,0.11535646813385839
0.95,1.05,0.4,2.469478261557314e-05,2.4694782615573144e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.46252928321301195,-0.018648947244773353,0.11535646813385839
0.95,1.1,-0.4,1.5218482205674622e-05,1.5218482205674596e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34449871438189583,0.4847722701717637,-0.019319209355440032,0.11945863138110753
0.95,1.1,-0.2,6.512396102294466e-05,6.512396102294459e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,2.220446049250313e-16,0.34449871438189583,0.4993004092719544,-0.004791070255249364,0.11945863138110753
0.95,1.1,-0.1,8.44952614044915e-05,8.449526140449146e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34449871438189583,0.5028961000436216,-0.0011953794835821863,0.11945863138110753
0.95,1.1,0.0,9.15453700595506e-05,9.154537005955053e-05,4.440892098500626e-16,2.220446049250313e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.34449871438189583,0.5040914795272038,0.0,0.11945863138110753
0.95,1.1,0.1,8.44952614044915e-05,8.449526140449146e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34449871438189583,0.5028961000436216,-0.0011953794835821863,0.11945863138110753
0.95,1.1,0.2,6.512396102294466e-05,6.512396102294459e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,2.220446049250313e-16,0.34449871438189583,0.4993004092719544,-0.004791070255249364,0.11945863138110753
0.95,1.1,0.4,1.5218482205674622e-05,1.5218482205674596e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.34449871438189583,0.4847722701717637,-0.019319209355440032,0.11945863138110753
1.0,0.9,-0.4,0.00046297475451114405,0.0004629747545111439,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.3951850651542669,-0.017253418095263453,0.10680546102918123
1.0,0.9,-0.2,0.00029122264668743505,0.0002912226466874348,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.40815608053646363,-0.004282402713066681,0.10680546102918123
1.0,0.9,-0.1,0.00025501222274021027,0.00025501222274021027,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.41136979365937665,-0.001068689590153649,0.10680546102918123
1.0,0.9,0.0,0.00024352353826755186,0.000243523538267552,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.36263022566515346,0.41243848324953036,0.0,0.10680546102918123
1.0,0.9,0.1,0.00025501222274021027,0.00025501222274021027,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.41136979365937665,-0.001068689590153649,0.10680546102918123
1.0,0.9,0.2,0.00029122264668743505,0.0002912226466874348,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.40815608053646363,-0.004282402713066681,0.10680546102918123
1.0,0.9,0.4,0.00046297475451114405,0.0004629747545111439,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.3951850651542669,-0.017253418095263453,0.10680546102918123
1.0,0.95,-0.4,0.00019175236086815809,0.00019175236086815809,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.4173452219841377,-0.018006510334810894,0.11142131097117483
1.0,0.95,-0.2,8.564685176939475e-05,8.564685176939463e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.36263022566515346,0.43088379930645154,-0.004467933012497073,0.11142131097117483
1.0,0.95,-0.1,6.60175231294825e-05,6.601752312948252e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.43423682841696176,-0.001114903901986881,0.11142131097117483
1.0,0.95,0.0,6.006954232391509e-05,6.0069542323915075e-05,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.36263022566515346,0.4353517323189487,0.0,0.11142131097117483
1.0,0.95,0.1,6.60175231294825e-05,6.601752312948252e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.43423682841696176,-0.001114903901986881,0.11142131097117483
1.0,0.95,0.2,8.564685176939475e-05,8.564685176939463e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.36263022566515346,0.43088379930645154,-0.004467933012497073,0.11142131097117483
1.0,0.95,0.4,0.00019175236086815809,0.00019175236086815809,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.4173452219841377,-0.018006510334810894,0.11142131097117483
1.0,1.0,-0.4,3.955790158249206e-05,3.9557901582492095e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.43952363226005386,-0.018741349128313115,0.11592162866948753
1.0,1.0,-0.2,2.4146198993085127e-06,2.4146198993085292e-06,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.4536161256605006,-0.004648855727866444,0.11592162866948753
1.0,1.0,-0.1,1.5003288724437898e-07,1.5003288724437651e-07,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.45710501765211364,-0.0011599637362533965,0.11592162866948753
1.0,1.0,0.0,5.394350719517265e-33,4.947150659868165e-33,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.36263022566515346,0.45826498138836697,0.0,0.11592162866948753
1.0,1.0,0.1,1.5003288724437898e-07,1.5003288724437651e-07,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.45710501765211364,-0.0011599637362533965,0.11592162866948753
1.0,1.0,0.2,2.4146198993085127e-06,2.4146198993085292e-06,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.4536161256605006,-0.004648855727866444,0.11592162866948753
1.0,1.0,0.4,3.955790158249206e-05,3.9557901582492095e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.43952363226005386,-0.018741349128313115,0.11592162866948753
1.0,1.05,-0.4,2.171652842985553e-06,2.1716528429855543e-06,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.4617198508961016,-0.019458379561683704,0.12030941244432106
1.0,1.05,-0.2,3.684876806179117e-05,3.684876806179116e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.36263022566515346,0.4763529417991375,-0.004825288658647889,0.12030941244432106
1.0,1.05,-0.1,5.261847127109348e-05,5.261847127109347e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.36263022566515346,0.47997433151446006,-0.001203898943325325,0.12030941244432106
1.0,1.05,0.0,5.848563369424989e-05,5.8485633694249804e-05,4.440892098500626e-16,2.220446049250313e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.4811782304577854,0.0,0.12030941244432106
1.0,1.05,0.1,5.261847127109348e-05,5.261847127109347e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.36263022566515346,0.47997433151446006,-0.001203898943325325,0.12030941244432106
1.0,1.05,0.2,3.684876806179117e-05,3.684876806179116e-05,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.36263022566515346,0.4763529417991375,-0.004825288658647889,0.12030941244432106
1.0,1.05,0.4,2.171652842985553e-06,2.1716528429855543e-06,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.4617198508961016,-0.019458379561683704,0.12030941244432106
1.0,1.1,-0.4,7.548234631713599e-05,7.548234631713592e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.48393344332723703,-0.020158036199966717,0.12458758029027654
1.0,1.1,-0.2,0.00018441378202206914,0.0001844137820220691,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.36263022566515346,0.4990941329886186,-0.004997346538585141,0.12458758029027654
1.0,1.1,-0.1,0.0002187818777528519,0.0002187818777528519,8.881784197001252e-16,6.661338147750939e-16,4.440892098500626e-16,2.220446049250313e-16,0.36263022566515346,0.5028447409476564,-0.0012467385795474086,0.12458758029027654
1.0,1.1,0.0,0.00023085039944123953,0.00023085039944123953,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.36263022566515346,0.5040914795272038,0.0,0.12458758029027654
1.0,1.1,0.1,0.0002187818777528519,0.0002187818777528519,8.881784197001252e-16,6.661338147750939e-16,4.440892098500626e-16,2.220446049250313e-16,0.36263022566515346,0.5028447409476564,-0.0012467385795474086,0.12458758029027654
1.0,1.1,0.2,0.00018441378202206914,0.0001844137820220691,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.36263022566515346,0.4990941329886186,-0.004997346538585141,0.12458758029027654
1.0,1.1,0.4,7.548234631713599e-05,7.548234631713592e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.36263022566515346,0.48393344332723703,-0.020158036199966717,0.12458758029027654
1.05,0.9,-0.4,0.00024743671742658886,0.00024743671742658864,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.3944815987166497,-0.01795688453288068,0.11111682272858334
1.05,0.9,-0.2,0.0001257458510576116,0.0001257458510576115,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.4079827856951113,-0.004455697554418989,0.11111682272858334
1.05,0.9,-0.1,0.0001022827386638948,0.00010228273866389475,1.3322676295501878e-15,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.41132662771318956,-0.0011118555363407966,0.11111682272858334
1.05,0.9,0.0,9.506231680919481e-05,9.506231680919478e-05,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.3807617369484112,0.41243848324953036,0.0,0.11111682272858334
1.05,0.9,0.1,0.0001022827386638948,0.00010228273866389475,1.3322676295501878e-15,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.41132662771318956,-0.0011118555363407966,0.11111682272858334
1.05,0.9,0.2,0.0001257458510576116,0.0001257458510576115,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.4079827856951113,-0.004455697554418989,0.11111682272858334
1.05,0.9,0.4,0.00024743671742658886,0.00024743671742658864,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.3944815987166497,-0.01795688453288068,0.11111682272858334
1.05,0.95,-0.4,6.660389319502181e-05,6.660389319502177e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.41661075180954715,-0.018740980509401487,0.11591887728810113
1.05,0.95,-0.2,1.357834597434981e-05,1.3578345974349853e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.4307029823049568,-0.00464875001399187,0.11591887728810113
1.05,0.95,-0.1,7.447657954755834e-06,7.447657954755836e-06,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.3807617369484112,0.4341917958272053,-0.0011599364917433115,0.11591887728810113
1.05,0.95,0.0,6.017972120169275e-06,6.017972120169287e-06,4.440892098500626e-16,2.220446049250313e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.4353517323189487,0.0,0.11591887728810113
1.05,0.95,0.1,7.447657954755834e-06,7.447657954755836e-06,8.881784197001252e-16,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,0.3807617369484112,0.4341917958272053,-0.0011599364917433115,0.11591887728810113
1.05,0.95,0.2,1.357834597434981e-05,1.3578345974349853e-05,8.881784197001252e-16,4.440892098500626e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.3807617369484112,0.4307029823049568,-0.00464875001399187,0.11591887728810113
