D,eta,coeff_l1,coeff_l2,projected_logdet_part_kernel,projected_logdet_part_action,tree_diag_susceptibility_parented,schur_bg_kernel,schur_full_kernel,projected_schur_gain,projected_schur_action,projected_logdet_schur_response_action,projected_logdet_schur_response_weight,projected_logdet_schur_response_weight_residual,shell_spread,shell_access_parented,hk_loop_local_prefactor_diag,eymh_parented_prefactor_diag,projected_logdet_schur_prefactor_recon,projected_logdet_schur_prefactor_residual,projected_logdet_part_share,projected_schur_share,mu_mumu_uv_rge,mu_mumu_uv_rge_const,abs_mu_diff_vs_const
12.0,0.2,0.522145874622551,0.347502343175677,1.502567924724998,0.4071755942090428,0.6621249351734221,1.324701506182844,2.201819405088294,1.662124935173422,0.5080968651925042,0.915272459401547,0.6327776200492675,0.0,0.1446435501863265,0.3554793714957137,0.2033633873147403,0.0457444364275039,0.04574443642750392,2.0816681711721685e-17,0.44486818108268605,0.555131818917314,0.0381623276974709,0.0381608684312153,1.4592662556031644e-06
12.8,0.2,0.4340755361717523,0.2840881611451176,1.5279606669354249,0.423933948878602,0.7104735034951574,1.114287005200122,1.9059583976837793,1.7104735034951575,0.5367702348128583,0.9607041836914603,0.618565561569988,-1.1102230246251565e-16,0.1006380909200492,0.3023840820031647,0.2100711557195202,0.0392926289711688,0.039292628971168815,1.3877787807814457e-17,0.44127417791567836,0.5587258220843218,0.0023614708275849,0.0023615110031041,4.017551920006482e-08
13.6,0.2,0.428708680224616,0.2798971695134157,1.5316649359830974,0.4263553372040366,0.6115036485170576,1.1152775579450587,1.7972738537376562,1.6115036485170577,0.4771676863210921,0.9035230235251287,0.6365059508076917,0.0,0.0980848135726996,0.2988704261474397,0.2082773251008593,0.0396211797225291,0.039621179722529154,5.551115123125783e-17,0.47188098820171226,0.5281190117982878,0.0001778882187932,0.0001778917797778,3.560984600020547e-09
14.4,0.2,0.4446044252009733,0.2908063368569028,1.5288677337858356,0.424527418159913,0.5817800272422496,1.195999582362392,1.8918082519709034,1.5817800272422495,0.45855081242228113,0.8830782305821941,0.6430459372093945,0.0,0.1074074264709029,0.31143214686360643,0.1981620938639441,0.0396849667542082,0.03968496675420823,3.469446951953614e-17,0.48073591156248,0.51926408843752,4.3880494927676865e-05,4.388102718529249e-05,5.322576156267756e-10
15.2,0.2,0.4600093586360452,0.301311214387321,1.526691794633058,0.4231031686891619,0.6474746402323869,1.2635129579283289,2.0816055557919326,1.647474640232387,0.49924359439738114,0.9223467630865431,0.6305433433421062,1.1102230246251565e-16,0.1161901986479192,0.3226380950411735,0.205104029139777,0.0417258105506857,0.04172581055068577,6.938893903907228e-17,0.4587246203079725,0.5412753796920275,1.2073811470646549e-05,1.2073793845658816e-05,1.7624987732299535e-11
16.0,0.2,0.4760391641578648,0.3126968198380725,1.5223665031335394,0.4202660340866548,0.5952564149519112,1.3217878591111365,2.1085905614525933,1.595256414951911,0.4670344850413626,0.8873005191280174,0.6416898064593505,-2.220446049250313e-16,0.1245991237260836,0.33285771202960807,0.2036891577435576,0.0435062525324147,0.04350625253241469,-6.938893903907228e-18,0.4736456533347524,0.5263543466652475,1.7697615613545258e-06,1.7697402042259288e-06,2.1357128597040317e-11
16.8,0.2,0.4926256975220699,0.3260734472595267,1.5107813949965139,0.41262699711030537,0.6063241073583004,1.3729068193667717,2.205333321105453,1.6063241073583003,0.4739484054738828,0.8865754025841881,0.6419224985863645,0.0,0.1326858033760381,0.3422610674663284,0.1940657427146949,0.0426372294501484,0.04263722945014839,-1.3877787807814457e-17,0.46541669880258474,0.5345833011974154,4.11216973700512e-07,4.112081813062357e-07,8.792394276284323e-12
17.6,0.2,0.4410367983505292,0.2876304861315658,1.53334510636259,0.42745169286002216,0.5353027450111023,1.2679119024066776,1.946628624197221,1.5353027450111023,0.42872758961253354,0.8561792824725557,0.6517529882364431,0.0,0.1070237670782771,0.31092929648788725,0.2011363173486186,0.0407600933091185,0.04076009330911849,-6.938893903907228e-18,0.4992548892628967,0.5007451107371033,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.2,0.0,0.0,1.0,0.0,0.0,1.20297833384972,1.20297833384972,1.0,0.0,0.0,1.0,0.0,0.0942160330487811,0.2934342948281214,0.1999781067668977,0.0586804347402074,0.0586804347402074,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.2,0.0,0.0,1.0,0.0,0.0,1.2685122027208124,1.2685122027208124,1.0,0.0,0.0,1.0,0.0,0.1021732919162485,0.3044694702587371,0.1907155475682234,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.2,0.0,0.0,1.0,0.0,0.0,1.3261537967964965,1.3261537967964965,1.0,0.0,0.0,1.0,0.0,0.110020904054865,0.3148270397844881,0.1978582751435992,0.0622911350603241,0.0622911350603241,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.39,0.5348201512826798,0.3820817830141957,1.3997530765888655,0.3362958472004176,0.8361085273697313,1.052928468881864,1.9332909404243455,1.8361085273697313,0.6076484012191536,0.9439442484195713,0.6237709007821728,-1.1102230246251565e-16,0.0771814943481594,0.26767767385469626,0.2594822797956052,0.0433256378659887,0.04332563786598875,5.551115123125783e-17,0.35626664155586696,0.643733358444133,2.444858357046273,2.444858483789307,1.2674303384585528e-07
4.8,0.39,0.5496382522016724,0.3964315670180943,1.386464393680802,0.3267569050232783,0.7724182321623736,1.3330127461264274,2.3626560949393136,1.7724182321623738,0.5723448469989184,0.8991017520221967,0.6379145900390331,-1.1102230246251565e-16,0.0711178604801251,0.25767406620130606,0.2385972532567175,0.0392191959549454,0.039219195954945434,3.469446951953614e-17,0.36342594627177577,0.6365740537282243,13.75152135651519,13.75152432659523,2.9700800414644846e-06
5.6,0.39,0.5468221053448145,0.3979748578049887,1.3740116859662583,0.3177346988340467,1.0623567566189278,1.0489632309804584,2.1633364068573693,2.062356756618928,0.7238493854785658,1.0415840843126125,0.5940498490647067,0.0,0.1092096338293002,0.31377884425076946,0.2408620932557482,0.044896760436053,0.04489676043605301,6.938893903907228e-18,0.30504949491786243,0.6949505050821375,57.97446421045843,57.97439328206518,7.092839324940314e-05
6.4,0.39,0.5249812867988601,0.3726557072448083,1.4087568675125235,0.3427076612579426,0.868413466345598,1.2368422574530327,2.3109327295705357,1.8684134663455985,0.6250896570409508,0.9677973182988934,0.616375662781244,-1.1102230246251565e-16,0.1316552460415761,0.3410845234930134,0.2348317398037009,0.0493701324354692,0.049370132435469234,3.469446951953614e-17,0.354110984581279,0.645889015418721,59.87809003340474,59.877309480955944,0.0007805524487949356
7.2,0.39,0.508580892319907,0.3470601234960784,1.4653970822022533,0.38212625161457975,0.3844355324879933,1.5397550802947837,2.1316916444890017,1.3844355324879933,0.3252924987946593,0.7074187504092391,0.7020789792681886,0.0,0.1406987183843505,0.35120411348378744,0.2205935934157932,0.0543924297365417,0.05439242973654168,-2.0816681711721685e-17,0.540169809456593,0.45983019054340707,3.531492232104217,3.5313947890857684,9.744301844838432e-05
8.0,0.39,0.5340456087317134,0.3605063298004697,1.4813765101636158,0.3929717299596685,0.3511645686794096,1.5891268740470006,2.147171927348574,1.3511645686794096,0.30096686405353396,0.6939385940132025,0.706827029630224,0.0,0.1520636193182569,0.3633075560105363,0.2258410747793691,0.0579949944510229,0.05799499445102298,7.632783294297951e-17,0.566291792025898,0.43370820797410203,2.324652150822692,2.3245432673167357,0.00010888350595639196
8.8,0.39,0.4659139786252545,0.3128373898658881,1.4893167943415895,0.3983174875140615,0.6407998244075555,1.1526414316992488,1.891253858737001,1.6407998244075557,0.49518382075966755,0.8935013082737291,0.6397033957855719,-1.1102230246251565e-16,0.115172233250979,0.32136821487248435,0.2223372469819722,0.0457081664626894,0.04570816646268943,2.7755575615628914e-17,0.4457939611567247,0.5542060388432752,1.5837000387135487,1.583690534317875,9.504395673598509e-06
9.6,0.39,0.465410391829237,0.311022915080539,1.4963861801266944,0.4030529880353437,0.7998543928953749,1.1066533286499558,1.9918148549829118,1.7998543928953747,0.5877057687942142,0.9907587568295579,0.6093396931134121,0.0,0.1148568546515892,0.3209732984685203,0.2103436369428326,0.0411393810710699,0.04113938107106991,6.938893903907228e-18,0.406812440724843,0.593187559275157,1.0000000045309456,1.0000000045308777,6.794564910705958e-14
10.4,0.39,0.4844721632973193,0.3229405158487987,1.500190095454452,0.40559183038152596,0.7700606219476459,1.191089660939199,2.1083009060374494,1.770060621947646,0.5710137956871663,0.9766056260686922,0.6136670185326931,-1.1102230246251565e-16,0.1253376268973251,0.3337331239271595,0.2165968878056446,0.0443592616336688,0.04435926163366878,-2.0816681711721685e-17,0.4153076938684332,0.5846923061315669,0.4950631218312705,0.4950549756550261,8.14617624439462e-06
11.2,0.39,0.5036497917996202,0.335343899962222,1.501890423104039,0.4067245966886865,0.7268560834220629,1.263616892757297,2.1820845183728226,1.7268560834220628,0.5463024624101751,0.9530270590988617,0.6209445269948283,0.0,0.1353663151635882,0.3452926237866013,0.2141961374641878,0.0459252722558148,0.04592527225581487,6.938893903907228e-17,0.4267712997291666,0.5732287002708333,0.1519945006166041,0.1519898356659645,4.664950639610144e-06
12.0,0.39,0.5221458734019447,0.3475023272755173,1.5025679899633055,0.4071756376269177,0.6621244762845668,1.324701506182844,2.2018187971975367,1.662124476284567,0.508096589106809,0.9152722267337268,0.6327776936627666,-1.1102230246251565e-16,0.1446435501863265,0.3554793714957137,0.2033633873147403,0.0457444417491334,0.04574444174913339,-6.938893903907228e-18,0.44486834160802546,0.5551316583919744,0.0381622598448225,0.0381608005830067,1.4592618158004722e-06
12.8,0.39,0.4340743669944907,0.2840864732223568,1.5279656298691038,0.42393719695018284,0.7104634185829285,1.114287005200122,1.905947160197134,1.7104634185829286,0.536764338818598,0.9607015357687808,0.6185663805274197,0.0,0.1006380909200492,0.3023840820031647,0.2100711557195202,0.0392926809931249,0.03929268099312495,4.85722573273506e-17,0.4412787751098328,0.5587212248901672,0.0023613959137479,0.0023614360888884,4.017514049995535e-08
13.6,0.39,0.4287111875175987,0.2799014713307117,1.5316503535312396,0.42634581650474207,0.6115334287634345,1.1152775579450587,1.7973070669781106,1.6115334287634346,0.4771861659387097,0.9035319824434518,0.6365030996116648,0.0,0.0980848135726996,0.2988704261474397,0.2082773251008593,0.0396210022414701,0.039621002241470166,6.245004513516506e-17,0.4718657720911669,0.528134227908833,0.0001779012396004,0.0001779048006959,3.5610954999978992e-09
14.4,0.39,0.44461773816574,0.2908235437512176,1.528823053425428,0.424498193255552,0.5818492502540765,1.195999582362392,1.8918910426641382,1.5818492502540764,0.45859457419445226,0.8830927674500042,0.6430412632894881,1.1102230246251565e-16,0.1074074264709029,0.31143214686360643,0.1981620938639441,0.0396846783076986,0.03968467830769863,3.469446951953614e-17,0.4806949042073145,0.5193050957926856,4.388865301973822e-05,4.388918527677359e-05,5.322570353685492e-10
15.2,0.39,0.4600914356264559,0.3014442407480813,1.5262903497000526,0.42284018324323375,0.648028357300619,1.2635129579283289,2.08230518448267,1.648028357300619,0.4995796384391296,0.9224198216823634,0.6305203104571621,0.0,0.1161901986479192,0.3226380950411735,0.205104029139777,0.0417242863639605,0.04172428636396052,2.0816681711721685e-17,0.4584031839992695,0.5415968160007305,1.209733243789101e-05,1.2097314421238845e-05,1.8016652165525832e-11
16.0,0.39,0.4760466013004638,0.3127055207762198,1.522347926953087,0.42025383183854315,0.5954494782179597,1.3217878591111365,2.108845750133697,1.5954494782179598,0.4671555010627374,0.8874093329012805,0.6416548950645167,1.1102230246251565e-16,0.1245991237260836,0.33285771202960807,0.2036891577435576,0.0435038855570558,0.043503885557055866,6.245004513516506e-17,0.4735738246797254,0.5264261753202746,1.7711863218868906e-06,1.7711649311954063e-06,2.1390691484328913e-11
16.8,0.39,0.4911538066157465,0.3230784583082524,1.5202307488638929,0.41886213179953374,0.5615203171497523,1.3729068193667717,2.143821891994659,1.5615203171497523,0.44565990895942537,0.8645220407589591,0.6490399419212085,0.0,0.1326858033760381,0.3422610674663284,0.1940657427146949,0.0431099782091254,0.04310997820912547,6.938893903907228e-17,0.48450139158027367,0.5154986084197264,3.413551593437382e-07,3.413488897524144e-07,6.269591323788682e-12
17.6,0.39,0.4410367983505292,0.2876304861315658,1.53334510636259,0.42745169286002216,0.5353027450111023,1.2679119024066776,1.946628624197221,1.5353027450111023,0.42872758961253354,0.8561792824725557,0.6517529882364431,0.0,0.1070237670782771,0.31092929648788725,0.2011363173486186,0.0407600933091185,0.04076009330911849,-6.938893903907228e-18,0.4992548892628967,0.5007451107371033,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.39,0.0,0.0,1.0,0.0,0.0,1.20297833384972,1.20297833384972,1.0,0.0,0.0,1.0,0.0,0.0942160330487811,0.2934342948281214,0.1999781067668977,0.0586804347402074,0.0586804347402074,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.39,0.0,0.0,1.0,0.0,0.0,1.2685122027208124,1.2685122027208124,1.0,0.0,0.0,1.0,0.0,0.1021732919162485,0.3044694702587371,0.1907155475682234,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.39,0.0,0.0,1.0,0.0,0.0,1.3261537967964965,1.3261537967964965,1.0,0.0,0.0,1.0,0.0,0.110020904054865,0.3148270397844881,0.1978582751435992,0.0622911350603241,0.0622911350603241,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.5800000000000001,0.5356450572479634,0.3828319392326664,1.399165018262556,0.33587564316797797,0.8369138974474974,1.052928468881864,1.9341389375072109,1.8369138974474974,0.6080869338484299,0.943962577016408,0.6237651843856867,-1.1102230246251565e-16,0.0771814943481594,0.26767767385469626,0.2594822797956052,0.0433252408187335,0.04332524081873351,1.3877787807814457e-17,0.35581457501163183,0.6441854249883682,2.4816946922020406,2.481694821821148,1.2961910744735405e-07
4.8,0.5800000000000001,0.5496746608125175,0.3964528123674694,1.3864819309265684,0.32676955384061085,0.7723830027087453,1.3330127461264274,2.3626091336285877,1.7723830027087453,0.5723249703111746,0.8990945241517854,0.637916895425194,1.1102230246251565e-16,0.0711178604801251,0.25767406620130606,0.2385972532567175,0.0392193376908345,0.03921933769083455,4.85722573273506e-17,0.36344293626845126,0.6365570637315487,13.763800559808562,13.763803534805348,2.9749967858094806e-06
5.6,0.5800000000000001,0.5468235269197911,0.3979744128181384,1.3740167943150456,0.31773841666217256,1.0623496921769922,1.0489632309804584,2.1633289965175315,2.0623496921769924,0.7238459600508302,1.0415843767130029,0.5940497622145091,0.0,0.1092096338293002,0.31377884425076946,0.2408620932557482,0.0448967538721383,0.044896753872138345,4.85722573273506e-17,0.30505297867934694,0.694947021320653,57.97746133528231,57.977390401291416,7.09339908908646e-05
6.4,0.5800000000000001,0.5249813542953385,0.3726556016746358,1.408757447724341,0.34270807311871954,0.8684127919784018,1.2368422574530327,2.31093189548469,1.8684127919784017,0.6250892961104979,0.9677973692292174,0.616375647085138,-1.1102230246251565e-16,0.1316552460415761,0.3410845234930134,0.2348317398037009,0.0493701311782508,0.04937013117825083,2.7755575615628914e-17,0.3541113915112855,0.6458886084887145,59.87824241195589,59.87746185614748,0.0007805558084115205
7.2,0.5800000000000001,0.5085809002029982,0.3470601178765843,1.4653971286434333,0.3821262833064535,0.3844355019083825,1.5397550802947837,2.131691597403891,1.3844355019083825,0.32529247670651545,0.7074187600129689,0.7020789758969003,0.0,0.1406987183843505,0.35120411348378744,0.2205935934157932,0.0543924294753566,0.054392429475356587,-1.3877787807814457e-17,0.5401698469227026,0.45983015307729747,3.5314925386509124,3.531395095616055,9.744303485748063e-05
8.0,0.5800000000000001,0.5340456094429403,0.3605063293895042,1.4813765138251926,0.392971732431408,0.3511645674575002,1.5891268740470006,2.147171925406805,1.3511645674575004,0.30096686314919613,0.6939385955806041,0.7068270290762831,1.1102230246251565e-16,0.1520636193182569,0.3633075560105363,0.2258410747793691,0.0579949944055722,0.05799499440557226,5.551115123125783e-17,0.566291794308712,0.43370820569128793,2.324652148280022,2.324543264773654,0.00010888350636806265
8.8,0.5800000000000001,0.4659139786380728,0.3128373898256255,1.489316794574241,0.39831748767027503,0.6407998239295466,1.1526414316992488,1.8912538581860279,1.6407998239295465,0.49518382046834064,0.8935013081386156,0.6397033958287881,1.1102230246251565e-16,0.115172233250979,0.32136821487248435,0.2223372469819722,0.0457081664657773,0.04570816646577732,2.0816681711721685e-17,0.4457939613989698,0.5542060386010302,1.58370003727443,1.583690532878821,9.504395609205574e-06
9.6,0.5800000000000001,0.4654103913734991,0.3110229143943203,1.4963861819629267,0.4030529892624549,0.7998543902397842,1.1066533286499558,1.9918148520440937,1.799854390239784,0.5877057673187667,0.9907587565812216,0.6093396931890727,0.0,0.1148568546515892,0.3209732984685203,0.2103436369428326,0.0411393810761781,0.041139381076178115,1.3877787807814457e-17,0.4068124420653687,0.5931875579346313,0.9999999954198696,0.999999995419966,9.636735853746359e-14
10.4,0.5800000000000001,0.4844721640985175,0.3229405166056728,1.5001900944194106,0.4055918296915858,0.7700606222519164,1.191089660939199,2.1083009063998626,1.7700606222519162,0.5710137958590644,0.9766056255506502,0.6136670186916457,0.0,0.1253376268973251,0.3337331239271595,0.2165968878056446,0.0443592616451587,0.04435926164515876,5.551115123125783e-17,0.4153076933822663,0.5846923066177337,0.4950631234831995,0.4950549773069242,8.14617627525882e-06
11.2,0.5800000000000001,0.5036498001505556,0.3353439105478855,1.5018904005970815,0.4067245817029342,0.7268561456393101,1.263616892757297,2.1820845969915874,1.7268561456393101,0.546302498439377,0.9530270801423111,0.6209445204614209,0.0,0.1353663151635882,0.3452926237866013,0.2141961374641878,0.0459252717726018,0.0459252717726018,0.0,0.4267712745814105,0.5732287254185895,0.1519945382581024,0.1519898733053547,4.664952747701623e-06
12.0,0.5800000000000001,0.5221459156266853,0.3475023919986574,1.5025678316156819,0.40717553224224756,0.6621248456924772,1.324701506182844,2.2018192865527517,1.6621248456924773,0.5080968113572328,0.9152723435994804,0.6327776566877467,-1.1102230246251565e-16,0.1446435501863265,0.3554793714957137,0.2033633873147403,0.0457444390761541,0.045744439076154136,3.469446951953614e-17,0.4448681696651658,0.5551318303348343,0.0381623166820766,0.0381608574166433,1.4592654332956645e-06
12.8,0.5800000000000001,0.4340747133918953,0.284087116454483,1.5279633895732954,0.42393573075394975,0.7104669199763329,1.114287005200122,1.9059510617543047,1.710466919976333,0.5367663858602256,0.9607021166141754,0.6185662008817291,0.0,0.1006380909200492,0.3023840820031647,0.2100711557195202,0.0392926695816402,0.039292669581640204,6.938893903907228e-18,0.44127698213889255,0.5587230178611075,0.0023614188389863,0.0023614590141993,4.0175213000120946e-08
13.6,0.5800000000000001,0.4287141058671819,0.2799049152984935,1.5316419342261165,0.4263403196051111,0.611565673744198,1.1152775579450587,1.7973430290815124,1.6115656737441981,0.4772061746196339,0.903546494224745,0.6364984812315331,0.0,0.0980848135726996,0.2988704261474397,0.2082773251008593,0.0396207147568535,0.03962071475685357,6.938893903907228e-17,0.4718521098030675,0.5281478901969324,0.0001779207979586,0.0001779243592711,3.561312499999851e-09
14.4,0.5800000000000001,0.4446009015160165,0.2908026761632466,1.5288748624391366,0.4245320808501668,0.5816925196641498,1.195999582362392,1.8917035929440424,1.5816925196641498,0.458495488674833,0.8830275695249998,0.6430622261091986,0.0,0.1074074264709029,0.31143214686360643,0.1981620938639441,0.0396859720081252,0.03968597200812522,2.0816681711721685e-17,0.4807687726879604,0.5192312273120395,4.386484965022112e-05,4.386538185704677e-05,5.32206825647457e-10
15.2,0.5800000000000001,0.4601552854202659,0.3015134153076025,1.5261519456798223,0.4227494991241369,0.6482190155803226,1.2635129579283289,2.082546083689612,1.6482190155803227,0.49969532046074305,0.92244481958488,0.6305124296637852,-1.1102230246251565e-16,0.1161901986479192,0.3226380950411735,0.205104029139777,0.0417237648573981,0.04172376485739812,2.0816681711721685e-17,0.4582924529993927,0.5417075470006072,1.2107313353655313e-05,1.210729519908415e-05,1.8154571162359856e-11
16.0,0.5800000000000001,0.4760490655578193,0.3127084632839413,1.5223414824099712,0.420249598537704,0.5955157136504577,1.3217878591111365,2.1089332993242156,1.5955157136504576,0.4671970154187549,0.887446613956459,0.6416429343902195,1.1102230246251565e-16,0.1245991237260836,0.33285771202960807,0.2036891577435576,0.043503074629235,0.043503074629234986,-1.3877787807814457e-17,0.4735491599479164,0.5264508400520835,1.7716745597687972e-06,1.7716531575487271e-06,2.1402220070091473e-11
16.8,0.5800000000000001,0.4911538066157465,0.3230784583082524,1.5202307488638929,0.41886213179953374,0.5615203171497524,1.3729068193667717,2.1438218919946594,1.5615203171497525,0.4456599089594255,0.8645220407589592,0.6490399419212085,0.0,0.1326858033760381,0.3422610674663284,0.1940657427146949,0.0431099782091254,0.04310997820912547,6.938893903907228e-17,0.4845013915802736,0.5154986084197264,3.413551593437382e-07,3.4134888975241425e-07,6.2695913239475004e-12
17.6,0.5800000000000001,0.4410367983505291,0.2876304861315658,1.5333451063625898,0.42745169286002205,0.5353027450111022,1.2679119024066776,1.9466286241972208,1.535302745011102,0.4287275896125334,0.8561792824725554,0.6517529882364432,0.0,0.1070237670782771,0.31092929648788725,0.2011363173486186,0.0407600933091185,0.0407600933091185,0.0,0.4992548892628968,0.5007451107371033,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.5800000000000001,0.4179237790947546,0.2712877898789954,1.5405182049703174,0.43211885655718146,0.4272097161359024,1.20297833384972,1.7169023663712997,1.4272097161359023,0.35572129065108377,0.7878401472082652,0.6744079570837195,2.220446049250313e-16,0.0942160330487811,0.2934342948281214,0.1999781067668977,0.0395745521139277,0.03957455211392779,9.020562075079397e-17,0.5484854485880256,0.45151455141197444,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.5800000000000001,0.0,0.0,1.0,0.0,0.0,1.2685122027208124,1.2685122027208124,1.0,0.0,0.0,1.0,0.0,0.1021732919162485,0.3044694702587371,0.1907155475682234,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.5800000000000001,0.0,0.0,1.0,0.0,0.0,1.3261537967964965,1.3261537967964965,1.0,0.0,0.0,1.0,0.0,0.110020904054865,0.3148270397844881,0.1978582751435992,0.0622911350603241,0.0622911350603241,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
