D,eta,coeff_l1,coeff_l2,projected_logdet_part_kernel,projected_logdet_part_action,tree_diag_susceptibility_parented,schur_bg_kernel,schur_full_kernel,projected_schur_gain,projected_schur_action,projected_logdet_schur_response_action,projected_logdet_schur_response_weight,projected_logdet_schur_response_weight_residual,shell_spread,shell_access_parented,hk_loop_local_prefactor_diag,eymh_parented_prefactor_diag,projected_logdet_schur_prefactor_recon,projected_logdet_schur_prefactor_residual,projected_logdet_part_share,projected_schur_share,mu_mumu_uv_rge,mu_mumu_uv_rge_const,abs_mu_diff_vs_const
8.0,1.15,0.5340456115679116,0.3605063281259025,1.4813765249119362,0.3929717399154901,0.3511645637257117,1.5891268740470006,2.1471719194765195,1.3511645637257117,0.30096686038729076,0.6939386003027809,0.706827027407402,-1.1102230246251565e-16,0.1520636193182569,0.3633075560105363,0.2258410747793691,0.0579949942686409,0.057994994268640944,4.163336342344337e-17,0.5662918012400922,0.4337081987599079,2.3246521394301185,2.3245432559226185,0.00010888350750004605
8.8,1.15,0.4659139785999588,0.3128373895519315,1.4893167957553755,0.3983174884633464,0.6407998215269817,1.1526414316992488,1.891253855416732,1.6407998215269815,0.49518381900407604,0.8935013074674225,0.6397033960434704,0.0,0.115172233250979,0.32136821487248435,0.2223372469819722,0.0457081664811168,0.04570816648111683,2.7755575615628914e-17,0.44579396262144727,0.5542060373785527,1.5837000293677872,1.5836905249725015,9.504395285686584e-06
9.6,1.15,0.4654103916376015,0.3110229148210471,1.4963861807590098,0.40305298845790527,0.7998543923574037,1.1066533286499558,1.9918148543875644,1.7998543923574037,0.5877057684953172,0.9907587569532225,0.6093396930757352,0.0,0.1148568546515892,0.3209732984685203,0.2103436369428326,0.0411393810685261,0.04113938106852617,6.938893903907228e-17,0.4068124411005685,0.5931875588994315,1.0000000023406015,1.0000000023405509,5.062616992290714e-14
10.4,1.15,0.4844721658897742,0.3229405194508326,1.5001900867491937,0.4055918245787558,0.7700606330491135,1.191089660939199,2.1083009192602926,1.7700606330491135,0.5710138019589669,0.9766056265377228,0.6136670183887788,0.0,0.1253376268973251,0.3337331239271595,0.2165968878056446,0.0443592616232658,0.04435926162326585,5.551115123125783e-17,0.4153076877272008,0.5846923122727992,0.4950631430585394,0.4950549968814784,8.146177060963655e-06
11.2,1.15,0.5036498114394391,0.3353439274195839,1.5018903586981316,0.40672455380545885,0.7268562194800677,1.263616892757297,2.182084690298016,1.7268562194800678,0.5463025411996012,0.9530270950050601,0.6209445158469497,-1.1102230246251565e-16,0.1353663151635882,0.3452926237866013,0.2141961374641878,0.0459252714313139,0.045925271431313905,6.938893903907228e-18,0.4267712386532928,0.5732287613467072,0.1519945830705958,0.1519899181153256,4.664955270183846e-06
12.0,1.15,0.5221458624448468,0.3475023248995926,1.5025679687055786,0.4071756234793203,0.6621246148665484,1.324701506182844,2.201818980777296,1.6621246148665483,0.5080966724832212,0.9152722959625414,0.6327776717595421,-1.1102230246251565e-16,0.1446435501863265,0.3554793714957137,0.2033633873147403,0.0457444401657166,0.045744440165716674,7.632783294297951e-17,0.44486829250208665,0.5551317074979134,0.0381622786261298,0.0381608193630392,1.4592630906001824e-06
12.8,1.15,0.4340745255628638,0.2840868233849967,1.527964304682314,0.4239363296614568,0.710464103636058,1.114287005200122,1.905947923542934,1.710464103636058,0.5367647393258433,0.9607010689873001,0.6185665248951021,1.1102230246251565e-16,0.1006380909200492,0.3023840820031647,0.2100711557195202,0.0392926901636739,0.03929269016367393,2.7755575615628914e-17,0.44127808675006375,0.5587219132499363,0.002361397209312,0.0023614373844012,4.017508920027904e-08
13.6,1.15,0.42871233344882,0.2799023406411726,1.5316496906269814,0.42634538370074077,0.6115413987695126,1.1152775579450587,1.7973159557470262,1.6115413987695129,0.4771911115304224,0.9035364952311631,0.6365016634116021,-1.1102230246251565e-16,0.0980848135726996,0.2988704261474397,0.2082773251008593,0.039620912840985,0.03962091284098501,1.3877787807814457e-17,0.47186293630747417,0.5281370636925259,0.0001779074434574,0.0001779110046316,3.5611742000109855e-09
14.4,1.15,0.4446077459097098,0.2908114864547793,1.5288520798467347,0.42451717919751275,0.581773039575091,1.195999582362392,1.8917998947239,1.581773039575091,0.45854639481523557,0.8830635740127484,0.6430506496503793,-1.1102230246251565e-16,0.1074074264709029,0.31143214686360643,0.1981620938639441,0.0396852575780094,0.03968525757800944,4.163336342344337e-17,0.48073229571508086,0.5192677042849191,4.387733824843774e-05,4.387787048325145e-05,5.322348137098997e-10
15.2,1.15,0.4601576251820758,0.3015150870733361,1.52615124386845,0.4227490392672166,0.6483029819881082,1.2635129579283289,2.0826521763338794,1.648302981988108,0.4997462628830084,0.9224953021502249,0.6304965149221746,0.0,0.1161901986479192,0.3226380950411735,0.205104029139777,0.0417227117093466,0.04172271170934665,5.551115123125783e-17,0.45826687494433815,0.5417331250556618,1.2111396378236896e-05,1.2111378177263922e-05,1.8200972973992833e-11
16.0,1.15,0.4757545680736621,0.3123675064253823,1.523060364114119,0.42072170813356613,0.5950167975495599,1.3217878591111365,2.108273838079334,1.59501679754956,0.46688426756038776,0.8876059756939538,0.641591809760636,0.0,0.1245991237260836,0.33285771202960807,0.2036891577435576,0.043499608404553,0.043499608404553074,7.632783294297951e-17,0.47399602938075625,0.5260039706192439,1.768339918434975e-06,1.768318612374339e-06,2.1306060635907945e-11
16.8,1.15,0.4897804336620548,0.3214593528976459,1.5236154407926128,0.4210860899845931,0.5662696179164031,1.3729068193667717,2.150342239404418,1.566269617916403,0.44869675255522345,0.8697828425398166,0.6473349500691691,0.0,0.1326858033760381,0.3422610674663284,0.1940657427146949,0.0429967306925387,0.042996730692538766,6.938893903907228e-17,0.4841278413299085,0.5158721586700914,3.488442523712286e-07,3.488377884762437e-07,6.463894984904034e-12
17.6,1.15,0.4410367983505292,0.2876304861315658,1.53334510636259,0.42745169286002216,0.5353027450111023,1.2679119024066776,1.946628624197221,1.5353027450111023,0.42872758961253354,0.8561792824725557,0.6517529882364431,0.0,0.1070237670782771,0.31092929648788725,0.2011363173486186,0.0407600933091185,0.04076009330911849,-6.938893903907228e-18,0.4992548892628967,0.5007451107371033,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,1.15,0.4179237790947546,0.2712877898789954,1.5405182049703174,0.43211885655718146,0.4272097161359024,1.20297833384972,1.7169023663712997,1.4272097161359023,0.35572129065108377,0.7878401472082652,0.6744079570837195,2.220446049250313e-16,0.0942160330487811,0.2934342948281214,0.1999781067668977,0.0395745521139277,0.03957455211392779,9.020562075079397e-17,0.5484854485880256,0.45151455141197444,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,1.15,0.0,0.0,1.0,0.0,0.0,1.2685122027208124,1.2685122027208124,1.0,0.0,0.0,1.0,0.0,0.1021732919162485,0.3044694702587371,0.1907155475682234,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,1.15,0.0,0.0,1.0,0.0,0.0,1.3261537967964965,1.3261537967964965,1.0,0.0,0.0,1.0,0.0,0.110020904054865,0.3148270397844881,0.1978582751435992,0.0622911350603241,0.0622911350603241,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,1.34,0.5388313145702636,0.3857203463759128,1.3969481248083628,0.3342899463057417,0.8399005510576322,1.052928468881864,1.9372836701200107,1.8399005510576323,0.6097115218219868,0.9440014681277286,0.6237530550430062,0.0,0.0771814943481594,0.26767767385469626,0.2594822797956052,0.0433243983435429,0.04332439834354291,6.938893903907228e-18,0.3541201550975877,0.6458798449024123,2.631552103015893,2.631552244673955,1.4165806216936971e-07
4.8,1.34,0.5498198315781759,0.3965372461718981,1.3865528065422388,0.3268206715671422,0.7722414255220614,1.3330127461264274,2.3624204094341774,1.7722414255220613,0.5722450875537057,0.899065759120848,0.6379260703407892,0.0,0.0711178604801251,0.25767406620130606,0.2385972532567175,0.0392199017676219,0.03921990176762197,6.938893903907228e-17,0.3635114208850796,0.6364885791149203,13.812938838882449,13.81294183361318,2.99473073184231e-06
5.6,1.34,0.5468292108264858,0.3979726306474925,1.3740372294868797,0.3177532891294948,1.0623214323596757,1.0489632309804584,2.1632993530082523,2.0623214323596755,0.7238322572287317,1.0415855463582264,0.5940494148008773,1.1102230246251565e-16,0.1092096338293002,0.31377884425076946,0.2408620932557482,0.0448967276155091,0.04489672761550916,6.245004513516506e-17,0.30506691480164966,0.6949330851983504,57.98944920872863,57.989378252349695,7.095637893428375e-05
6.4,1.34,0.5249816242679175,0.372655179387932,1.4087597685618491,0.34270972055320176,0.8684100945061296,1.2368422574530327,2.310928559136996,1.86841009450613,0.6250878523855189,0.9677975729387207,0.6163755843043528,-1.1102230246251565e-16,0.1316552460415761,0.3410845234930134,0.2348317398037009,0.0493701261496686,0.04937012614966863,3.469446951953614e-17,0.35411301922628563,0.6458869807737143,59.87885191356253,59.878071344315885,0.0007805692466433811
7.2,1.34,0.5085809317316451,0.3470600953934085,1.4653973144194101,0.38212641008162,0.3844353795808883,1.5397550802947837,2.13169140904951,1.3844353795808881,0.32529238834739754,0.7074187984290176,0.7020789624113503,0.0,0.1406987183843505,0.35120411348378744,0.2205935934157932,0.0543924284305855,0.054392428430585484,-1.3877787807814457e-17,0.5401699967971131,0.4598300032028869,3.531493764556257,3.531396321455779,9.744310047832272e-05
8.0,1.34,0.5340456122814372,0.3605063277093812,1.4813765286027187,0.3929717424069448,0.351164562489297,1.5891268740470006,2.1471719175116997,1.351164562489297,0.30096685947221735,0.6939386018791622,0.7068270268502875,-1.1102230246251565e-16,0.1520636193182569,0.3633075560105363,0.2258410747793691,0.0579949942229298,0.05799499422292983,2.7755575615628914e-17,0.5662918035439889,0.43370819645601105,2.324652136700264,2.324543253192366,0.00010888350789794998
8.8,1.34,0.4659139785801463,0.3128373894465296,1.489316796193828,0.39831748875774486,0.6407998206701707,1.1526414316992488,1.8912538544291362,1.6407998206701706,0.4951838184818851,0.89350130723963,0.6397033961163302,0.0,0.115172233250979,0.32136821487248435,0.2223372469819722,0.0457081664863228,0.04570816648632282,1.3877787807814457e-17,0.4457939630645882,0.5542060369354118,1.5837000263683558,1.5836905219731847,9.504395171111568e-06
9.6,1.34,0.4654103915533039,0.3110229146979194,1.4963861810803656,0.4030529886726599,0.7998543916775658,1.1066533286499558,1.9918148536352196,1.7998543916775658,0.5877057681175989,0.9907587567902587,0.6093396931253854,0.0,0.1148568546515892,0.3209732984685203,0.2103436369428326,0.0411393810718783,0.041139381071878284,-1.3877787807814457e-17,0.4068124413842403,0.5931875586157598,1.0000000001069416,1.0000000001069425,8.881784197001252e-16
10.4,1.34,0.4844721658407972,0.3229405192489161,1.5001900875355185,0.40559182510290587,0.770060631606724,1.191089660939199,2.1083009175422776,1.7700606316067242,0.5710138011440856,0.9766056262469915,0.6136670184779849,0.0,0.1253376268973251,0.3337331239271595,0.2165968878056446,0.0443592616297141,0.04435926162971417,6.938893903907228e-17,0.415307688387542,0.5846923116124579,0.4950631407072167,0.495054994530259,8.146176957712914e-06
11.2,1.34,0.5036498148648577,0.3353439334773654,1.501890341782051,0.4067245425422661,0.7268562361648999,1.263616892757297,2.182084711381252,1.7268562361648998,0.5463025508615705,0.9530270934038366,0.6209445163440851,0.0,0.1353663151635882,0.3452926237866013,0.2141961374641878,0.0459252714680822,0.045925271468082215,1.3877787807814457e-17,0.426771227551996,0.573228772448004,0.1519945933840364,0.1519899284281823,4.664955854105646e-06
12.0,1.34,0.5221458960718355,0.347502362433256,1.5025679031811556,0.40717557987102715,0.6621247551098706,1.324701506182844,2.2018191665578364,1.6621247551098706,0.5080967568591549,0.915272336730182,0.6327776588611159,0.0,0.1446435501863265,0.3554793714957137,0.2033633873147403,0.0457444392332702,0.04574443923327024,4.163336342344337e-17,0.44486822504181134,0.5551317749581887,0.0381623025790235,0.0381608433144709,1.4592645525973724e-06
12.8,1.34,0.4340746086355084,0.2840868937669081,1.5279642185523155,0.42393627329233835,0.710464813227312,1.114287005200122,1.9059487142312475,1.7104648132273121,0.5367651541788095,0.9607014274711478,0.618566414022058,-1.1102230246251565e-16,0.1006380909200492,0.3023840820031647,0.2100711557195202,0.0392926831207772,0.039292683120777175,-2.7755575615628914e-17,0.44127786341305314,0.5587221365869469,0.0023614037282157,0.0023614439033561,4.017514039977507e-08
13.6,1.34,0.4287133888843304,0.2799036785063636,1.5316461404582207,0.42634306582551323,0.6115542255038386,1.1152775579450587,1.7973302611159616,1.6115542255038386,0.4771990707943234,0.9035421366198366,0.6364998680374968,0.0,0.0980848135726996,0.2988704261474397,0.2082773251008593,0.0396208010826581,0.03962080108265816,6.245004513516506e-17,0.4718574248462484,0.5281425751537516,0.0001779149917968,0.0001779185530531,3.5612563000007695e-09
14.4,1.34,0.4446108793449305,0.2908155866940934,1.5288412990484348,0.4245101276086423,0.5817941738457092,1.195999582362392,1.8918251713027328,1.581794173845709,0.458559755853072,0.8830698834617143,0.643048621005951,0.0,0.1074074264709029,0.31143214686360643,0.1981620938639441,0.0396851323821532,0.039685132382153224,2.0816681711721685e-17,0.4807208756169149,0.5192791243830851,4.388010626682965e-05,4.388063850407364e-05,5.322372439897269e-10
15.2,1.34,0.4601604749284071,0.3015248919256597,1.5261110682757784,0.4227227141427251,0.6483465150973622,1.2635129579283289,2.082707180981521,1.6483465150973622,0.4997726734002897,0.9224953875430149,0.630496488002247,1.1102230246251565e-16,0.1161901986479192,0.3226380950411735,0.205104029139777,0.0417227099279373,0.041722709927937314,1.3877787807814457e-17,0.4582382956608702,0.5417617043391297,1.2112911687898617e-05,1.211289345454328e-05,1.8233355336639764e-11
16.0,1.34,0.4757973517398619,0.3124170346996387,1.5229558535349996,0.42065308697616405,0.5951073688845805,1.3217878591111365,2.1083935541703474,1.5951073688845803,0.4669410498862907,0.8875941368624547,0.6415956076205401,2.220446049250313e-16,0.1245991237260836,0.33285771202960807,0.2036891577435576,0.0434998658975822,0.04349986589758227,6.938893903907228e-17,0.47392504018010456,0.5260749598198955,1.7689582222445797e-06,1.7689368990383245e-06,2.1323206255226927e-11
16.8,1.34,0.4913732508925202,0.3232848578384835,1.5199389608838885,0.4186701767386273,0.5680949532090493,1.3729068193667717,2.1528482546753227,1.5680949532090493,0.4498614769882478,0.868531653726875,0.6477400458926742,1.1102230246251565e-16,0.1326858033760381,0.3422610674663284,0.1940657427146949,0.0430236376222913,0.043023637622291375,7.632783294297951e-17,0.48204365948219713,0.5179563405178029,3.513585354118934e-07,3.5135197475834113e-07,6.560653552278571e-12
17.6,1.34,0.4410367983505291,0.2876304861315658,1.5333451063625898,0.42745169286002205,0.5353027450111022,1.2679119024066776,1.9466286241972208,1.535302745011102,0.4287275896125334,0.8561792824725554,0.6517529882364432,0.0,0.1070237670782771,0.31092929648788725,0.2011363173486186,0.0407600933091185,0.0407600933091185,0.0,0.4992548892628968,0.5007451107371033,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,1.34,0.4179237790947546,0.2712877898789954,1.5405182049703174,0.43211885655718146,0.4272097161359024,1.20297833384972,1.7169023663712997,1.4272097161359023,0.35572129065108377,0.7878401472082652,0.6744079570837195,2.220446049250313e-16,0.0942160330487811,0.2934342948281214,0.1999781067668977,0.0395745521139277,0.03957455211392779,9.020562075079397e-17,0.5484854485880256,0.45151455141197444,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,1.34,0.0,0.0,1.0,0.0,0.0,1.2685122027208124,1.2685122027208124,1.0,0.0,0.0,1.0,0.0,0.1021732919162485,0.3044694702587371,0.1907155475682234,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,1.34,0.0,0.0,1.0,0.0,0.0,1.3261537967964965,1.3261537967964965,1.0,0.0,0.0,1.0,0.0,0.110020904054865,0.3148270397844881,0.1978582751435992,0.0622911350603241,0.0622911350603241,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,1.53,0.539600367380543,0.3864147491823633,1.3964279793209595,0.3339175328003451,0.8405892726430076,1.052928468881864,1.938008844684386,1.8405892726430078,0.6100857772208087,0.9440033100211538,0.6237524805999451,0.0,0.0771814943481594,0.26767767385469626,0.2594822797956052,0.043324358444099,0.04332435844409905,4.85722573273506e-17,0.3537249597068282,0.6462750402931717,2.6696190801249746,2.6696192249287676,1.4480379295633838e-07
4.8,1.53,0.5498560085537688,0.3965582179672932,1.3865707067483322,0.32683358134631924,0.7722058667863121,1.3330127461264274,2.3623730091861876,1.7722058667863123,0.572225023079435,0.8990586044257542,0.637928352428134,0.0,0.0711178604801251,0.25767406620130606,0.2385972532567175,0.0392200420710923,0.03922004207109231,6.938893903907228e-18,0.3635286729223553,0.6364713270776446,13.825228706848948,13.825231706529934,2.9996809853827244e-06
5.6,1.53,0.5468306312049689,0.3979721845492114,1.3740423387236762,0.3177570075347809,1.0623143668932329,1.0489632309804584,2.163291941593744,2.062314366893233,0.7238288312455484,1.0415858387803294,0.5940493279442941,0.0,0.1092096338293002,0.31377884425076946,0.2408620932557482,0.0448967210511118,0.0448967210511119,9.71445146547012e-17,0.30507039910111133,0.6949296008988886,57.992446020531816,57.99237505855652,7.096197529676829e-05
6.4,1.53,0.524981691757917,0.3726550738153081,1.4087603487671916,0.3427101324085343,0.86840942013861,1.2368422574530327,2.3109277250507505,1.8684094201386103,0.6250874914542419,0.9677976238627762,0.6163755686101808,0.0,0.1316552460415761,0.3410845234930134,0.2348317398037009,0.0493701248926051,0.04937012489260513,2.7755575615628914e-17,0.35411342615274605,0.6458865738472539,59.8790042860856,59.87822371347947,0.0007805726061320684
7.2,1.53,0.508580939613542,0.3470600897724526,1.4653973608633286,0.3821264417753575,0.3844353489989451,1.5397550802947837,2.1316913619608076,1.3844353489989452,0.32529236625756675,0.7074188080329242,0.7020789590399998,0.0,0.1406987183843505,0.35120411348378744,0.2205935934157932,0.0543924281693956,0.05439242816939558,-2.0816681711721685e-17,0.5401700342657172,0.4598299657342828,3.5314940709997975,3.531396627882916,9.744311688164586e-05
8.0,1.53,0.5340456129865254,0.3605063272826946,1.4813765323118677,0.3929717449107978,0.3511645612348117,1.5891268740470006,2.1471719155181637,1.3511645612348118,0.30096685854377,0.6939386034545678,0.7068270262935179,0.0,0.1520636193182569,0.3633075560105363,0.2258410747793691,0.057994994177247,0.05799499417724701,6.938893903907228e-18,0.5662918058665484,0.4337081941334516,2.3246521335216923,2.3245432500134355,0.00010888350825677406
8.8,1.53,0.4659139785675425,0.3128373893503944,1.4893167966112077,0.39831748903799397,0.6407998198250578,1.1526414316992488,1.8912538534550243,1.640799819825058,0.4951838179668237,0.8935013070048177,0.6397033961914353,0.0,0.115172233250979,0.32136821487248435,0.2223372469819722,0.0457081664916892,0.04570816649168924,4.163336342344337e-17,0.44579396349539563,0.5542060365046044,1.5837000235755976,1.58369051918054,9.504395057646775e-06
9.6,1.53,0.4654103915254441,0.311022914629097,1.4963861813219077,0.40305298883407686,0.7998543911665768,1.1066533286499558,1.991814853069732,1.799854391166577,0.5877057678336933,0.9907587566677702,0.609339693162704,-1.1102230246251565e-16,0.1148568546515892,0.3209732984685203,0.2103436369428326,0.0411393810743978,0.04113938107439784,3.469446951953614e-17,0.4068124415974575,0.5931875584025424,0.9999999985709612,0.9999999985710004,3.9190872769268026e-14
10.4,1.53,0.4844721655481628,0.3229405189266227,1.5001900881265466,0.4055918254968747,0.7700606305225751,1.191089660939199,2.108300916250959,1.7700606305225752,0.571013800531593,0.9766056260284677,0.6136670185450354,0.0,0.1253376268973251,0.3337331239271595,0.2165968878056446,0.0443592616345609,0.04435926163456094,4.163336342344337e-17,0.4153076888838769,0.5846923111161231,0.4950631384269214,0.4950549922500498,8.146176871615118e-06
11.2,1.53,0.5036498122243913,0.3353439281233069,1.5018903578871359,0.4067245532654755,0.7268562027107212,1.263616892757297,2.1820846691079865,1.726856202710721,0.5463025314886903,0.9530270847541659,0.6209445190295679,0.0,0.1353663151635882,0.3452926237866013,0.2141961374641878,0.0459252716667014,0.04592527166670146,6.245004513516506e-17,0.42677124267710653,0.5732287573228935,0.1519945744396834,0.1519899094849276,4.664954755789763e-06
12.0,1.53,0.5221458532405683,0.3475023093377522,1.502568009506586,0.40717565063350414,0.6621246045589277,1.324701506182844,2.2018189671227755,1.6621246045589277,0.5080966662817484,0.9152723169152526,0.6327776651303383,0.0,0.1446435501863265,0.3554793714957137,0.2033633873147403,0.0457444396864816,0.04574443968648166,6.245004513516506e-17,0.4448683119858913,0.5551316880141087,0.0381622771769213,0.0381608179139123,1.4592630089987901e-06
12.8,1.53,0.4340747036053441,0.2840870812344012,1.5279635445555078,0.4239358321845243,0.7104659673573024,1.114287005200122,1.905950000263298,1.7104659673573024,0.5367658289249908,0.9607016611095152,0.6185663417616387,0.0,0.1006380909200492,0.3023840820031647,0.2100711557195202,0.0392926785306383,0.039292678530638274,-2.7755575615628914e-17,0.44127729694452744,0.5587227030554724,0.0023614113794512,0.0023614515546179,4.017516669991769e-08
13.6,1.53,0.4287134432423762,0.2799039667385464,1.5316447574422203,0.4263421628645823,0.6115555354122179,1.1152775579450587,1.79733172202738,1.611555535412218,0.4771998836170173,0.9035420464815996,0.6364998967239854,-1.1102230246251565e-16,0.0980848135726996,0.2988704261474397,0.2082773251008593,0.0396208028683327,0.03962080286833278,7.632783294297951e-17,0.4718564725623587,0.5281435274376414,0.0001779149860174,0.0001779185472681,3.5612507000152335e-09
14.4,1.53,0.4446132180506422,0.2908186579449618,1.5288331952029928,0.42450482694929664,0.5818100594346618,1.195999582362392,1.8918441704604858,1.5818100594346618,0.4585697985687731,0.8830746255180697,0.6430470963213585,0.0,0.1074074264709029,0.31143214686360643,0.1981620938639441,0.0396850382876976,0.03968503828769766,6.245004513516506e-17,0.4807122916709946,0.5192877083290055,4.388218367425233e-05,4.38827159132815e-05,5.322390291692615e-10
15.2,1.53,0.4601760972938615,0.3015410953061833,1.5260808707569395,0.422702926711631,0.6483792334430576,1.2635129579283289,2.082748521035269,1.6483792334430578,0.49979252239483296,0.922495449106464,0.630496468594478,1.1102230246251565e-16,0.1161901986479192,0.3226380950411735,0.205104029139777,0.0417227086436403,0.04172270864364037,6.938893903907228e-17,0.45821681518436136,0.5417831848156387,1.2114760444361604e-05,1.2114742185601987e-05,1.825875961655645e-11
16.0,1.53,0.4754926416048454,0.3120978923206837,1.5235368559178604,0.42103451076103104,0.5935588338532816,1.3217878591111365,2.1063467193665684,1.5935588338532816,0.46596977534415995,0.887004286105191,0.6417848583540965,0.0,0.1245991237260836,0.33285771202960807,0.2036891577435576,0.043512697004019,0.043512697004019,0.0,0.4746702100051634,0.5253297899948366,1.7573064231024236e-06,1.7572853786639142e-06,2.1044438509484323e-11
16.8,1.53,0.4913478489597752,0.3232566327408648,1.519993092774863,0.4187057906207962,0.5673313324651383,1.3729068193667717,2.1517998745485976,1.5673313324651386,0.44937438484227854,0.8680801754630747,0.647886282673392,0.0,0.1326858033760381,0.3422610674663284,0.1940657427146949,0.0430333508371845,0.04303335083718452,2.0816681711721685e-17,0.48233539073443177,0.5176646092655683,3.501931927911892e-07,3.50186667186594e-07,6.525604595182505e-12
17.6,1.53,0.4410367983505292,0.2876304861315658,1.53334510636259,0.42745169286002216,0.5353027450111023,1.2679119024066776,1.946628624197221,1.5353027450111023,0.42872758961253354,0.8561792824725557,0.6517529882364431,0.0,0.1070237670782771,0.31092929648788725,0.2011363173486186,0.0407600933091185,0.04076009330911849,-6.938893903907228e-18,0.4992548892628967,0.5007451107371033,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,1.53,0.4179237790947546,0.2712877898789954,1.5405182049703174,0.43211885655718146,0.4272097161359024,1.20297833384972,1.7169023663712997,1.4272097161359023,0.35572129065108377,0.7878401472082652,0.6744079570837195,2.220446049250313e-16,0.0942160330487811,0.2934342948281214,0.1999781067668977,0.0395745521139277,0.03957455211392779,9.020562075079397e-17,0.5484854485880256,0.45151455141197444,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,1.53,0.0,0.0,1.0,0.0,0.0,1.2685122027208124,1.2685122027208124,1.0,0.0,0.0,1.0,0.0,0.1021732919162485,0.3044694702587371,0.1907155475682234,0.0580670617382019,0.058067061738201954,5.551115123125783e-17,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,1.53,0.0,0.0,1.0,0.0,0.0,1.3261537967964965,1.3261537967964965,1.0,0.0,0.0,1.0,0.0,0.110020904054865,0.3148270397844881,0.1978582751435992,0.0622911350603241,0.0622911350603241,0.0,0.0,0.0,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,1.72,0.5403587428329503,0.387098221205988,1.3959215342025744,0.3335547951691958,0.841255137303464,1.052928468881864,1.9387099525418028,1.841255137303464,0.6104474789081027,0.9440022740772984,0.6237528036863036,-1.1102230246251565e-16,0.0771814943481594,0.26767767385469626,0.2594822797956052,0.0433243808849063,0.04332438088490632,2.0816681711721685e-17,0.3533410928434724,0.6466589071565276,2.7079165473131046,2.707916695317909,1.480048044122384e-07
4.8,1.72,0.5498921393244803,0.3965791351975836,1.3865886793325957,0.32684654315756884,0.7721702424365133,1.3330127461264274,2.3623255214738332,1.7721702424365133,0.572204921177886,0.8990514643354548,0.6379306298652196,0.0,0.0711178604801251,0.25767406620130606,0.2385972532567175,0.0392201820886632,0.03922018208866321,6.938893903907228e-18,0.36354597720294196,0.6364540227970581,13.837520666757728,13.837523671395694,3.0046379659864897e-06
5.6,1.72,0.5468320513442106,0.3979717382287375,1.374047448137924,0.3177607260553854,1.0623073012220134,1.0489632309804584,2.1632845299644328,2.0623073012220137,0.7238254051513329,1.0415861312067183,0.5940492410864505,0.0,0.1092096338293002,0.31377884425076946,0.2408620932557482,0.0448967144866193,0.04489671448661937,6.938893903907228e-17,0.3050738835080755,0.6949261164919245,57.99544276966004,57.99537180208862,7.09675714176683e-05
6.4,1.72,0.5249817592466957,0.3726549682423529,1.4087609289708392,0.34271054426249414,0.8684087457713539,1.2368422574530327,2.310926890964831,1.868408745771354,0.6250871305229756,0.9677976747854697,0.6163755529164289,-1.1102230246251565e-16,0.1316552460415761,0.3410845234930134,0.2348317398037009,0.0493701236355753,0.049370123635575275,-2.7755575615628914e-17,0.3541138330782436,0.6458861669217564,59.87915665751493,59.878376081549355,0.000780575965578123
7.2,1.72,0.5085809474957474,0.3470600841517522,1.465397407307059,0.38212647346896556,0.3844353184173831,1.5397550802947837,2.1316913148726924,1.3844353184173832,0.32529234416801067,0.7074188176369762,0.7020789556685985,0.0,0.1406987183843505,0.35120411348378744,0.2205935934157932,0.0543924279082017,0.05439242790820173,2.7755575615628914e-17,0.5401700717340263,0.45982992826597363,3.531494377484091,3.5313969343508025,9.744313328852172e-05
8.0,1.72,0.5340456136973406,0.3605063268654692,1.4813765359980253,0.39297174739913043,0.351164559998414,1.5891268740470006,2.147171913553371,1.3511645599984141,0.30096685762870923,0.6939386050278397,0.7068270257375023,-1.1102230246251565e-16,0.1520636193182569,0.3633075560105363,0.2258410747793691,0.057994994131626,0.057994994131626065,6.245004513516506e-17,0.5662918081684836,0.4337081918315165,2.324652130737945,2.324543247229297,0.00010888350864801666
