D,eta,loop_trace_p1,loop_trace_p2,h_part_neff,h_part_imbalance,h_part_ratio_low_high,coeff_participation_access_parented,coeff_participation_access_parented_exact,coeff_participation_access_parented_exact_residual,eymh_parented_prefactor_diag,mu_mumu_uv_rge,mu_mumu_uv_rge_const,abs_mu_diff_vs_const
14.4,0.2,0.6045661120825199,0.3954338879174801,1.9161928396641112,0.20913222416503968,0.6540788178737773,0.8087513943566201,0.8087513943566201,0.0,0.0396849667542082,4.3880494927676865e-05,4.388102718529249e-05,5.322576156267756e-10
15.2,0.2,0.6042255719023197,0.3957744280976802,1.916715125607161,0.20845114380463925,0.6550110529940665,0.8093275313456636,0.8093275313456638,2.220446049250313e-16,0.0417258105506857,1.2073811470646549e-05,1.2073793845658816e-05,1.7624987732299535e-11
16.0,0.2,0.6035469077322035,0.3964530922677964,1.9177517535193143,0.20709381546440717,0.6568720462133565,0.8104764316211525,0.8104764316211523,-1.1102230246251565e-16,0.0435062525324147,1.7697615613545258e-06,1.7697402042259288e-06,2.1357128597040317e-11
16.8,0.2,0.6017176158813347,0.3982823841186654,1.9205176605910237,0.20343523176266942,0.6619091308059876,0.813577980777496,0.813577980777496,0.0,0.0426372294501484,4.11216973700512e-07,4.112081813062357e-07,8.792394276284323e-12
17.6,0.2,0.605264992326366,0.394735007673634,1.9151165304853885,0.21052998465273215,0.6521689056498217,0.8075697528076581,0.8075697528076579,-2.220446049250313e-16,0.0407600933091185,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.2,0.5,0.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0586804347402074,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.2,0.5,0.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0580670617382019,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.2,0.5,0.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0622911350603241,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.39,0.5832904602745828,0.4167095397254172,1.9460000494137086,0.16658092054916543,0.7144117178416601,0.845228796150285,0.845228796150285,0.0,0.0433256378659887,2.444858357046273,2.444858483789307,1.2674303384585528e-07
4.8,0.39,0.5809700732816575,0.4190299267183424,1.9488910891707585,0.1619401465633149,0.7212590561703418,0.8492697193296965,0.8492697193296967,2.220446049250313e-16,0.0392191959549454,13.75152135651519,13.75152432659523,2.9700800414644846e-06
5.6,0.39,0.5787720819103782,0.4212279180896218,1.9515619141061642,0.15754416382075634,0.7277958478910326,0.8531095169384951,0.8531095169384951,0.0,0.044896760436053,57.97446421045843,57.97439328206518,7.092839324940314e-05
6.4,0.39,0.5848480959256462,0.4151519040743538,1.9440184930629631,0.16969619185129287,0.7098456966287757,0.8425234101369388,0.8425234101369384,-3.3306690738754696e-16,0.0493701324354692,59.87809003340474,59.877309480955944,0.0007805524487949356
7.2,0.39,0.5943858264378511,0.4056141735621488,1.9311828086510912,0.18877165287570202,0.6824088925420567,0.8260804395106183,0.8260804395106186,3.3306690738754696e-16,0.0543924297365417,3.531492232104217,3.5313947890857684,9.744301844838432e-05
8.0,0.39,0.5969978776279854,0.4030021223720146,1.9274612430738307,0.19399575525597054,0.6750478309457951,0.8216129447287176,0.8216129447287178,2.220446049250313e-16,0.0579949944510229,2.324652150822692,2.3245432673167357,0.00010888350595639196
8.8,0.39,0.5982833513705135,0.4017166486294865,1.9255978479642188,0.19656670274102664,0.6714488172021787,0.8194198052293942,0.8194198052293945,3.3306690738754696e-16,0.0457081664626894,1.5837000387135487,1.583690534317875,9.504395673598509e-06
9.6,0.39,0.5994209517898995,0.4005790482101006,1.9239314027650984,0.19884190357979953,0.6682766877166239,0.8174819188927818,0.8174819188927813,-4.440892098500626e-16,0.0411393810710699,1.0000000045309456,1.0000000045308777,6.794564910705958e-14
10.4,0.39,0.6000304129601661,0.3999695870398338,1.9230319277023544,0.200060825920332,0.6665821905037114,0.8164448484151952,0.8164448484151954,2.220446049250313e-16,0.0443592616336688,0.4950631218312705,0.4950549756550261,8.14617624439462e-06
11.2,0.39,0.6003022391526954,0.3996977608473046,1.9226292523209907,0.20060447830539058,0.6658275361615567,0.8159825587361267,0.8159825587361268,1.1102230246251565e-16,0.0459252722558148,0.1519945006166041,0.1519898356659645,4.664950639610144e-06
12.0,0.39,0.6004104567745778,0.3995895432254222,1.9224686848208565,0.20082091354915566,0.6655272884020519,0.8157985587153559,0.8157985587153559,0.0,0.0457444417491334,0.0381622598448225,0.0381608005830067,1.4592618158004722e-06
12.8,0.39,0.6044250015963314,0.3955749984036686,1.9164094327639825,0.2088500031926627,0.6544649830151394,0.808990100690447,0.808990100690447,0.0,0.0392926809931249,0.0023613959137479,0.0023614360888884,4.017514049995535e-08
13.6,0.39,0.6050007464083013,0.3949992535916988,1.9155241825444727,0.21000149281660305,0.6528905227583344,0.8080164124312916,0.8080164124312911,-5.551115123125783e-16,0.0396210022414701,0.0001779012396004,0.0001779048006959,3.5610954999978992e-09
14.4,0.39,0.6045591253822818,0.3954408746177182,1.9162035694093635,0.20911825076456358,0.6540979335439996,0.8087632122840402,0.8087632122840402,0.0,0.0396846783076986,4.388865301973822e-05,4.388918527677359e-05,5.322570353685492e-10
15.2,0.39,0.6041626806203292,0.3958373193796708,1.916811426571432,0.2083253612406586,0.6551833340206338,0.8094339590236094,0.8094339590236092,-2.220446049250313e-16,0.0417242863639605,1.209733243789101e-05,1.2097314421238845e-05,1.8016652165525832e-11
16.0,0.39,0.6035439879985285,0.3964560120014715,1.9177562010609799,0.2070879759970569,0.6568800615779444,0.8104813764534904,0.8104813764534904,0.0,0.0435038855570558,1.7711863218868906e-06,1.7711649311954063e-06,2.1390691484328913e-11
16.8,0.39,0.603210935962592,0.396789064037408,1.9182628410429483,0.20642187192518377,0.6577948780126476,0.8110455462011041,0.8110455462011043,1.1102230246251565e-16,0.0431099782091254,3.413551593437382e-07,3.413488897524144e-07,6.269591323788682e-12
17.6,0.39,0.605264992326366,0.394735007673634,1.9151165304853885,0.21052998465273215,0.6521689056498217,0.8075697528076581,0.8075697528076579,-2.220446049250313e-16,0.0407600933091185,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.39,0.5,0.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0586804347402074,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.39,0.5,0.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0580670617382019,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.39,0.5,0.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0622911350603241,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.5800000000000001,0.5831883207749556,0.4168116792250443,1.946128843833013,0.16637664154991136,0.7147119796075035,0.8454063990812368,0.8454063990812368,0.0,0.0433252408187335,2.4816946922020406,2.481694821821148,1.2961910744735405e-07
4.8,0.5800000000000001,0.5809731525552582,0.4190268474447418,1.9488873011237833,0.16194630511051622,0.7212499331539884,0.8492643482179081,0.8492643482179082,1.1102230246251565e-16,0.0392193376908345,13.763800559808562,13.763803534805348,2.9749967858094806e-06
5.6,0.5800000000000001,0.5787729882978686,0.4212270117021313,1.9515608263961106,0.15754597659573724,0.7277931420761894,0.8531079310826909,0.853107931082691,1.1102230246251565e-16,0.0448967538721383,57.97746133528231,57.977390401291416,7.09339908908646e-05
6.4,0.5800000000000001,0.5848481959257691,0.4151518040742309,1.9440183647993008,0.1696963918515384,0.7098454042712362,0.8425232366357835,0.8425232366357833,-2.220446049250313e-16,0.0493701311782508,59.87824241195589,59.87746185614748,0.0007805558084115205
7.2,0.5800000000000001,0.5943858340784867,0.4056141659215133,1.931182797892806,0.18877166815697324,0.6824088709152402,0.8260804264205999,0.8260804264205999,0.0,0.0543924294753566,3.5314925386509124,3.531395095616055,9.744303485748063e-05
8.0,0.5800000000000001,0.5969978782226647,0.4030021217773353,1.9274612422166422,0.19399575644532926,0.6750478292772526,0.8216129437133111,0.8216129437133112,1.1102230246251565e-16,0.0579949944055722,2.324652148280022,2.324543264773654,0.00010888350636806265
8.8,0.5800000000000001,0.598283351408058,0.401716648591942,1.9255978479094895,0.19656670281611607,0.6714488170972885,0.8194198051653918,0.8194198051653917,-1.1102230246251565e-16,0.0457081664657773,1.58370003727443,1.583690532878821,9.504395609205574e-06
9.6,0.5800000000000001,0.5994209520845478,0.4005790479154522,1.9239314023313674,0.1988419041690954,0.6682766868965752,0.8174819183912112,0.8174819183912113,1.1102230246251565e-16,0.0411393810761781,0.9999999954198696,0.999999995419966,9.636735853746359e-14
10.4,0.5800000000000001,0.6000304127945847,0.3999695872054153,1.9230319279473602,0.20006082558916935,0.6665821909636128,0.8164448486968443,0.8164448486968442,-1.1102230246251565e-16,0.0443592616451587,0.4950631234831995,0.4950549773069242,8.14617627525882e-06
11.2,0.5800000000000001,0.6003022355570221,0.3996977644429779,1.9226292576536264,0.20060447111404428,0.6658275461394829,0.815982564850183,0.8159825648501828,-1.1102230246251565e-16,0.0459252717726018,0.1519945382581024,0.1519898733053547,4.664952747701623e-06
12.0,0.5800000000000001,0.6004104314909258,0.3995895685090743,1.9224687223524703,0.20082086298185187,0.6655273585384285,0.8157986017016879,0.8157986017016875,-4.440892098500626e-16,0.0457444390761541,0.0381623166820766,0.0381608574166433,1.4592654332956645e-06
12.8,0.5800000000000001,0.6044246510354749,0.395575348964525,1.9164099705430524,0.2088493020709496,0.6544659425899361,0.8089906937597835,0.8089906937597836,1.1102230246251565e-16,0.0392926695816402,0.0023614188389863,0.0023614590141993,4.0175213000120946e-08
13.6,0.5800000000000001,0.6049994327868153,0.3950005672131847,1.9155262069412695,0.20999886557363093,0.6528941116418724,0.8080186332269031,0.808018633226903,-1.1102230246251565e-16,0.0396207147568535,0.0001779207979586,0.0001779243592711,3.561312499999851e-09
14.4,0.5800000000000001,0.6045672267723499,0.3954327732276501,1.9161911277367092,0.2091344535446996,0.6540757681139582,0.8087495088801958,0.8087495088801959,1.1102230246251565e-16,0.0396859720081252,4.386484965022112e-05,4.386538185704677e-05,5.32206825647457e-10
15.2,0.5800000000000001,0.6041409932960758,0.3958590067039242,1.9168446235989895,0.20828198659215175,0.6552427514381939,0.809470661258451,0.809470661258451,0.0,0.0417237648573981,1.2107313353655313e-05,1.210729519908415e-05,1.8154571162359856e-11
16.0,0.5800000000000001,0.6035429750596062,0.3964570249403938,1.917757744015606,0.20708595011921252,0.656882842354746,0.8104830919610515,0.8104830919610514,-1.1102230246251565e-16,0.043503074629235,1.7716745597687972e-06,1.7716531575487271e-06,2.1402220070091473e-11
16.8,0.5800000000000001,0.603210935962592,0.396789064037408,1.9182628410429483,0.20642187192518377,0.6577948780126476,0.8110455462011041,0.8110455462011043,1.1102230246251565e-16,0.0431099782091254,3.413551593437382e-07,3.4134888975241425e-07,6.2695913239475004e-12
17.6,0.5800000000000001,0.605264992326366,0.394735007673634,1.9151165304853885,0.21052998465273215,0.6521689056498217,0.8075697528076582,0.8075697528076579,-3.3306690738754696e-16,0.0407600933091185,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.5800000000000001,0.6063795181457148,0.3936204818542851,1.9133878077438675,0.21275903629142984,0.6491322184792147,0.8056874198342772,0.805687419834277,-1.1102230246251565e-16,0.0395745521139277,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.5800000000000001,0.5,0.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0580670617382019,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.5800000000000001,0.5,0.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0622911350603241,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.77,0.5830884737401707,0.4169115262598294,1.9462546112249983,0.1661769474803423,0.7150056038418758,0.8455800398790628,0.8455800398790618,-9.992007221626409e-16,0.0433249215823191,2.518787195135122,2.518787327683288,1.3254816622065846e-07
4.8,0.77,0.5809762445543707,0.4190237554456293,1.9488834972920626,0.1619524891087416,0.7212407725328513,0.8492589549323879,0.8492589549323877,-2.220446049250313e-16,0.0392194791398549,13.776081923339817,13.776084903260022,2.979920205703479e-06
5.6,0.77,0.5787738947129899,0.4212261052870101,1.951559738641595,0.1575477894259799,0.7277904361873357,0.8531063451805618,0.8531063451805617,-1.1102230246251565e-16,0.0448967473081261,57.980458397525034,57.98038745793673,7.09395883049524e-05
6.4,0.77,0.5848482959258756,0.4151517040741243,1.9440182365355252,0.16969659185175104,0.7098451119138448,0.8425230631346802,0.8425230631346805,3.3306690738754696e-16,0.0493701299210554,59.8783947891123,59.8776142299443,0.0007805591679996837
7.2,0.77,0.5943858417194586,0.4056141582805413,1.9311827871340466,0.18877168343891726,0.6824088492874723,0.8260804133300051,0.8260804133300053,1.1102230246251565e-16,0.0543924292141684,3.5314928451253484,3.5313954020740854,9.744305126302422e-05
8.0,0.77,0.5969978788231985,0.4030021211768015,1.9274612413510142,0.19399575764639768,0.6750478275922825,0.821612942687908,0.8216129426879074,-5.551115123125783e-16,0.0579949943599438,2.3246521452663034,2.3245432617595645,0.00010888350673887714
8.8,0.77,0.5982833514901352,0.4017166485098647,1.9255978477898452,0.19656670298026996,0.6714488168679867,0.8194198050254742,0.8194198050254745,3.3306690738754696e-16,0.045708166471438,1.5837000336960363,1.5836905293005572,9.504395479087435e-06
9.6,0.77,0.5994209519973832,0.4005790480026168,1.9239314024596765,0.19884190399476626,0.6682766871391671,0.8174819185395887,0.817481918539589,2.220446049250313e-16,0.0411393810730366,0.9999999984724536,0.9999999984724866,3.297362383136715e-14
10.4,0.77,0.6000304119962868,0.3999695880037131,1.9230319291285782,0.20006082399257358,0.6665821931808822,0.8164448500547248,0.8164448500547249,1.1102230246251565e-16,0.044359261671947,0.4950631308746212,0.4950549846980895,8.14617653172034e-06
11.2,0.77,0.6003022292023049,0.399697770797695,1.9226292670781178,0.20060445840460964,0.6658275637737056,0.8159825756556969,0.8159825756556972,3.3306690738754696e-16,0.0459252717523741,0.1519945670560112,0.1519899021016315,4.6649543797017134e-06
12.0,0.77,0.6004104680444295,0.3995895319555705,1.922468668091636,0.2008209360888592,0.6655272571396962,0.8157985395547704,0.8157985395547703,-1.1102230246251565e-16,0.0457444400154601,0.0381622662330589,0.0381608069707761,1.4592622828019097e-06
12.8,0.77,0.6044246629131818,0.3955753370868183,1.9164099523220404,0.20884932582636362,0.6544659100775936,0.8089906736653976,0.8089906736653975,-1.1102230246251565e-16,0.0392926624040364,0.0023614247094516,0.0023614648847207,4.01752691002108e-08
13.6,0.77,0.604999165978004,0.3950008340219959,1.9155266181126234,0.20999833195600842,0.6528948405795931,0.8080190842916976,0.8080190842916973,-2.220446049250313e-16,0.0396207396066896,0.0001779199072693,0.0001779234685682,3.561298900011745e-09
14.4,0.77,0.6045634154206879,0.3954365845793121,1.9161969811024993,0.20912683084137587,0.6540861959107233,0.8087559557188579,0.8087559557188579,0.0,0.0396855777556322,4.387274034038221e-05,4.3873272558310704e-05,5.322179284943432e-10
15.2,0.77,0.604130008684718,0.395869991315282,1.9168614356666516,0.20826001736943617,0.6552728479374007,0.8094892512797196,0.8094892512797194,-2.220446049250313e-16,0.0417235015126084,1.2110958687112618e-05,1.2110940464782224e-05,1.8222330394761818e-11
16.0,0.77,0.6037456338437832,0.3962543661562167,1.9174487938833547,0.2074912676875664,0.6563266778981727,0.8101399125448472,0.8101399125448472,0.0,0.0435279277811346,1.7489009450080958e-06,1.7488800989123886e-06,2.0846095707120787e-11
16.8,0.77,0.6030906480999857,0.3969093519000142,1.9184454877908073,0.2061812961999713,0.658125529139711,0.8112493631058892,0.8112493631058892,0.0,0.0429632521227347,3.588592229530422e-07,3.588524293616976e-07,6.793591344588911e-12
17.6,0.77,0.605264992326366,0.394735007673634,1.9151165304853885,0.21052998465273215,0.6521689056498217,0.8075697528076582,0.8075697528076579,-3.3306690738754696e-16,0.0407600933091185,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.77,0.6063795181457148,0.3936204818542851,1.9133878077438675,0.21275903629142984,0.6491322184792147,0.8056874198342772,0.805687419834277,-1.1102230246251565e-16,0.0395745521139277,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.77,0.5,0.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0580670617382019,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.77,0.5,0.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0622911350603241,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,0.96,0.5829909331150052,0.4170090668849948,1.9463773432813125,0.16598186623001016,0.7152925426418814,0.8457496926643727,0.8457496926643729,2.220446049250313e-16,0.0433246768679975,2.556130964866399,2.5561311003970992,1.3553070044025617e-07
4.8,0.96,0.5809793492659506,0.4190206507340493,1.948879677690037,0.16195869853190104,0.7212315743467804,0.8492535394961743,0.8492535394961745,2.220446049250313e-16,0.0392196203021978,13.788365433465112,13.788368418315454,2.9848503420026873e-06
5.6,0.96,0.5787748011557435,0.4212251988442564,1.9515586508426146,0.15754960231148732,0.7277877302244679,0.8531047592321052,0.853104759232105,-1.1102230246251565e-16,0.0448967407440167,57.98345539720048,57.983384452015066,7.09451854135068e-05
6.4,0.96,0.5848483959256295,0.4151516040743704,1.9440181082720673,0.16969679185125888,0.7098448195575835,0.8425228896342123,0.8425228896342125,2.220446049250313e-16,0.0493701286638921,59.8785471649641,59.8777666024365,0.0007805625275949524
7.2,0.96,0.5943858493605713,0.4056141506394287,1.9311827763750884,0.18877169872114233,0.6824088276593071,0.8260804002391697,0.8260804002391698,1.1102230246251565e-16,0.0543924289529786,3.5314931515723367,3.5313957085046703,9.744306766634736e-05
8.0,0.96,0.5969978794212568,0.4030021205787432,1.9274612404889557,0.19399575884251344,0.6750478259142607,0.8216129416667318,0.8216129416667319,1.1102230246251565e-16,0.0579949943143163,2.3246521425688287,2.3245432590616906,0.00010888350713811334
8.8,0.96,0.5982833515343184,0.4017166484656816,1.925597847725438,0.19656670306863744,0.6714488167445489,0.8194198049501549,0.8194198049501543,-5.551115123125783e-16,0.0457081664762049,1.583700032064814,1.5836905276694218,9.504395392267995e-06
9.6,0.96,0.5994209518587632,0.4005790481412367,1.9239314026637293,0.19884190371752639,0.6682766875249667,0.8174819187755571,0.8174819187755572,1.1102230246251565e-16,0.041139381072228,1.0000000022905529,1.0000000022905229,2.9976021664879227e-14
10.4,0.96,0.6000304113919508,0.3999695886080492,1.9230319300227963,0.2000608227839016,0.6665821948594232,0.8164448510826823,0.8164448510826823,0.0,0.0443592616142651,0.4950631462619201,0.4950550000847162,8.14617720390487e-06
11.2,0.96,0.6003022289992653,0.3996977710007348,1.9226292673792393,0.20060445799853108,0.6658275643371357,0.8159825760009441,0.8159825760009436,-5.551115123125783e-16,0.0459252715600724,0.1519945766478733,0.1519899116929603,4.664954912997343e-06
12.0,0.96,0.6004104505383852,0.3995895494616147,1.9224686940779998,0.20082090107677072,0.6655273057011324,0.8157985693179002,0.8157985693179,-2.220446049250313e-16,0.0457444387436584,0.0381622992914469,0.0381608400270716,1.4592643752947554e-06
12.8,0.96,0.6044245181465684,0.3955754818534316,1.9164101744013367,0.20884903629313678,0.6544663063411791,0.8089909185776928,0.8089909185776928,0.0,0.0392926591888531,0.00236143286816,0.0023614730434476,4.0175287599735626e-08
13.6,0.96,0.6050010965263392,0.3949989034736609,1.9155236429807487,0.2100021930526787,0.6528895662199249,0.8080158205257651,0.8080158205257647,-4.440892098500626e-16,0.0396209321162301,0.000177905462263,0.0001779090234197,3.5611567000121396e-09
14.4,0.96,0.6045611120002303,0.3954388879997696,1.9162005185442137,0.20912222400046088,0.6540924980957407,0.8087598519311779,0.8087598519311778,-1.1102230246251565e-16,0.0396853396081698,4.387751369453855e-05,4.3878045919219215e-05,5.32224680661528e-10
15.2,0.96,0.6041233721100814,0.3958766278899187,1.9168715923001327,0.20824674422016273,0.6552910318751636,0.8095004829369551,0.8095004829369551,0.0,0.0417233426671605,1.211316088713945e-05,1.2113142623870204e-05,1.826326924537862e-11
16.0,0.96,0.6036789109315287,0.3963210890684713,1.917550567623583,0.20735782186305765,0.6565097469727963,0.8102528907525086,0.8102528907525084,-2.220446049250313e-16,0.0434992485240455,1.7674748375252874e-06,1.767453555486724e-06,2.128203856341283e-11
16.8,0.96,0.603127283491938,0.396872716508062,1.9183898789807063,0.20625456698387587,0.658024810634134,0.8111872845614223,0.8111872845614223,0.0,0.0429892169332644,3.5557796609861114e-07,3.555712759819993e-07,6.690116611841557e-12
17.6,0.96,0.605264992326366,0.394735007673634,1.9151165304853885,0.21052998465273215,0.6521689056498217,0.8075697528076581,0.8075697528076579,-2.220446049250313e-16,0.0407600933091185,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
18.4,0.96,0.6063795181457148,0.3936204818542851,1.9133878077438675,0.21275903629142984,0.6491322184792147,0.8056874198342772,0.805687419834277,-1.1102230246251565e-16,0.0395745521139277,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
19.200000000000003,0.96,0.5,0.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0580670617382019,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
20.0,0.96,0.5,0.5,2.0,0.0,1.0,1.0,1.0,0.0,0.0622911350603241,5.5585827916252447e-08,5.5590071944080996e-08,4.244027828549087e-12
4.0,1.15,0.582895711317545,0.4171042886824549,1.9464970334777925,0.1657914226350898,0.7155727526964573,0.8459153342365043,0.8459153342365046,2.220446049250313e-16,0.0433245034859134,2.59372098030372,2.5937211188708993,1.38567179508442e-07
4.8,1.15,0.5809824666769411,0.419017533323059,1.948875842332156,0.16196493335388285,0.7212223386356609,0.8492481019323281,0.8492481019323275,-6.661338147750939e-16,0.0392197611780555,13.800651076532375,13.80065406631957,2.9897871947071053e-06
5.6,1.15,0.5787757076260982,0.4212242923739018,1.9515575629992064,0.1575514152521963,0.7277850241876807,0.8531031732373762,0.8531031732373762,0.0,0.044896734179811,57.98645233428199,57.98638138349972,7.095078227337126e-05
6.4,1.15,0.5848484959250316,0.4151515040749684,1.9440179800089261,0.16969699185006387,0.7098445272024495,0.8425227161343786,0.8425227161343779,-6.661338147750939e-16,0.0493701274067632,59.87869953976779,59.87791897388065,0.000780565887140483
7.2,1.15,0.5943858570016178,0.4056141429983821,1.9311827656162222,0.18877171400323559,0.6824088060313289,0.8260803871484473,0.8260803871484476,2.220446049250313e-16,0.0543924286917839,3.53149345807829,3.531396014994217,9.744308407322322e-05
8.0,1.15,0.5969978800232706,0.4030021199767294,1.9274612396211948,0.19399576004654115,0.6750478242251391,0.8216129406388017,0.8216129406388017,0.0,0.0579949942686409,2.3246521394301185,2.3245432559226185,0.00010888350750004605
8.8,1.15,0.5982833515986651,0.401716648401335,1.9255978476316395,0.19656670319733047,0.6714488165647814,0.8194198048404627,0.8194198048404624,-3.3306690738754696e-16,0.0457081664811168,1.5837000293677872,1.5836905249725015,9.504395285686584e-06
9.6,1.15,0.599420951891363,0.400579048108637,1.9239314026157415,0.19884190378272595,0.6682766874342367,0.8174819187200636,0.8174819187200636,0.0,0.0411393810685261,1.0000000023406015,1.0000000023405509,5.062616992290714e-14
10.4,1.15,0.6000304115675367,0.3999695884324634,1.9230319297629868,0.2000608231350738,0.6665821943717335,0.8164448507840161,0.8164448507840156,-4.440892098500626e-16,0.0443592616232658,0.4950631430585394,0.4950549968814784,8.146177060963655e-06
11.2,1.15,0.6003022288633167,0.3996977711366832,1.922629267580861,0.2006044577266332,0.6658275647143914,0.8159825762321099,0.8159825762321101,2.220446049250313e-16,0.0459252714313139,0.1519945830705958,0.1519899181153256,4.664955270183846e-06
12.0,1.15,0.6004104533803182,0.3995895466196817,1.9224686898593712,0.20082090676063646,0.6655272978176641,0.8157985644861507,0.8157985644861506,-1.1102230246251565e-16,0.0457444401657166,0.0381622786261298,0.0381608193630392,1.4592630906001824e-06
