n_scan_points,best_q_ss,best_q_dd,best_q_sd,canonical_max_abs_det_ratio_residual,canonical_max_abs_schur_residual,canonical_max_abs_weight_residual,canonical_max_abs_xi_residual,canonical_corr_xi,runner_up_q_ss,runner_up_q_dd,runner_up_q_sd,runner_up_max_abs_det_ratio_residual,runner_up_max_abs_schur_residual,runner_up_max_abs_weight_residual,runner_up_max_abs_xi_residual,selection_gap_det_ratio_residual,selection_gap_schur_residual,selection_gap_weight_residual,selection_gap_xi_residual,canonical_log_sum_p50,canonical_abs_log_diff_p90
125,0.0,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,8.326672684688674e-17,1.0,0.0,-0.0125,0.0125,0.00027577096730491135,0.00019805552450202768,2.6211841669732117e-05,0.002233187355025923,0.00027577096730446726,0.0001980555245015836,2.6211841669621094e-05,0.0022331873550258396,-0.9215016166625015,0.9661067906626924
