D,eta,eymh_loop_prefactor_diag,hk_loop_local_prefactor_diag,shell_access,align_access,diag_dispersion_screen,eymh_prefactor_recon,eymh_prefactor_residual,log10_hk_loop_local_prefactor_diag,log10_shell_access,log10_align_access,log10_diag_dispersion_screen,log10_eymh_loop_prefactor_diag,log10_prefactor_residual,abs_mu_diff_vs_const,abs_mu_diff_vs_loop_abs,shell_spread,coeff_align,gap_cv,c_tree_diag_cv
9.6,0.77,0.0391067708227427,0.2103436369428326,0.3209732984685203,0.8174819185395887,0.7085581809035643,0.03910677082274273,-2.7755575615628914e-17,-0.6770706211911424,-0.49353109472943196,-0.08752184449682053,-0.14962448330225503,-1.4077480437196501,-2.220446049250313e-16,3.097522238704187e-14,2.8121949213755215e-13,0.1148568546515892,0.6682766871391669,0.1066533286499557,0.8851615244213833
10.4,0.77,0.0406454636132562,0.2165968878056446,0.3337331239271595,0.8164448500547248,0.6887057387134,0.04064546361325622,-2.0816681711721685e-17,-0.6643477878701882,-0.47660068628839386,-0.08807314604774726,-0.16196629819490466,-1.3909879184012341,-1.6653345369377348e-16,6.191760101303956e-06,3.66788414740693e-05,0.1253376268973251,0.6665821931808821,0.1910896609391989,0.9172112499271792
11.2,0.77,0.0408548879042471,0.2141961374641878,0.3452926237866013,0.815982575655697,0.6769618615090602,0.04085488790424713,-2.7755575615628914e-17,-0.6691883649379355,-0.46181269904119887,-0.0883191149929236,-0.1694357977885999,-1.388755976760658,-1.6653345369377348e-16,3.444050333811788e-06,2.1297411569698443e-05,0.1353663151635882,0.6658275637737052,0.263616892757297,0.9184677639482618
12.0,0.77,0.0397447070701388,0.2033633873147403,0.3554793714957137,0.8157985395547704,0.6739213361539771,0.039744707070138836,-3.469446951953614e-17,-0.6917272329198442,-0.4491855963562059,-0.08841707649363867,-0.1713907937733436,-1.4007206995430328,-4.440892098500626e-16,1.0299353794054888e-06,6.7704870484949775e-06,0.1446435501863265,0.6655272571396964,0.324701506182844,0.87711735448078
12.8,0.77,0.0372231329904842,0.2100711557195202,0.3023840820031647,0.8089906736653976,0.7243426519821546,0.03722313299048427,-6.938893903907228e-17,-0.6776335752562322,-0.519441074546968,-0.0920564850614004,-0.14005594117631792,-1.4291870760409193,-7.771561172376096e-16,3.864727730028272e-08,2.966393487999208e-07,0.1006380909200492,0.6544659100775937,0.1142870052001219,0.7916646581924389
13.6,0.77,0.0375172585908045,0.2082773251008593,0.2988704261474397,0.8080190842916976,0.7459067618046338,0.03751725859080454,-4.163336342344337e-17,-0.6813580085909113,-0.5245170571802344,-0.0925783816700963,-0.12731545585768345,-1.425768903298926,-4.996003610813204e-16,3.4222558999976935e-09,2.8128251500003426e-08,0.0980848135726996,0.6528948405795935,0.1152775579450587,0.6820652232564375
14.4,0.77,0.0362883476299767,0.1981620938639441,0.31143214686360643,0.8087559557188579,0.7270523446172784,0.036288347629976694,6.938893903907228e-18,-0.7029794174600048,-0.5066365604098594,-0.09218250814542303,-0.13843432069517983,-1.4402328067104668,2.220446049250313e-16,6.078981003608064e-10,4.68990692705358e-09,0.1074074264709029,0.6540861959107233,0.1959995823623919,0.6957717563015633
15.2,0.77,0.0371185410596789,0.205104029139777,0.3226380950411735,0.8094892512797197,0.6929309742901297,0.0371185410596789,0.0,-0.6880258081056236,-0.49128435520682556,-0.09178891360720737,-0.1593100250966304,-1.430409102016287,-5.551115123125783e-17,4.015477891939679e-11,3.574332161679865e-10,0.1161901986479192,0.6552728479374011,0.2635129579283289,0.819155070875139
16.0,0.77,0.0378605669508605,0.2036891577435576,0.33285771202960807,0.8101399125448472,0.6892877310366277,0.03786056695086055,-4.85722573273506e-17,-0.6910320876295052,-0.47774137636259545,-0.09143997124614536,-0.1615994516530813,-1.4218128868913278,-4.996003610813204e-16,7.34437823553335e-12,2.374499418072701e-11,0.1245991237260836,0.6563266778981726,0.3217878591111364,0.7829543145781938
16.8,0.77,0.0366671045563549,0.1940657427146949,0.3422610674663284,0.8112493631058892,0.6804807889153185,0.03666710455635497,-6.938893903907228e-17,-0.7120511212991004,-0.46564249947785463,-0.09084563114652836,-0.16718413113050615,-1.4357233830539904,-8.326672684688674e-16,3.136653548698939e-12,2.1141963613776978e-11,0.1326858033760381,0.6581255291397109,0.3729068193667717,0.7866680363204087
17.6,0.77,0.0361985046360608,0.2011363173486186,0.31092929648788725,0.8075697528076581,0.7167347272310843,0.036198504636060794,6.938893903907228e-18,-0.6965095057330672,-0.5073383557837621,-0.09281995574465558,-0.14464155258438316,-1.441309369845868,-5.551115123125783e-17,4.034350757563207e-12,3.332516858239867e-11,0.1070237670782771,0.652168905649822,0.2679119024066777,0.6787167217905432
18.4,0.77,0.0360817095016701,0.1999781067668977,0.2934342948281214,0.8056874198342773,0.7631803861321128,0.03608170950167017,-6.938893903907228e-17,-0.6990175474898864,-0.5324891298103454,-0.09383341746456332,-0.1173727996038182,-1.442712894368614,-7.494005416219807e-16,4.034350757563207e-12,3.332516858239867e-11,0.0942160330487811,0.649132218479215,0.20297833384972,0.5139240325215797
19.200000000000003,0.77,5.1556393066254794e-17,0.1907155475682234,0.3044694702587371,1e-15,0.8878767329178662,5.155639306625478e-17,1.232595164407831e-32,-0.7196139008299743,-0.516456248393634,-15.0,-0.051647324682628296,-16.287717473906238,-4.163336342344337e-17,4.034350757563207e-12,3.332516858239867e-11,0.1021732919162485,0.0,0.2685122027208125,0.0
20.0,0.77,5.409153402121938e-17,0.1978582751435992,0.3148270397844881,1e-15,0.8683664853567993,5.409153402121933e-17,4.930380657631324e-32,-0.7036457812632696,-0.5019279741373668,-15.0,-0.061296946509051445,-16.26687070190969,-1.4849232954361469e-15,4.034350757563207e-12,3.332516858239867e-11,0.110020904054865,0.0,0.3261537967964966,0.0
4.0,0.96,0.0422217177471157,0.2594822797956052,0.26767767385469626,0.8457496926643727,0.718743938289091,0.04222171774711575,-4.85722573273506e-17,-0.5858922950400162,-0.5723878504270297,-0.07275815135752987,-0.1434258050205042,-1.3744641018450805,-5.828670879282072e-16,1.224804093702403e-07,7.333081470939362e-07,0.0771814943481594,0.7152925426418809,0.0529284688818641,0.8828319704467904
4.8,0.96,0.0339692715466971,0.2385972532567175,0.25767406620130606,0.8492535394961743,0.6505979905282443,0.03396927154669713,-2.7755575615628914e-17,-0.6223345602562768,-0.5889292891418788,-0.07096263441324335,-0.18668728243726204,-1.4689137662486613,-3.608224830031759e-16,3.4745808932257205e-06,9.876677063758166e-06,0.0711178604801251,0.7212315743467801,0.3330127461264275,1.029502200979848
5.6,0.96,0.0438363799124953,0.2408620932557482,0.31377884425076946,0.8531047592321052,0.6798924241659863,0.04383637991249539,-9.020562075079397e-17,-0.618231543651437,-0.5033763409749502,-0.06899763523002064,-0.16755979800994317,-1.3581653178663518,-7.771561172376096e-16,7.622923619265976e-05,0.0006150446008206245,0.1092096338293002,0.7277877302244682,0.0489632309804584,1.1143509442123047
6.4,0.96,0.0443922442828904,0.2348317398037009,0.3410845234930134,0.8425228896342123,0.6578192577635552,0.04439224428289046,-5.551115123125783e-17,-0.6292432043153414,-0.4671379859988473,-0.07441829139811489,-0.18189341662712114,-1.3526928983394253,-5.273559366969494e-16,0.0006463935697382794,0.004679282088666525,0.1316552460415761,0.709844819557583,0.2368422574530327,1.0740879698570285
7.2,0.96,0.0438341541229987,0.2205935934157932,0.35120411348378744,0.8260804002391697,0.6849168062897604,0.04383415412299869,1.3877787807814457e-17,-0.6564071046998696,-0.4544404060550915,-0.08297768187943441,-0.16436217706743536,-1.358187369701831,-5.551115123125783e-17,6.176207651575893e-05,0.00040969767053944395,0.1406987183843505,0.6824088276593068,0.5397550802947837,0.591936422932302
8.0,0.96,0.0460056556159852,0.2258410747793691,0.3633075560105363,0.8216129416667318,0.6824433251472308,0.04600565561598523,-2.7755575615628914e-17,-0.6461970680455217,-0.43972556965846205,-0.08533272855125738,-0.1659334096320174,-1.337188775887259,-4.163336342344337e-16,7.070844135403931e-05,0.00041167964798072276,0.1520636193182569,0.6750478259142605,0.5891268740470006,0.5580450474201091
8.8,0.96,0.0425742187585718,0.2223372469819722,0.32136821487248435,0.8194198049501549,0.7271518053560996,0.04257421875857185,-4.85722573273506e-17,-0.6529877761507202,-0.4929970796203284,-0.08649354358445964,-0.13837491328652377,-1.3708533126420326,-5.273559366969494e-16,6.94464117056981e-06,4.327476098575644e-06,0.115172233250979,0.6714488167445499,0.1526414316992487,0.7386124246303037
9.6,0.96,0.039106770821974,0.2103436369428326,0.3209732984685203,0.817481918775557,0.7085581806851098,0.03910677082197405,-4.85722573273506e-17,-0.6770706211911424,-0.49353109472943196,-0.08752184437146032,-0.1496244834361517,-1.4077480437281868,-4.996003610813204e-16,2.90878432451791e-14,2.262634524186069e-13,0.1148568546515892,0.6682766875249664,0.1066533286499557,0.8851615256495696
10.4,0.96,0.0406454635604034,0.2165968878056446,0.3337331239271595,0.8164448510826823,0.6887057369507255,0.04064546356040346,-6.245004513516506e-17,-0.6643477878701882,-0.47660068628839386,-0.08807314550094208,-0.16196629930643866,-1.3909879189659633,-4.718447854656915e-16,6.191760678786462e-06,3.667884614838579e-05,0.1253376268973251,0.6665821948594232,0.1910896609391989,0.9172112607191568
11.2,0.96,0.0408548877331765,0.2141961374641878,0.3452926237866013,0.8159825760009441,0.6769618583880084,0.0408548877331765,0.0,-0.6691883649379355,-0.46181269904119887,-0.08831911480917097,-0.16943579979086276,-1.388755978579168,5.551115123125783e-17,3.4440507639954543e-06,2.129741510090155e-05,0.1353663151635882,0.6658275643371365,0.263616892757297,0.918467784068744
12.0,0.96,0.0397447059651436,0.2033633873147403,0.3554793714957137,0.8157985693179002,0.6739212928304377,0.03974470596514367,-6.938893903907228e-17,-0.6917272329198442,-0.4491855963562059,-0.0884170606490862,-0.17139082169229156,-1.4007207116174285,-6.661338147750939e-16,1.029936991296665e-06,6.7704994594977586e-06,0.1446435501863265,0.6655273057011327,0.324701506182844,0.8771176375719667
12.8,0.96,0.0372231299446434,0.2100711557195202,0.3023840820031647,0.8089909185776928,0.7243423734256585,0.03722312994464342,-2.0816681711721685e-17,-0.6776335752562322,-0.519441074546968,-0.0920563535839363,-0.1400561081906061,-1.4291871115777428,-1.942890293094024e-16,3.8647296799875636e-08,2.966393100002282e-07,0.1006380909200492,0.6544663063411792,0.1142870052001219,0.7916661241161201
13.6,0.96,0.037517440879936,0.2082773251008593,0.2988704261474397,0.8080158205257651,0.7459133989293614,0.037517440879936075,-7.632783294297951e-17,-0.6813580085909113,-0.5245170571802344,-0.09258013588410546,-0.127311591495583,-1.425766793150835,-8.604228440844963e-16,3.4221172000195414e-09,2.812754759998464e-08,0.0980848135726996,0.6528895662199254,0.1152775579450587,0.6820332379477909
14.4,0.96,0.0362881298688051,0.1981620938639441,0.31143214686360643,0.8087598519311778,0.7270444791161954,0.03628812986880518,-8.326672684688674e-17,-0.7029794174600048,-0.5066365604098594,-0.0921804159204162,-0.13843901906692788,-1.4402354128572092,-9.71445146547012e-16,6.079174653364668e-10,4.689879559175109e-09,0.1074074264709029,0.6540924980957408,0.1959995823623919,0.6958126886253156
15.2,0.96,0.0371183997457655,0.205104029139777,0.3226380950411735,0.8095004829369552,0.6929187219921671,0.037118399745765515,-1.3877787807814457e-17,-0.6880258081056236,-0.49128435520682556,-0.09178288781636139,-0.15931770429215963,-1.4304107554209704,-1.6653345369377348e-16,4.012860761557098e-11,3.571932110408725e-10,0.1161901986479192,0.6552910318751637,0.2635129579283289,0.8192287236544278
16.0,0.96,0.0378356217492745,0.2036891577435576,0.33285771202960807,0.8102528907525086,0.6887375318333927,0.037835621749274566,-6.245004513516506e-17,-0.6910320876295052,-0.47774137636259545,-0.0913794108534525,-0.16194625007114813,-1.4220991249167019,-6.106226635438361e-16,7.608994840054193e-12,2.629273702674367e-11,0.1245991237260836,0.6565097469727966,0.3217878591111364,0.7863184118128737
16.8,0.96,0.0366892642946298,0.1940657427146949,0.3422610674663284,0.8111872845614222,0.6809441442999569,0.036689264294629806,-6.938893903907228e-18,-0.7120511212991004,-0.46564249947785463,-0.09087886556509077,-0.16688851043256095,-1.4354609967746068,-2.7755575615628914e-17,3.0726768708837073e-12,2.0504108294430907e-11,0.1326858033760381,0.6580248106341338,0.3729068193667717,0.7837300268086972
17.6,0.96,0.0361985046360608,0.2011363173486186,0.31092929648788725,0.807569752807658,0.7167347272310843,0.03619850463606079,1.3877787807814457e-17,-0.6965095057330672,-0.5073383557837621,-0.09281995574465564,-0.14464155258438316,-1.441309369845868,0.0,4.034350757563207e-12,3.332516858239867e-11,0.1070237670782771,0.6521689056498219,0.2679119024066777,0.6787167217905434
18.4,0.96,0.0360817095016701,0.1999781067668977,0.2934342948281214,0.8056874198342773,0.7631803861321128,0.03608170950167017,-6.938893903907228e-17,-0.6990175474898864,-0.5324891298103454,-0.09383341746456332,-0.1173727996038182,-1.442712894368614,-7.494005416219807e-16,4.034350757563207e-12,3.332516858239867e-11,0.0942160330487811,0.649132218479215,0.20297833384972,0.5139240325215797
19.200000000000003,0.96,5.1556393066254794e-17,0.1907155475682234,0.3044694702587371,1e-15,0.8878767329178662,5.155639306625478e-17,1.232595164407831e-32,-0.7196139008299743,-0.516456248393634,-15.0,-0.051647324682628296,-16.287717473906238,-4.163336342344337e-17,4.034350757563207e-12,3.332516858239867e-11,0.1021732919162485,0.0,0.2685122027208125,0.0
20.0,0.96,5.409153402121938e-17,0.1978582751435992,0.3148270397844881,1e-15,0.8683664853567993,5.409153402121933e-17,4.930380657631324e-32,-0.7036457812632696,-0.5019279741373668,-15.0,-0.061296946509051445,-16.26687070190969,-1.4849232954361469e-15,4.034350757563207e-12,3.332516858239867e-11,0.110020904054865,0.0,0.3261537967964966,0.0
4.0,1.15,0.0422215487789907,0.2594822797956052,0.26767767385469626,0.8459153342365043,0.718600322786832,0.04222154877899067,3.469446951953614e-17,-0.5858922950400162,-0.5723878504270297,-0.07267310234388179,-0.14351259205134084,-1.3744658398622682,2.498001805406602e-16,1.252048136279882e-07,7.486996400629664e-07,0.0771814943481594,0.7155727526964568,0.0529284688818641,0.8836057886019614
4.8,1.15,0.0339693935634384,0.2385972532567175,0.25767406620130606,0.8492481019323281,0.6506044931216525,0.03396939356343843,-2.7755575615628914e-17,-0.6223345602562768,-0.5889292891418788,-0.07096541510407792,-0.18668294177472758,-1.4689122062769615,-4.440892098500626e-16,3.4803438335728742e-06,9.892955418422389e-06,0.0711178604801251,0.721222338635662,0.3330127461264275,1.0294549759836706
5.6,1.15,0.0438363735033216,0.2408620932557482,0.31377884425076946,0.8531031732373762,0.6798935887414839,0.04383637350332166,-6.245004513516506e-17,-0.618231543651437,-0.5033763409749502,-0.06899844262136612,-0.16755905411537805,-1.3581653813631318,-4.718447854656915e-16,7.62354719725522e-05,0.0006150950372969533,0.1092096338293002,0.7277850241876807,0.0489632309804584,1.114343533227509
6.4,1.15,0.0443922431525151,0.2348317398037009,0.3410845234930134,0.8425227161343786,0.6578193764773104,0.04439224315251517,-6.938893903907228e-17,-0.6292432043153414,-0.4671379859988473,-0.07441838083192029,-0.1818933382519086,-1.3526929093980182,-6.106226635438361e-16,0.0006463962240914611,0.004679300672975728,0.1316552460415761,0.7098445272024506,0.2368422574530327,1.0740871357703772
7.2,1.15,0.0438341539125052,0.2205935934157932,0.35120411348378744,0.8260803871484473,0.6849168138544938,0.04383415391250523,-3.469446951953614e-17,-0.6564071046998696,-0.4544404060550915,-0.0829776887616078,-0.16436217227076236,-1.3581873717873318,-5.551115123125783e-16,6.176208364738756e-05,0.0004096977090934928,0.1406987183843505,0.6824088060313287,0.5397550802947837,0.5919363758443125
8.0,1.15,0.0460056555797523,0.2258410747793691,0.3633075560105363,0.8216129406388017,0.682443325463569,0.04600565557975234,-4.163336342344337e-17,-0.6461970680455217,-0.43972556965846205,-0.08533272909460857,-0.16593340943070553,-1.3371887762292982,-3.885780586188048e-16,7.070844134160481e-05,0.0004116796470783335,0.1520636193182569,0.6750478242251391,0.5891268740470006,0.5580450454295189
8.8,1.15,0.0425742187631469,0.2223372469819722,0.32136821487248435,0.8194198048404627,0.7271518055315808,0.04257421876314692,-2.0816681711721685e-17,-0.6529877761507202,-0.4929970796203284,-0.08649354364259675,-0.13837491318171688,-1.3708533125953626,-3.0531133177191805e-16,6.944641073758362e-06,4.327475294774175e-06,0.115172233250979,0.6714488165647821,0.1526414316992487,0.7386124237174833
9.6,1.15,0.0391067708184551,0.2103436369428326,0.3209732984685203,0.8174819187200636,0.7085581806694506,0.03910677081845509,1.3877787807814457e-17,-0.6770706211911424,-0.49353109472943196,-0.08752184440094167,-0.1496244834457496,-1.4077480437672654,2.498001805406602e-16,4.8627768478581856e-14,4.460876112943879e-13,0.1148568546515892,0.6682766874342366,0.1066533286499557,0.8851615257376086
10.4,1.15,0.0406454635686506,0.2165968878056446,0.3337331239271595,0.8164448507840161,0.6887057373424057,0.040645463568650675,-7.632783294297951e-17,-0.6643477878701882,-0.47660068628839386,-0.08807314565981268,-0.16196629905944698,-1.3909879188778425,-7.216449660063518e-16,6.191760555773751e-06,3.667884518149256e-05,0.1253376268973251,0.6665821943717343,0.1910896609391989,0.9172112583210936
11.2,1.15,0.0408548876186335,0.2141961374641878,0.3452926237866013,0.8159825762321099,0.6769618562982606,0.04085488761863356,-6.245004513516506e-17,-0.6691883649379355,-0.46181269904119887,-0.08831911468613647,-0.16943580113150838,-1.38875597979678,-6.38378239159465e-16,3.444051052181596e-06,2.129741746520475e-05,0.1353663151635882,0.665827564714391,0.263616892757297,0.918467797540719
12.0,1.15,0.0397447072006881,0.2033633873147403,0.3554793714957137,0.8157985644861506,0.6739213177720919,0.039744707200688116,-1.3877787807814457e-17,-0.6917272329198442,-0.4491855963562059,-0.08841706322129243,-0.17139080561916448,-1.4007206981165072,-2.220446049250313e-16,1.0299360036977734e-06,6.770491397099787e-06,0.1446435501863265,0.6655272978176641,0.324701506182844,0.8771174745944522
12.8,1.15,0.0372231592880323,0.2100711557195202,0.3023840820031647,0.8089904515045199,0.724343362634118,0.0372231592880323,0.0,-0.6776335752562322,-0.519441074546968,-0.09205660432514431,-0.14005551509057798,-1.4291867692189224,1.1102230246251565e-16,3.8647100000267776e-08,2.9663907780011836e-07,0.1006380909200492,0.654465550625487,0.1142870052001219,0.7916609183428122
13.6,1.15,0.0375174226280214,0.2082773251008593,0.2988704261474397,0.8080165872876788,0.7459123282196966,0.037517422628021456,-5.551115123125783e-17,-0.6813580085909113,-0.5245170571802344,-0.09257972376307817,-0.12731221489721856,-1.4257670044314432,-7.216449660063518e-16,3.4221343000019958e-09,2.8127644099995314e-08,0.0980848135726996,0.652890805332027,0.1152775579450587,0.6820383978019674
14.4,1.15,0.0362880548607255,0.1981620938639441,0.31143214686360643,0.8087555347547773,0.7270468572957223,0.036288054860725553,-5.551115123125783e-17,-0.7029794174600048,-0.5066365604098594,-0.09218273419930686,-0.13843759848182483,-1.4402363105509965,-6.661338147750939e-16,6.079262458765096e-10,4.689904864934929e-09,0.1074074264709029,0.6540855149964858,0.1959995823623919,0.6958003123615081
15.2,1.15,0.0371178384258218,0.205104029139777,0.3226380950411735,0.8094708473788151,0.6929336114674794,0.03711783842582179,1.3877787807814457e-17,-0.6880258081056236,-0.49128435520682556,-0.09179878749182666,-0.1593083722488954,-1.4304173230531712,1.1102230246251565e-16,4.017581627521413e-11,3.5746077447809904e-10,0.1161901986479192,0.6552430527561771,0.2635129579283289,0.8191392184055508
16.0,1.15,0.0378359347731363,0.2036891577435576,0.33285771202960807,0.8102917961175913,0.6887101606067061,0.03783593477313635,-4.85722573273506e-17,-0.6910320876295052,-0.47774137636259545,-0.09135855812965911,-0.16196350977949092,-1.4220955319012512,-4.996003610813204e-16,7.62455330703606e-12,2.6390078549826958e-11,0.1245991237260836,0.6565727948554722,0.3217878591111364,0.7864859789681974
16.8,1.15,0.03669567693295,0.1940657427146949,0.3422610674663284,0.8101441817527278,0.6819400656390874,0.036695676932950054,-5.551115123125783e-17,-0.7120511212991004,-0.46564249947785463,-0.09143768264326245,-0.1662537929476457,-1.4353850963678638,-6.106226635438361e-16,2.9295452058695886e-12,1.9383488053033585e-11,0.1326858033760381,0.6563335952277969,0.3729068193667717,0.777435420037646
17.6,1.15,0.0361985046360608,0.2011363173486186,0.31092929648788725,0.807569752807658,0.7167347272310843,0.03619850463606079,1.3877787807814457e-17,-0.6965095057330672,-0.5073383557837621,-0.09281995574465564,-0.14464155258438316,-1.441309369845868,0.0,4.034350757563207e-12,3.332516858239867e-11,0.1070237670782771,0.6521689056498219,0.2679119024066777,0.6787167217905434
18.4,1.15,0.0360817095016701,0.1999781067668977,0.2934342948281214,0.8056874198342773,0.7631803861321128,0.03608170950167017,-6.938893903907228e-17,-0.6990175474898864,-0.5324891298103454,-0.09383341746456332,-0.1173727996038182,-1.442712894368614,-7.494005416219807e-16,4.034350757563207e-12,3.332516858239867e-11,0.0942160330487811,0.649132218479215,0.20297833384972,0.5139240325215797
19.200000000000003,1.15,5.1556393066254794e-17,0.1907155475682234,0.3044694702587371,1e-15,0.8878767329178662,5.155639306625478e-17,1.232595164407831e-32,-0.7196139008299743,-0.516456248393634,-15.0,-0.051647324682628296,-16.287717473906238,-4.163336342344337e-17,4.034350757563207e-12,3.332516858239867e-11,0.1021732919162485,0.0,0.2685122027208125,0.0
20.0,1.15,5.409153402121938e-17,0.1978582751435992,0.3148270397844881,1e-15,0.8683664853567993,5.409153402121933e-17,4.930380657631324e-32,-0.7036457812632696,-0.5019279741373668,-15.0,-0.061296946509051445,-16.26687070190969,-1.4849232954361469e-15,4.034350757563207e-12,3.332516858239867e-11,0.110020904054865,0.0,0.3261537967964966,0.0
4.0,1.34,0.0422214463133334,0.2594822797956052,0.26767767385469626,0.8460769440035245,0.7184613188140851,0.042221446313333445,-4.85722573273506e-17,-0.5858922950400162,-0.5723878504270297,-0.07259013951815899,-0.14359660884890504,-1.3744668938341105,-6.106226635438361e-16,1.2797786741458594e-07,7.643625741238225e-07,0.0771814943481594,0.7158461951743432,0.0529284688818641,0.8843552012381466
4.8,1.34,0.0339695153322144,0.2385972532567175,0.25767406620130606,0.8492426422639465,0.6506110079835491,0.033969515332214414,-1.3877787807814457e-17,-0.6223345602562768,-0.5889292891418788,-0.07096820711676242,-0.186678592966141,-1.4689106494810593,-3.0531133177191805e-16,3.4861142879094587e-06,9.909262468354996e-06,0.0711178604801251,0.7212130654394495,0.3330127461264275,1.02940766330775
5.6,1.34,0.0438363670940539,0.2408620932557482,0.31377884425076946,0.8531015871963644,0.679894753356739,0.0438363670940539,0.0,-0.618231543651437,-0.5033763409749502,-0.0689992500377741,-0.16755831019669132,-1.3581654448608524,1.3877787807814457e-16,7.624170764586324e-05,0.0006151454720679794,0.1092096338293002,0.7277823180769563,0.0489632309804584,1.114336122027794
6.4,1.34,0.0443922420221707,0.2348317398037009,0.3410845234930134,0.8425225426351532,0.6578194951910961,0.0443922420221707,0.0,-0.6292432043153414,-0.4671379859988473,-0.0744184702654305,-0.18189325987669003,-1.3526929204563092,8.326672684688674e-17,0.0006463988784020103,0.0046793192571641384,0.1316552460415761,0.7098442348484036,0.2368422574530327,1.074086301683963
7.2,1.34,0.0438341537020088,0.2205935934157932,0.35120411348378744,0.8260803740573597,0.684916821419484,0.04383415370200882,-2.0816681711721685e-17,-0.6564071046998696,-0.4544404060550915,-0.08297769564397332,-0.1643621674739266,-1.3581873738728614,-3.0531133177191805e-16,6.176209077946027e-05,0.0004096977476408803,0.1406987183843505,0.6824087844027472,0.5397550802947837,0.5919363287547263
8.0,1.34,0.0460056555434911,0.2258410747793691,0.3633075560105363,0.821612939615296,0.6824433257758119,0.04600565554349111,-1.3877787807814457e-17,-0.6461970680455217,-0.43972556965846205,-0.08533272963562108,-0.16593340923199987,-1.3371887765716048,-1.6653345369377348e-16,7.070844135181886e-05,0.00041167964631005916,0.1520636193182569,0.675047822543288,0.5891268740470006,0.5580450434646992
8.8,1.34,0.0425742187679959,0.2223372469819722,0.32136821487248435,0.8194198047198448,0.7271518057214368,0.04257421876799596,-6.245004513516506e-17,-0.6529877761507202,-0.4929970796203284,-0.08649354370652455,-0.13837491306832458,-1.3708533125458984,-5.828670879282072e-16,6.944640969175353e-06,4.327474435905643e-06,0.115172233250979,0.6714488163671085,0.1526414316992487,0.7386124227298875
9.6,1.34,0.0391067708216416,0.2103436369428326,0.3209732984685203,0.8174819186322847,0.7085581808032683,0.03910677082164158,2.0816681711721685e-17,-0.6770706211911424,-0.49353109472943196,-0.08752184444757498,-0.14962448336372916,-1.4077480437318781,3.608224830031759e-16,4.440892098500626e-16,8.215650382226158e-15,0.1148568546515892,0.6682766872907213,0.1066533286499557,0.8851615249852637
10.4,1.34,0.0406454635745591,0.2165968878056446,0.3337331239271595,0.8164448505700462,0.6887057376230125,0.04064546357455913,-2.7755575615628914e-17,-0.6643477878701882,-0.47660068628839386,-0.08807314577363044,-0.16196629888249775,-1.3909879188147105,-2.220446049250313e-16,6.1917604671224424e-06,3.667884448488312e-05,0.1253376268973251,0.6665821940223452,0.1910896609391989,0.9172112566030785
11.2,1.34,0.0408548876513424,0.2141961374641878,0.3452926237866013,0.8159825808273945,0.6769618530278683,0.040854887651342466,-6.245004513516506e-17,-0.6691883649379355,-0.46181269904119887,-0.0883191122403652,-0.16943580322957835,-1.3887559794490787,-7.216449660063518e-16,3.4440515233047364e-06,2.1297420649296628e-05,0.1353663151635882,0.6658275722137353,0.263616892757297,0.9184678186239548
12.0,1.34,0.0397447063905391,0.2033633873147403,0.3554793714957137,0.8157985822739423,0.6739212893407222,0.039744706390539154,-5.551115123125783e-17,-0.6917272329198442,-0.4491855963562059,-0.0884170537518719,-0.17139082394116573,-1.4007207069690883,-6.38378239159465e-16,1.0299371245026112e-06,6.770500031200166e-06,0.1446435501863265,0.6655273268401741,0.324701506182844,0.8771176603749923
12.8,1.34,0.0372231526160822,0.2100711557195202,0.3023840820031647,0.8089904743055596,0.7243432123861373,0.037223152616082215,-1.3877787807814457e-17,-0.6776335752562322,-0.519441074546968,-0.0920565920847457,-0.14005560517475502,-1.4291868470627012,-2.220446049250313e-16,3.8647150099949124e-08,2.9663919540005856e-07,0.1006380909200492,0.6544655875171342,0.1142870052001219,0.7916617090311255
13.6,1.34,0.0375173168029891,0.2082773251008593,0.2988704261474397,0.808017523729037,0.7459093597690696,0.03751731680298918,-7.632783294297951e-17,-0.6813580085909113,-0.5245170571802344,-0.09257922044286762,-0.12731394322941467,-1.4257682294434288,-7.771561172376096e-16,3.422214100019501e-09,2.8128047999999035e-08,0.0980848135726996,0.6528923186532049,0.1152775579450587,0.6820527031709029
14.4,1.34,0.036287940382091,0.1981620938639441,0.31143214686360643,0.8087583862655682,0.7270420002616614,0.036287940382091016,-1.3877787807814457e-17,-0.7029794174600048,-0.5066365604098594,-0.09218120296623931,-0.13844049979432727,-1.440237680630431,-1.1102230246251565e-16,6.079361173949886e-10,4.6898854459117905e-09,0.1074074264709029,0.6540901273548859,0.1959995823623919,0.695825588940341
15.2,1.34,0.0371178368410239,0.205104029139777,0.3226380950411735,0.8094815021593518,0.6929244611603355,0.03711783684102393,-3.469446951953614e-17,-0.6880258081056236,-0.49128435520682556,-0.09179307106367565,-0.15931410721985514,-1.4304173415959804,-4.440892098500626e-16,4.0154060240740167e-11,3.5728471541554725e-10,0.1161901986479192,0.6552603023381607,0.2635129579283289,0.8191942230531922
16.0,1.34,0.0378361587404274,0.2036891577435576,0.33285771202960807,0.8103195981749823,0.6886906076018776,0.03783615874042742,-2.0816681711721685e-17,-0.6910320876295052,-0.47774137636259545,-0.09134365723465837,-0.16197583990489553,-1.4220929611316548,-3.0531133177191805e-16,7.63565278844864e-12,2.6459471750288788e-11,0.1245991237260836,0.6566178511864649,0.3217878591111364,0.7866056950592111
