D,level,dr,dz,rho_max,z_max,Nr,Nz,sigma_l,sigma_r,frame_power,n_eigs,window_k,window_gap_scale,window_sigma_mult,window_floor,lambda_1,lambda_2,lambda_3,track_idx_1,track_idx_2,track_idx_3,track_score_1,track_score_2,track_score_3,parity_1,parity_2,parity_3,y_eff_center_1,y_eff_center_2,y_eff_center_3,y_eff_raw_1,y_eff_raw_2,y_eff_raw_3,y_eff_cum_1,y_eff_cum_2,y_eff_cum_3,nwin_1,nwin_2,nwin_3,sigma_mc_1,sigma_mc_2,sigma_mc_3,B1,B2,B3,sigma_scale_e,sigma_scale_mu,sigma_scale_tau,y_eff_flavor_e_1,y_eff_flavor_e_2,y_eff_flavor_e_3,y_eff_flavor_mu_1,y_eff_flavor_mu_2,y_eff_flavor_mu_3,y_eff_flavor_tau_1,y_eff_flavor_tau_2,y_eff_flavor_tau_3,g_uv_e_1,g_uv_e_2,g_uv_e_3,g_uv_mu_1,g_uv_mu_2,g_uv_mu_3,g_uv_tau_1,g_uv_tau_2,g_uv_tau_3,build_s,solve_s
6.0,coarse,0.12,0.06,3.0,9.0,25,300,2.5,2.5,0.0,8,1,1.0,2.0,0.05,1.422578333346404,1.7523696946672844,2.1476465776577447,0,1,2,1.0,1.0,1.0,1.0,-1.0,0.9999999999999998,0.004768770871625607,3.599551212651875e-17,0.0015127580360273967,0.002968365927406974,0.001733429955845802,0.00103830424722447,0.002968365927406974,0.0047017958832527755,0.005740100130477245,2,3,4,0.3297913613208805,0.3297913613208805,0.39527688299046027,0.5171279001992213,0.8191139137605702,1.0,1.5,1.0,0.7978827341882164,0.0012336646761443317,0.0005827306714931669,0.00017562506578129708,0.002968365927406974,0.001733429955845802,0.00103830424722447,0.0022247178096820894,0.0014426574251901803,0.0010448693270923997,0.035123562976217715,0.024139815067501385,0.013252360762569705,0.05448271218842702,0.041634480371992175,0.03222272873647528,0.04716691435404789,0.03798233043390282,0.03232443854257023,0.0018551349639892578,0.02067399024963379
6.0,fine,0.06,0.03,3.0,9.0,50,600,2.5,2.5,0.0,8,1,1.0,2.0,0.05,1.438288008658345,1.7691312887779245,2.1661095646916118,0,1,2,1.0,1.0,1.0,0.9999999999999999,-1.0,0.9999999999999998,0.0047363161657552975,1.1756478494710787e-16,0.0014966795366418229,0.002948164192896619,0.0017203693724823926,0.0010291859989144552,0.002948164192896619,0.004668533565379012,0.0056977195642934665,2,3,4,0.33084328011957953,0.33084328011957953,0.3969782759136873,0.5174287992993211,0.8193687865292337,1.0,1.5,1.0,0.7978827341882164,0.0012091921587974804,0.000573043784015882,0.00017548852780234402,0.002948164192896619,0.0017203693724823926,0.0010291859989144552,0.0022192250402970947,0.0014381850261384849,0.0010410956318571637,0.034773440422217076,0.02393833294145359,0.013247208302217641,0.054296999851710215,0.04147733564830789,0.032080928897313045,0.04710865143789508,0.03792341000145537,0.03226601357244436,0.005408048629760742,0.17911076545715332
6.0,mid,0.08,0.04,3.0,9.0,38,450,2.5,2.5,0.0,8,1,1.0,2.0,0.05,1.416681153927776,1.747234778005342,2.1436204020131058,0,1,2,1.0,1.0,1.0,0.9999999999999999,-0.9999999999999997,0.9999999999999999,0.004711752220176452,2.182850491886431e-16,0.0014911239095607204,0.0029328741357599704,0.0017119144871496957,0.0010245798613288844,0.0029328741357599704,0.004644788622909666,0.0056693684842385504,2,3,4,0.33055362407756617,0.33055362407756617,0.39638562400776367,0.5173193705637009,0.8192779558821541,1.0,1.5,1.0,0.7978827341882164,0.0012072316292188535,0.0005711878146601233,0.0001735593760628346,0.0029328741357599704,0.0017119144871496957,0.0010245798613288844,0.0022072830658366113,0.001430791134646083,0.0010358858196818119,0.03474523894318261,0.023899535867044016,0.01317419356404158,0.05415601661643857,0.0413752883633419,0.032009059050976243,0.04698173119241788,0.037825799854677,0.032185180125048424,0.0022430419921875,0.08052992820739746
12.0,coarse,0.12,0.06,3.0,12.0,25,400,2.5,2.5,0.0,8,1,1.0,2.0,0.05,2.0361378208290724,1.7452494696542051,2.717303903357729,1,0,3,0.04487172698389847,0.0006960000079618845,0.05198232131593323,1.0,-0.9999999999999998,1.0000000000000002,2.0539207060596233e-05,3.1996669582531195e-19,7.048180706536823e-06,9.580149571048018e-06,7.754385970241293e-06,5.498195004084178e-06,9.580149571048018e-06,1.733453554128931e-05,2.283273054537349e-05,3,2,6,0.2908883511748672,0.2908883511748672,0.35698367393355923,0.4195796710345363,0.7591967814292689,1.0,1.5,1.0,0.7978827341882164,1.4753698497266304e-05,1.1941971447096362e-05,0.00010778986683311616,9.580149571048018e-06,7.754385970241293e-06,5.498195004084178e-06,8.736080666841187e-07,7.071177840748323e-07,4.982611871659277e-07,0.0038410543470857456,0.0034557157648013185,0.010382189886200125,0.0030951816701201913,0.00278466981350416,0.0023448230219110734,0.0009346700309115077,0.0008409029575847811,0.0007058761840194977,0.0017371177673339844,0.050744056701660156
12.0,fine,0.06,0.03,3.0,12.0,50,800,2.5,2.5,0.0,8,1,1.0,2.0,0.05,1.5060471875221642,2.052904207689359,2.736320691543541,0,2,4,0.34722339121560813,0.034756060135077746,0.05220172159168824,0.9999999999999997,1.0000000000000002,1.0,4.750643599190972e-05,2.0387745624736473e-05,6.974630691893008e-06,2.957082437530842e-05,1.2344523925901332e-05,5.362351684096804e-06,2.957082437530842e-05,4.1915348301209754e-05,4.7277699985306556e-05,2,4,6,0.25500843892574476,0.29184858124144997,0.35810765154714597,0.6254708749473588,0.8865775685838488,1.0,1.5,1.0,0.7978827341882164,0.00011997123586648069,2.7822024839902978e-05,8.824967259612601e-05,2.957082437530842e-05,1.2344523925901332e-05,5.362351684096804e-06,1.98397320250538e-06,1.0439858172243299e-06,5.000744982128938e-07,0.010953138174353534,0.00527465874155883,0.009394129688061902,0.005437906249220229,0.003513477469103983,0.0023156752112713916,0.0014085358364292263,0.0010217562415881442,0.0007071594574160016,0.004132986068725586,0.24899601936340332
12.0,mid,0.08,0.04,3.0,12.0,38,600,2.5,2.5,0.0,8,1,1.0,2.0,0.05,2.031039944887219,1.739523136354347,2.713743425005349,1,0,3,0.04494676865777494,0.0010732254302819946,0.05210318334283023,1.0000000000000002,-1.0,0.9999999999999999,2.0279999395376717e-05,2.7821458897057537e-18,6.9445245477204316e-06,9.459750955849278e-06,7.656524534958243e-06,5.831136571457584e-06,9.459750955849278e-06,1.711627549080752e-05,2.2947412062265103e-05,3,2,7,0.2915168085328719,0.2915168085328719,0.3577650601826834,0.4122360695916976,0.7458913207452117,1.0,1.5,1.0,0.7978827341882164,1.4462987775809235e-05,1.1706039754242471e-05,0.00014190426825360936,9.459750955849278e-06,7.656524534958243e-06,5.831136571457584e-06,8.664011785557803e-07,7.012469896606371e-07,4.8785015414045e-07,0.0038030235045039143,0.0034214090305373416,0.011912357795735039,0.0030756708139606354,0.0027670425611035047,0.0024147746419609394,0.0009308067353407904,0.0008374049138025387,0.0006984627077664562,0.0075490474700927734,0.13490509986877441
18.0,coarse,0.12,0.06,3.0,15.0,25,500,2.5,2.5,0.0,8,1,1.0,2.0,0.05,2.4946589500599434,1.9703682891755037,3.1049931454405577,3,1,5,0.03770517967194031,0.026154347557587266,0.04616570718858159,1.0,1.0000000000000002,0.9999999999999998,6.601539448394372e-09,1.5027028221776293e-08,2.552261360467201e-09,3.8602356428035636e-09,6.969811232105457e-09,4.620692015494357e-09,3.8602356428035636e-09,1.083004687490902e-08,1.5450738890403376e-08,4,3,4,0.2726226706193384,0.22997581223180297,0.17369702029624046,0.24984149108889533,0.700940385552414,1.0,1.5,1.0,0.7978827341882164,1.7906770347747767e-07,6.091336792025836e-07,1.1439687672579591e-05,3.8602356428035636e-09,6.969811232105457e-09,4.620692015494357e-09,7.01135113582898e-12,1.007979289654291e-11,4.682207568319136e-12,0.0004231639203399525,0.00078047016547885,0.0033822607339735935,6.213079464165547e-05,8.348539532220865e-05,6.797567223275072e-05,2.64789560516063e-06,3.1748689573812193e-06,2.163840929532283e-06,0.001936197280883789,0.07230091094970703
18.0,fine,0.06,0.03,3.0,15.0,50,1000,2.5,2.5,0.0,8,1,1.0,2.0,0.05,1.9862206026044307,2.512024150251603,3.1240566675279906,1,3,5,0.03269613264432233,0.035890336436195346,0.04649628515266568,1.0000000000000004,1.0000000000000002,1.0000000000000002,1.4934174590903395e-08,6.547553242862914e-09,2.5238389074696344e-09,6.927329671225958e-09,3.830340956416126e-09,4.384467837540732e-09,6.927329671225958e-09,1.0757670627642083e-08,1.5142138465182814e-08,3,4,4,0.23059420170599498,0.2733889375921805,0.22919261699810622,0.4574868792247782,0.7104459289140574,1.0,1.5,1.0,0.7978827341882164,6.001552838257815e-07,1.7600396651714257e-07,1.0464906919431349e-05,6.927329671225958e-09,3.830340956416126e-09,4.384467837540732e-09,1.0059377516428938e-11,6.98846866917137e-12,4.052698815197583e-12,0.0007746968980354714,0.0004195282666485568,0.003234950837251062,8.323058134619726e-05,6.188974839515932e-05,6.621531422217018e-05,3.1716521745659527e-06,2.643571196160862e-06,2.0131315941084387e-06,0.013202190399169922,0.3257439136505127
18.0,mid,0.08,0.04,3.0,15.0,38,750,2.5,2.5,0.0,8,1,1.0,2.0,0.05,2.4900100920494705,1.9646948751584015,3.101527762356678,3,1,5,0.037769063018881,0.026198889882859913,0.045627112519197016,1.0000000000000002,1.0000000000000002,1.0000000000000002,6.5148227090217335e-09,1.4848484422016935e-08,2.5188698410839686e-09,3.810682238621326e-09,6.887423349932224e-09,4.737363427935587e-09,3.810682238621326e-09,1.0698105588553549e-08,1.5435469016489137e-08,4,3,4,0.27315053815186463,0.23038321868152112,0.14248110540740955,0.2468782927522653,0.6930858775412112,1.0,1.5,1.0,0.7978827341882164,1.754817624175227e-07,5.970010146780869e-07,1.196503330749881e-05,3.810682238621326e-09,6.887423349932224e-09,4.737363427935587e-09,6.951352533660555e-12,1.0001193043634913e-11,5.083905523394396e-12,0.0004189054337407462,0.0007726584074984798,0.003459050925831941,6.173072361977725e-05,8.299050156452981e-05,6.882850737837911e-05,2.63654177544384e-06,3.1624662913041323e-06,2.2547517653600795e-06,0.0032629966735839844,0.15187573432922363
