D,level,dr,dz,rho_max,z_max,Nr,Nz,sigma_l,sigma_r,frame_power,n_eigs,window_k,window_gap_scale,window_sigma_mult,window_floor,frame_model,dirac_rescaling_power,higgs_rescaling_power,yukawa_net_omega_power,lambda_1,lambda_2,lambda_3,track_idx_1,track_idx_2,track_idx_3,track_score_1,track_score_2,track_score_3,parity_1,parity_2,parity_3,y_eff_center_1,y_eff_center_2,y_eff_center_3,y_eff_raw_1,y_eff_raw_2,y_eff_raw_3,y_eff_cum_1,y_eff_cum_2,y_eff_cum_3,nwin_1,nwin_2,nwin_3,sigma_mc_1,sigma_mc_2,sigma_mc_3,B1,B2,B3,sigma_scale_e,sigma_scale_mu,sigma_scale_tau,y_eff_flavor_e_1,y_eff_flavor_e_2,y_eff_flavor_e_3,y_eff_flavor_mu_1,y_eff_flavor_mu_2,y_eff_flavor_mu_3,y_eff_flavor_tau_1,y_eff_flavor_tau_2,y_eff_flavor_tau_3,g_uv_e_1,g_uv_e_2,g_uv_e_3,g_uv_mu_1,g_uv_mu_2,g_uv_mu_3,g_uv_tau_1,g_uv_tau_2,g_uv_tau_3,build_s,solve_s
11.0,coarse,0.12,0.06,3.0,11.5,25,383,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.1627503600286375,1.5669969739554324,3.300652474725357,2,0,5,0.626463151687232,0.7324124808315141,0.9158706040098472,0.999999979483335,0.9999998417801612,0.9999976152654264,4.3275720749677e-05,0.00010933969541113077,4.663076160630147e-05,2.7054492737564887e-05,6.835327755836719e-05,2.067193853541793e-05,2.7054492737564887e-05,9.540777029593208e-05,0.00011607970883135,4,2,4,0.3172384185231154,0.27851496755008975,0.05,0.23306823397422408,0.8219160028610014,1.0,1.5,1.0,0.7978827341882164,3.181406398247872e-05,0.00014196370027212926,0.0007309354867036646,2.7054492737564887e-05,6.835327755836719e-05,2.067193853541793e-05,4.0917424148863235e-06,8.067348597623013e-06,9.788115727968612e-07,0.005640395729244423,0.011914852087715117,0.027035818587637855,0.005201393345783886,0.008267604100243745,0.004546640356946866,0.0020228055801006493,0.0028403078350106724,0.0009893490651922915,0.0016808509826660156,0.037329912185668945
11.0,fine,0.06,0.03,3.0,11.5,50,767,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.176196750430064,1.58001880940575,3.3753569217967376,2,0,6,0.6109604866191105,0.7213529392341474,0.9145832745308696,0.9999999947720943,0.9999999579082516,0.9999992054059882,4.315878100436247e-05,0.00010901077919315327,4.960827849247233e-05,2.684233547547341e-05,6.800121245542902e-05,2.1727820781126557e-05,2.684233547547341e-05,9.484354793090243e-05,0.00011657136871202899,4,2,3,0.31756072595728924,0.27861721506702475,0.05,0.23026525099643574,0.8136092848424755,1.0,1.5,1.0,0.7978827341882164,3.151495628374659e-05,0.00014084975753232115,0.0007294159482236463,2.684233547547341e-05,6.800121245542902e-05,2.1727820781126557e-05,4.069534949748557e-06,8.043773482845382e-06,8.409191221376274e-07,0.0056138183336964685,0.011868014051740972,0.02700770164644978,0.0051809589339690204,0.00824628476681645,0.004661311058181653,0.0020173088384648884,0.002836154700090491,0.0009170164241373365,0.018469810485839844,0.27019786834716797
11.0,mid,0.08,0.04,3.0,11.5,38,575,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.1554316191916705,2.89793135399238,3.2659958522356662,1,3,4,0.15783639839346889,0.11484489816116773,0.9188032987381649,1.0,1.0,1.0,4.286716051490047e-05,1.3409173954347546e-05,4.44727987692786e-05,1.9980895016897874e-05,1.4600495557693897e-05,2.059894369848027e-05,1.9980895016897874e-05,3.458139057459177e-05,5.518033427307204e-05,3,6,4,0.31744089823742927,0.36806449824328613,0.05898273888992245,0.3621017393265146,0.6266977362525232,1.0,1.5,1.0,0.7978827341882164,1.568019643346685e-05,0.00036585290864018496,0.0007505346676004715,1.9980895016897874e-05,1.4600495557693897e-05,2.059894369848027e-05,3.3188240144444784e-06,1.5379080461599138e-06,1.088497200984664e-06,0.003959822778037781,0.019127281789114336,0.027395887786316974,0.0044699994426059915,0.0038210594810463103,0.00453860592015657,0.0018217639842867896,0.0012401242059406443,0.0010433106924519963,0.0025568008422851562,0.3144800662994385
12.0,coarse,0.12,0.06,3.0,12.0,25,400,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.71730390335773,2.0361378208290715,3.2964924151667874,3,1,5,0.11355926213201305,0.15672579284217847,0.9633890406186651,1.0,1.0,0.9999999999999998,7.048180706536952e-06,2.053920706059609e-05,1.8426731618043654e-05,5.498195004084322e-06,9.580149571048004e-06,1.1411688292243153e-05,5.498195004084322e-06,1.5078344575132327e-05,2.649003286737548e-05,6,3,3,0.3569836739335597,0.29088835117486633,0.06058866685980124,0.20755712277185484,0.569208224490445,1.0,1.5,1.0,0.7978827341882164,0.00010778986683310526,1.4753698497269813e-05,0.0006753656415387424,5.498195004084322e-06,9.580149571048004e-06,1.1411688292243153e-05,4.982611871660626e-07,8.736080666841104e-07,3.1588054572892766e-07,0.0103821898861996,0.0038410543470862022,0.02598779793554549,0.0023448230219111042,0.003095181670120189,0.0033781190464877275,0.0007058761840195932,0.0009346700309115033,0.0005620325130532287,0.0016961097717285156,0.03116583824157715
12.0,fine,0.06,0.03,3.0,12.0,50,800,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.0529042076893584,1.506047187522165,3.371197240199418,2,0,6,0.6203551965346612,0.7223893608272455,0.9658157889502946,1.0000000000000002,1.0,0.9999999999999999,2.0387745624739417e-05,4.750643599192147e-05,1.960824368428837e-05,1.2344523925903398e-05,2.9570824375315566e-05,1.2202469296778568e-05,1.2344523925903398e-05,4.191534830121896e-05,5.4117817597997534e-05,4,2,3,0.29184858124145063,0.25500843892574276,0.060999326825219136,0.22810461459480896,0.7745202996280824,1.0,1.5,1.0,0.7978827341882164,2.7822024839944018e-05,0.00011997123586660906,0.0006845315985589543,1.2344523925903398e-05,2.9570824375315566e-05,1.2202469296778568e-05,1.0439858172244142e-06,1.98397320250569e-06,2.770660958741295e-07,0.00527465874156272,0.010953138174359394,0.0261635547768065,0.0035134774691042772,0.005437906249220886,0.0034932033002358404,0.0010217562415881854,0.0014085358364293364,0.0005263706829546356,0.004033088684082031,0.3238558769226074
12.0,mid,0.08,0.04,3.0,12.0,38,600,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.0310399448872176,2.713743425005349,3.261853573429195,1,3,5,0.6507194399991237,0.4582013815134972,0.9551635351386074,0.9999999999999999,1.0000000000000002,0.9999999999999999,2.0279999395376087e-05,6.944524547720458e-06,1.758283662614302e-05,9.459750955848834e-06,5.8311365732924444e-06,1.0695861123073186e-05,9.459750955848834e-06,1.529088752914128e-05,2.5986748652214466e-05,3,7,3,0.29151680853286965,0.3577650601826825,0.060778172406912745,0.36402210536033025,0.5884109525890329,1.0,1.5,1.0,0.7978827341882164,1.4462987775807954e-05,0.00014190426828035967,0.000650821693737214,9.459750955848834e-06,5.8311365732924444e-06,1.0695861123073186e-05,8.664011785557552e-07,4.87850154227332e-07,3.3335534899485653e-07,0.003803023504503746,0.011912357796857835,0.02551120721834257,0.0030756708139605634,0.0024147746423408634,0.0032704527397706246,0.0009308067353407769,0.0006984627078286514,0.0005773693349969814,0.005669116973876953,0.1313638687133789
13.0,coarse,0.12,0.06,3.0,12.5,25,417,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.552197064136261,1.924458216337639,3.2926465357954005,3,1,5,0.5190701490455246,0.6765322431099617,0.8846918093105356,0.9999999694429275,0.999999963804743,0.9999996787943766,3.2798071106194205e-06,8.793563672419282e-06,6.595545061316628e-06,2.0534446567076027e-06,4.161742547566595e-06,3.3092143905835527e-06,2.0534446567076027e-06,6.215187204274198e-06,9.52440159485775e-06,4,3,4,0.3288429826666248,0.2672644773191615,0.05,0.2155982857564787,0.6525540888185347,1.0,1.5,1.0,0.7978827341882164,3.164708931093487e-06,1.3341460619803155e-05,0.0003043774832861469,2.0534446567076027e-06,4.161742547566595e-06,3.3092143905835527e-06,1.2924237895198328e-07,2.01255444152051e-07,8.359030009077825e-08,0.0017789628807520091,0.0036525964216982906,0.017446417491454997,0.0014329845277279176,0.002040034937829888,0.0018191246220596192,0.0003595029609780471,0.00044861502889677134,0.0002891198714906643,0.0016932487487792969,0.08830475807189941
13.0,fine,0.06,0.03,3.0,12.5,50,833,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.575098386558315,1.9437681735782233,3.3674829149272307,3,1,6,0.13462376404768103,0.18255097380704105,0.8884700147401314,0.9999999921376875,0.9999999903768924,0.9999998821982313,3.2275011223910553e-06,8.698048261500848e-06,7.186049164314653e-06,2.011435309162955e-06,4.0898176928165995e-06,3.4315552991154185e-06,2.011435309162955e-06,6.101253001979555e-06,9.532808301094974e-06,4,3,3,0.33069517318911545,0.2686653648542938,0.05,0.2110013382868419,0.6400268220308953,1.0,1.5,1.0,0.7978827341882164,3.0358492892234763e-06,1.2899793990207132e-05,0.00031428488785322905,2.011435309162955e-06,4.0898176928165995e-06,3.4315552991154185e-06,1.2747709802078633e-07,1.9903301926745142e-07,7.49746235138379e-08,0.0017423688728921544,0.0035916283201644253,0.017728081900003426,0.0014182507920544078,0.002022329768563129,0.0018524457614503638,0.00035703935080154165,0.0004461311682313302,0.0002738149439198633,0.009474039077758789,0.30130696296691895
13.0,mid,0.08,0.04,3.0,12.5,38,625,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,1.921063489120224,2.5512109308920556,3.2580934619240103,1,3,5,0.6810346570129012,0.5166145056111975,0.8909573441007181,0.9999999999999998,1.0,1.0,8.66229368313238e-06,3.219919206670322e-06,6.393114751913221e-06,4.04524284144486e-06,1.9936160618506684e-06,3.326788976740355e-06,4.04524284144486e-06,6.038858903295528e-06,9.365647880035883e-06,3,4,4,0.26819570415986105,0.33009881934792773,0.05,0.4319234390679827,0.6447881642196003,1.0,1.5,1.0,0.7978827341882164,1.2765243797382078e-05,3.0050716252547885e-06,0.0003227686497907925,4.04524284144486e-06,1.9936160618506684e-06,3.326788976740355e-06,1.9677866650060732e-07,1.2619584149127049e-07,8.359243719384255e-08,0.0035728481352251843,0.0017335142414340843,0.01796576326769315,0.0020112789069258543,0.0014119546953959494,0.0018239487319385802,0.00044359741489396364,0.0003552405403262281,0.00028912356734421107,0.002740144729614258,0.16783499717712402
14.0,coarse,0.12,0.06,3.0,13.0,25,433,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.414089606037047,1.8310226969832077,3.2894002081005085,2,0,5,0.5594053539960443,0.6851056732826972,0.9161179588125326,0.999999978727982,0.9999999444053314,0.9999994786155159,1.354639121497709e-06,3.382262109535256e-06,2.2640453385395343e-06,8.299864215918564e-07,2.1152887958238713e-06,1.4078480246433235e-06,8.299864215918564e-07,2.9452752174157278e-06,4.353123242059051e-06,4,2,3,0.30556672145437735,0.2775001875994618,0.05502749445870192,0.19066458159803173,0.6765889807481298,1.0,1.5,1.0,0.7978827341882164,2.81529534296112e-06,1.4434256929118075e-05,0.0002650117659497355,8.299864215918564e-07,2.1152887958238713e-06,1.4078480246433235e-06,2.6351759679378944e-08,5.246234018475511e-08,1.1749133723921517e-08,0.0016778841863969993,0.0037992442576278342,0.016279181980361775,0.0009110359057643428,0.001454403243885227,0.0011865277176043227,0.00016233225089112437,0.0002290465895505871,0.0001083934210361566,0.0017848014831542969,0.07483696937561035
14.0,fine,0.06,0.03,3.0,13.0,50,867,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.427719857109106,1.8441240341143375,3.3640172859784565,3,1,6,0.5432267929653367,0.6721783547717382,0.920056376205954,0.9999999943175446,0.999999985384427,0.999999863415674,1.3507159303323554e-06,3.37371519369165e-06,2.4079987842861636e-06,8.227558209207043e-07,1.5877244458432204e-06,1.4997274839567083e-06,8.227558209207043e-07,2.410480266763925e-06,3.910207750720633e-06,4,3,3,0.305830042360113,0.2472720082429838,0.055262000224965746,0.2104123037373332,0.6164583624283606,1.0,1.5,1.0,0.7978827341882164,2.7823596305451908e-06,1.0835762493246799e-05,0.00026788273902806134,8.227558209207043e-07,1.5877244458432204e-06,1.4997274839567083e-06,2.6186085280858104e-08,3.943920403730226e-08,1.0174918707404238e-08,0.0016680406561427664,0.0032917719382191102,0.016367123724957338,0.0009070588850348715,0.001260049382303416,0.0012246336121292394,0.00016182115214290776,0.00019859306140271432,0.00010087080205591824,0.012991905212402344,0.30367207527160645
14.0,mid,0.08,0.04,3.0,13.0,38,650,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,1.8235035601509924,2.4069255538173118,3.254724255797263,0,2,5,0.6777017237419926,0.5494465148682612,0.9061746112867074,1.0000000000000002,1.0000000000000004,1.0000000000000002,3.3503918238138117e-06,1.341647936985268e-06,2.15989807552493e-06,2.0854826539153278e-06,8.124525170683934e-07,1.3311491308932426e-06,2.0854826539153278e-06,2.8979351709837213e-06,4.229084301876964e-06,2,4,3,0.2776675517316156,0.3057544419347038,0.0551080956757799,0.4931286550589079,0.6852393956056992,1.0,1.5,1.0,0.7978827341882164,1.4192574156305992e-05,2.739509329529188e-06,0.00025661169154061,2.0854826539153278e-06,8.124525170683934e-07,1.3311491308932426e-06,5.18394043882525e-08,2.5865664196407194e-08,1.2729947770570133e-08,0.0037673033002807183,0.0016551463166527569,0.016019103955609064,0.00144412002753072,0.0009013614796896933,0.0011537543633257656,0.00022768268354939183,0.00016082805786431418,0.00011282707020290003,0.0028259754180908203,0.26132988929748535
15.0,coarse,0.12,0.06,3.0,13.5,25,450,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.2829458238873395,1.7426094938099301,3.286312903795055,2,0,5,0.571382943237499,0.6525435022751772,0.860657143317581,1.0,1.0,1.0,5.109439776475612e-07,1.1905090906756598e-06,7.020349364737482e-07,3.0357392618567715e-07,7.410434923717094e-07,2.729969198439569e-07,3.0357392618567715e-07,1.0446174185573866e-06,1.3176143384013435e-06,4,2,4,0.2834525424126406,0.2568837876647687,0.05,0.2303966474393427,0.7928096925727273,1.0,1.5,1.0,0.7978827341882164,2.399823375144342e-06,1.1356618786198956e-05,9.824810205406551e-05,3.0357392618567715e-07,7.410434923717094e-07,2.729969198439569e-07,4.6567663836549706e-09,9.011663753957999e-09,1.1689993125960429e-09,0.0015491363320070774,0.003369958276625833,0.009912018061629302,0.0005509754315626761,0.000860838830659787,0.0005224910715447269,6.824050398154288e-05,9.492978328195003e-05,3.419063194203995e-05,0.0028481483459472656,0.12321996688842773
15.0,fine,0.06,0.03,3.0,13.5,50,900,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.300103355493348,1.7580976241265531,3.360928526588158,2,0,6,0.579463267444208,0.6967670848425539,0.8604859822405526,0.9999999999999998,0.9999999999999999,0.9999999999999999,5.068972987028404e-07,1.1834170242323258e-06,7.469960461412177e-07,3.013383521577675e-07,7.366289694365587e-07,3.4049895428558476e-07,3.013383521577675e-07,1.0379673215943262e-06,1.378466275879911e-06,4,2,3,0.2843613972836452,0.2576443340831498,0.05,0.21860408007835763,0.7529870986011352,1.0,1.5,1.0,0.7978827341882164,2.360047742054653e-06,1.11961015925451e-05,0.00011616017528631216,3.013383521577675e-07,7.366289694365587e-07,3.4049895428558476e-07,4.642888650382287e-09,8.993470914776638e-09,1.1907731518309324e-09,0.001536244688210395,0.0033460576194299313,0.010777763000099425,0.0005489429407122087,0.0008582709184380878,0.0005835228824010116,6.81387455885584e-05,9.483391226126146e-05,3.450758107765499e-05,0.007127046585083008,0.36524295806884766
15.0,mid,0.08,0.04,3.0,13.5,38,675,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,1.7366861611032935,2.2781285664340167,3.251646346358182,0,2,5,0.6569735288530046,0.5776506609379659,0.862260194403155,0.9999999999999998,1.0,1.0,1.1765647978716456e-06,5.043180176415082e-07,6.698032927627857e-07,7.32363737198882e-07,2.997549005414245e-07,2.873678515474338e-07,7.32363737198882e-07,1.0321186377403066e-06,1.3194864892877403e-06,2,4,4,0.2573831418675958,0.2840592634631274,0.05,0.5550369353112606,0.7822123577009454,1.0,1.5,1.0,0.7978827341882164,1.1136550508976136e-05,2.3470818120501177e-06,0.0001063390281802238,7.32363737198882e-07,2.997549005414245e-07,2.873678515474338e-07,8.941576161349996e-09,4.617870482451734e-09,1.3877539730116993e-09,0.0033371470613348967,0.001532018868046382,0.010312081660858965,0.0008557825291502988,0.0005474987676163523,0.0005360670215070442,9.455990779051129e-05,6.795491507206624e-05,3.725257001888191e-05,0.002905130386352539,0.21661806106567383
16.0,coarse,0.12,0.06,3.0,14.0,25,467,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.1655938645673096,1.663813249478253,3.283513417522963,2,0,6,0.5733391967072283,0.6492657049774067,0.930629316826833,0.9999999824643875,0.9999998974122399,0.9999993218159613,1.7423685849255576e-07,3.8117809810549167e-07,2.0095850139429144e-07,1.0300087323006078e-07,2.3837843174831808e-07,1.2491741712206265e-07,1.0300087323006078e-07,3.4137930497837887e-07,4.6629672210044154e-07,4,2,3,0.2635725735825236,0.23820804150653307,0.05,0.22089126590058705,0.7321074517543893,1.0,1.5,1.0,0.7978827341882164,1.9453540677159956e-06,8.4333369328852e-06,8.96997624456954e-05,1.0300087323006078e-07,2.3837843174831808e-07,1.2491741712206265e-07,7.345135605774254e-10,1.3673921054110928e-09,2.62821237437889e-10,0.0013947595017478804,0.002904020821703109,0.00947099585290245,0.00032093749115686185,0.0004882401373794642,0.00035343658147122045,2.7101910644407074e-05,3.697826531100523e-05,1.621176231746225e-05,0.00215911865234375,0.12388300895690918
16.0,fine,0.06,0.03,3.0,14.0,50,933,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.185509594336797,1.6812257432063817,3.358122834466788,2,0,6,0.5801857573982421,0.6546709120646731,0.9016195222705028,0.9999999954182126,0.9999999726406422,0.9999998266532317,1.7220796464023266e-07,3.778979137542918e-07,2.139079378107767e-07,1.0134521197506249e-07,2.3577682401155435e-07,1.332131792007671e-07,1.0134521197506249e-07,3.3712203598661684e-07,4.7033521518738393e-07,4,2,3,0.2649561983268023,0.2393276528036128,0.05022915998034039,0.215474429093484,0.7167697104124039,1.0,1.5,1.0,0.7978827341882164,1.8891543063340398e-06,8.249132175625019e-06,9.068125638100531e-05,1.0134521197506249e-07,2.3577682401155435e-07,1.332131792007671e-07,7.268297450592558e-10,1.358872116648905e-09,2.2840886549935454e-10,0.0013744650982596975,0.002872130250463063,0.009522670653813736,0.000318347627563113,0.00048556855747829716,0.00036498380676513184,2.695978013744281e-05,3.6862882641607196e-05,1.5113201695847062e-05,0.004504680633544922,0.38303327560424805
16.0,mid,0.08,0.04,3.0,14.0,38,700,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,1.659171228341406,2.1626138841954963,3.2488535992556344,0,2,6,0.652869766878622,0.577894032723823,0.9125832749837423,0.9999999999999998,1.0000000000000002,0.9999999999999998,3.7606501415377806e-07,1.715502666281086e-07,1.9174734812775898e-07,2.340851771985895e-07,1.0037129751031151e-07,1.1831260470881906e-07,2.340851771985895e-07,3.34456474708901e-07,4.5276907941772006e-07,2,4,3,0.2389538720832225,0.2644887837708678,0.05,0.5170078696620202,0.7386910677271203,1.0,1.5,1.0,0.7978827341882164,8.211183996826867e-06,1.875218214588103e-06,8.738021650331951e-05,2.340851771985895e-07,1.0037129751031151e-07,1.1831260470881906e-07,1.3481954869965745e-09,7.192908345678112e-10,2.8095293236952444e-10,0.0028655163578013066,0.0013693860721462384,0.009347738576967133,0.0004838234979810194,0.0003168142949904747,0.00034396599353543524,3.671778161867319e-05,2.6819597956863767e-05,1.67616506457307e-05,0.003041982650756836,0.19388866424560547
17.0,coarse,0.12,0.06,3.0,14.5,25,483,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.0659908387871573,1.8194558144784105,3.280473838133546,1,0,5,0.6058668170596527,0.040560616431662415,0.8116066706357037,0.999999977912968,-0.999999947453949,0.9999998644538233,5.344150422568925e-08,8.511898734219995e-10,4.654378059186739e-08,2.512918821881094e-08,2.0706172326281686e-08,2.7835386533028227e-08,2.512918821881094e-08,4.583536054509263e-08,7.367074707812085e-08,3,2,4,0.24653502430874674,0.24653502430874674,0.05,0.34110130839536373,0.6221650025686393,1.0,1.5,1.0,0.7978827341882164,8.369014233258712e-07,6.979149302375255e-07,4.252550939802636e-05,2.512918821881094e-08,2.0706172326281686e-08,2.7835386533028227e-08,8.52520383226231e-11,7.004492401242875e-11,3.179587220341019e-11,0.0009148231650575269,0.0008354130297269282,0.006521158593227615,0.00015852188561460824,0.00014389639441723926,0.00016683940341846176,9.233203037008506e-06,8.369284557979179e-06,5.638782865424966e-06,0.004086971282958984,0.14805078506469727
17.0,fine,0.06,0.03,3.0,14.5,50,967,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.0792974560115356,1.610286826938329,3.3555773119813455,2,0,7,0.5930024550339956,0.6603701828846096,0.8339828532908415,0.9999999941960603,0.999999967178633,0.999999808134687,5.330396467418446e-08,1.1039300796454408e-07,5.634303685735161e-08,3.093699020349303e-08,6.88753624543914e-08,3.823303627798773e-08,3.093699020349303e-08,9.981235265788443e-08,1.3804538893587217e-07,4,2,2,0.24675745579613895,0.22225317327706762,0.05987828405338069,0.22410737831934793,0.723040106064328,1.0,1.5,1.0,0.7978827341882164,1.41849537669463e-06,5.750838738217919e-06,5.02134675419882e-05,3.093699020349303e-08,6.88753624543914e-08,3.823303627798773e-08,9.903732783688794e-11,1.7955972972205063e-10,4.928737080105331e-11,0.001191006035540807,0.0023980906442872254,0.0070861461699564315,0.00017588914180100213,0.00026244115998522676,0.0001955326987436826,9.951749988664704e-06,1.3399989914998094e-05,7.020496478245204e-06,0.009929895401000977,0.2843301296234131
17.0,mid,0.08,0.04,3.0,14.5,38,725,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.058614744386547,2.6200909404516386,3.2463033248711453,1,3,5,0.1686922475242413,0.13510305182585627,0.8364336000827309,1.0,1.0,1.0000000000000002,5.293715013002134e-08,2.1953763347645985e-08,5.0785499074416925e-08,2.4539914894653738e-08,1.3044610981925565e-08,2.255817630707713e-08,2.4539914894653738e-08,3.75845258765793e-08,6.014270218365643e-08,3,4,4,0.2466760582682339,0.29201221628888785,0.05,0.40802813980184577,0.6249224679298292,1.0,1.5,1.0,0.7978827341882164,8.098280538393602e-07,2.2491031541358258e-07,3.2211314373582715e-05,2.4539914894653738e-08,1.3044610981925565e-08,2.255817630707713e-08,8.354945164687733e-11,5.652149892366148e-11,4.1330097739433486e-11,0.0008999044692851348,0.00047424710374822807,0.0056755012442587585,0.0001566522099896894,0.00011421300706104172,0.0001501937958341726,9.140538914466549e-06,7.518078140300317e-06,6.428848865810542e-06,0.003072023391723633,0.1973879337310791
18.0,coarse,0.12,0.06,3.0,15.0,25,500,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.4946589500599434,1.9703682891755037,3.278690165736803,3,1,6,0.13936575205009466,0.1148917039456717,0.8517344485829669,1.0,0.9999999999999998,1.0,6.6015394483943595e-09,1.502702822177651e-08,1.2927324196005149e-08,3.860235642803583e-09,6.969811232105366e-09,7.757987345442773e-09,3.860235642803583e-09,1.0830046874908949e-08,1.8588034220351722e-08,4,3,3,0.27262267061933754,0.2299758122318014,0.05,0.20767315128875094,0.5826354065483328,1.0,1.5,1.0,0.7978827341882164,1.7906770347742735e-07,6.09133679202532e-07,2.5380341343246218e-05,3.860235642803583e-09,6.969811232105366e-09,7.757987345442773e-09,7.011351135829004e-12,1.0079792896542853e-11,3.49195329703187e-12,0.00042316392033989305,0.0007804701654788171,0.0050378905648342754,6.213079464165562e-05,8.34853953222081e-05,8.807943769940163e-05,2.647895605160635e-06,3.1748689573812104e-06,1.8686768840631251e-06,0.0019121170043945312,0.10274195671081543
18.0,fine,0.06,0.03,3.0,15.0,50,1000,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,2.512024150251603,1.986220602604439,3.3532492845261017,3,1,6,0.13200426159995046,0.16611422983569904,0.8075824136450123,1.0000000000000002,1.0,1.0,6.547553242862976e-09,1.4934174590903464e-08,1.37531101303528e-08,3.830340956416417e-09,6.927329671225914e-09,8.277401749449012e-09,3.830340956416417e-09,1.0757670627642332e-08,1.9035072377091343e-08,4,3,3,0.2733889375921752,0.23059420170600586,0.05,0.20122544745488974,0.5651499723525695,1.0,1.5,1.0,0.7978827341882164,1.7600396651745531e-07,6.001552838265289e-07,2.5682176731624116e-05,3.830340956416417e-09,6.927329671225914e-09,8.277401749449012e-09,6.988468669171649e-12,1.0059377516428795e-11,3.038646456434608e-12,0.0004195282666489295,0.0007746968980359537,0.005067758551038528,6.188974839516168e-05,8.323058134619699e-05,9.098022724443488e-05,2.6435711961609148e-06,3.1716521745659302e-06,1.7431713789626676e-06,0.008776187896728516,0.4392220973968506
18.0,mid,0.08,0.04,3.0,15.0,38,750,2.5,2.5,0.0,8,1,1.0,2.0,0.05,minimal_dirac_conformal,-1.5,-1.0,0.0,1.964694875158405,2.4900100920494705,3.244008867764092,1,3,6,0.6231704926723403,0.5195897313172596,0.8781911482378781,1.0,0.9999999999999998,0.9999999999999997,1.4848484422017171e-08,6.51482270902168e-09,1.233126363188931e-08,6.887423349932287e-09,3.810682238621439e-09,7.362993024269272e-09,6.887423349932287e-09,1.0698105588553726e-08,1.8061098612822997e-08,3,4,3,0.23038321868152423,0.27315053815185797,0.05,0.38134022174278825,0.5923286184240364,1.0,1.5,1.0,0.7978827341882164,5.970010146783776e-07,1.7548176241765394e-07,2.469642524471663e-05,6.887423349932287e-09,3.810682238621439e-09,7.362993024269272e-09,1.000119304363494e-11,6.95135253366062e-12,3.785948787549415e-12,0.0007726584074986679,0.00041890543374090286,0.004969549803022063,8.299050156453019e-05,6.173072361977817e-05,8.580788439455474e-05,3.1624662913041365e-06,2.636541775443852e-06,1.9457514711672237e-06,0.01759481430053711,0.31504082679748535
