channel,layer_N,mu_ref,mu_min,mu_p10,mu_p50,mu_p90,mu_max,mu_mean,mu_std,f_mu_gt_0p8,f_mu_gt_1p0,f_mu_gt_1p2,obs_mu,obs_sigma,f_chi2_le_1,f_chi2_le_4,best_chi2,best_D,best_eta,obs_source
ee,1,1.0,1.3784336676298654e-06,1.378433667788509e-06,0.08894404294232174,20.972038928874067,23.961583736001046,4.307577782725661,7.781021679727088,0.37472222222222223,0.35,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,
mumu,2,1.0,7.488233865525954e-08,7.488233865525954e-08,0.0532254392021002,17.626512178936103,71.59016222541307,5.717344747216435,15.15088864515704,0.38333333333333336,0.38333333333333336,0.36666666666666664,1.4,0.4,0.08194444444444444,0.15,2.194400748429602e-05,4.0,0.26440677966101694,"ATLAS Collaboration, arXiv:2507.03595"
tautau,3,1.0,1.275269605671315e-05,1.2752696075689756e-05,0.030559620512314506,15.19923399165664,15.853832780201383,4.028658463999175,5.976645068651566,0.38333333333333336,0.38333333333333336,0.36666666666666664,nan,nan,nan,nan,nan,nan,nan,
