channel,layer_N,mu_ref,mu_min,mu_p10,mu_p50,mu_p90,mu_max,mu_mean,mu_std,f_mu_gt_0p8,f_mu_gt_1p0,f_mu_gt_1p2,obs_mu,obs_sigma,f_chi2_le_1,f_chi2_le_4,best_chi2,best_D,best_eta,obs_source
ee,1,1.0,1.2845052201873552e-06,1.284505220228859e-06,0.08415426314722808,20.34628836180477,23.28199701462092,4.306307691820868,7.713638134641258,0.38333333333333336,0.3515873015873016,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,
mumu,2,1.0,7.405952888442956e-08,7.405952888442956e-08,0.05243617663398463,20.041264046259617,77.66188612536867,6.177282985041813,16.30367086702243,0.38333333333333336,0.36904761904761907,0.35,1.4,0.4,0.06904761904761905,0.14285714285714285,5.813589313360089e-06,9.423728813559322,4.0,"ATLAS Collaboration, arXiv:2507.03595"
tautau,3,1.0,1.1550485640394956e-05,1.1550485657050423e-05,0.02779163637960778,15.16002046803426,15.848129076795523,3.9798892967951565,5.935705449449284,0.38333333333333336,0.3682539682539683,0.36666666666666664,nan,nan,nan,nan,nan,nan,nan,
