channel,layer_N,mu_ref,mu_min,mu_p10,mu_p50,mu_p90,mu_max,mu_mean,mu_std,f_mu_gt_0p8,f_mu_gt_1p0,f_mu_gt_1p2,obs_mu,obs_sigma,f_chi2_le_1,f_chi2_le_4,best_chi2,best_D,best_eta,obs_source
ee,1,1.0,9.246000984185822e-07,9.246000984600314e-07,0.058763138606713734,19.67720927464182,81.38295406721465,8.174422363644164,18.477417169413236,0.38095238095238093,0.3786295005807201,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,
mumu,2,1.0,4.493065747653014e-08,4.493065747653014e-08,0.030828452072565703,53.41738036960253,79.88570884783314,10.036193679793946,23.608534210203363,0.38095238095238093,0.34494773519163763,0.3333333333333333,1.4,0.4,0.059233449477351915,0.11498257839721254,0.000670746274969004,8.8,0.2,"ATLAS Collaboration, arXiv:2507.03595"
tautau,3,1.0,1.4215965320280718e-05,1.4215965324615806e-05,0.009924789358148282,59.06220373812745,129.9636897276481,15.953904066291123,34.48610741653904,0.42857142857142855,0.3403019744483159,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,
