channel,layer_N,mu_ref,mu_min,mu_p10,mu_p50,mu_p90,mu_max,mu_mean,mu_std,f_mu_gt_0p8,f_mu_gt_1p0,f_mu_gt_1p2,obs_mu,obs_sigma,f_chi2_le_1,f_chi2_le_4,best_chi2,best_D,best_eta,obs_source
ee,1,1.0,1.3067310445091181e-06,1.3067310445512745e-06,0.08517618640446868,20.758516743834583,23.811216527114645,4.293522598769143,7.762702275693567,0.3753968253968254,0.3492063492063492,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,
mumu,2,1.0,7.206267661724627e-08,7.206267661724627e-08,0.05174279713981665,18.099165126747728,73.31712828008988,5.839324331010143,15.50302666193798,0.38333333333333336,0.36904761904761907,0.35,1.4,0.4,0.08253968253968254,0.15,0.0011768719604618426,9.423728813559322,0.39,"ATLAS Collaboration, arXiv:2507.03595"
tautau,3,1.0,1.192804304050678e-05,1.1928043057778985e-05,0.028874877945794193,15.16521562755285,15.852799011260323,3.98630205236806,5.945411487374929,0.38333333333333336,0.3682539682539683,0.36666666666666664,nan,nan,nan,nan,nan,nan,nan,
