channel,layer_N,mu_ref,mu_min,mu_p10,mu_p50,mu_p90,mu_max,mu_mean,mu_std,f_mu_gt_0p8,f_mu_gt_1p0,f_mu_gt_1p2,obs_mu,obs_sigma,f_chi2_le_1,f_chi2_le_4,best_chi2,best_D,best_eta,obs_source
ee,1,1.0,9.246000984603079e-07,9.246000984603079e-07,0.05876313860652897,19.677209228883374,81.38295418889159,8.764149984319227,20.00242258506664,0.2857142857142857,0.28339140534262486,0.23809523809523808,nan,nan,nan,nan,nan,nan,nan,
mumu,2,1.0,4.493065747653859e-08,4.493065747653961e-08,0.030828452072470328,18.89062427095941,81.63973875695336,8.410696285849573,21.936444028991147,0.38095238095238093,0.34494773519163763,0.31939605110336816,1.4,0.4,0.10685249709639953,0.14285714285714285,1.591046221593828e-07,4.0,3.43,"ATLAS Collaboration, arXiv:2507.03595"
tautau,3,1.0,1.4215965399121872e-05,1.4215965400533405e-05,0.009924789409917246,33.085756767093564,145.53287912364812,16.49195425023562,40.114452984832255,0.38095238095238093,0.3403019744483159,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,
