D,eta,mu_ee,mu_mumu,mu_tautau,chi2_mumu
4.0,0.2,0.17481421235489195,2.9169321143668525,22.888396869574397,14.381768997484313
4.161616161616162,0.2,0.2886060693605758,3.3571845141584555,24.297773849987315,23.94107014038543
4.3232323232323235,0.2,0.19631096060049577,8.193431989835537,8.261567118503477,288.44198875325503
4.484848484848484,0.2,0.33110199134540996,10.091908610098045,8.639875388658826,472.18297053935316
4.646464646464646,0.2,0.5696242861192111,13.157990508279175,10.950832921494484,864.0646299548947
4.808080808080808,0.2,1.1200718732030563,20.007815657211697,16.3350676553271,2164.06752207983
4.96969696969697,0.2,1.5625892382066773,21.88613354603127,17.767329660372955,2623.0104229114236
5.1313131313131315,0.2,2.2601140749361086,24.052027745449386,19.046888153263186,3206.9647561288057
5.292929292929293,0.2,4.057858557964629,26.63544213684543,20.278521628535653,3980.1721240129614
5.454545454545455,0.2,9.903705221592322,31.863958327574114,22.473828717330996,5800.329731151076
5.616161616161616,0.2,27.635004799184298,57.73102623961201,39.3027804334923,19832.4032325491
5.777777777777778,0.2,25.592427209319442,66.5082515746076,48.915677952186314,26494.277644389942
5.9393939393939394,0.2,21.180214660121607,79.84395872853143,63.67848742170091,38459.09163127213
6.101010101010101,0.2,22.9444190621366,94.59450122307216,79.59042855762884,54282.59411385747
6.262626262626263,0.2,25.911656875063645,98.91971843871673,85.5948343998221,59438.09677729117
6.424242424242424,0.2,30.918888957068717,84.5444097254462,93.15256484183801,43206.20542870544
6.5858585858585865,0.2,32.39090433993598,82.11560425728074,90.02144160870567,40718.804816362215
6.747474747474747,0.2,6.287673796330316,26.620609955205456,12.75641289020874,3975.494790703803
6.909090909090909,0.2,6.982977059341685,5.929174976041,12.138397185474316,128.20891227247495
7.070707070707071,0.2,7.758248120399528,4.624749673868064,11.434884984695747,64.99381536945116
7.232323232323233,0.2,8.208481635947694,4.604646526307327,10.61869448446175,64.18599599108512
7.3939393939393945,0.2,8.4163045049397,4.36195934267657,9.283471352502128,54.83251967293138
7.555555555555555,0.2,8.187309252124281,4.055192788273984,8.037698832640384,44.06280464313857
7.717171717171718,0.2,8.041729473236469,3.7572055320253432,7.004546242375825,34.727612001318015
7.878787878787879,0.2,8.010066757361226,3.537844704627743,5.690724199375041,28.56487488190551
8.040404040404042,0.2,7.468285671265421,3.189055184344493,5.007390617222822,20.004490328936928
8.202020202020202,0.2,7.296736410801396,2.93573242246746,4.956544173610208,14.74046295886108
8.363636363636363,0.2,6.922332170061692,2.6899962848101784,4.393055517069245,10.400565092650394
8.525252525252526,0.2,6.581109373792457,2.462072691723809,3.262438883581927,7.049990015659105
8.686868686868687,0.2,6.379404420413946,2.2788802393736707,3.115593076991337,4.8276904697595056
8.848484848484848,0.2,5.724328271629087,2.0022387493769007,2.8104021376545676,2.2668219453190845
9.01010101010101,0.2,5.1462199158559345,1.7249353357429154,2.481273633015262,0.6598935775897574
9.171717171717173,0.2,4.532146358025828,1.47630359260953,2.194045270271663,0.03638898903200713
9.333333333333334,0.2,1.832474753064541,2.136942979718493,1.8922284767588458,3.3942809709773196
9.494949494949495,0.2,1.616305490815037,1.80286227260599,1.6515343677173813,1.014362566807894
9.656565656565657,0.2,1.398123626713492,1.5073406666408478,1.415471871331752,0.07201261696813516
9.818181818181818,0.2,1.1912666762810549,1.2364372536307286,1.1954120241289994,0.167204824999116
9.97979797979798,0.2,1.0180577611178903,1.018057767194205,1.0180578422019728,0.911749182504225
10.141414141414142,0.2,0.8458839491165683,0.8217925457773702,0.8383466300666415,2.0895241257413404
10.303030303030305,0.2,0.7108912150787673,0.6656589242250209,0.7020262475329029,3.3703550973147087
10.464646464646465,0.2,0.5893411266875945,0.5361564742889104,0.5808607219276488,4.663910230706034
10.626262626262626,0.2,0.48203167190219787,0.4257698120489493,0.4733663621294183,5.932027869469621
10.787878787878789,0.2,0.39793158367401743,0.34022275202951247,0.3917411495099991,7.019548845724374
10.94949494949495,0.2,0.3180429641239984,0.26606759255136714,0.31177933669304764,8.036266904139076
11.11111111111111,0.2,0.2576166329587816,0.20903129887150335,0.25270051032002444,8.865040294173113
11.272727272727273,0.2,0.20682645777117292,0.16364428837554792,0.2034569414616192,9.553596535415029
11.434343434343436,0.2,0.16325662869019947,0.1262749307075293,0.1605172381400732,10.13984720090068
11.595959595959597,0.2,0.1308573234291103,0.09829935924138403,0.1294672976287683,10.590153488446193
11.757575757575758,0.2,0.10136818634089942,0.07484822869463321,0.10020473895195747,10.97517010621094
11.91919191919192,0.2,0.07933323521076178,0.05717353971451514,0.07862935760415161,11.269893140267776
12.080808080808081,0.2,0.061983227611197955,0.04367230135984148,0.06179323630354171,11.497655163115677
12.242424242424244,0.2,0.008458169530377459,0.0019162082537447047,0.005195438079856954,12.216489304647414
12.404040404040405,0.2,0.006780960646970998,0.0014999021291004749,0.0028634658789343068,12.22376577340572
12.565656565656566,0.2,0.005172353205482013,0.0011471077529289738,0.002252844836808099,12.22993383842497
12.727272727272728,0.2,0.004005773751727119,0.0008779393268445053,0.0017582735737430803,12.234640879139352
12.88888888888889,0.2,0.0031272453590480594,0.0006767227954153652,0.0013903969192396693,12.238160213291115
13.050505050505052,0.2,0.002313429478988597,0.0005032209783644468,0.001055914763345563,12.241195215574576
13.212121212121213,0.2,0.001799880358879474,0.00038366536712971155,0.0008195272637343476,12.24328677606969
13.373737373737374,0.2,0.0013480128196384413,0.0002872950717387942,0.0006299571696454525,12.244972852109933
13.535353535353536,0.2,0.0010051182629790547,0.0002132328211113506,0.0004765046027286835,12.246268709807024
13.696969696969697,0.2,0.0007694388544854627,0.00016079421843278176,0.0003681514142345033,12.247186262769803
13.85858585858586,0.2,0.0005531508237880259,0.00011649053329388035,0.00027212570077163285,12.247961500480129
14.02020202020202,0.2,0.00041541692146307766,8.622567938237613e-05,0.00020492666784668293,12.24849109707873
14.181818181818183,0.2,0.0003052429138681561,6.326539544793416e-05,0.00015410487833829987,12.248892880595347
14.343434343434344,0.2,0.00021961195447632503,4.556365177351953e-05,0.00011305025928918585,12.24920264906925
14.505050505050505,0.2,9.705620830159749e-05,5.8875296060334995e-05,8.546001984455341e-05,12.248969703983317
14.666666666666668,0.2,6.963355759703083e-05,4.20630909842792e-05,6.146027500413928e-05,12.249263906965918
14.828282828282829,0.2,5.0436376791887665e-05,3.010531593502125e-05,4.503471411951446e-05,12.249473162635695
14.989898989898991,0.2,3.666985287344881e-05,2.159044162255315e-05,3.308329245794802e-05,12.249622170185024
15.151515151515152,0.2,2.612762097751422e-05,1.515412713919873e-05,2.3387906246962505e-05,12.24973480421036
15.313131313131315,0.2,1.8709921317726845e-05,1.072765332196388e-05,1.7089335835091157e-05,12.24981226678613
15.474747474747476,0.2,1.319852566115602e-05,7.616354314187168e-06,1.2119055128063949e-05,12.249866714162055
15.636363636363637,0.2,9.39032659295787e-06,5.2069193185807995e-06,1.05431566806351e-05,12.24990887908137
15.7979797979798,0.2,6.731660759207809e-06,3.6057910990212972e-06,1.054315698995956e-05,12.249936898737026
15.95959595959596,0.2,4.609490530899241e-06,2.524485106014916e-06,1.054315729907303e-05,12.249955821550472
16.121212121212125,0.2,3.1655975882151726e-06,1.7662407284366578e-06,1.054315737694337e-05,12.24996909080675
16.282828282828284,0.2,2.3289726830415764e-06,1.158794255994364e-06,1.0543157377715156e-05,12.249979721108911
16.444444444444443,0.2,1.4116152320413906e-06,8.627316333923602e-07,1.0543157378360546e-05,12.249984902201062
16.60606060606061,0.2,1.1037057358730543e-06,5.398770366822183e-07,1.0543157379016808e-05,12.249990552153678
16.767676767676768,0.2,7.408290257754571e-07,3.6196637259106443e-07,1.0543157379614236e-05,12.249993665589296
16.92929292929293,0.2,3.5862249261469436e-07,3.083113205153605e-07,1.0543157379851043e-05,12.249994604552482
17.090909090909093,0.2,3.5862249262051135e-07,2.256845549149388e-07,1.0543157380022057e-05,12.249996050520606
17.252525252525253,0.2,3.586224926272985e-07,7.279331837141471e-08,1.0543157380221592e-05,12.249998726116962
17.414141414141415,0.2,3.586224926319747e-07,7.279331837236387e-08,1.0543157380359068e-05,12.249998726116962
17.575757575757578,0.2,3.586224926366509e-07,7.279331837331305e-08,1.0543157380496544e-05,12.249998726116958
17.737373737373737,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
17.8989898989899,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
18.060606060606062,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
18.22222222222222,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
18.383838383838388,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
18.545454545454547,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
18.707070707070706,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
18.868686868686872,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
19.03030303030303,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
19.191919191919194,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
19.353535353535356,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
19.515151515151516,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
19.67676767676768,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
19.83838383838384,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
20.0,0.2,3.5862249263735233e-07,7.279331837345543e-08,1.0543157380517166e-05,12.249998726116958
4.0,0.29500000000000004,0.17735556334791214,2.938943193282083,22.887312932659157,14.80216345093284
4.161616161616162,0.29500000000000004,0.29150235237315425,3.376155118689915,24.330138718084527,24.407431582027204
4.3232323232323235,0.29500000000000004,0.19772485541818524,8.230136072723514,8.278352342250232,291.56724232449363
4.484848484848484,0.29500000000000004,0.3328446333964247,10.128097596895735,8.658887331351796,476.12304788085675
4.646464646464646,0.29500000000000004,0.5716553451332319,13.191397934606302,10.970052192759148,868.981657826486
4.808080808080808,0.29500000000000004,1.1212676366756142,20.016671770727935,16.33505248935444,2166.1279238688653
4.96969696969697,0.29500000000000004,1.5637579176597651,21.89418621380118,17.769389411051854,2625.0729285372395
5.1313131313131315,0.29500000000000004,2.261356113671265,24.059699724934944,19.050229082653047,3209.1374476513547
5.292929292929293,0.29500000000000004,4.059539776388579,26.642754866416986,20.282425074695464,3982.479207787616
5.454545454545455,0.29500000000000004,9.90662419933781,31.870651182619483,22.47749140576609,5802.878646830437
5.616161616161616,0.29500000000000004,27.637133385994318,57.732509556032504,39.30272509907705,19833.447705503084
5.777777777777778,0.29500000000000004,25.593856164876783,66.50989367027351,48.91611910207896,26495.61408596451
5.9393939393939394,0.29500000000000004,21.18110143629981,79.84579086025329,63.679369099847605,38460.88814806623
6.101010101010101,0.29500000000000004,22.945134659162445,94.59636223138253,79.59157193392099,54284.76208226914
6.262626262626263,0.29500000000000004,25.912157947433155,98.92093681504404,85.59562251822014,59439.58198302382
6.424242424242424,0.29500000000000004,30.919063311797643,84.54452353501603,93.15252007872394,43206.3237116552
6.5858585858585865,0.29500000000000004,32.39102710400871,82.11570053919196,90.02145809467953,40718.901959578194
6.747474747474747,0.29500000000000004,6.2876900262129185,26.620630938422288,12.756417905212068,3975.501405825647
6.909090909090909,0.29500000000000004,6.982989183453637,5.929179300310099,12.138402082473354,128.20915708973425
7.070707070707071,0.29500000000000004,7.758256032545746,4.624751644699386,11.434887330421839,64.99389481244623
7.232323232323233,0.29500000000000004,8.208485037414098,4.604646744814064,10.61869357575135,64.18600474404613
7.3939393939393945,0.29500000000000004,8.416306843116736,4.361959563558785,9.283471076466697,54.832527850983425
7.555555555555555,0.29500000000000004,8.187310778918366,4.055192971637875,8.037698807653303,44.0628107289698
7.717171717171718,0.29500000000000004,8.04173044931981,3.7572056574175243,7.004546268678147,34.72761569600739
7.878787878787879,0.29500000000000004,8.01006732018959,3.537844761220369,5.690724184935637,28.564876394233604
8.040404040404042,0.29500000000000004,7.468285927699107,3.1890551829479765,5.007390561651245,20.00449029770636
8.202020202020202,0.29500000000000004,7.2967365783160805,2.935732428274293,4.9565441422709515,14.740463070332856
8.363636363636363,0.29500000000000004,6.922332274539438,2.6899962898431475,4.393055510433397,10.400565173806786
8.525252525252526,0.29500000000000004,6.58110943948711,2.4620726961554578,3.262438876718714,7.04999007449327
8.686868686868687,0.29500000000000004,6.379404467589327,2.2788802368442664,3.1155930744674714,4.827690441971463
8.848484848484848,0.29500000000000004,5.72432827158367,2.0022387502974235,2.8104021381861632,2.266821952248766
9.01010101010101,0.29500000000000004,5.146219905268178,1.72493533715369,2.4812736384512606,0.6598935833198889
9.171717171717173,0.29500000000000004,4.5321463885471545,1.4763035828887343,2.1940452762988842,0.036388979760362254
9.333333333333334,0.29500000000000004,1.8324747842443116,2.1369429513184697,1.89222847642744,3.394280709362353
9.494949494949495,0.29500000000000004,1.6163054404205293,1.8028623117001716,1.6515343874663748,1.0143627636775394
9.656565656565657,0.29500000000000004,1.3981236381001707,1.5073406370188425,1.4154719219800496,0.07201257722256821
9.818181818181818,0.29500000000000004,1.1912666536461545,1.236437249909585,1.1954120903070082,0.16720483260712196
9.97979797979798,0.29500000000000004,1.0180577776067434,1.018057785479575,1.018057753376665,0.9117490952047896
10.141414141414142,0.29500000000000004,0.8458839508452894,0.8217925361880062,0.8383466440499727,2.0895241950493624
10.303030303030305,0.29500000000000004,0.7108912016893048,0.6656589056606582,0.7020263417012317,3.3703552677218864
10.464646464646465,0.29500000000000004,0.5893411008330727,0.5361565627640995,0.5808605375242316,4.663909275347094
10.626262626262626,0.29500000000000004,0.48203166958090554,0.4257698477094755,0.47336628968220157,5.932027435200112
