channel,layer_N,mu_ref,mu_min,mu_p10,mu_p50,mu_p90,mu_max,mu_mean,mu_std,f_mu_gt_0p8,f_mu_gt_1p0,f_mu_gt_1p2,obs_mu,obs_sigma,f_chi2_le_1,f_chi2_le_4,best_chi2,best_D,best_eta,obs_source
ee,1,1.0,3.5686211533977e-07,3.568621153559083e-07,0.07148809775595019,8.00515059701266,25.484274456794353,2.933052985128904,5.944728827235068,0.3333333333333333,0.3333333333333333,0.3,nan,nan,nan,nan,nan,nan,nan,
mumu,2,1.0,7.201192895763065e-08,7.201192895927786e-08,0.05074395169695628,23.38425163492616,79.46921311391628,7.137030304064172,17.594768659089155,0.38333333333333336,0.38333333333333336,0.36666666666666664,1.4,0.4,0.05,0.1,0.0020081359487503854,9.694915254237287,0.96,"ATLAS Collaboration, arXiv:2507.03595"
tautau,3,1.0,1.0520834526666281e-05,1.052083511949075e-05,0.07125582066286157,18.60600250551954,76.53765023014132,6.818545737625713,15.754509985023372,0.38333333333333336,0.38333333333333336,0.36666666666666664,nan,nan,nan,nan,nan,nan,nan,
