max_ratio_invariance_residual,amp_factorization_residual,tree_single_layer_residual,y2raw_identity_residual,kernel_exact_factorization_relsup,kernel_box_candidate_relsup,sigma_curv0_max_relerr,sigma_curv1_max_relerr,sigma_curv1_kernel_relsup,c_sigma_band_min_excl_D5,c_sigma_band_max_excl_D5,c_sigma_band_rel_span_excl_D5,c_sigma_ref,c_sigma_amp,c_sigma_projected,c_sigma_self,c_sigma_self_relerr_vs_ref,c_sigma_analytic_max_relerr,mirror_fraction_min,mirror_fraction_max,projected_overlap_selector_rel_drift_vs_ref,projected_overlap_exact_rebuild_relerr,projected_box_self_log_rmse,projected_box_self_max_rel_y2_resid,projected_box_analytic_log_rmse,projected_box_analytic_max_rel_y2_resid,projected_box_selector_log_rmse,projected_box_selector_max_rel_y2_resid,remaining_primary_target,secondary_tightening_1,secondary_tightening_2
6.050715484207103e-13,9.316007167081697e-17,9.75781955236954e-17,9.871660780480518e-17,3.0497086204546275e-15,9.450576000362044e-05,0.0010097623241142272,8.46544030763674e-07,9.473639124121253e-05,22.2825,22.310000000000002,0.0012330024309765365,22.30334764660425,22.310000000000002,22.3095,22.319782286451296,0.0007368687475732902,4.2084741521675184e-05,-0.0069066988336836275,-0.001388992562578941,0.00016019569143588264,1.2723155862204294e-13,0.006151265297141924,0.00926280128470539,0.000628608617787981,0.0009889748433533614,0.000908174439830033,0.001446085185118063,one_center_EYMH_core_normalization_for_c_sigma,analytic_two_center_mirror_correction,quartic_response_coefficient_b4
