D,kappa_iso,sigma_exact,sigma_mc,nwin,y2_exact,y2_rebuild_exact_kernel,canonical_rebuild_relerr,c_sigma_projected_local,sigma_projected_local,y2_projected_local,rel_y2_resid_local,c_sigma_ref,c_sigma_amp,y2_projected_ref,y2_projected_amp,rel_y2_resid_ref,rel_y2_resid_amp,rel_drift_local_vs_ref,rel_drift_local_vs_amp
6.0,6322.919525939479,2.5,0.33084328011958597,2,0.0029481641928965,0.002948164192896875,1.2723155862204294e-13,22.2665,2.4970230045262576,0.002948166411945092,7.526882652708622e-07,22.305926686651315,22.31,0.0029485465658441023,0.00294857974006411,0.00012969866078815784,0.00014095116161150223,0.0017675430931506364,0.0019497982967278116
12.0,6337.5448698650425,2.5,0.25500843892574276,2,2.9570824375314875e-05,2.9570824375315566e-05,2.3314683517128287e-14,22.3055,2.499952177883337,2.9568731692092534e-05,7.076851141452067e-05,22.305926686651315,22.31,2.957433669173242e-05,2.961919548159532e-05,0.00011877641194457667,0.0016357713152164166,1.9128846665328325e-05,0.00020170327207535976
18.0,6342.435003716673,2.5,0.23059420170600586,3,6.927329671225133e-09,6.927329671225914e-09,1.127986593019159e-13,22.31,2.4999744142553104,6.926447318443204e-09,0.00012737271413465479,22.305926686651315,22.31,6.899992398118938e-09,6.926447318443204e-09,0.003946293074479912,0.00012737271413465479,0.00018261125869845074,0.0
