candidate,calibration,phi_label,amp_abs,r_e_star,r_tau_star,phi_norm_p50,phi_norm_p90,mean_abs_delta_mu,p95_abs_delta_mu,max_abs_delta_mu,rmse_delta_mu,acceptance_mismatch_fraction,f_chi2_le_4_bridge,f_chi2_le_4_target,best_chi2_bridge,best_chi2_target
exact_reference_invariant_bridge,point_from_live_reference,none,520717137.269355,0.06342339296486554,0.008240391313133909,1.0,1.0,9.064484135405739e-09,5.5585827916252447e-08,5.5585827916252447e-08,2.1447056860583534e-08,0.0,0.09523809523809523,0.09523809523809523,0.21091053929442635,0.21091053929443043
three_parameter_global_invariant_fit,global_mse_fit,none,520717749.9154169,0.0639147282186375,0.008240388956881737,1.0,1.0,1.2147594667750001e-06,3.822273576759017e-06,1.1173423317245579e-05,2.766587860110283e-06,0.0,0.09523809523809523,0.09523809523809523,0.21091388170709152,0.21091053929443043
two_parameter_bridge_fixed_re_median,global_mse_fit_with_fixed_re_median,none,520717137.2693542,0.0639147337095015,0.008240391313133913,1.0,1.0,1.3285878243394047e-08,5.5585827916252447e-08,5.5585827916252447e-08,2.5133153380463288e-08,0.0,0.09523809523809523,0.09523809523809523,0.21091053979496716,0.21091053929443043
one_scalar_accepted_median_invariant_bridge,scalar_mse_fit,none,317950323.37725013,0.0639147337095015,0.0097152204517453,1.0,1.0,0.6540393155285465,2.3381851324078777,6.569496966290124,1.6074457318584772,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.7364545663500396,0.21091053929443043
one_scalar_accepted_median_invariant_bridge_parented_phi,scalar_mse_fit,eymh_parented_prefactor_diag_p50_norm,280871226.48076344,0.0639147337095015,0.0097152204517453,1.0,1.3330991803292136,0.6060310719051649,2.257924031094136,5.880592802892089,1.4628309907792976,0.09523809523809523,0.09523809523809523,0.09523809523809523,1.0615324281094725,0.21091053929443043
one_scalar_accepted_median_invariant_bridge_actionabs_phi,scalar_mse_fit,action_abs_diag_p50_norm,296678882.2421595,0.0639147337095015,0.0097152204517453,1.0,1.0411555391624014,0.6617232141737012,2.3183152074194755,6.572647488618465,1.6090414381052454,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.7831987605801325,0.21091053929443043
