section,c_sigma_ref,c_sigma_mean,c_sigma_rel_span,c_sigma_best_width,c_sigma_best_amp,c_sigma_best_kernel,rel_drift_best_width_vs_ref,rel_drift_best_amp_vs_ref,rel_drift_best_kernel_vs_ref,c,width_log_rmse,amp_log_rmse,max_sigma_relerr,max_amp_relerr,max_kernel_rel_sup,mean_kernel_rel_sup
bridge_constant_candidates,22.30334764660425,22.302769928229612,0.0013847487257739632,22.302500000000002,22.310000000000002,22.310000000000002,3.800535317299847e-05,0.00029826703601432136,0.00029826703601432136,,,,,,,
reference_calibration_metrics,,,,,,,,,,22.30334764660425,0.0003837878991382805,0.00431875994269393,0.0010386906468622392,0.010232505897536104,0.010232607605465712,0.002919046171773626
global_mean_metrics,,,,,,,,,,22.302769928229612,0.00038290780045829767,0.0046881700908363065,0.0010127609768202372,0.010999323301294717,0.010999432518869675,0.003169142588571059
best_width_fit_metrics,,,,,,,,,,22.302500000000002,0.0003830967128818916,0.004861577436118963,0.0010006458178843936,0.011357421889087727,0.011357534611595242,0.003290757614591232
best_amplitude_fit_metrics,,,,,,,,,,22.310000000000002,0.000501720384935546,0.001277373638945706,0.001337267490057359,0.0018779234103871723,0.0018779931318593816,0.0011904194615321544
best_kernel_fit_metrics,,,,,,,,,,22.310000000000002,0.000501720384935546,0.001277373638945706,0.001337267490057359,0.0018779234103871723,0.0018779931318593816,0.0011904194615321544
