mirror_factorization_residual_max,mirror_multiplier_min,mirror_multiplier_max,mirror_multiplier_rel_span,mirror_fraction_min,mirror_fraction_max,linearized_max_relerr,c_sigma_exact_min,c_sigma_exact_max,c_sigma_exact_rel_span,c_sigma_analytic_max_relerr_vs_exact,c_sigma_self_max_relerr_vs_exact,c_sigma_ref,c_sigma_amp,c_sigma_projected,c_sigma_self,c_sigma_analytic_ref,rel_drift_analytic_ref_vs_ref,rel_drift_projected_vs_amp,rel_drift_amp_vs_ref,projected_box_self_log_rmse,projected_box_self_max_rel_y2_resid,projected_box_analytic_log_rmse,projected_box_analytic_max_rel_y2_resid,projected_box_max_rel_improvement_factor,projected_box_log_rmse_improvement_factor,uncorrected_width_max_relerr,quartic_width_max_relerr,quartic_kernel_max_rel_sup,quartic_width_improvement_factor,selector_reference_width_log_rmse,selector_amplitude_max_kernel_rel_sup,remaining_primary_target,secondary_tightening_1,secondary_tightening_2
3.552713678800501e-15,0.9982688350795444,0.9996525708407578,0.0013847330025644766,-0.0069066988336836275,-0.001388992562578941,4.4979988124138e-06,22.280205405639244,22.31108913787859,0.0013847487257739634,4.2084741521675184e-05,0.001776324773111737,22.30334764660425,22.310000000000002,22.3095,22.319782286451296,22.304286014250398,4.2072950707421973e-05,2.241147467496596e-05,0.00029826703601432136,0.006151265297141924,0.009262801284705358,0.000628608617787981,0.000988974843353363,9.36606360309181,9.785524924535224,0.001009762324114316,8.46544030763674e-07,9.473639124121253e-05,1192.8054388422083,0.0003837878991382805,0.0018779931318593816,one_center_EYMH_core_constant_with_analytic_mirror_multiplier,quartic_response_coefficient_b4,sub-1e-3_projected_box_benchmark_polish
