section,ref_D,ref_eta,finite_fac_diag_ref,rge_fac_diag_ref,chain_fac_diag_ref,A_star_tree,A_star_match,A_star_ir,A_star_ir_over_tree,A_star_ir_over_match,max_abs_factorization_residual,mean_abs_factorization_residual,mu_layer1_share_ref,mu_layer2_share_ref,mu_layer3_share_ref,candidate,amplitude_label,amp_abs,mean_abs_delta_mu,p95_abs_delta_mu,max_abs_delta_mu,rmse_delta_mu,acceptance_mismatch_fraction,f_chi2_le_4_candidate,f_chi2_le_4_target
exact_factorization,9.6,1.0,1.0000381747361295,1.005534257208682,1.0055726432136203,526536849.4452691,526496650.9365548,520717137.269355,0.9889471892004417,0.9890226962376324,9.316007167081697e-17,8.220965946032396e-18,4.7751157082638905e-29,1.0,1.2217306931982075e-29,,,,,,,,,,
,,,,,,,,,,,,,,,,exact_ir_reference_amplitude,"A_* = |C_ir,mumu(ref)|^{-2}",520717137.269355,9.064484135405739e-09,5.5585827916252447e-08,5.5585827916252447e-08,2.1447056860583534e-08,0.0,0.09523809523809523,0.09523809523809523
,,,,,,,,,,,,,,,,tree_only_reference_amplitude,"A_tree,* = |C_uv,mumu(ref)|^{-2}",526536849.4452691,0.012441475973130146,0.03915830882327498,0.15660169269315816,0.03579160088120361,0.0,0.09523809523809523,0.09523809523809523
,,,,,,,,,,,,,,,,tree_plus_finite_reference_amplitude,"A_tree,* / finite_fac_diag(ref)^2",526496650.9365548,0.01235618071492097,0.038890620401460296,0.15552909297687023,0.03554644796582359,0.0,0.09523809523809523,0.09523809523809523
,,,,,,,,,,,,,,,,tree_plus_rge_reference_amplitude,"A_tree,* / rge_fac_diag(ref)^2",520756894.5068284,8.56427628704476e-05,0.00027029711111481447,0.0010788931072553964,0.00024657499616073035,0.0,0.09523809523809523,0.09523809523809523
,,,,,,,,,,,,,,,,tree_times_full_universal_dressing,"A_tree,* / (finite_fac_diag * rge_fac_diag)^2",520717137.269355,9.064484135405739e-09,5.5585827916252447e-08,5.5585827916252447e-08,2.1447056860583534e-08,0.0,0.09523809523809523,0.09523809523809523
