section,active_rows_R_e_uv_to_ir,active_rows_R_tau_uv_to_ir,active_rows_R_tau_match_to_ir,max_abs_delta_R_e_uv_to_ir,mean_abs_delta_R_e_uv_to_ir,max_abs_delta_R_tau_uv_to_ir,mean_abs_delta_R_tau_uv_to_ir,max_abs_delta_R_tau_match_to_ir,mean_abs_delta_R_tau_match_to_ir,ref_D,ref_eta,R_tau_over_mu_uv_ref,R_tau_over_mu_match_ref,R_tau_over_mu_ir_ref,R_tau_over_mu_accept_p50,R_tau_over_mu_fit_global,R_tau_over_mu_fit_fixed_re,rel_shift_fit_global_vs_ref,rel_shift_fit_fixed_re_vs_ref,mu_layer1_share_ref,mu_layer2_share_ref,mu_layer3_share_ref,tau_layer1_share_ref,tau_layer2_share_ref,tau_layer3_share_ref,mu_layer2_contrib_ref,tau_layer3_contrib_ref
chain_invariance,404.0,404.0,441.0,6.050715484207103e-13,1.4182390651038017e-14,3.232136780439987e-14,1.4719660060074476e-15,2.358530037938067e-14,1.090278129966413e-15,,,,,,,,,,,,,,,,,,
reference_ratio_constants,,,,,,,,,,9.6,1.0,0.008240391313133913,0.008240391313133909,0.008240391313133909,0.0097152204517453,0.0082403889568817,0.0082403913131339,-2.8593935885723454e-07,-9.992007221626409e-16,,,,,,,,
reference_layer_support,,,,,,,,,,,,,,,,,,,,4.7751157082638905e-29,1.0,1.2217306931982075e-29,3.994793692351158e-28,6.4935287829692965e-28,1.0,4.3579838326273245e-05,3.95602960115452e-06
