section,n_active_rows,max_abs_single_layer_residual,mean_abs_single_layer_residual,p95_abs_single_layer_residual,max_abs_mu_share1,min_mu_share2,max_abs_mu_share3,std_log_y2_raw,std_log_coeff2_kin_over_m2,std_log_C_tree_mumu,corr_log_y2_raw_vs_log_C_tree,corr_log_coeff2_vs_log_C_tree,ref_D,ref_eta,uv_blend,y2_raw_ref,p2_kin_ref,m2_2_ref,coeff2_kin_over_m2_ref,C_tree_mumu_ref,A_tree_ref,finite_fac_diag_ref,rge_fac_diag_ref,z_diag_ref,A_star_ref
single_layer_exact_reduction,404.0,9.75781955236954e-17,1.234201622699815e-17,7.800563580490082e-17,9.017299403697855e-27,0.9999999999999997,1.9396143934588615e-27,,,,,,,,,,,,,,,,,,
variation_budget,,,,,,,,4.071885997889797,0.19656617631297618,4.249936250923632,0.999799587792861,0.9099546628465967,,,,,,,,,,,,,
reference_exact_constants,,,,,,,,,,,,,9.6,0.96,0.0,0.00016598138027800206,0.44797458783139243,1.7061889902908467,0.2625585971897686,4.357983836541372e-05,526536848.49946916,1.0000381747361455,1.005534257208682,1.0055726432136363,520717136.33399165
