D,eta,mu_mumu_release_bridge,mu_mumu_direct_y2,accept_release,accept_direct_y2,acceptance_gain,acceptance_loss,release_inside_margin,direct_inside_margin,release_outside_margin,direct_outside_margin,z_release,z_direct,direct_minus_release_mu,release_minus_direct_mu,direct_uniform_mu_set_invariance_radius,release_uniform_mu_set_invariance_radius
4.0,3.43,3.062029719556629,3.0603652057525528,False,False,False,False,-0.8620297195566287,-0.8603652057525526,0.8620297195566287,0.8603652057525526,4.155074298891572,4.1509130143813815,-0.001664513804076062,0.001664513804076062,0.1454037407902904,0.10493685123702917
4.0,3.62,3.102314893048903,3.10061284628114,False,False,False,False,-0.9023148930489029,-0.90061284628114,0.9023148930489029,0.90061284628114,4.255787232622257,4.25153211570285,-0.001702046767762866,0.001702046767762866,0.1454037407902904,0.10493685123702917
4.0,3.81,3.142765156816272,3.141024990465431,False,False,False,False,-0.942765156816272,-0.9410249904654306,0.942765156816272,0.9410249904654306,4.356912892040681,4.352562476163577,-0.001740166350841399,0.001740166350841399,0.1454037407902904,0.10493685123702917
4.0,4.0,3.1833740799527437,3.1815952069807456,False,False,False,False,-0.9833740799527435,-0.9815952069807454,0.9833740799527435,0.9815952069807454,4.458435199881859,4.453988017451864,-0.00177887297199808,0.00177887297199808,0.1454037407902904,0.10493685123702917
4.8,0.2,13.73924432710559,13.707227951806598,False,False,False,False,-11.539244327105589,-11.507227951806598,11.539244327105589,11.507227951806598,30.848110817763974,30.768069879516492,-0.03201637529899237,0.03201637529899237,0.1454037407902904,0.10493685123702917
4.8,0.39,13.751521356529606,13.719451394756586,False,False,False,False,-11.551521356529605,-11.519451394756587,11.551521356529605,11.519451394756587,30.878803391324013,30.798628486891463,-0.03206996177302024,0.03206996177302024,0.1454037407902904,0.10493685123702917
4.8,0.5800000000000001,13.763800559811964,13.731676949747646,False,False,False,False,-11.563800559811963,-11.531676949747645,11.563800559811963,11.531676949747645,30.90950139952991,30.829192374369114,-0.03212361006431763,0.03212361006431763,0.1454037407902904,0.10493685123702917
4.8,0.77,13.77608192335063,13.743904603180088,False,False,False,False,-11.576081923350628,-11.543904603180088,11.576081923350628,11.543904603180088,30.94020480837657,30.859761507950218,-0.032177320170541535,0.032177320170541535,0.1454037407902904,0.10493685123702917
4.8,0.96,13.788365433470666,13.756134341381822,False,False,False,False,-11.588365433470667,-11.55613434138182,11.588365433470667,11.55613434138182,30.970913583676662,30.890335853454552,-0.03223109208884445,0.03223109208884445,0.1454037407902904,0.10493685123702917
4.8,1.15,13.800651076542122,13.768366150725669,False,False,False,False,-11.600651076542121,-11.56836615072567,11.600651076542121,11.56836615072567,31.001627691355303,30.92091537681417,-0.03228492581645348,0.03228492581645348,0.1454037407902904,0.10493685123702917
4.8,1.34,13.81293883889613,13.780600017545863,False,False,False,False,-11.612938838896131,-11.580600017545862,11.612938838896131,11.580600017545862,31.032347097240322,30.951500043864655,-0.03233882135026711,0.03233882135026711,0.1454037407902904,0.10493685123702917
4.8,1.53,13.825228706864252,13.79283592817724,False,False,False,False,-11.625228706864252,-11.59283592817724,11.625228706864252,11.59283592817724,31.063071767160626,30.982089820443097,-0.032392778687011514,0.032392778687011514,0.1454037407902904,0.10493685123702917
4.8,1.72,13.837520666769784,13.805073868946536,False,False,False,False,-11.637520666769785,-11.605073868946537,11.637520666769785,11.605073868946537,31.093801666924456,31.012684672366337,-0.032446797823247664,0.032446797823247664,0.1454037407902904,0.10493685123702917
4.8,1.91,13.849814704934918,13.817313826179555,False,False,False,False,-11.649814704934919,-11.617313826179554,11.649814704934919,11.617313826179554,31.124536762337293,31.043284565448886,-0.03250087875536245,0.03250087875536245,0.1454037407902904,0.10493685123702917
4.8,2.1,13.862110807677343,13.82955578619777,False,False,False,False,-11.662110807677344,-11.62955578619777,11.662110807677344,11.62955578619777,31.155277019193356,31.07388946549442,-0.03255502147957401,0.03255502147957401,0.1454037407902904,0.10493685123702917
4.8,2.29,13.874408961295863,13.84179973530401,False,False,False,False,-11.674408961295864,-11.641799735304009,11.674408961295864,11.641799735304009,31.186022403239654,31.104499338260023,-0.03260922599185356,0.03260922599185356,0.1454037407902904,0.10493685123702917
4.8,2.4800000000000004,13.88670915208322,13.854045659795217,False,False,False,False,-11.686709152083221,-11.654045659795216,11.686709152083221,11.654045659795216,31.216772880208048,31.13511414948804,-0.03266349228800358,0.03266349228800358,0.1454037407902904,0.10493685123702917
4.8,2.6700000000000004,13.89901136632965,13.866293545965998,False,False,False,False,-11.69901136632965,-11.666293545965999,11.69901136632965,11.666293545965999,31.247528415824124,31.165733864914994,-0.03271782036365245,0.03271782036365245,0.1454037407902904,0.10493685123702917
4.8,2.8600000000000003,13.911315590323095,13.878543380108836,False,False,False,False,-11.711315590323096,-11.678543380108835,11.711315590323096,11.678543380108835,31.278288975807737,31.196358450272086,-0.0327722102142598,0.0327722102142598,0.1454037407902904,0.10493685123702917
4.8,3.0500000000000003,13.923621810331165,13.890795148496132,False,False,False,False,-11.723621810331164,-11.690795148496132,11.723621810331164,11.690795148496132,31.30905452582791,31.226987871240325,-0.03282666183503302,0.03282666183503302,0.1454037407902904,0.10493685123702917
4.8,3.24,13.93593001263566,13.903048837414556,False,False,False,False,-11.73593001263566,-11.703048837414556,11.73593001263566,11.703048837414556,31.33982503158915,31.257622093536387,-0.0328811752211049,0.0328811752211049,0.1454037407902904,0.10493685123702917
4.8,3.43,13.94824018347661,13.915304433109368,False,False,False,False,-11.74824018347661,-11.715304433109367,11.74824018347661,11.715304433109367,31.370600458691523,31.288261082773417,-0.03293575036724228,0.03293575036724228,0.1454037407902904,0.10493685123702917
4.8,3.62,13.960552309115483,13.92756192184732,False,False,False,False,-11.760552309115482,-11.727561921847318,11.760552309115482,11.727561921847318,31.401380772788706,31.318904804618295,-0.032990387268164056,0.032990387268164056,0.1454037407902904,0.10493685123702917
4.8,3.81,13.972866375806683,13.93982128988828,False,False,False,False,-11.772866375806682,-11.73982128988828,11.772866375806682,11.73982128988828,31.432165939516707,31.3495532247207,-0.033045085918402606,0.033045085918402606,0.1454037407902904,0.10493685123702917
4.8,4.0,13.985182369784695,13.952082523472468,False,False,False,False,-11.785182369784696,-11.752082523472467,11.785182369784696,11.752082523472467,31.462955924461735,31.380206308681167,-0.0330998463122274,0.0330998463122274,0.1454037407902904,0.10493685123702917
5.6,0.2,57.97146702316152,57.155479927955426,False,False,False,False,-55.77146702316152,-54.95547992795542,55.77146702316152,54.95547992795542,141.4286675579038,139.38869981988856,-0.815987095206097,0.815987095206097,0.1454037407902904,0.10493685123702917
5.6,0.39,57.974464210454144,57.15838736334343,False,False,False,False,-55.77446421045414,-54.95838736334343,55.77446421045414,54.95838736334343,141.43616052613535,139.39596840835856,-0.8160768471107147,0.8160768471107147,0.1454037407902904,0.10493685123702917
5.6,0.5800000000000001,57.97746133527802,57.1612947311,False,False,False,False,-55.77746133527802,-54.9612947311,55.77746133527802,54.9612947311,141.44365333819505,139.40323682775,-0.8161666041780222,0.8161666041780222,0.1454037407902904,0.10493685123702917
5.6,0.77,57.98045839751931,57.16420203111446,False,False,False,False,-55.780458397519304,-54.96420203111446,55.780458397519304,54.96420203111446,141.45114599379826,139.41050507778615,-0.8162563664048434,0.8162563664048434,0.1454037407902904,0.10493685123702917
5.6,0.96,57.98345539719626,57.16710926340444,False,False,False,False,-55.783455397196256,-54.96710926340444,55.783455397196256,54.96710926340444,141.45863849299064,139.4177731585111,-0.8163461337918179,0.8163461337918179,0.1454037407902904,0.10493685123702917
5.6,1.15,57.986452334278525,57.170016427940496,False,False,False,False,-55.78645233427852,-54.97001642794049,55.78645233427852,54.97001642794049,141.4661308356963,139.42504106985123,-0.8164359063380289,0.8164359063380289,0.1454037407902904,0.10493685123702917
5.6,1.34,57.989449208726725,57.17292352468411,False,False,False,False,-55.78944920872672,-54.972923524684106,55.78944920872672,54.972923524684106,141.47362302181682,139.43230881171027,-0.8165256840426167,0.8165256840426167,0.1454037407902904,0.10493685123702917
5.6,1.53,57.99244602052467,57.175830553619505,False,False,False,False,-55.792446020524665,-54.9758305536195,55.792446020524665,54.9758305536195,141.48111505131166,139.43957638404876,-0.8166154669051622,0.8166154669051622,0.1454037407902904,0.10493685123702917
5.6,1.72,57.995442769655206,57.17873751473001,False,False,False,False,-55.7954427696552,-54.97873751473001,55.7954427696552,54.97873751473001,141.488606924138,139.446843786825,-0.8167052549251963,0.8167052549251963,0.1454037407902904,0.10493685123702917
5.6,1.91,57.99843945609505,57.18164440799283,False,False,False,False,-55.798439456095046,-54.981644407992825,55.798439456095046,54.981644407992825,141.49609864023762,139.45411101998207,-0.8167950481022217,0.8167950481022217,0.1454037407902904,0.10493685123702917
5.6,2.1,58.001436079802886,57.18455123336754,False,False,False,False,-55.80143607980288,-54.98455123336754,55.80143607980288,54.98455123336754,141.50359019950722,139.46137808341885,-0.8168848464353431,0.8168848464353431,0.1454037407902904,0.10493685123702917
5.6,2.29,58.004432640766765,57.18745799084276,False,False,False,False,-55.80443264076676,-54.987457990842756,55.80443264076676,54.987457990842756,141.5110816019169,139.4686449771069,-0.8169746499240063,0.8169746499240063,0.1454037407902904,0.10493685123702917
5.6,2.4800000000000004,58.007429138968696,57.19036468040072,False,False,False,False,-55.80742913896869,-54.99036468040072,55.80742913896869,54.99036468040072,141.51857284742172,139.4759117010018,-0.8170644585679767,0.8170644585679767,0.1454037407902904,0.10493685123702917
5.6,2.6700000000000004,58.010425574363595,57.19327130199747,False,False,False,False,-55.81042557436359,-54.99327130199747,55.81042557436359,54.99327130199747,141.52606393590898,139.48317825499367,-0.8171542723661247,0.8171542723661247,0.1454037407902904,0.10493685123702917
5.6,2.8600000000000003,58.01342194694861,57.19617785563032,False,False,False,False,-55.81342194694861,-54.996177855630314,55.81342194694861,54.996177855630314,141.53355486737152,139.49044463907578,-0.8172440913182939,0.8172440913182939,0.1454037407902904,0.10493685123702917
5.6,3.0500000000000003,58.016418256691786,57.19908434126797,False,False,False,False,-55.81641825669178,-54.99908434126797,55.81641825669178,54.99908434126797,141.54104564172945,139.4977108531699,-0.8173339154238164,0.8173339154238164,0.1454037407902904,0.10493685123702917
5.6,3.24,58.01941450356331,57.20199075888142,False,False,False,False,-55.81941450356331,-55.00199075888142,55.81941450356331,55.00199075888142,141.54853625890829,139.50497689720356,-0.8174237446818893,0.8174237446818893,0.1454037407902904,0.10493685123702917
5.6,3.43,58.02241068754314,57.204897108451014,False,False,False,False,-55.82241068754314,-55.00489710845101,55.82241068754314,55.00489710845101,141.55602671885785,139.51224277112752,-0.8175135790921289,0.8175135790921289,0.1454037407902904,0.10493685123702917
5.6,3.62,58.02540680860487,57.207803389951096,False,False,False,False,-55.82540680860487,-55.00780338995109,55.82540680860487,55.00780338995109,141.56351702151218,139.51950847487774,-0.8176034186537748,0.8176034186537748,0.1454037407902904,0.10493685123702917
5.6,3.81,58.02840286672944,57.21070960336299,False,False,False,False,-55.828402866729434,-55.01070960336299,55.828402866729434,55.01070960336299,141.5710071668236,139.52677400840747,-0.8176932633664435,0.8176932633664435,0.1454037407902904,0.10493685123702917
5.6,4.0,58.03139886189962,57.21361574867004,False,False,False,False,-55.831398861899615,-55.013615748670034,55.831398861899615,55.013615748670034,141.57849715474904,139.53403937167508,-0.8177831132295807,0.8177831132295807,0.1454037407902904,0.10493685123702917
6.4,0.2,59.87793765425128,56.74132997822468,False,False,False,False,-57.677937654251274,-54.541329978224674,57.677937654251274,54.541329978224674,146.1948441356282,138.3533249455617,-3.1366076760265997,3.1366076760265997,0.1454037407902904,0.10493685123702917
6.4,0.39,59.87809003339392,56.7414623020532,False,False,False,False,-57.678090033393914,-54.5414623020532,57.678090033393914,54.5414623020532,146.1952250834848,138.353655755133,-3.1366277313407167,3.1366277313407167,0.1454037407902904,0.10493685123702917
6.4,0.5800000000000001,59.878242411952584,56.74159462527837,False,False,False,False,-57.67824241195258,-54.541594625278364,57.67824241195258,54.541594625278364,146.19560602988145,138.35398656319592,-3.1366477866742173,3.1366477866742173,0.1454037407902904,0.10493685123702917
6.4,0.77,59.878394789109905,56.7417269471222,False,False,False,False,-57.6783947891099,-54.5417269471222,57.6783947891099,54.5417269471222,146.19598697277476,138.3543173678055,-3.136667841987702,3.136667841987702,0.1454037407902904,0.10493685123702917
6.4,0.96,59.87854716495072,56.74185926767762,False,False,False,False,-57.678547164950714,-54.541859267677616,57.678547164950714,54.541859267677616,146.1963679123768,138.35464816919404,-3.1366878972730987,3.1366878972730987,0.1454037407902904,0.10493685123702917
6.4,1.15,59.878699539754265,56.7419915871971,False,False,False,False,-57.67869953975426,-54.541991587197096,57.67869953975426,54.541991587197096,146.19674884938567,138.35497896799274,-3.136707952557167,3.136707952557167,0.1454037407902904,0.10493685123702917
6.4,1.34,59.87885191355776,56.742123905713214,False,False,False,False,-57.67885191355776,-54.54212390571321,57.67885191355776,54.54212390571321,146.19712978389438,138.35530976428302,-3.136728007844546,3.136728007844546,0.1454037407902904,0.10493685123702917
6.4,1.53,59.87900428607789,56.74225622296802,False,False,False,False,-57.679004286077884,-54.542256222968014,57.679004286077884,54.542256222968014,146.1975107151947,138.35564055742003,-3.13674806310987,3.13674806310987,0.1454037407902904,0.10493685123702917
6.4,1.72,59.879156657511835,56.742388539142105,False,False,False,False,-57.67915665751183,-54.5423885391421,57.67915665751183,54.5423885391421,146.19789164377957,138.35597134785525,-3.13676811836973,3.13676811836973,0.1454037407902904,0.10493685123702917
6.4,1.91,59.87930902769548,56.742520854083686,False,False,False,False,-57.679309027695474,-54.54252085408368,57.679309027695474,54.54252085408368,146.1982725692387,138.3563021352092,-3.136788173611791,3.136788173611791,0.1454037407902904,0.10493685123702917
6.4,2.1,59.87946139685846,56.74265316800603,False,False,False,False,-57.67946139685846,-54.54265316800603,57.67946139685846,54.54265316800603,146.19865349214615,138.35663292001507,-3.1368082288524306,3.1368082288524306,0.1454037407902904,0.10493685123702917
6.4,2.29,59.87961376478851,56.742785480711476,False,False,False,False,-57.679613764788506,-54.54278548071147,57.679613764788506,54.54278548071147,146.19903441197127,138.35696370177868,-3.1368282840770334,3.1368282840770334,0.1454037407902904,0.10493685123702917
6.4,2.4800000000000004,59.87976613165236,56.74291779235502,False,False,False,False,-57.67976613165236,-54.54291779235502,57.67976613165236,54.54291779235502,146.1994153291309,138.35729448088756,-3.1368483392973374,3.1368483392973374,0.1454037407902904,0.10493685123702917
6.4,2.6700000000000004,59.87991849732328,56.74305010282024,False,False,False,False,-57.67991849732328,-54.54305010282024,57.67991849732328,54.54305010282024,146.19979624330819,138.35762525705059,-3.13686839450304,3.13686839450304,0.1454037407902904,0.10493685123702917
6.4,2.8600000000000003,59.880070861825274,56.74318241212692,False,False,False,False,-57.68007086182527,-54.54318241212692,57.68007086182527,54.54318241212692,146.2001771545632,138.3579560303173,-3.136888449698354,3.136888449698354,0.1454037407902904,0.10493685123702917
6.4,3.0500000000000003,59.88022322523049,56.74331472034424,False,False,False,False,-57.680223225230485,-54.543314720344235,57.680223225230485,54.543314720344235,146.20055806307622,138.35828680086058,-3.13690850488625,3.13690850488625,0.1454037407902904,0.10493685123702917
6.4,3.24,59.88037558750084,56.74344702743626,False,False,False,False,-57.68037558750084,-54.54344702743626,57.68037558750084,54.54344702743626,146.2009389687521,138.35861756859066,-3.1369285600645824,3.1369285600645824,0.1454037407902904,0.10493685123702917
6.4,3.43,59.8805279485592,56.743579333331944,False,False,False,False,-57.680527948559195,-54.54357933333194,57.680527948559195,54.54357933333194,146.201319871398,138.35894833332986,-3.1369486152272543,3.1369486152272543,0.1454037407902904,0.10493685123702917
6.4,3.62,59.8806803085504,56.74371163816313,False,False,False,False,-57.6806803085504,-54.543711638163124,57.6806803085504,54.543711638163124,146.201700771376,138.3592790954078,-3.136968670387276,3.136968670387276,0.1454037407902904,0.10493685123702917
6.4,3.81,59.880832667325215,56.743843941794026,False,False,False,False,-57.68083266732521,-54.54384394179402,57.68083266732521,54.54384394179402,146.20208166831304,138.35960985448506,-3.1369887255311895,3.1369887255311895,0.1454037407902904,0.10493685123702917
6.4,4.0,59.88098502500069,56.743976244333275,False,False,False,False,-57.68098502500069,-54.54397624433327,57.68098502500069,54.54397624433327,146.20246256250172,138.35994061083318,-3.137008780667415,3.137008780667415,0.1454037407902904,0.10493685123702917
7.2,0.2,3.531491925587209,3.2084836756448523,False,False,False,False,-1.3314919255872089,-1.008483675644852,1.3314919255872089,1.008483675644852,5.328729813968023,4.52120918911213,-0.3230082499423568,0.3230082499423568,0.1454037407902904,0.10493685123702917
7.2,0.39,3.5314922321019044,3.2084838730124896,False,False,False,False,-1.3314922321019043,-1.0084838730124894,1.3314922321019043,1.0084838730124894,5.328730580254761,4.521209682531224,-0.32300835908941483,0.32300835908941483,0.1454037407902904,0.10493685123702917
7.2,0.5800000000000001,3.531492538646794,3.208484070413222,False,False,False,False,-1.3314925386467937,-1.0084840704132216,1.3314925386467937,1.0084840704132216,5.328731346616984,4.521210176033055,-0.3230084682335721,0.3230084682335721,0.1454037407902904,0.10493685123702917
7.2,0.77,3.53149284512129,3.208484267753399,False,False,False,False,-1.3314928451212897,-1.0084842677533987,1.3314928451212897,1.0084842677533987,5.328732112803225,4.521210669383497,-0.323008577367891,0.323008577367891,0.1454037407902904,0.10493685123702917
7.2,0.96,3.5314931515720787,3.208484465073489,False,False,False,False,-1.3314931515720785,-1.0084844650734888,1.3314931515720785,1.0084844650734888,5.328732878930197,4.521211162683723,-0.3230086864985897,0.3230086864985897,0.1454037407902904,0.10493685123702917
7.2,1.15,3.5314934580778625,3.208484662438456,False,False,False,False,-1.3314934580778623,-1.0084846624384558,1.3314934580778623,1.0084846624384558,5.3287336451946565,4.52121165609614,-0.32300879563940654,0.32300879563940654,0.1454037407902904,0.10493685123702917
7.2,1.34,3.531493764552497,3.208484859776227,False,False,False,False,-1.331493764552497,-1.0084848597762268,1.331493764552497,1.0084848597762268,5.328734411381243,4.521212149440568,-0.3230089047762701,0.3230089047762701,0.1454037407902904,0.10493685123702917
7.2,1.53,3.5314940709985465,3.2084850570922994,False,False,False,False,-1.3314940709985463,-1.0084850570922992,1.3314940709985463,1.0084850570922992,5.328735177496366,4.521212642730748,-0.32300901390624714,0.32300901390624714,0.1454037407902904,0.10493685123702917
7.2,1.72,3.531494377482133,3.208485254438837,False,False,False,False,-1.3314943774821328,-1.008485254438837,1.3314943774821328,1.008485254438837,5.3287359437053325,4.521213136097093,-0.3230091230432959,0.3230091230432959,0.1454037407902904,0.10493685123702917
7.2,1.91,3.5314946839284524,3.2084854517531305,False,False,False,False,-1.3314946839284523,-1.0084854517531303,1.3314946839284523,1.0084854517531303,5.328736709821131,4.521213629382826,-0.32300923217532196,0.32300923217532196,0.1454037407902904,0.10493685123702917
7.2,2.1,3.531494990413385,3.2084856491007083,False,False,False,False,-1.3314949904133848,-1.0084856491007081,1.3314949904133848,1.0084856491007081,5.328737476033463,4.521214122751771,-0.32300934131267667,0.32300934131267667,0.1454037407902904,0.10493685123702917
7.2,2.29,3.531495296878132,3.208485846432072,False,False,False,False,-1.3314952968781317,-1.0084858464320718,1.3314952968781317,1.0084858464320718,5.32873824219533,4.52121461608018,-0.3230094504460599,0.3230094504460599,0.1454037407902904,0.10493685123702917
7.2,2.4800000000000004,3.531495603352937,3.2084860437712197,False,False,False,False,-1.3314956033529368,-1.0084860437712195,1.3314956033529368,1.0084860437712195,5.3287390083823425,4.5212151094280495,-0.3230095595817173,0.3230095595817173,0.1454037407902904,0.10493685123702917
7.2,2.6700000000000004,3.531495909825399,3.2084862411088806,False,False,False,False,-1.331495909825399,-1.0084862411088804,1.331495909825399,1.0084862411088804,5.3287397745634975,4.521215602772202,-0.3230096687165185,0.3230096687165185,0.1454037407902904,0.10493685123702917
7.2,2.8600000000000003,3.5314962163082035,3.2084864384550436,False,False,False,False,-1.3314962163082034,-1.0084864384550434,1.3314962163082034,1.0084864384550434,5.328740540770509,4.521216096137609,-0.32300977785316,0.32300977785316,0.1454037407902904,0.10493685123702917
7.2,3.0500000000000003,3.5314965227657336,3.2084866357793422,False,False,False,False,-1.3314965227657334,-1.008486635779342,1.3314965227657334,1.008486635779342,5.328741306914334,4.521216589448356,-0.3230098869863913,0.3230098869863913,0.1454037407902904,0.10493685123702917
7.2,3.24,3.531496829223196,3.2084868331035508,False,False,False,False,-1.331496829223196,-1.0084868331035506,1.331496829223196,1.0084868331035506,5.32874207305799,4.521217082758877,-0.3230099961196453,0.3230099961196453,0.1454037407902904,0.10493685123702917
7.2,3.43,3.5314971356979603,3.2084870304429707,False,False,False,False,-1.3314971356979601,-1.0084870304429705,1.3314971356979601,1.0084870304429705,5.3287428392449,4.521217576107427,-0.32301010525498963,0.32301010525498963,0.1454037407902904,0.10493685123702917
7.2,3.62,3.5314974421670904,3.208487227777221,False,False,False,False,-1.3314974421670902,-1.0084872277772208,1.3314974421670902,1.0084872277772208,5.328743605417726,4.521218069443052,-0.32301021438986943,0.32301021438986943,0.1454037407902904,0.10493685123702917
7.2,3.81,3.5314977486247794,3.2084874251019926,False,False,False,False,-1.3314977486247792,-1.0084874251019924,1.3314977486247792,1.0084874251019924,5.328744371561949,4.5212185627549815,-0.3230103235227868,0.3230103235227868,0.1454037407902904,0.10493685123702917
7.2,4.0,3.5314980550918915,3.2084876224345065,False,False,False,False,-1.3314980550918913,-1.0084876224345063,1.3314980550918913,1.0084876224345063,5.328745137729729,4.521219056086266,-0.32301043265738505,0.32301043265738505,0.1454037407902904,0.10493685123702917
8.0,0.2,2.3246521536048403,2.05459625920971,False,True,True,False,-0.12465215360484017,0.1454037407902904,0.12465215360484017,0.0,2.311630384012101,1.6364906480242747,-0.27005589439513056,0.27005589439513056,0.1454037407902904,0.10493685123702917
8.0,0.39,2.3246521508226894,2.0545962518101093,False,True,True,False,-0.12465215082268921,0.14540374818989088,0.12465215082268921,0.0,2.3116303770567237,1.6364906295252735,-0.2700558990125801,0.2700558990125801,0.1454037407902904,0.10493685123702917
8.0,0.5800000000000001,2.3246521482800184,2.054596244661584,False,True,True,False,-0.12465214828001825,0.1454037553384162,0.12465214828001825,0.0,2.3116303707000463,1.6364906116539601,-0.27005590361843446,0.27005590361843446,0.1454037407902904,0.10493685123702917
8.0,0.77,2.324652145266301,2.0545962371079343,False,True,True,False,-0.12465214526630097,0.1454037628920659,0.12465214526630097,0.0,2.311630363165753,1.6364905927698359,-0.2700559081583669,0.2700559081583669,0.1454037407902904,0.10493685123702917
8.0,0.96,2.324652142568826,2.054596229812258,False,True,True,False,-0.12465214256882584,0.14540377018774198,0.12465214256882584,0.0,2.3116303564220653,1.6364905745306457,-0.2700559127565678,0.2700559127565678,0.1454037407902904,0.10493685123702917
8.0,1.15,2.3246521394301163,2.0545962221497858,False,True,True,False,-0.1246521394301161,0.1454037778502144,0.1246521394301161,0.0,2.311630348575291,1.6364905553744646,-0.2700559172803305,0.2700559172803305,0.1454037407902904,0.10493685123702917
8.0,1.34,2.3246521367002617,2.0545962148194077,False,True,True,False,-0.12465213670026154,0.1454037851805925,0.12465213670026154,0.0,2.3116303417506545,1.6364905370485194,-0.27005592188085403,0.27005592188085403,0.1454037407902904,0.10493685123702917
