section,sigma_scale_mu_expected,sigma_scale_mu_min,sigma_scale_mu_max,max_abs_raw_vs_mu1,max_abs_raw_vs_mu2,max_abs_raw_vs_mu3,max_abs_guv_mu1_sq_vs_raw,max_abs_guv_mu2_sq_vs_raw,max_abs_guv_mu3_sq_vs_raw,max_abs_center2_vs_raw2,mean_abs_center2_vs_raw2,max_rel_center2_vs_raw2,mean_rel_center2_vs_raw2,p95_rel_center2_vs_raw2,nwin2_min,nwin2_max,sigma_mc2_min,sigma_mc2_max,ref_D,ref_eta,y2_raw_ref_interp,g_uv_mu2_ref_interp,abs_guv_mu2_sq_minus_y2_raw_ref,nearest_detail_D,nearest_detail_y2_raw,nearest_detail_y2_center,nearest_detail_center2_vs_raw2_rel,nearest_detail_nwin2,nearest_detail_sigma_mc2
exact_mu_flavor_identity,1.0,1.0,1.0,0.0,0.0,0.0,9.486769009248164e-17,9.871660780480518e-17,8.473039977974217e-17,,,,,,,,,,,,,,,,,,,,
center_mode_candidate_check,,,,,,,,,,0.0043755288274217,0.0005729254687268874,1.1558342535560644,0.8613916868410423,1.1431925971994563,2.0,3.0,0.2018245466795458,0.3730315502889945,,,,,,,,,,,
reference_overlap_target,,,,,,,,,,,,,,,,,,,9.6,1.0,0.00016598138027792002,0.012883376121107386,0.0,10.0,0.0001414235473956,0.0002267138297992,0.6030840264883186,2.0,0.3061919111864668
