D,eta,C_uv_ee,C_uv_mumu,C_uv_tautau,C_match_ee,C_match_mumu,C_match_tautau,C_ir_ee,C_ir_mumu,C_ir_tautau,R_e_over_mu_uv,R_e_over_mu_match,R_e_over_mu_ir,R_tau_over_mu_uv,R_tau_over_mu_match,R_tau_over_mu_ir,abs_delta_R_e_uv_to_ir,abs_delta_R_tau_uv_to_ir,abs_delta_R_tau_match_to_ir
7.2,1.53,7.600608727404467e-05,0.0001209654243975,1.756794575258709e-05,7.601142891947213e-05,0.0001209739257483,1.7569180413394728e-05,7.639671088820074e-05,0.000121587110804,1.765823397435057e-05,0.39479736473424976,0.3947973647338429,0.394797364733955,0.021092082265029566,0.021092082265007823,0.02109208226501381,2.9476421303797906e-13,1.5754758608821362e-14,5.988265439071938e-15
8.0,1.53,6.313931741925957e-05,8.59108246442703e-05,1.3492970193872364e-05,6.314436328916289e-05,8.591769033211997e-05,1.349404850410742e-05,6.345019698312936e-05,8.633382446100507e-05,1.3559405639496929e-05,0.5401370765834311,0.5401370765834311,0.5401370765834311,0.024667171111392626,0.024667171111392626,0.024667171111392643,0.0,1.734723475976807e-17,1.734723475976807e-17
8.8,1.53,2.2146857972329627e-05,5.8482307540217285e-05,7.0477502321363354e-06,2.2147784095041313e-05,5.848475311481357e-05,7.048044950311005e-06,2.2270399312083533e-05,5.880853813394057e-05,7.087064545120004e-06,0.14340861466595975,0.14340861466595975,0.14340861466595975,0.014522855243588408,0.014522855243588408,0.014522855243588408,0.0,0.0,0.0
9.6,1.53,1.097514713937607e-05,4.35798382909594e-05,3.956029595148473e-06,1.0975566112721868e-05,4.358150193978581e-05,3.956180615534306e-06,1.1036307718600566e-05,4.3822693181061265e-05,3.978075136624675e-06,0.06342339327636219,0.06342339327636219,0.06342339327636219,0.008240391301467571,0.008240391301467571,0.008240391301467571,0.0,0.0,0.0
10.4,1.53,7.422066698272933e-06,2.996797587290715e-05,2.109988139363075e-06,7.422412275809215e-06,2.9969371206537328e-05,2.1100863821480604e-06,7.461956563059186e-06,3.0129038627269913e-05,2.1213282613265946e-06,0.06133874483734405,0.061338744837344035,0.061338744837344035,0.004957300063061531,0.004957300063061531,0.004957300063061531,1.3877787807814457e-17,0.0,0.0
11.2,1.53,4.55850826933179e-06,1.6473387521730898e-05,7.956065666794266e-07,4.558752439879076e-06,1.6474269897238228e-05,7.956491823070249e-07,4.5821405285562755e-06,1.655878900423737e-05,7.997311573379463e-07,0.07657370556737694,0.07657370556737697,0.07657370556737697,0.0023325496033853492,0.00233254960338535,0.00233254960338535,2.7755575615628914e-17,8.673617379884035e-19,0.0
12.0,1.53,2.510495040651734e-06,8.24875566999673e-06,4.85995059390614e-07,2.5106389290246218e-06,8.249228445291038e-06,4.860229140715413e-07,2.5230612596816767e-06,8.290044606559118e-06,4.884276952910566e-07,0.09262790803335341,0.09262790803335341,0.09262790803335341,0.0034712574811325177,0.0034712574811325177,0.0034712574811325185,0.0,8.673617379884035e-19,8.673617379884035e-19
12.8,1.53,6.987852418857462e-07,2.0494063235063287e-06,2.0546643992315397e-07,6.988059723079785e-07,2.0494671219546435e-06,2.05472535366788e-07,7.028438797442182e-07,2.061309548693982e-06,2.0665981640240986e-07,0.1162602639722175,0.11626026397221748,0.11626026397221748,0.010051378985971145,0.010051378985971148,0.010051378985971145,2.7755575615628914e-17,0.0,3.469446951953614e-18
13.6,1.53,2.232610521873227e-07,5.624688831972289e-07,8.96475643025798e-08,2.2326734052791066e-07,5.624847256196892e-07,8.965008930374635e-08,2.245670899438108e-07,5.657592269052255e-07,9.017198673367237e-08,0.15755381780131317,0.15755381780131317,0.1575538178013132,0.025402706230244956,0.025402706230244963,0.025402706230244956,2.7755575615628914e-17,0.0,6.938893903907228e-18
14.4,1.53,1.1132123591249421e-07,2.7938770589495537e-07,4.0786208122710615e-08,1.113248104493193e-07,2.793966770641579e-07,4.078751777222802e-08,1.1195262116202225e-07,2.809723206807651e-07,4.101753694314432e-08,0.1587601334926385,0.15876013349263843,0.1587601334926385,0.021311404820408428,0.021311404820408414,0.021311404820408428,0.0,0.0,1.3877787807814457e-17
15.2,1.53,4.969943543930483e-08,1.4682169477065804e-07,1.1758004737706234e-08,4.970137015588171e-08,1.4682741029567776e-07,1.1758462457325705e-08,4.9973139691493824e-08,1.4763026979403836e-07,1.1822758308154712e-08,0.11458359531697775,0.11458359531697775,0.11458359531697775,0.006413377384342026,0.006413377384342026,0.006413377384342026,0.0,0.0,0.0
16.0,1.53,2.0165899259331026e-08,5.5927459253405185e-08,5.235984898689021e-09,2.0166789839885313e-08,5.5929929160996286e-08,5.236216133918026e-09,2.027375585437672e-08,5.622658528032104e-08,5.2639893777167535e-09,0.13001246918628873,0.13001246918628867,0.13001246918628873,0.008764892430866962,0.008764892430866958,0.008764892430866963,0.0,1.734723475976807e-18,5.204170427930421e-18
16.8,1.53,9.372829740091242e-09,2.4970186065191604e-08,2.229373390522328e-09,9.37327487785059e-09,2.49713719581379e-08,2.2294792687152887e-09,9.421515352482864e-09,2.5099889562836152e-08,2.240953501521561e-09,0.14089575189876238,0.14089575189876233,0.1408957518987623,0.007971169961774202,0.007971169961774199,0.007971169961774199,8.326672684688674e-17,3.469446951953614e-18,0.0
17.6,1.53,3.484410888318046e-09,7.139226485334225e-09,8.222198924376402e-10,3.484526560191978e-09,7.1394634860016125e-09,8.222471876444314e-10,3.5041462588015162e-09,7.179662382296273e-09,8.26876867380101e-10,0.23820803403493518,0.23820803403493515,0.2382080340349353,0.013263973327376865,0.013263973327376862,0.013263973327376862,1.1102230246251565e-16,3.469446951953614e-18,0.0
18.4,1.53,1.794980359023228e-09,1.996930012438708e-09,3.8732741948561017e-10,1.7950266888233063e-09,1.9969815547120153e-09,3.87337416699128e-10,1.8055643572322854e-09,2.008704795137036e-09,3.8961127328576285e-10,0.8079671677376633,0.8079671677376635,0.8079671677376626,0.03762103995312789,0.03762103995312788,0.03762103995312787,6.661338147750939e-16,2.0816681711721685e-17,6.938893903907228e-18
19.200000000000003,1.53,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,,1.0,1.0,,1.0,1.0,,,0.0
20.0,1.53,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0055641423643003e-30,1.0055641423643003e-30,1.0055641423643003e-30,,1.0,1.0,,1.0,1.0,,,0.0
4.0,1.72,0.0001754696763436,0.0015062102895496,0.0003305811503498,0.000175474127488,0.0015062484976293,0.0003305895362113,0.0001760243424728,0.0015109714759173,0.0003316261295784,0.013571658710107602,0.013571658710119608,0.013571658710119252,0.048170921340862004,0.04817092134085004,0.04817092134086565,1.1650402864660236e-14,3.642919299551295e-15,1.5605572389887357e-14
4.8,1.72,0.000196694039169,0.0015690153031258,0.0001515455617644,0.0001966994193992,0.0015690582208651,0.000151549707035,0.0001974659482813,0.0015751727709113,0.0001521402894976,0.015715494056455885,0.01571549405645825,0.01571549405645974,0.009328935384689761,0.009328935384697225,0.009328935384688536,3.854555563620465e-15,1.2247147740396258e-15,8.689229891167827e-15
5.6,1.72,0.0001572030581215,0.0013021505570288,5.951635142517858e-05,0.0001572106368334,0.0013022133333132,5.9519220690473936e-05,0.000157923564506,0.0013081186838645,5.978913181311771e-05,0.014574698463734867,0.014574698463740132,0.014574698463747688,0.002089056552450126,0.002089056552450077,0.002089056552450014,1.2821341210944581e-14,1.1232334506949826e-16,6.331740687315346e-17
6.4,1.72,0.0001040351322255,0.0006722726984645,2.722614820498002e-05,0.0001040419773401,0.000672316931442,2.7227939581611057e-05,0.0001045563933511,0.0006756410762037,2.736256301365281e-05,0.023947991638414854,0.023947991638415198,0.02394799163843438,0.0016401420356052334,0.0016401420356053683,0.001640142035605084,1.952604744559494e-14,1.494030593685025e-16,2.8427780962569926e-16
7.2,1.72,7.600611083566206e-05,0.0001209654129318,1.7567941492032634e-05,7.60114524822701e-05,0.000120973914281,1.756917615243098e-05,7.639673457043236e-05,0.0001215870992786,1.7658229691789117e-05,0.3947976843475953,0.3947976843474349,0.39479768434738616,0.021092076033006207,0.02109207603299762,0.021092076032995025,2.091660178393795e-13,1.1182027526146499e-14,2.5951463200613034e-15
8.0,1.72,6.313931918440703e-05,8.591082371023913e-05,1.3492969877840782e-05,6.314436505440988e-05,8.591768939795765e-05,1.3494048188041709e-05,6.345019875692617e-05,8.633382352231822e-05,1.355940532190038e-05,0.5401371185288492,0.5401371185288489,0.5401371185288492,0.02466717049225442,0.024667170492254427,0.02466717049225442,0.0,0.0,6.938893903907228e-18
8.8,1.72,2.2146858031798164e-05,5.848230747383244e-05,7.047750213527136e-06,2.214778415451156e-05,5.84847530484239e-05,7.04804493170078e-06,2.2270399371883022e-05,5.8808538067183355e-05,7.087064526406749e-06,0.14340861576169267,0.14340861576169267,0.14340861576169267,0.014522855199865365,0.014522855199865365,0.014522855199865365,0.0,0.0,0.0
9.6,1.72,1.0975147126460696e-05,4.3579838326135254e-05,3.9560295976674344e-06,1.097556609980621e-05,4.358150197496383e-05,3.956180618053439e-06,1.1036307705613428e-05,4.382269321643397e-05,3.978075139157749e-06,0.06342339302470545,0.06342339302470548,0.06342339302470545,0.008240391298658929,0.008240391298658934,0.008240391298658929,0.0,0.0,5.204170427930421e-18
10.4,1.72,7.422066713765913e-06,2.9967975834253863e-05,2.1099881392735357e-06,7.422412291302626e-06,2.996937116788107e-05,2.1100863820584345e-06,7.461956578635142e-06,3.012903858840771e-05,2.121328261236491e-06,0.061338745251655495,0.06133874525165548,0.061338745251655495,0.004957300075428844,0.0049573000754288415,0.0049573000754288415,0.0,2.6020852139652106e-18,0.0
11.2,1.72,4.558508463204259e-06,1.6473386745956647e-05,7.956065592201136e-07,4.558752633756879e-06,1.6474269121404176e-05,7.956491748464311e-07,4.582140723428744e-06,1.6558788224423e-05,7.997311498390768e-07,0.07657371929281384,0.07657371929281384,0.07657371929281384,0.0023325497793386537,0.0023325497793386537,0.0023325497793386537,0.0,0.0,0.0
12.0,1.72,2.510495903196621e-06,8.248754468793814e-06,4.859948668798594e-07,2.510639791607218e-06,8.249227243980747e-06,4.860227215474831e-07,2.5230621265322256e-06,8.290043399304892e-06,4.88427501814413e-07,0.09262799866015164,0.0926279986601516,0.09262799866015164,0.0034712557420715487,0.0034712557420715487,0.0034712557420715495,0.0,8.673617379884035e-19,8.673617379884035e-19
12.8,1.72,6.987844758669166e-07,2.0494078504462116e-06,2.054667875495249e-07,6.988052062706303e-07,2.049468648952162e-06,2.054728830047085e-07,7.028431092804798e-07,2.061311084514943e-06,2.0666016604908505e-07,0.11625983583766233,0.11625983583766229,0.11625983583766229,0.010051398019746104,0.010051398019746102,0.010051398019746104,4.163336342344337e-17,0.0,1.734723475976807e-18
13.6,1.72,2.2326097685107763e-07,5.624671636841482e-07,8.964892113695144e-08,2.2326726517900307e-07,5.624830060316217e-07,8.965144617210189e-08,2.2456701415626003e-07,5.65757497306587e-07,9.01733515010285e-08,0.15755467478618582,0.15755467478618576,0.15755467478618582,0.02540363050814605,0.02540363050814605,0.02540363050814604,0.0,1.0408340855860843e-17,1.0408340855860843e-17
14.4,1.72,1.1131778408205825e-07,2.793856995637378e-07,4.0790434728958383e-08,1.113213584917218e-07,2.793946706275495e-07,4.0791744508211334e-08,1.1194914973728216e-07,2.809703029289576e-07,4.1021787515594265e-08,0.1587525680803224,0.15875256808032237,0.15875256808032248,0.021316128127919314,0.021316128127919307,0.021316128127919314,8.326672684688674e-17,0.0,6.938893903907228e-18
15.2,1.72,4.969935956280208e-08,1.468265967665568e-07,1.1755841992615058e-08,4.9701294312563744e-08,1.4683231258916697e-07,1.1756299636590625e-08,4.997306343346086e-08,1.476351988935094e-07,1.1820583661009517e-08,0.11457559455389059,0.11457559455389059,0.11457559455389059,0.006410590199249074,0.006410590199249076,0.006410590199249076,0.0,2.6020852139652106e-18,0.0
16.0,1.72,2.0163442579738157e-08,5.5954599010270144e-08,5.232202680327354e-09,2.0164333176546556e-08,5.5957070462607546e-08,5.232433780894113e-09,2.02712861607298e-08,5.6253870541227994e-08,5.260186962837106e-09,0.12985473493427946,0.12985473493427946,0.12985473493427946,0.008743746184572835,0.008743746184572838,0.008743746184572833,0.0,1.734723475976807e-18,5.204170427930421e-18
16.8,1.72,9.348980993281208e-09,2.4831743321905122e-08,2.273859515241143e-09,9.349424233809758e-09,2.4832920609038628e-08,2.2739673202194727e-09,9.397541958773021e-09,2.4960725660346412e-08,2.2856705151278916e-09,0.1417470838103463,0.14174708381034637,0.14174708381034637,0.008385188651438997,0.008385188651439002,0.008385188651439002,5.551115123125783e-17,5.204170427930421e-18,0.0
17.6,1.72,3.227814287789553e-09,7.558267951327627e-09,8.704806150528686e-10,3.227922891120877e-09,7.558522257494391e-09,8.705099033223345e-10,3.2460977774833814e-09,7.601080672838294e-09,8.754113272732717e-10,0.1823780260579973,0.1823780260579973,0.18237802605799738,0.013263973327376869,0.013263973327376858,0.013263973327376869,8.326672684688674e-17,0.0,1.0408340855860843e-17
18.4,1.72,1.794980359023228e-09,1.996930012438708e-09,3.8732741948561017e-10,1.7950266888233063e-09,1.9969815547120153e-09,3.87337416699128e-10,1.8055643572322854e-09,2.008704795137036e-09,3.8961127328576285e-10,0.8079671677376633,0.8079671677376635,0.8079671677376626,0.03762103995312789,0.03762103995312788,0.03762103995312787,6.661338147750939e-16,2.0816681711721685e-17,6.938893903907228e-18
19.200000000000003,1.72,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,,1.0,1.0,,1.0,1.0,,,0.0
20.0,1.72,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0055641423643003e-30,1.0055641423643003e-30,1.0055641423643003e-30,,1.0,1.0,,1.0,1.0,,,0.0
4.0,1.91,0.0001770686030823,0.0015097107933558,0.0003290126686551,0.0001770730989625,0.0015097491258374,0.0003290210224883,0.0001776283276669,0.0015144830806614,0.0003300526976388,0.01375610880588826,0.013756108805877349,0.013756108805884898,0.04749388777589053,0.047493887775905935,0.047493887775907774,3.361894096443052e-15,1.7243151351209463e-14,1.8388068845354155e-15
4.8,1.91,0.0001968291957807,0.0015691007594232,0.0001514857282469,0.0001968345797432,0.001569143679781,0.000151489871908,0.0001976016353391,0.0015752585628568,0.0001520802211958,0.01573538490926454,0.015735384909278713,0.015735384909272947,0.009320554987335099,0.00932055498734458,0.009320554987339054,8.406469964583607e-15,3.95516952522712e-15,5.5250942709861306e-15
5.6,1.91,0.0001572108115498,0.0013021457183771,5.951445574389357e-05,0.0001572183905851,0.001302208494011,5.951732489873333e-05,0.0001579313534198,0.0013081138226168,5.978722742423367e-05,0.014576244506930406,0.014576244506932446,0.01457624450692968,0.002088939000182833,0.002088939000183071,0.002088939000182877,7.268491364342822e-16,4.380176776841438e-17,1.942890293094024e-16
6.4,1.91,0.0001040355222931,0.0006722721885536,2.722607492848957e-05,0.0001040423674267,0.0006723164214548,2.722786629856776e-05,0.0001045567853664,0.0006756405636949,2.7362489368275273e-05,0.023948207548008405,0.023948207547986045,0.023948207548005227,0.0016401356951024823,0.0016401356951025897,0.0016401356951026161,3.1780134079895106e-15,1.3379054808471125e-16,2.6454533008646308e-17
7.2,1.91,7.600613439744054e-05,0.0001209654014658,1.7567937231564875e-05,7.601147604522917e-05,0.0001209739028134,1.7569171891553936e-05,7.639675825282588e-05,0.0001215870877529,1.7658225409314806e-05,0.39479800396476256,0.3947980039648481,0.39479800396462905,0.021092069801295386,0.02109206980129995,0.021092069801288246,1.3350431871117507e-13,7.140121827120538e-15,1.1705914015891494e-14
8.0,1.91,6.313932095074384e-05,8.591082277430941e-05,1.3492969562109996e-05,6.314436682084627e-05,8.591768846189655e-05,1.3494047872276804e-05,6.345020053191812e-05,8.633382258172341e-05,1.35594050046061e-05,0.5401371605184917,0.5401371605184917,0.5401371605184915,0.024667169875306243,0.024667169875306254,0.024667169875306254,2.220446049250313e-16,1.0408340855860843e-17,0.0
8.8,1.91,2.2146858093062132e-05,5.848230740181678e-05,7.047750195432859e-06,2.2147784215777264e-05,5.848475297640304e-05,7.048044913605483e-06,2.2270399433487908e-05,5.8808537994763766e-05,7.087064508211272e-06,0.14340861690829315,0.14340861690829318,0.14340861690829323,0.01452285516106105,0.01452285516106105,0.01452285516106105,8.326672684688674e-17,0.0,0.0
9.6,1.91,1.097514714288164e-05,4.3579838312784185e-05,3.956029585909805e-06,1.0975566116227671e-05,4.358150196161183e-05,3.956180606295321e-06,1.1036307722125771e-05,4.382269320300807e-05,3.978075127334559e-06,0.06342339325335343,0.0634233932533534,0.0634233932533534,0.008240391254725789,0.008240391254725789,0.008240391254725785,2.7755575615628914e-17,3.469446951953614e-18,3.469446951953614e-18
10.4,1.91,7.422066627137991e-06,2.9967976066891604e-05,2.109988157761444e-06,7.422412204672163e-06,2.996937140053567e-05,2.1100864005476277e-06,7.461956491543138e-06,3.0129038822301818e-05,2.121328279824189e-06,0.06133874286747381,0.06133874286747381,0.06133874286747381,0.004957300085335641,0.004957300085335641,0.004957300085335641,0.0,0.0,0.0
11.2,1.91,4.558508325247046e-06,1.647338704653586e-05,7.956065947750324e-07,4.5587524957943784e-06,1.6474269422007086e-05,7.956492104036212e-07,4.582140584758445e-06,1.6558788526568113e-05,7.997311855786886e-07,0.07657371186362796,0.07657371186362796,0.07657371186362796,0.002332549902696575,0.0023325499026965743,0.002332549902696575,0.0,0.0,8.673617379884035e-19
12.0,1.91,2.510496352409041e-06,8.248753478481527e-06,4.859947199334832e-07,2.5106402408384195e-06,8.249226253588812e-06,4.860225745913362e-07,2.5230625779861667e-06,8.29004240401262e-06,4.884273541311453e-07,0.09262805404980494,0.09262805404980494,0.09262805404980494,0.0034712544764099163,0.0034712544764099163,0.003471254476409917,0.0,8.673617379884035e-19,8.673617379884035e-19
12.8,1.91,6.987855075059003e-07,2.049404607100038e-06,2.054666360767926e-07,6.988062379294247e-07,2.049465405478112e-06,2.0547273152430866e-07,7.028441469005036e-07,2.061307822299142e-06,2.0666001369338667e-07,0.11626054709680907,0.11626054709680907,0.11626054709680907,0.010051415013969962,0.010051415013969962,0.010051415013969962,0.0,0.0,0.0
13.6,1.91,2.232639218051859e-07,5.624585271907594e-07,8.964888708497929e-08,2.2327021018573369e-07,5.624743692185832e-07,8.96514121069941e-08,2.2456997630732875e-07,5.657488102143958e-07,9.017331723761092e-08,0.15756366994284646,0.15756366994284648,0.15756366994284654,0.025404391355389144,0.025404391355389133,0.025404391355389144,8.326672684688674e-17,0.0,1.0408340855860843e-17
14.4,1.91,1.1132089718854055e-07,2.7939621165334673e-07,4.0783534930404184e-08,1.1132447175244897e-07,2.794051831909426e-07,4.0784844507992056e-08,1.1195228055508781e-07,2.809808747774273e-07,4.1014848603168117e-08,0.1587495011790884,0.15874950117908831,0.15874950117908837,0.021307313954352026,0.021307313954352015,0.021307313954352033,2.7755575615628914e-17,6.938893903907228e-18,1.734723475976807e-17
15.2,1.91,4.9699298783675594e-08,1.468305233974076e-07,1.1754109575495389e-08,4.9701233560011976e-08,1.468362394583799e-07,1.1754567158874196e-08,4.997300234871116e-08,1.476391472350362e-07,1.1818841710019757e-08,0.11456918631380833,0.11456918631380833,0.11456918631380836,0.006408358160024902,0.006408358160024899,0.006408358160024903,2.7755575615628914e-17,1.734723475976807e-18,4.336808689942018e-18
16.0,1.91,2.0161477666986808e-08,5.597630605521305e-08,5.229177569071968e-09,2.0162368276792725e-08,5.5978778743370894e-08,5.2294085619037845e-09,2.0269310839015053e-08,5.6275693964177735e-08,5.257145697881062e-09,0.12972875411711562,0.12972875411711562,0.12972875411711565,0.008726866015410744,0.008726866015410747,0.008726866015410744,2.7755575615628914e-17,0.0,3.469446951953614e-18
16.8,1.91,9.280470634419696e-09,2.5161429443196977e-08,2.2464478687390972e-09,9.280912223298342e-09,2.5162626689312033e-08,2.246554760558959e-09,9.328677344508044e-09,2.529212860516383e-08,2.2581168740517428e-09,0.13604086399651988,0.13604086399651988,0.13604086399651988,0.007971169961774204,0.007971169961774199,0.007971169961774202,0.0,1.734723475976807e-18,3.469446951953614e-18
17.6,1.91,3.257802899060014e-09,7.509294303181091e-09,8.648403530729402e-10,3.2579122909868054e-09,7.509546453540741e-09,8.648693930595571e-10,3.276256033283304e-09,7.551829109611146e-09,8.697390580012148e-10,0.1882137552868622,0.1882137552868622,0.18821375528686218,0.01326397332737685,0.01326397332737685,0.01326397332737685,2.7755575615628914e-17,0.0,0.0
18.4,1.91,1.794980359023228e-09,1.996930012438708e-09,3.8732741948561017e-10,1.7950266888233063e-09,1.9969815547120153e-09,3.87337416699128e-10,1.8055643572322854e-09,2.008704795137036e-09,3.8961127328576285e-10,0.8079671677376633,0.8079671677376635,0.8079671677376626,0.03762103995312789,0.03762103995312788,0.03762103995312787,6.661338147750939e-16,2.0816681711721685e-17,6.938893903907228e-18
19.200000000000003,1.91,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,,1.0,1.0,,1.0,1.0,,,0.0
20.0,1.91,0.0,0.0,0.0,9.999999999999999e-31,9.999999999999999e-31,9.999999999999999e-31,1.0055641423643003e-30,1.0055641423643003e-30,1.0055641423643003e-30,,1.0,1.0,,1.0,1.0,,,0.0
4.0,2.1,0.0001786700488964,0.0015131477053595,0.0003274553896409,0.0001786745895521,0.0015131861599451,0.0003274637114731,0.0001792348398749,0.0015179308919002,0.0003284905035342,0.013942506811668212,0.013942506811674797,0.013942506811670018,0.04683188500787149,0.04683188500786898,0.04683188500787576,1.805847138491856e-15,4.2674197509029455e-15,6.779299344117362e-15
4.8,2.1,0.0001969643626868,0.001569185900147,0.0001514259355,0.000196969750381,0.0015692288231083,0.000151430077552,0.0001977373327309,0.0015753440379838,0.0001520201938239,0.01575529415724989,0.01575529415725559,0.015755294157257505,0.009312188027976164,0.009312188027978261,0.009312188027978776,7.615436059538183e-15,2.6124935548210715e-15,5.152128723651117e-16
5.6,2.1,0.0001572185649085,0.0013021408786046,5.951256017945483e-05,0.0001572261442672,0.001302203653588,5.9515429223844e-05,0.0001579391422638,0.0013081089602431,5.978532315273083e-05,0.014577790655800638,0.014577790655799863,0.014577790655810727,0.0020888214621475882,0.0020888214621478207,0.0020888214621478714,1.008915173628111e-14,2.8319360745321376e-16,5.074066167232161e-17
6.4,2.1,0.0001040359123596,0.0006722716786411,2.722600165242684e-05,0.0001040427575123,0.000672315911466,2.7227793015952224e-05,0.0001045571773807,0.0006756400511846,2.736241572332761e-05,0.023948423458510358,0.02394842345851137,0.023948423458525176,0.001640129354661708,0.0016401293546617882,0.0016401293546616023,1.4818007931793886e-14,1.0560129160008813e-16,1.8583225236401546e-16
7.2,2.1,7.600615795903163e-05,0.0001209653900002,1.7567932971004495e-05,7.601149960800085e-05,0.0001209738913462,1.756916763058427e-05,7.639678193503105e-05,0.0001215870762275,1.7658221126747405e-05,0.394798323577562,0.394798323577894,0.3947983235781671,0.02109206356922241,0.021092063569240146,0.02109206356925473,6.050715484207103e-13,3.232136780439987e-14,1.4585554986012994e-14
8.0,2.1,6.313932271671021e-05,8.591082183901177e-05,1.3492969246333974e-05,6.31443685869122e-05,8.59176875264676e-05,1.3494047556466662e-05,6.345020230653783e-05,8.63338216417638e-05,1.355940468726636e-05,0.5401372024938509,0.5401372024938509,0.5401372024938509,0.024667169257829698,0.024667169257829705,0.024667169257829698,0.0,0.0,6.938893903907228e-18
8.8,2.1,2.2146858152989757e-05,5.8482307325780445e-05,7.04775018007721e-06,2.214778427570654e-05,5.848475290036128e-05,7.04804489824892e-06,2.2270399493748963e-05,5.880853791830102e-05,7.087064492769692e-06,0.14340861805730581,0.1434086180573058,0.1434086180573058,0.01452285513554027,0.014522855135540266,0.01452285513554027,2.7755575615628914e-17,0.0,3.469446951953614e-18
9.6,2.1,1.0975147144544976e-05,4.3579838283542114e-05,3.956029593335701e-06,1.0975566117890915e-05,4.3581501932368026e-05,3.9561806137214444e-06,1.103630772379822e-05,4.382269317360242e-05,3.978075134801781e-06,0.06342339335769186,0.06342339335769183,0.06342339335769186,0.008240391296720606,0.008240391296720606,0.00824039129672061,0.0,3.469446951953614e-18,3.469446951953614e-18
10.4,2.1,7.422066645988048e-06,2.9967976016569573e-05,2.109988155945185e-06,7.422412223522753e-06,2.9969371350209898e-05,2.110086398731186e-06,7.461956510494158e-06,3.0129038771707926e-05,2.12132827799807e-06,0.061338743385040945,0.061338743385040945,0.061338743385040945,0.0049573000934497735,0.0049573000934497735,0.0049573000934497735,0.0,0.0,0.0
11.2,2.1,4.558508211110759e-06,1.6473387288594874e-05,7.956066236967553e-07,4.5587523816537e-06,1.6474269664085287e-05,7.956492393271937e-07,4.5821404700321815e-06,1.6558788769888268e-05,7.997312146506497e-07,0.0765737057787715,0.0765737057787715,0.07657370577877146,0.0023325500037325855,0.0023325500037325855,0.002332550003732585,4.163336342344337e-17,4.336808689942018e-19,4.336808689942018e-19
12.0,2.1,2.510495772666222e-06,8.248755203639351e-06,4.859947408958648e-07,2.5106396610756154e-06,8.249227978889026e-06,4.860225955574828e-07,2.523061995354768e-06,8.290044137849407e-06,4.884273752010299e-07,0.09262797252433116,0.09262797252433114,0.0926279725243311,0.003471253323893379,0.003471253323893378,0.003471253323893379,6.938893903907228e-17,0.0,8.673617379884035e-19
12.8,2.1,6.987848556003396e-07,2.0494060116657032e-06,2.0546690291538926e-07,6.988055860085656e-07,2.0494668100972984e-06,2.0547299837200977e-07,7.028434912126531e-07,2.061309235034633e-06,2.0666028208301266e-07,0.11626017081655668,0.11626017081655664,0.11626017081655664,0.010051427343884737,0.010051427343884733,0.010051427343884733,4.163336342344337e-17,3.469446951953614e-18,0.0
13.6,2.1,2.23260995022148e-07,5.624660370309668e-07,8.964903371074366e-08,2.232672833473826e-07,5.624818793386387e-07,8.965155874777884e-08,2.245670324304066e-07,5.657563640545679e-07,9.017346473206405e-08,0.15755533161638535,0.15755533161638535,0.15755533161638532,0.02540379607814058,0.02540379607814058,0.02540379607814058,2.7755575615628914e-17,0.0,0.0
14.4,2.1,1.113204398240118e-07,2.79399669298023e-07,4.0782647305892726e-08,1.113240143887483e-07,2.79408640985584e-07,4.078395686066227e-08,1.1195182061210737e-07,2.809843520721291e-07,4.1013955949995514e-08,0.15874426765225239,0.15874426765225244,0.15874426765225236,0.021305859146449124,0.021305859146449117,0.021305859146449117,2.7755575615628914e-17,6.938893903907228e-18,0.0
15.2,2.1,4.970030974615742e-08,1.4683687333572945e-07,1.1752941512646325e-08,4.97022445855494e-08,1.4684258971392056e-07,1.1753399056157149e-08,4.9974018902585934e-08,1.476455322140864e-07,1.1817667220059621e-08,0.11456393815571714,0.11456393815571714,0.11456393815571721,0.006406530429258388,0.006406530429258388,0.00640653042925839,6.938893903907228e-17,1.734723475976807e-18,1.734723475976807e-18
16.0,2.1,2.0159870295921887e-08,5.5994063218182355e-08,5.226702916547713e-09,2.0160760916358168e-08,5.5996536917481034e-08,5.2269338212293165e-09,2.0267694953032257e-08,5.6293546328841955e-08,5.254657831015021e-09,0.12962581521688935,0.12962581521688935,0.12962581521688935,0.008713079262631795,0.008713079262631795,0.008713079262631795,0.0,0.0,0.0
