D,eta,mu_mumu_release_bridge,mu_mumu_direct_y2,chi2_release_bridge,chi2_direct_y2,accept_release,accept_direct_y2,acceptance_gain,acceptance_loss,crossing_type,s_cross,y2_cross_over_release,amp_cross_over_release,abs_mu_cross_validation_error
5.6,1.91,57.99843945609505,57.18164440799283,20021.145930407853,19447.449080373484,False,False,False,False,none,,,,
5.6,2.1,58.001436079802886,57.18455123336754,20023.266039350074,19449.4759769263,False,False,False,False,none,,,,
5.6,2.29,58.004432640766765,57.18745799084276,20025.386216144387,19451.502931750285,False,False,False,False,none,,,,
5.6,2.4800000000000004,58.007429138968696,57.19036468040072,20027.50646077101,19453.52994482565,False,False,False,False,none,,,,
5.6,2.6700000000000004,58.010425574363595,57.19327130199747,20029.626773190997,19455.55701611434,False,False,False,False,none,,,,
5.6,2.8600000000000003,58.01342194694861,57.19617785563032,20031.747153395256,19457.58414560707,False,False,False,False,none,,,,
5.6,3.0500000000000003,58.016418256691786,57.19908434126797,20033.86760135414,19459.611333274595,False,False,False,False,none,,,,
5.6,3.24,58.01941450356331,57.20199075888142,20035.988117039473,19461.6385790893,False,False,False,False,none,,,,
5.6,3.43,58.02241068754314,57.204897108451014,20038.10870043,19463.665883030026,False,False,False,False,none,,,,
5.6,3.62,58.02540680860487,57.207803389951096,20040.22935149997,19465.69324507148,False,False,False,False,none,,,,
5.6,3.81,58.02840286672944,57.21070960336299,20042.35007022882,19467.72066519321,False,False,False,False,none,,,,
5.6,4.0,58.03139886189962,57.21361574867004,20044.470856597283,19469.74814337617,False,False,False,False,none,,,,
6.4,0.2,59.87793765425128,56.74132997822468,21372.93245184063,19141.642523492184,False,False,False,False,none,,,,
6.4,0.39,59.87809003339392,56.7414623020532,21373.04383721079,19141.73406080985,False,False,False,False,none,,,,
6.4,0.5800000000000001,59.878242411952584,56.74159462527837,21373.155222444308,19141.825597928997,False,False,False,False,none,,,,
6.4,0.77,59.878394789109905,56.7417269471222,21373.26660694373,19141.917134311443,False,False,False,False,none,,,,
6.4,0.96,59.87854716495072,56.74185926767762,21373.37799077104,19142.008670021467,False,False,False,False,none,,,,
6.4,1.15,59.878699539754265,56.7419915871971,21373.48937413035,19142.100205233713,False,False,False,False,none,,,,
6.4,1.34,59.87885191355776,56.742123905713214,21373.60075704886,19142.19173997071,False,False,False,False,none,,,,
6.4,1.53,59.87900428607789,56.74225622296802,21373.712139319472,19142.28327405401,False,False,False,False,none,,,,
6.4,1.72,59.879156657511835,56.742388539142105,21373.823521086313,19142.374807608543,False,False,False,False,none,,,,
6.4,1.91,59.87930902769548,56.742520854083686,21373.93490222941,19142.466340529296,False,False,False,False,none,,,,
6.4,2.1,59.87946139685846,56.74265316800603,21374.046282916617,19142.5578729638,False,False,False,False,none,,,,
6.4,2.29,59.87961376478851,56.742785480711476,21374.15766299277,19142.649404775304,False,False,False,False,none,,,,
6.4,2.4800000000000004,59.87976613165236,56.74291779235502,21374.269042579712,19142.74093607104,False,False,False,False,none,,,,
6.4,2.6700000000000004,59.87991849732328,56.74305010282024,21374.38042158483,19142.832466770444,False,False,False,False,none,,,,
6.4,2.8600000000000003,59.880070861825274,56.74318241212692,21374.491800025666,19142.923996887213,False,False,False,False,none,,,,
6.4,3.0500000000000003,59.88022322523049,56.74331472034424,21374.60317795492,19143.015526469193,False,False,False,False,none,,,,
6.4,3.24,59.88037558750084,56.74344702743626,21374.714555344777,19143.107055491524,False,False,False,False,none,,,,
6.4,3.43,59.8805279485592,56.743579333331944,21374.825932138836,19143.198583905043,False,False,False,False,none,,,,
6.4,3.62,59.8806803085504,56.74371163816313,21374.937308442968,19143.29011180095,False,False,False,False,none,,,,
6.4,3.81,59.880832667325215,56.743843941794026,21375.04868414808,19143.381639085317,False,False,False,False,none,,,,
6.4,4.0,59.88098502500069,56.743976244333275,21375.160059339716,19143.47316583329,False,False,False,False,none,,,,
7.2,0.2,3.531491925587209,3.2084836756448523,28.395361430271677,20.441332531711964,False,False,False,False,none,,,,
7.2,0.39,3.5314922321019044,3.2084838730124896,28.39536959694224,20.441336993414097,False,False,False,False,none,,,,
7.2,0.5800000000000001,3.531492538646794,3.208484070413222,28.39537776441846,20.44134145586483,False,False,False,False,none,,,,
7.2,0.77,3.53149284512129,3.208484267753399,28.39538593002032,20.44134591694717,False,False,False,False,none,,,,
7.2,0.96,3.5314931515720787,3.208484465073489,28.3953940949917,20.441350377575898,False,False,False,False,none,,,,
7.2,1.15,3.5314934580778625,3.208484662438456,28.39540226142953,20.441354839219603,False,False,False,False,none,,,,
7.2,1.34,3.531493764552497,3.208484859776227,28.3954104270386,20.441359300249005,False,False,False,False,none,,,,
7.2,1.53,3.5314940709985465,3.2084850570922994,28.39541859188723,20.441363760788356,False,False,False,False,none,,,,
7.2,1.72,3.531494377482133,3.208485254438837,28.39542675773716,20.441368222016912,False,False,False,False,none,,,,
7.2,1.91,3.5314946839284524,3.2084854517531305,28.39543492259533,20.441372682517027,False,False,False,False,none,,,,
7.2,2.1,3.531494990413385,3.2084856491007083,28.39544308848348,20.441377143770065,False,False,False,False,none,,,,
7.2,2.29,3.531495296878132,3.208485846432072,28.395451253834977,20.441381604657053,False,False,False,False,none,,,,
7.2,2.4800000000000004,3.531495603352937,3.2084860437712197,28.395459419455623,20.44138606572049,False,False,False,False,none,,,,
7.2,2.6700000000000004,3.531495909825399,3.2084862411088806,28.395467585015034,20.4413905267508,False,False,False,False,none,,,,
7.2,2.8600000000000003,3.5314962163082035,3.2084864384550436,28.395475750851176,20.4413949879738,False,False,False,False,none,,,,
7.2,3.0500000000000003,3.5314965227657336,3.2084866357793422,28.395483916015085,20.441399448703024,False,False,False,False,none,,,,
7.2,3.24,3.531496829223196,3.2084868331035508,28.395492081178364,20.44140390943069,False,False,False,False,none,,,,
7.2,3.43,3.5314971356979603,3.2084870304429707,28.3955002468038,20.44140837050271,False,False,False,False,none,,,,
7.2,3.62,3.5314974421670904,3.208487227777221,28.395508412280304,20.44141283145836,False,False,False,False,none,,,,
7.2,3.81,3.5314977486247794,3.2084874251019926,28.395516577453147,20.44141729220022,False,False,False,False,none,,,,
7.2,4.0,3.5314980550918915,3.2084876224345065,28.395524742878223,20.441421753117584,False,False,False,False,none,,,,
8.0,0.2,2.3246521536048403,2.05459625920971,5.343635032287933,2.6781016410709104,False,True,True,False,upper_gain,0.4570846900113364,1.0492770545005206,0.90827978460839,0.0
8.0,0.39,2.3246521508226894,2.0545962518101093,5.34363500013141,2.678101580524026,False,True,True,False,upper_gain,0.4570846712642622,1.0492770524304518,0.908279788192194,4.440892098500626e-16
8.0,0.5800000000000001,2.3246521482800184,2.054596244661584,5.3436349707428334,2.6781015220315525,False,True,True,False,upper_gain,0.4570846534263771,1.0492770504607765,0.908279791602192,0.0
8.0,0.77,2.324652145266301,2.0545962371079343,5.343634935909831,2.678101460224169,False,True,True,False,upper_gain,0.4570846339621551,1.0492770483115197,0.9082797953230902,0.0
8.0,0.96,2.324652142568826,2.054596229812258,5.343634904732005,2.6781014005276464,False,True,True,False,upper_gain,0.4570846155642152,1.0492770462800023,0.9082797988401516,0.0
8.0,1.15,2.3246521394301163,2.0545962221497858,5.343634868454321,2.6781013378298235,False,True,True,False,upper_gain,0.4570845956660281,1.0492770440828267,0.9082798026440094,4.440892098500626e-16
8.0,1.34,2.3246521367002617,2.0545962148194077,5.343634836902248,2.6781012778493514,False,True,True,False,upper_gain,0.4570845771437807,1.0492770420375834,0.9082798061848344,0.0
8.0,1.53,2.324652133521689,2.0545962071233643,5.343634800163824,2.6781012148768415,False,True,True,False,upper_gain,0.4570845571092676,1.0492770398253546,0.908279810014753,0.0
8.0,1.72,2.324652130737942,2.054596199758533,5.3436347679888545,2.678101154614458,False,True,True,False,upper_gain,0.4570845384226741,1.049277037761964,0.9082798135869952,4.440892098500626e-16
8.0,1.91,2.3246521278060612,2.0545961922674367,5.3436347341017285,2.6781010933189195,False,True,True,False,upper_gain,0.4570845192267067,1.049277035642328,0.9082798172566126,0.0
8.0,2.1,2.3246521249152026,2.054596184811897,5.343634700688747,2.678101032314321,False,True,True,False,upper_gain,0.4570845001728796,1.0492770335383874,0.9082798208990576,0.0
8.0,2.29,2.3246521219185805,2.0545961772661103,5.343634666053334,2.6781009705712817,False,True,True,False,upper_gain,0.4570844807551994,1.0492770313942696,0.9082798246110588,0.0
8.0,2.4800000000000004,2.3246521190467324,2.0545961698237765,5.34363463286008,2.678100909674741,False,True,True,False,upper_gain,0.4570844617612683,1.0492770292969429,0.9082798282420536,4.440892098500626e-16
8.0,2.6700000000000004,2.3246521161219835,2.0545961623400006,5.343634599055388,2.6781008484391036,False,True,True,False,upper_gain,0.4570844425920948,1.0492770271802654,0.9082798319065488,0.0
8.0,2.8600000000000003,2.3246521131865143,2.0545961548440377,5.343634565126791,2.6781007871037468,False,True,True,False,upper_gain,0.457084423380493,1.0492770250589032,0.9082798355791548,0.0
8.0,3.0500000000000003,2.324652110214771,2.0545961473205105,5.343634530778932,2.6781007255428477,False,True,True,False,upper_gain,0.4570844040502855,1.049277022924444,0.9082798392744345,0.0
8.0,3.24,2.324652107333641,2.054596139871654,5.343634497478395,2.6781006645929373,False,True,True,False,upper_gain,0.4570843850269762,1.0492770208238733,0.9082798429110456,0.0
8.0,3.43,2.324652104382522,2.0545961323634434,5.343634463368917,2.678100603157368,False,True,True,False,upper_gain,0.4570843657635584,1.0492770186967897,0.9082798465935572,0.0
8.0,3.62,2.3246521014889883,2.0545961249082847,5.3436344299250145,2.6781005421558923,False,True,True,False,upper_gain,0.4570843467053941,1.04927701659237,0.9082798502368312,4.440892098500626e-16
8.0,3.81,2.32465209850056,2.054596117368384,5.343634395384309,2.6781004804610204,False,True,True,False,upper_gain,0.4570843273138873,1.0492770144511423,0.9082798539438292,4.440892098500626e-16
8.0,4.0,2.3246520956144257,2.054596109916038,5.343634362025932,2.6781004194825626,False,True,True,False,upper_gain,0.4570843082747914,1.0492770123488282,0.908279857583458,0.0
8.8,0.2,1.583700040283578,1.3275105294002574,0.2109106550011761,0.0328420209239433,True,True,False,False,none,,,,
8.8,0.39,1.5837000387135465,1.3275105279402128,0.2109106513959906,0.0328420222469165,True,True,False,False,none,,,,
8.8,0.5800000000000001,1.583700037274428,1.3275105266189198,0.2109106480914138,0.0328420234441645,True,True,False,False,none,,,,
8.8,0.77,1.583700033696034,1.3275105234549145,0.2109106398745255,0.0328420263111282,True,True,False,False,none,,,,
8.8,0.96,1.5837000320648118,1.327510521850716,0.2109106361288307,0.0328420277647219,True,True,False,False,none,,,,
8.8,1.15,1.5837000293677848,1.3275105194209382,0.2109106299357813,0.0328420299663885,True,True,False,False,none,,,,
8.8,1.34,1.5837000263683536,1.3275105167376562,0.2109106230483365,0.03284203239776,True,True,False,False,none,,,,
8.8,1.53,1.583700023575595,1.3275105142000918,0.2109106166354635,0.0328420346970942,True,True,False,False,none,,,,
8.8,1.72,1.583700021451966,1.32751051222041,0.2109106117590802,0.0328420364909206,True,True,False,False,none,,,,
8.8,1.91,1.5837000189827792,1.3275105099565738,0.2109106060892092,0.0328420385422248,True,True,False,False,none,,,,
8.8,2.1,1.583700016079484,1.3275105073581888,0.2109105994225171,0.0328420408966699,True,True,False,False,none,,,,
8.8,2.29,1.5837000138984747,1.3275105053354748,0.2109105944143739,0.0328420427294888,True,True,False,False,none,,,,
8.8,2.4800000000000004,1.5837000112891717,1.3275105029781786,0.2109105884227615,0.0328420448654789,True,True,False,False,none,,,,
8.8,2.6700000000000004,1.5837000081751258,1.327510500188056,0.2109105812721332,0.0328420473936613,True,True,False,False,none,,,,
8.8,2.8600000000000003,1.5837000060374633,1.3275104982068782,0.2109105763635255,0.0328420491888437,True,True,False,False,none,,,,
8.8,3.0500000000000003,1.5837000032005035,1.3275104956472048,0.2109105698491565,0.0328420515082118,True,True,False,False,none,,,,
8.8,3.24,1.5837000002996695,1.327510493038182,0.2109105631881168,0.0328420538722965,True,True,False,False,none,,,,
8.8,3.43,1.5836999981471251,1.3275104910456532,0.2109105582453363,0.0328420556777644,True,True,False,False,none,,,,
8.8,3.62,1.5836999954457505,1.3275104886018272,0.2109105520423048,0.0328420578921613,True,True,False,False,none,,,,
8.8,3.81,1.5836999926396729,1.3275104860713025,0.2109105455988493,0.0328420601851175,True,True,False,False,none,,,,
8.8,4.0,1.5836999898941426,1.3275104835818845,0.2109105392944258,0.0328420624408265,True,True,False,False,none,,,,
9.6,0.2,1.000000001434018,0.820042671694541,0.9999999928299096,2.102190641595036,True,True,False,False,none,,,,
9.6,0.39,1.0000000045309438,0.8200426743306519,0.9999999773452805,2.1021906224846383,True,True,False,False,none,,,,
9.6,0.5800000000000001,0.9999999954198678,0.8200426669657976,1.0000000229006605,2.102190675875904,True,True,False,False,none,,,,
9.6,0.77,0.9999999984724518,0.8200426694678035,1.0000000076377402,2.1021906577376956,True,True,False,False,none,,,,
9.6,0.96,1.0000000022905513,0.8200426725178329,0.999999988547243,2.1021906356266093,True,True,False,False,none,,,,
9.6,1.15,1.0000000023406002,0.8200426726511919,0.9999999882969988,2.1021906346598276,True,True,False,False,none,,,,
9.6,1.34,1.0000000001069402,0.8200426707914733,0.9999999994652984,2.1021906481417956,True,True,False,False,none,,,,
9.6,1.53,0.9999999985709598,0.820042669512265,1.0000000071452004,2.1021906574153735,True,True,False,False,none,,,,
9.6,1.72,1.000000000104729,0.8200426707819133,0.9999999994763562,2.102190648211101,True,True,False,False,none,,,,
9.6,1.91,0.9999999998666091,0.8200426705313619,1.0000000006669536,2.1021906500274645,True,True,False,False,none,,,,
9.6,2.1,0.9999999982883622,0.8200426692719913,1.0000000085581884,2.1021906591572295,True,True,False,False,none,,,,
9.6,2.29,0.9999999976953462,0.8200426687801,1.0000000115232686,2.1021906627231792,True,True,False,False,none,,,,
9.6,2.4800000000000004,0.9999999996783822,0.8200426703854276,1.0000000016080888,2.1021906510854107,True,True,False,False,none,,,,
9.6,2.6700000000000004,0.9999999991527646,0.820042669952299,1.0000000042361763,2.102190654225361,True,True,False,False,none,,,,
9.6,2.8600000000000003,0.9999999987043342,0.8200426695828194,1.0000000064783283,2.1021906569038924,True,True,False,False,none,,,,
9.6,3.0500000000000003,0.9999999963696508,0.8200426676806323,1.000000018151745,2.1021906706937337,True,True,False,False,none,,,,
9.6,3.24,0.999999996782424,0.8200426679937926,1.0000000160878797,2.102190668423489,True,True,False,False,none,,,,
9.6,3.43,0.9999999979727464,0.8200426689835372,1.000000010136267,2.102190661248368,True,True,False,False,none,,,,
9.6,3.62,0.9999999965620612,0.8200426678157594,1.0000000171896928,2.102190669714134,True,True,False,False,none,,,,
9.6,3.81,0.9999999965813634,0.8200426678345653,1.0000000170931824,2.102190669577802,True,True,False,False,none,,,,
9.6,4.0,0.9999999954850552,0.820042666927148,1.0000000225747232,2.1021906761560927,True,True,False,False,none,,,,
10.4,0.2,0.4950631213671748,0.4025434602375408,5.1181922144357515,6.218247179468111,False,False,False,False,none,,,,
10.4,0.39,0.4950631218312696,0.4025434605012522,5.118192209186046,6.218247176180103,False,False,False,False,none,,,,
10.4,0.5800000000000001,0.4950631234831986,0.4025434618096316,5.118192190499902,6.2182471598669595,False,False,False,False,none,,,,
10.4,0.77,0.4950631308746205,0.4025434676953519,5.118192106890274,6.218247086482584,False,False,False,False,none,,,,
10.4,0.96,0.4950631462619194,0.4025434802647548,5.1181919328336,6.218246929764671,False,False,False,False,none,,,,
10.4,1.15,0.4950631430585386,0.4025434776592287,5.118191969069317,6.218246962250909,False,False,False,False,none,,,,
10.4,1.34,0.4950631407072159,0.4025434757465886,5.118191995666799,6.218246986098099,False,False,False,False,none,,,,
10.4,1.53,0.4950631384269207,0.4025434738903873,5.118192021460839,6.218247009241602,False,False,False,False,none,,,,
10.4,1.72,0.4950631371507257,0.4025434728525525,5.118192035896787,6.218247022181539,False,False,False,False,none,,,,
10.4,1.91,0.495063144673535,0.4025434789943281,5.118191950800944,6.218246945604612,False,False,False,False,none,,,,
10.4,2.1,0.4950631430270487,0.4025434776530868,5.118191969425521,6.218246962327485,False,False,False,False,none,,,,
10.4,2.29,0.4950631435791757,0.4025434780632825,5.1181919631800215,6.218246957213082,False,False,False,False,none,,,,
10.4,2.4800000000000004,0.4950631422688155,0.402543476998884,5.118191978002437,6.2182469704842225,False,False,False,False,none,,,,
10.4,2.6700000000000004,0.4950631472860923,0.4025434810973818,5.118191921248454,6.218246919383304,False,False,False,False,none,,,,
10.4,2.8600000000000003,0.4950631456556934,0.4025434797705624,5.1181919396910525,6.218246935926365,False,False,False,False,none,,,,
10.4,3.0500000000000003,0.4950631444608016,0.4025434787986788,5.118191953207323,6.218246948044009,False,False,False,False,none,,,,
10.4,3.24,0.495063143429477,0.4025434779598978,5.118191964873368,6.218246958502103,False,False,False,False,none,,,,
10.4,3.43,0.4950631487629707,0.402543482286482,5.118191904542432,6.218246904557359,False,False,False,False,none,,,,
10.4,3.62,0.4950631473764357,0.4025434811587433,5.118191920226514,6.218246918618237,False,False,False,False,none,,,,
10.4,3.81,0.4950631463540045,0.4025434803277555,5.1181919317919595,6.218246928979166,False,False,False,False,none,,,,
10.4,4.0,0.4950631454097312,0.4025434795602288,5.118191942473306,6.2182469385488455,False,False,False,False,none,,,,
11.2,0.2,0.151994564901022,0.1232106207530341,9.73448478772868,10.188694493486574,False,False,False,False,none,,,,
11.2,0.39,0.1519945006166038,0.1232105686212639,9.734485790569998,10.188695325502724,False,False,False,False,none,,,,
11.2,0.5800000000000001,0.1519945382581022,0.1232105991523613,9.734485203360045,10.18869483823045,False,False,False,False,none,,,,
11.2,0.77,0.151994567056011,0.1232106224732111,9.734484754110705,10.188694466032777,False,False,False,False,none,,,,
11.2,0.96,0.1519945766478731,0.1232106302605516,9.734484604477007,10.188694341747857,False,False,False,False,none,,,,
11.2,1.15,0.1519945830705956,0.1232106354749641,9.7344845042821,10.188694258526532,False,False,False,False,none,,,,
11.2,1.34,0.1519945933840361,0.1232106438223691,9.734484343391731,10.188694125303051,False,False,False,False,none,,,,
11.2,1.53,0.1519945744396832,0.1232106284630567,9.734484638924922,10.188694370435638,False,False,False,False,none,,,,
11.2,1.72,0.1519945601319196,0.1232106168635638,9.734484862127,10.188694555562003,False,False,False,False,none,,,,
11.2,1.91,0.1519945656417441,0.1232106213356474,9.734484776173366,10.188694484188144,False,False,False,False,none,,,,
11.2,2.1,0.1519945700785556,0.1232106249368597,9.734484706958806,10.188694426713274,False,False,False,False,none,,,,
11.2,2.29,0.1519945771914363,0.1232106306957076,9.734484595997383,10.188694334802824,False,False,False,False,none,,,,
11.2,2.4800000000000004,0.151994580127911,0.1232106330802128,9.734484550188178,10.188694296746442,False,False,False,False,none,,,,
11.2,2.6700000000000004,0.1519945696546372,0.1232106245883636,9.73448471357196,10.188694432275224,False,False,False,False,none,,,,
11.2,2.8600000000000003,0.1519945759017993,0.1232106296473837,9.734484616115807,10.188694351533936,False,False,False,False,none,,,,
11.2,3.0500000000000003,0.1519945778264061,0.1232106312108243,9.734484586091808,10.188694326581633,False,False,False,False,none,,,,
11.2,3.24,0.1519945676696714,0.1232106229844249,9.73448474453756,10.188694457873872,False,False,False,False,none,,,,
11.2,3.43,0.1519945730352744,0.1232106273294122,9.73448466083379,10.188694388528456,False,False,False,False,none,,,,
11.2,3.62,0.1519945747630921,0.1232106287324919,9.734484633879717,10.188694366135488,False,False,False,False,none,,,,
11.2,3.81,0.1519945705703201,0.1232106253261088,9.734484699287249,10.18869442050091,False,False,False,False,none,,,,
11.2,4.0,0.1519945722909788,0.1232106267234124,9.734484672444855,10.188694398200132,False,False,False,False,none,,,,
12.0,0.2,0.0381623276974709,0.0309252264121863,11.591261535639813,11.714785847965764,False,False,False,False,none,,,,
12.0,0.39,0.0381622598448224,0.0309251714023829,11.591262690693506,11.714786789372464,False,False,False,False,none,,,,
12.0,0.5800000000000001,0.0381623166820765,0.0309252174643829,11.59126172315455,11.71478600109342,False,False,False,False,none,,,,
12.0,0.77,0.0381622662330589,0.0309251765939813,11.591262581946737,11.71478670052638,False,False,False,False,none,,,,
12.0,0.96,0.0381622992914469,0.0309252033822711,11.59126201919474,11.71478624208672,False,False,False,False,none,,,,
12.0,1.15,0.0381622786261297,0.0309251866289546,11.59126237097984,11.714786528793514,False,False,False,False,none,,,,
12.0,1.34,0.0381623025790234,0.030925206040208,11.59126196323042,11.71478619660029,False,False,False,False,none,,,,
12.0,1.53,0.0381622771769213,0.0309251854603096,11.591262395649675,11.714786548793043,False,False,False,False,none,,,,
12.0,1.72,0.0381622660927205,0.030925176473396,11.59126258433571,11.71478670259001,False,False,False,False,none,,,,
12.0,1.91,0.0381622569527425,0.0309251690631192,11.591262739925297,11.714786829405304,False,False,False,False,none,,,,
12.0,2.1,0.0381622729123122,0.0309251819966501,11.591262468245995,11.714786608068154,False,False,False,False,none,,,,
12.0,2.29,0.0381622595809511,0.030925171197176,11.591262695185376,11.714786792884256,False,False,False,False,none,,,,
12.0,2.4800000000000004,0.0381622787306243,0.0309251867096193,11.591262369201033,11.714786527413064,False,False,False,False,none,,,,
12.0,2.6700000000000004,0.0381622668764085,0.0309251771067725,11.59126257099501,11.714786691750762,False,False,False,False,none,,,,
12.0,2.8600000000000003,0.0381622779357106,0.0309251860690538,11.591262382732824,11.71478653837534,False,False,False,False,none,,,,
12.0,3.0500000000000003,0.0381622667283954,0.0309251769896511,11.591262573514634,11.714786693755109,False,False,False,False,none,,,,
12.0,3.24,0.0381622818819095,0.0309251892652168,11.591262315556794,11.714786483678012,False,False,False,False,none,,,,
12.0,3.43,0.0381622716974316,0.0309251810144903,11.591262488926873,11.714786624876284,False,False,False,False,none,,,,
