D,sigma_exact,sigma_mc,nwin,kappa_iso,c_sigma_self,c_sigma_analytic,c_sigma_projected,c_sigma_amp,c_sigma_ref,y2_exact,y2_self,y2_analytic,y2_projected,y2_amp,y2_ref,rel_y2_resid_self,rel_y2_resid_analytic,rel_y2_resid_projected,rel_y2_resid_amp,rel_y2_resid_ref,rel_self_vs_projected_y2,rel_analytic_vs_projected_y2
6.0,2.5,0.33084328011958597,2,6322.919525939479,22.319782286451296,22.29398457067649,22.3095,22.31,22.305926686651315,0.0029481641928965,0.002948656755346451,0.00294844103590042,0.002948575646718401,0.002948579740064074,0.0029485459486965648,0.0001670742936021874,9.390352294036397e-05,0.00013956272275894577,0.00014095116159928978,0.0001294893279637499,2.7507731789055967e-05,4.565282838553397e-05
12.0,2.5,0.25500843892574276,2,6337.5448698650425,22.319782286451296,22.30686513349205,22.3095,22.31,22.305926686651315,2.9570824375314875e-05,2.9729041468789604e-05,2.9584036070890622e-05,2.9613586306355746e-05,2.9619195481595333e-05,2.9573514816476422e-05,0.005350445813299798,0.0004467814426836192,0.0014460851851181289,0.0016357713152168607,9.098296102272307e-05,0.003898722742982308,0.000997860750785895
18.0,2.5,0.23059420170600586,3,6342.435003716673,22.319782286451296,22.31116690846808,22.3095,22.31,22.305926686651315,6.927329671225133e-09,6.991496149403335e-09,6.93418062600159e-09,6.923135900887196e-09,6.926447318443131e-09,6.89950829974598e-09,0.009262801284705358,0.000988974843353363,0.0006053949410488313,0.00012737271414509088,0.0040161754672538574,0.00987417400074131,0.0015953355924991364
