D,eta,C_tree_mumu,coeff_1,coeff_2,coeff_3,g_mu1_sq,g_mu2_sq,g_mu3_sq,mu_contrib_1,mu_contrib_2,mu_contrib_3,mu_share_1,mu_share_2,mu_share_3,y2_raw,p2_kin,m2_2,coeff2_kin_over_m2,C_tree_mumu_single_layer_pred,abs_single_layer_residual
5.6,0.77,0.0013021747334724,0.10061930324206539,0.37916258011347254,0.06704306489988372,5.860327639121613e-32,0.00343434400378527,5.860327639121613e-32,5.8966208381863475e-33,0.0013021747334724565,3.928943262442127e-33,4.5282869392361225e-30,1.0000000000000435,3.0172166311084412e-30,0.00343434400378527,0.5591691447085676,1.4747477046422257,0.37916258011347254,0.0013021747334724565,5.659535340374333e-17
6.4,0.77,0.0006722752479888,0.12575302585940165,0.3468667687486885,0.05236162718228218,4.4024275081853346e-32,0.0019381367964826934,4.4024275081853346e-32,5.536185802809716e-33,0.0006722752479888863,2.3051826788062402e-33,8.234998714249774e-30,1.0000000000001283,3.428926895200289e-30,0.0019381367964826932,0.5291949885120146,1.525643377199464,0.3468667687486885,0.0006722752479888863,8.630249292984615e-17
7.2,0.77,0.0001209654702605,0.15546132243124233,0.3068206423958548,0.04629894325796145,1.9855847179327196e-32,0.0003942546672087957,1.9855847179327196e-32,3.086816260490859e-33,0.00012096547026056667,9.193047418944238e-34,2.551816029684651e-29,1.0000000000005511,7.599728582997234e-30,0.0003942546672087958,0.5022682394436727,1.6370092817798572,0.3068206423958548,0.0001209654702605667,6.669198613501459e-17
8.0,0.77,8.591082838921968e-05,0.18204725219907594,0.30804498389251417,0.04395337405957018,1.6700015826228804e-32,0.0002788905285962925,1.6700015826228804e-32,3.0401919928460348e-33,8.591082838921968e-05,7.340220424109765e-34,3.538776251897399e-29,1.0,8.54399912296834e-30,0.0002788905285962925,0.4800390323972946,1.5583406888546971,0.30804498389251417,8.59108283892197e-05,1.3552527156068805e-20
8.8,0.77,5.8482307832126536e-05,0.15532925072351705,0.26822734449195185,0.042357383386457635,1.4765927312580927e-32,0.00021803260940042338,1.4765927312580927e-32,2.2935804257011113e-33,5.848230783212654e-05,6.254460442355564e-34,3.92183638218388e-29,1.0000000000000002,1.0694619747751735e-29,0.00021803260940042336,0.46226154694407934,1.7233945622495974,0.26822734449195185,5.8482307832126536e-05,0.0
9.6,0.77,4.357983829417551e-05,0.16152502944344677,0.26255859676057464,0.04132676529076125,1.2883376121110573e-32,0.00016598138027800206,1.2883376121110573e-32,2.0809877072933844e-33,4.357983829417554e-05,5.324282611097348e-34,4.7751157157724255e-29,1.0000000000000009,1.221730694629251e-29,0.00016598138027800206,0.44797458709910637,1.7061889902908467,0.26255859676057464,4.3579838294175535e-05,2.710505431213761e-20
10.4,0.77,2.9967975633545645e-05,0.17639310745061237,0.26744080157883854,0.040638256560595644,1.058558517133576e-32,0.00011205461341960352,1.058558517133576e-32,1.8672242625550378e-33,2.9967975633545642e-05,4.301797260367794e-34,6.230732050065132e-29,0.9999999999999999,1.4354647484271294e-29,0.00011205461341960352,0.4365525266809198,1.6323333018138184,0.26744080157883854,2.9967975633545645e-05,0.0
11.2,0.77,1.6473387120039976e-05,0.19039182900394178,0.27312194798030254,0.04013603156779891,7.766281918616586e-33,6.0315134839430895e-05,7.766281918616586e-33,1.4786366190456537e-33,1.647338712003998e-05,3.1170773625002113e-34,8.975911318485821e-29,1.0000000000000002,1.8921897116763968e-29,6.0315134839430895e-05,0.4274971603775968,1.5652244850290382,0.27312194798030254,1.6473387120039976e-05,0.0
12.0,0.77,8.248754488780397e-06,0.2033691550949192,0.27894908792824485,0.03982760667642974,5.437906249220823e-33,2.957082437531488e-05,5.437906249220823e-33,1.10590239938942e-33,8.248754488780397e-06,2.1657879123726625e-34,1.3406901622464593e-28,1.0,2.625593858222444e-29,2.9570824375314875e-05,0.4201104893362112,1.5060471875221828,0.27894908792824485,8.248754488780395e-06,1.6940658945086007e-21
12.8,0.77,2.0494121097501023e-06,0.171351922088286,0.22310122624496967,0.03962165068923966,3.0308446065934072e-33,9.186019029316344e-06,3.0308446065934072e-33,5.1934104889069535e-34,2.0494121097501023e-06,1.2008706629580998e-34,2.534097687917058e-28,1.0,5.859586060045919e-29,9.186019029316344e-06,0.4141258453127939,1.8562239763670116,0.22310122624496967,2.0494121097501023e-06,0.0
13.6,0.77,5.624766617974881e-07,0.1719728154488899,0.217293121542791,0.03944876691539315,1.608900787690989e-33,2.5885617446326847e-06,1.608900787690989e-33,2.7668719823715605e-34,5.624766617974891e-07,6.346915216361428e-35,4.919087617839216e-28,1.0000000000000018,1.1283872998532597e-28,2.5885617446326847e-06,0.4093762623278085,1.883981689899885,0.217293121542791,5.624766617974892e-07,1.0587911840678754e-21
14.4,0.77,2.793576428047444e-07,0.18126828334494755,0.223972357285293,0.039367369180547625,1.116819705807796e-33,1.2472862552806118e-06,1.116819705807796e-33,2.0244399087758852e-34,2.7935764280474436e-07,4.39662536666461e-35,7.246767578830328e-28,0.9999999999999998,1.5738339293396774e-28,1.2472862552806118e-06,0.40532579191354945,1.8097134701192203,0.223972357285293,2.7935764280474436e-07,5.293955920339377e-23
15.2,0.77,1.46798655924904e-07,0.19020126193606776,0.23064920433595212,0.03931035741582863,7.977835172222724e-34,6.364585403515399e-07,7.977835172222724e-34,1.5173943172747087e-34,1.4679865592490416e-07,3.136115520246441e-35,1.0336568190726103e-27,1.000000000000001,2.136338034219295e-28,6.364585403515399e-07,0.40195773051570804,1.7427232479425183,0.23064920433595212,1.4679865592490416e-07,1.5881867761018131e-22
16.0,0.77,5.5793545487140136e-08,0.19967046495859453,0.2366371068109057,0.039208889862940195,4.855685574782181e-34,2.3577682401147757e-07,4.855685574782181e-34,9.695369964094983e-35,5.579354548714013e-08,1.9038604091070199e-35,1.7377225052546033e-27,0.9999999999999999,3.412330929114087e-28,2.357768240114776e-07,0.3978403957683686,1.6812257432063638,0.2366371068109057,5.5793545487140136e-08,0.0
16.8,0.77,2.5277255621321193e-08,0.2049047825037965,0.24719665313745046,0.039434315415383836,3.1977438102683376e-34,1.0225565476109463e-07,3.1977438102683376e-34,6.552329999458952e-35,2.5277255621321193e-08,1.2610083803171294e-35,2.5921840953066544e-27,1.0,4.9887076319055675e-28,1.0225565476109464e-07,0.4015646867462137,1.6244746101919467,0.24719665313745046,2.5277255621321196e-08,3.308722450212111e-24
17.6,0.77,7.139226485334223e-09,0.18962990788759787,0.21279271638670572,0.038614174076225596,1.8316698659802081e-34,3.355014497939953e-08,1.8316698659802081e-34,3.473393879663156e-35,7.139226485334223e-09,7.072841905513656e-36,4.865224386421114e-27,1.0,9.907014324371222e-28,3.355014497939953e-08,0.3906548896492392,1.835847092338004,0.21279271638670572,7.139226485334224e-09,8.271806125530277e-25
18.4,0.77,1.996930012438708e-09,0.1794980359023228,0.19969300124387082,0.03873274194856101,1.0000000000000001e-34,1e-08,1.0000000000000001e-34,1.7949803590232283e-35,1.9969300124387082e-09,3.873274194856101e-36,8.988699392780157e-27,1.0000000000000002,1.9396143934588615e-27,1e-08,0.3898967385291033,1.9524807384358465,0.19969300124387082,1.9969300124387082e-09,4.1359030627651384e-25
19.200000000000003,0.77,0.0,0.0,0.0,0.0,1.0000000000000001e-34,1e-08,1.0000000000000001e-34,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,1.8861115867515161,0.0,0.0,0.0
20.0,0.77,0.0,0.0,0.0,0.0,1.0000000000000001e-34,1e-08,1.0000000000000001e-34,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,1.823074165025783,0.0,0.0,0.0
4.0,0.96,0.0014915611052314,0.051937228436070286,0.35932027337198563,0.1260030233584572,6.442874387242344e-32,0.0041510630369783405,6.442874387242344e-32,3.34625038835112e-33,0.0014915611052314021,8.118216519113027e-33,2.2434551133136344e-30,1.0000000000000016,5.442764959906601e-30,0.0041510630369783405,0.5899914308848255,1.6419653290034042,0.35932027337198563,0.0014915611052314023,2.3852447794681098e-18
4.8,0.96,0.0015686703167419,0.07722309334409544,0.37698420269223937,0.095540042813115,6.450661658690802e-32,0.004161103583490356,6.450661658690802e-32,4.981400474002573e-33,0.001568670316741932,6.162964910442386e-33,3.1755560240018134e-30,1.0000000000000204,3.9287827688629655e-30,0.004161103583490356,0.5850579434710005,1.551942864695122,0.37698420269223937,0.001568670316741932,3.209238430557093e-17
5.6,0.96,0.0013021699004262,0.1006242673433581,0.3791611728443598,0.0670409291640139,5.860327639121613e-32,0.00343434400378527,5.860327639121613e-32,5.896911750786438e-33,0.0013021699004262175,3.9288181013226485e-33,4.528527152145338e-30,1.0000000000000135,3.0171317122571697e-30,0.00343434400378527,0.5591670693416738,1.4747477046422257,0.3791611728443598,0.0013021699004262175,1.7564075194265172e-17
6.4,0.96,0.0006722747380877,0.12575349736987831,0.3468665056603734,0.05236148625382626,4.4024275081853346e-32,0.0019381367964826934,4.4024275081853346e-32,5.536206560716644e-33,0.0006722747380877421,2.3051764745331297e-33,8.235035837378783e-30,1.0000000000000628,3.428920267166745e-30,0.0019381367964826932,0.5291945871330691,1.525643377199464,0.3468665056603734,0.0006722747380877422,4.228388472693467e-17
7.2,0.96,0.0001209654587948,0.15546137062297066,0.30682061331394483,0.046298932030059727,1.9855847179327196e-32,0.0003942546672087957,1.9855847179327196e-32,3.086817217378452e-33,0.00012096545879488792,9.19304518954923e-34,2.5518170626003086e-29,1.000000000000727,7.599727460335493e-30,0.0003942546672087958,0.5022681918363161,1.6370092817798572,0.30682061331394483,0.00012096545879488794,8.794234871573048e-17
8.0,0.96,8.591082745550573e-05,0.18204725728910257,0.3080449805445556,0.04395337302860653,1.6700015826228804e-32,0.0002788905285962925,1.6700015826228804e-32,3.0401920778495598e-33,8.591082745550575e-05,7.340220251938673e-34,3.538776389302166e-29,1.0000000000000002,8.543999015421267e-30,0.0002788905285962925,0.48003902718003455,1.5583406888546971,0.3080449805445556,8.591082745550575e-05,1.3552527156068805e-20
8.8,0.96,5.8482307769758606e-05,0.15532925115500176,0.2682273442059032,0.04235738325370696,1.4765927312580927e-32,0.00021803260940042338,1.4765927312580927e-32,2.293580432072383e-33,5.848230776975861e-05,6.254460422753696e-34,3.921836397260645e-29,1.0000000000000002,1.0694619725639312e-29,0.00021803260940042336,0.4622615464511046,1.7233945622495974,0.2682273442059032,5.84823077697586e-05,6.776263578034403e-21
9.6,0.96,4.357983836541372e-05,0.1615250293925894,0.2625585971897686,0.0413267651105517,1.2883376121110573e-32,0.00016598138027800206,1.2883376121110573e-32,2.0809877066381696e-33,4.3579838365413743e-05,5.324282587880273e-34,4.775115706463254e-29,1.0000000000000004,1.2217306873046561e-29,0.00016598138027800206,0.44797458783139243,1.7061889902908467,0.2625585971897686,4.357983836541375e-05,2.710505431213761e-20
10.4,0.96,2.996797611076026e-05,0.17639310269310501,0.26744080583760665,0.04063825738819043,1.058558517133576e-32,0.00011205461341960352,1.058558517133576e-32,1.8672242121940385e-33,2.9967976110760257e-05,4.301797347973545e-34,6.230731782796621e-29,0.9999999999999999,1.4354647548016925e-29,0.00011205461341960352,0.4365525336326488,1.6323333018138184,0.26744080583760665,2.9967976110760257e-05,3.3881317890172014e-21
11.2,0.96,1.6473387644030034e-05,0.19039181827397883,0.27312195666784106,0.040136035339309685,7.766281918616586e-33,6.0315134839430895e-05,7.766281918616586e-33,1.4786365357137367e-33,1.6473387644030034e-05,3.117077655406371e-34,8.975910527119754e-29,1.0,1.8921898292947668e-29,6.0315134839430895e-05,0.4274971739755448,1.5652244850290382,0.27312195666784106,1.6473387644030034e-05,0.0
12.0,0.96,8.248758060828622e-06,0.20336906757422094,0.27894920872461426,0.039827603490003215,5.437906249220823e-33,2.957082437531488e-05,5.437906249220823e-33,1.1059019234600678e-33,8.24875806082862e-06,2.1657877390977754e-34,1.3406890047020912e-28,0.9999999999999998,2.62559251117157e-29,2.9570824375314875e-05,0.42011067126124363,1.5060471875221828,0.27894920872461426,8.248758060828619e-06,3.3881317890172014e-21
12.8,0.96,2.0494156478591713e-06,0.17135189476865237,0.2231016114073624,0.03962141728208789,3.0308446065934072e-33,9.186019029316344e-06,3.0308446065934072e-33,5.193409660891311e-34,2.0494156478591713e-06,1.2008635887500289e-34,2.5340929090281758e-28,1.0,5.859541425891113e-29,9.186019029316344e-06,0.4141265602604621,1.8562239763670116,0.2231016114073624,2.0494156478591713e-06,0.0
13.6,0.96,5.624538293146109e-07,0.171976346726801,0.21728430101420035,0.03945079205326019,1.608900787690989e-33,2.5885617446326847e-06,1.608900787690989e-33,2.766928797129688e-34,5.624538293146119e-07,6.347241040952373e-35,4.919388317617791e-28,1.0000000000000018,1.128491035199623e-28,2.5885617446326847e-06,0.4093596446134484,1.883981689899885,0.21728430101420035,5.624538293146118e-07,8.470329472543003e-22
14.4,0.96,2.793728391653723e-07,0.18126276921357645,0.22398454082420688,0.039365021284700256,1.116819705807796e-33,1.2472862552806118e-06,1.116819705807796e-33,2.024378325870129e-34,2.793728391653723e-07,4.396363149029657e-35,7.246152961461712e-28,1.0,1.5736544619598002e-28,1.2472862552806118e-06,0.4053478406280356,1.8097134701192203,0.22398454082420688,2.793728391653723e-07,0.0
15.2,0.96,1.4681200165545e-07,0.1901949009891821,0.23067017307106985,0.03929909497336388,7.977835172222724e-34,6.364585403515399e-07,7.977835172222724e-34,1.5173435706889156e-34,1.468120016554502e-07,3.1352170211502365e-35,1.0335282903164396e-27,1.0000000000000013,2.1355318269607215e-28,6.364585403515399e-07,0.4019942732178777,1.7427232479425183,0.23067017307106985,1.468120016554502e-07,1.852884572118782e-22
16.0,0.96,5.6089032335127696e-08,0.1984725648281034,0.237890354873884,0.03933177635765783,4.855685574782181e-34,2.3577682401147757e-07,4.855685574782181e-34,9.63720370025843e-35,5.608903233512769e-08,1.9098273909043795e-35,1.718197533285451e-27,0.9999999999999999,3.4049925830299697e-28,2.357768240114776e-07,0.3999473886744712,1.6812257432063638,0.237890354873884,5.6089032335127696e-08,0.0
16.8,0.96,2.5161429443196977e-08,0.20614731489941618,0.24606394142194848,0.03925361834486578,3.1977438102683376e-34,1.0225565476109463e-07,3.1977438102683376e-34,6.59206300223046e-35,2.5161429443196977e-08,1.255230150929302e-35,2.619907989374105e-27,1.0,4.9887076319055675e-28,1.0225565476109464e-07,0.3997246253237138,1.6244746101919467,0.24606394142194848,2.5161429443196977e-08,0.0
17.6,0.96,7.139226485334225e-09,0.18962990788759787,0.21279271638670574,0.038614174076225596,1.8316698659802081e-34,3.355014497939953e-08,1.8316698659802081e-34,3.473393879663156e-35,7.139226485334225e-09,7.072841905513656e-36,4.865224386421113e-27,1.0,9.90701432437122e-28,3.355014497939953e-08,0.3906548896492393,1.835847092338004,0.21279271638670574,7.139226485334225e-09,0.0
18.4,0.96,1.996930012438708e-09,0.1794980359023228,0.19969300124387082,0.03873274194856101,1.0000000000000001e-34,1e-08,1.0000000000000001e-34,1.7949803590232283e-35,1.9969300124387082e-09,3.873274194856101e-36,8.988699392780157e-27,1.0000000000000002,1.9396143934588615e-27,1e-08,0.3898967385291033,1.9524807384358465,0.19969300124387082,1.9969300124387082e-09,4.1359030627651384e-25
19.200000000000003,0.96,0.0,0.0,0.0,0.0,1.0000000000000001e-34,1e-08,1.0000000000000001e-34,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,1.8861115867515161,0.0,0.0,0.0
20.0,0.96,0.0,0.0,0.0,0.0,1.0000000000000001e-34,1e-08,1.0000000000000001e-34,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,1.823074165025783,0.0,0.0,0.0
4.0,1.15,0.0014953215869773,0.052425006964098325,0.3602261815002091,0.1254002333653224,6.442874387242344e-32,0.0041510630369783405,6.442874387242344e-32,3.377677346199906e-33,0.0014953215869773688,8.079379517036486e-33,2.2588300574377927e-30,1.000000000000046,5.403104982499752e-30,0.0041510630369783405,0.5914789006226308,1.6419653290034042,0.3602261815002091,0.0014953215869773686,6.852157730108388e-17
4.8,1.15,0.0015687570380625,0.07727628627913277,0.3770050436347543,0.09550227844309032,6.450661658690802e-32,0.004161103583490356,6.450661658690802e-32,4.9848317702681585e-33,0.0015687570380625141,6.1605288587045586e-33,3.17756774906629e-30,1.0000000000000089,3.9270127299719694e-30,0.004161103583490356,0.58509028742303,1.551942864695122,0.3770050436347543,0.001568757038062514,1.3877787807814457e-17
5.6,1.15,0.0013021650662586,0.10062923140024915,0.3791597652487463,0.06703879355975577,5.860327639121613e-32,0.00343434400378527,5.860327639121613e-32,5.897202660784446e-33,0.0013021650662586625,3.9286929479160474e-33,4.528767368739491e-30,1.000000000000048,3.017046801296879e-30,0.00343434400378527,0.5591649934932738,1.4747477046422257,0.3791597652487463,0.0013021650662586625,6.245004513516506e-17
6.4,1.15,0.0006722742281848,0.12575396887925533,0.34686624257115367,0.052361345326182265,4.4024275081853346e-32,0.0019381367964826934,4.4024275081853346e-32,5.5362273185751616e-33,0.0006722742281848447,2.3051702702957643e-33,8.235072960514144e-30,1.0000000000000664,3.428913639185498e-30,0.0019381367964826932,0.5291941857527434,1.525643377199464,0.34686624257115367,0.0006722742281848444,4.445228907190568e-17
7.2,1.15,0.0001209654473291,0.15546141881590358,0.3068205842319549,0.04629892080145809,1.9855847179327196e-32,0.0003942546672087957,1.9855847179327196e-32,3.0868181742899634e-33,0.00012096544732917766,9.193042960015248e-34,2.5518180955359345e-29,1.0000000000006422,7.599726337558649e-30,0.0003942546672087958,0.5022681442288287,1.6370092817798572,0.3068205842319549,0.00012096544732917768,7.768308565858639e-17
8.0,1.15,8.591082651781039e-05,0.1820472623830768,0.3080449771823211,0.04395337200251369,1.6700015826228804e-32,0.0002788905285962925,1.6700015826228804e-32,3.04019216291901e-33,8.591082651781039e-05,7.340220080581006e-34,3.538776526947672e-29,1.0,8.543998909216973e-30,0.0002788905285962925,0.4800390219405277,1.5583406888546971,0.3080449771823211,8.59108265178104e-05,1.3552527156068805e-20
8.8,1.15,5.848230769694607e-05,0.15532925156900237,0.2682273438719507,0.04235738315900576,1.4765927312580927e-32,0.00021803260940042338,1.4765927312580927e-32,2.293580438185486e-33,5.848230769694607e-05,6.254460408770185e-34,3.9218364125963795e-29,1.0,1.0694619715043823e-29,0.00021803260940042336,0.46226154587557267,1.7233945622495974,0.2682273438719507,5.848230769694606e-05,6.776263578034403e-21
9.6,1.15,4.357983838013488e-05,0.16152502904345853,0.2625585972784602,0.041326765315682676,1.2883376121110573e-32,0.00016598138027800206,1.2883376121110573e-32,2.0809877021401856e-33,4.35798383801349e-05,5.324282614308069e-34,4.7751156945289824e-29,1.0000000000000004,1.2217306929561839e-29,0.00016598138027800206,0.44797458798271705,1.7061889902908467,0.2625585972784602,4.35798383801349e-05,2.0328790734103208e-20
10.4,1.15,2.996797601364601e-05,0.1763931035415053,0.26744080497093775,0.04063825737733114,1.058558517133576e-32,0.00011205461341960352,1.058558517133576e-32,1.867224221174852e-33,2.996797601364601e-05,4.301797346824026e-34,6.230731832955972e-29,1.0,1.4354647590698783e-29,0.00011205461341960352,0.43655253221795626,1.6323333018138184,0.26744080497093775,2.9967976013646005e-05,3.3881317890172014e-21
11.2,1.15,1.6473387994894307e-05,0.19039181108978567,0.2731219624850256,0.040136037864627806,7.766281918616586e-33,6.0315134839430895e-05,7.766281918616586e-33,1.4786364799192672e-33,1.6473387994894307e-05,3.1170778515296955e-34,8.975909997248591e-29,1.0,1.8921899080479313e-29,6.0315134839430895e-05,0.4274971830807445,1.5652244850290382,0.2731219624850256,1.6473387994894307e-05,0.0
12.0,1.15,8.24875582258322e-06,0.2033691491957356,0.2789491330336097,0.03982758021550158,5.437906249220823e-33,2.957082437531488e-05,5.437906249220823e-33,1.1059023673102126e-33,8.248755822583218e-06,2.1657864734521966e-34,1.3406899065705196e-28,0.9999999999999998,2.625591689261507e-29,2.9570824375314875e-05,0.42011055726701907,1.5060471875221828,0.2789491330336097,8.248755822583218e-06,1.6940658945086007e-21
12.8,1.15,2.0494001751985883e-06,0.1713530914679302,0.2230999270367407,0.03962150705819291,3.0308446065934072e-33,9.186019029316344e-06,3.0308446065934072e-33,5.193445930986831e-34,2.049400175198588e-06,1.2008663097242659e-34,2.5341297389532925e-28,0.9999999999999998,5.859598941470283e-29,9.186019029316344e-06,0.414123433691329,1.8562239763670116,0.2230999270367407,2.049400175198588e-06,4.235164736271502e-22
13.6,1.15,5.624569606910205e-07,0.17197681169197288,0.21728551071159935,0.03945001104524777,1.608900787690989e-33,2.5885617446326847e-06,1.608900787690989e-33,2.766936277958001e-34,5.624569606910215e-07,6.347115384511736e-35,4.919374230089733e-28,1.0000000000000018,1.1284624118997174e-28,2.5885617446326847e-06,0.4093619236611985,1.883981689899885,0.21728551071159935,5.624569606910215e-07,9.529120656610879e-22
14.4,1.15,2.793722809925046e-07,0.18125211299684732,0.22398409331437077,0.039371539598491774,1.116819705807796e-33,1.2472862552806118e-06,1.116819705807796e-33,2.0242593151418044e-34,2.793722809925046e-07,4.3970911271587574e-35,7.245741445609324e-28,1.0,1.5739181824114929e-28,1.2472862552806118e-06,0.4053470307634572,1.8097134701192203,0.22398409331437077,2.793722809925046e-07,0.0
15.2,1.15,1.4680130875622545e-07,0.19016521707151876,0.23065337244927497,0.03933903566128204,7.977835172222724e-34,6.364585403515399e-07,7.977835172222724e-34,1.5171067572865317e-34,1.4680130875622564e-07,3.138403423398999e-35,1.0334422561625803e-27,1.0000000000000013,2.1378579319143214e-28,6.364585403515399e-07,0.4019649943836959,1.7427232479425183,0.23065337244927497,1.468013087562256e-07,1.5881867761018131e-22
16.0,1.15,5.6102756675483905e-08,0.19852112877933717,0.23794856390445243,0.0392848753898725,4.855685574782181e-34,2.3577682401147757e-07,4.855685574782181e-34,9.63956181303303e-35,5.6102756675483905e-08,1.907550027377194e-35,1.718197533285451e-27,1.0,3.400100352307226e-28,2.357768240114776e-07,0.40004525119515,1.6812257432063638,0.23794856390445243,5.610275667548391e-08,6.617444900424222e-24
16.8,1.15,2.4922048524967845e-08,0.20568193830945544,0.24372293721256358,0.04037555814003585,3.1977438102683376e-34,1.0225565476109463e-07,3.1977438102683376e-34,6.577181451130552e-35,2.4922048524967845e-08,1.2911069112842903e-35,2.6391014544977248e-27,1.0,5.180581002363473e-28,1.0225565476109464e-07,0.3959217234232155,1.6244746101919467,0.24372293721256358,2.4922048524967848e-08,3.308722450212111e-24
17.6,1.15,7.139226485334225e-09,0.18962990788759784,0.21279271638670577,0.038614174076225596,1.8316698659802081e-34,3.355014497939953e-08,1.8316698659802081e-34,3.4733938796631556e-35,7.1392264853342256e-09,7.072841905513656e-36,4.865224386421112e-27,1.0000000000000002,9.90701432437122e-28,3.355014497939953e-08,0.39065488964923933,1.835847092338004,0.21279271638670577,7.1392264853342256e-09,8.271806125530277e-25
18.4,1.15,1.996930012438708e-09,0.1794980359023228,0.19969300124387082,0.03873274194856101,1.0000000000000001e-34,1e-08,1.0000000000000001e-34,1.7949803590232283e-35,1.9969300124387082e-09,3.873274194856101e-36,8.988699392780157e-27,1.0000000000000002,1.9396143934588615e-27,1e-08,0.3898967385291033,1.9524807384358465,0.19969300124387082,1.9969300124387082e-09,4.1359030627651384e-25
19.200000000000003,1.15,0.0,0.0,0.0,0.0,1.0000000000000001e-34,1e-08,1.0000000000000001e-34,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,1.8861115867515161,0.0,0.0,0.0
20.0,1.15,0.0,0.0,0.0,0.0,1.0000000000000001e-34,1e-08,1.0000000000000001e-34,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,1.823074165025783,0.0,0.0,0.0
4.0,1.34,0.001499016244654,0.05291364690487314,0.36111623246878183,0.1248014351966086,6.442874387242344e-32,0.0041510630369783405,6.442874387242344e-32,3.409159803789923e-33,0.0014990162446540378,8.040799703193148e-33,2.274264749263487e-30,1.0000000000000253,5.364051078078284e-30,0.0041510630369783405,0.5929403334540732,1.6419653290034042,0.36111623246878183,0.001499016244654038,3.8163916471489756e-17
4.8,1.34,0.0015688434427182,0.07732948336993561,0.3770258084761091,0.0954645397321312,6.450661658690802e-32,0.004161103583490356,6.450661658690802e-32,4.9882633346081166e-33,0.0015688434427182864,6.158094462146234e-33,3.179580064385126e-30,1.000000000000055,3.925244734093182e-30,0.004161103583490356,0.5851225132704072,1.551942864695122,0.3770258084761091,0.0015688434427182864,8.630249292984615e-17
5.6,1.34,0.0013021602309697,0.10063419541274947,0.37915835732662684,0.06703665808710947,5.860327639121613e-32,0.00343434400378527,5.860327639121613e-32,5.897493568181012e-33,0.0013021602309697736,3.9285678022223306e-33,4.529007589019389e-30,1.0000000000000564,3.0169618982272115e-30,0.00343434400378527,0.5591629171633598,1.4747477046422257,0.37915835732662684,0.0013021602309697736,7.35089072945172e-17
6.4,1.34,0.0006722737182801,0.12575444038761532,0.34686597948098385,0.05236120439931834,4.4024275081853346e-32,0.0019381367964826934,4.4024275081853346e-32,5.5362480763889054e-33,0.0006722737182801057,2.3051640660927402e-33,8.235110083661267e-30,1.0000000000000084,3.4289070112544594e-30,0.0019381367964826932,0.5291937843709682,1.525643377199464,0.34686597948098385,0.0006722737182801056,5.5294310796760726e-18
7.2,1.34,0.0001209654358632,0.15546146700928498,0.3068205551493456,0.04629890957301451,1.9855847179327196e-32,0.0003942546672087957,1.9855847179327196e-32,3.086819131210379e-33,0.0001209654358632232,9.193040730512651e-34,2.551819128483336e-29,1.0000000000001918,7.599725214820103e-30,0.0003942546672087958,0.5022680966203272,1.6370092817798572,0.3068205551493456,0.0001209654358632232,2.3201926491189795e-17
8.0,1.34,8.591082558240335e-05,0.1820472674828721,0.3080449738282917,0.04395337097027336,1.6700015826228804e-32,0.0002788905285962925,1.6700015826228804e-32,3.0401922480856722e-33,8.591082558240337e-05,7.340219908196708e-34,3.538776664612077e-29,1.0000000000000002,8.543998801590105e-30,0.0002788905285962925,0.4800390167138073,1.5583406888546971,0.3080449738282917,8.591082558240337e-05,1.3552527156068805e-20
8.8,1.34,5.848230761854747e-05,0.15532925200346673,0.26822734351237787,0.04235738306430175,1.4765927312580927e-32,0.00021803260940042338,1.4765927312580927e-32,2.2935804446007552e-33,5.848230761854747e-05,6.25446039478626e-34,3.9218364288233967e-29,1.0,1.0694619705469144e-29,0.00021803260940042336,0.4622615452558868,1.7233945622495974,0.26822734351237787,5.8482307618547456e-05,1.3552527156068805e-20
9.6,1.34,4.35798383273272e-05,0.16152502933941992,0.26255859696030603,0.041326765253577896,1.2883376121110573e-32,0.00016598138027800206,1.2883376121110573e-32,2.0809877059531673e-33,4.357983832732723e-05,5.324282606306876e-34,4.775115709064625e-29,1.0000000000000009,1.2217306926006259e-29,0.00016598138027800206,0.4479745874398859,1.7061889902908467,0.26255859696030603,4.357983832732723e-05,3.3881317890172014e-20
10.4,1.34,2.9967975942332868e-05,0.1763931041390801,0.2674408043345236,0.0406382573671935,1.058558517133576e-32,0.00011205461341960352,1.058558517133576e-32,1.8672242275005307e-33,2.9967975942332868e-05,4.301797345750897e-34,6.230731868891029e-29,1.0,1.4354647621276828e-29,0.00011205461341960352,0.4365525311791163,1.6323333018138184,0.2674408043345236,2.9967975942332868e-05,0.0
11.2,1.34,1.6473388549208365e-05,0.190391809444241,0.27312197167532354,0.04013603374529314,7.766281918616586e-33,6.0315134839430895e-05,7.766281918616586e-33,1.4786364671395034e-33,1.6473388549208365e-05,3.1170775316105526e-34,8.975909617639413e-29,1.0,1.8921896501739133e-29,6.0315134839430895e-05,0.4274971974656238,1.5652244850290382,0.27312197167532354,1.647338854920836e-05,3.3881317890172014e-21
