b4_fit_full,q4_ref,q4_min,q4_max,q4_rel_span,uncorrected_width_max_relerr,uncorrected_width_mean_relerr,uncorrected_kernel_max_rel_sup,corrected_width_max_relerr,corrected_width_mean_relerr,corrected_kernel_max_rel_sup,width_improvement_factor,kernel_improvement_factor,b4_rel_drift_excluding_D5,b4_rel_drift_outer_window,b4_rel_drift_left_half,b4_rel_drift_right_half,remaining_primary_target,secondary_tightening_1,secondary_tightening_2
0.4244007048874373,-1.0386955414990033,-1.0410744004668526,-1.037810761204745,0.003142075399953315,0.001009762324114316,0.0003049316290120697,0.01108807807805021,8.46544030763674e-07,2.6093714454526494e-07,9.473639124121253e-05,1192.8054388422083,117.04138117123716,6.268982598034255e-05,3.976075378893952e-06,0.0005345709784598682,0.0012473301776339525,quartic_response_coefficient_b4_only,sub_1e-3_projected_box_polish,none_on_normalization_mainline
