source,D,level,track_idx_1,track_idx_2,track_idx_3,branch_indices,y_eff_raw_1,y_eff_raw_2,y_eff_raw_3,canonical_target_branch,canonical_target_y,rel_target_vs_inserted_fine,reported_y2_rel_vs_inserted_fine
single_point_eigen_order,9.6,coarse,0,1,2,0/1/2,0.0001856428220457,0.0001103967822034,6.664121931908544e-05,1,0.0001856428220457,0.006736269069753789,-0.40132107771235304
single_point_eigen_order,9.6,fine,0,1,2,0/1/2,0.000184400649653,0.0001095835057003,6.606479016423901e-05,1,0.000184400649653,0.0,-0.4057314553581498
single_point_eigen_order,9.6,mid,0,1,2,0/1/2,0.0001833934715695,0.0001090121043123,6.575409227587548e-05,1,0.0001833934715695,-0.005461900949889629,-0.40883015044992554
local_9_9p6_10_history,9.6,coarse,0,2,4,0/2/4,0.0001856428220457,6.664121931908544e-05,6.421882961199308e-05,1,0.0001856428220457,0.006736269069753789,-0.6386063745193468
local_9_9p6_10_history,9.6,fine,0,2,4,0/2/4,0.000184400649653,6.606479016423901e-05,6.285684373990113e-05,1,0.000184400649653,0.0,-0.641732335061954
local_9_9p6_10_history,9.6,mid,0,2,4,0/2/4,0.0001833934715695,6.575409227587548e-05,6.57336503496084e-05,1,0.0001833934715695,-0.005461900949889629,-0.6434172417526202
canonical_inserted_history,9.6,coarse,2,0,5,2/0/5,6.664121931908544e-05,0.0001856428220457,8.249954873602702e-05,2,0.0001856428220457,0.006736269069753789,0.006736269069753789
canonical_inserted_history,9.6,fine,2,0,5,2/0/5,6.606479016423901e-05,0.000184400649653,9.577699588238998e-05,2,0.000184400649653,0.0,0.0
canonical_inserted_history,9.6,mid,0,2,5,0/2/5,0.0001833934715695,6.575409227587548e-05,7.283703833834962e-05,1,0.0001833934715695,-0.005461900949889629,-0.6434172417526202
