D,eta,C_ir_ee,C_ir_mumu,C_ir_tautau,mu_mumu_uv_rge,x_mu_abs2,R_e_over_mu,R_tau_over_mu,mu_exact_reference_invariant_bridge,abs_delta_exact_reference_invariant_bridge,mu_three_parameter_global_invariant_fit,abs_delta_three_parameter_global_invariant_fit,mu_two_parameter_bridge_fixed_re_median,abs_delta_two_parameter_bridge_fixed_re_median,mu_one_scalar_accepted_median_invariant_bridge,abs_delta_one_scalar_accepted_median_invariant_bridge,mu_one_scalar_accepted_median_invariant_bridge_parented_phi,abs_delta_one_scalar_accepted_median_invariant_bridge_parented_phi,mu_one_scalar_accepted_median_invariant_bridge_actionabs_phi,abs_delta_one_scalar_accepted_median_invariant_bridge_actionabs_phi
15.2,0.39,4.998337626742592e-08,1.475240429717416e-07,1.1835497882595686e-08,1.209733243789101e-05,2.176334325472826e-14,0.11479568528830206,0.006436465596731958,1.2097332437890993e-05,1.6940658945086007e-20,1.2097346670911278e-05,1.4233020268083108e-11,1.2097332437890985e-05,2.541098841762901e-20,7.386643521342282e-06,4.710688916548728e-06,6.2582947055348924e-06,5.839037732356118e-06,6.866981120565785e-06,5.230351317325225e-06
16.0,0.39,2.0262623114309965e-08,5.6448198410452903e-08,5.227604729383279e-09,1.7711863218868906e-06,3.1863991037858575e-15,0.12885199941989475,0.008576405627970888,1.7711868688892193e-06,5.470023286778661e-13,1.7711889527662908e-06,2.630879400204939e-12,1.771186868889217e-06,5.470023263485255e-13,1.0814882573154889e-06,6.896980645714018e-07,9.553660212366592e-07,8.158203006502314e-07,1.0066283324273591e-06,7.645579894595315e-07
16.8,0.39,9.575451771008916e-09,2.4781135157567056e-08,2.212494659149966e-09,3.413551593437382e-07,6.14104659697606e-16,0.14930561944289253,0.007971169961774202,3.4135529730786674e-07,1.379641285493988e-13,3.4135569892701514e-07,5.39583276942451e-13,3.4135529730786627e-07,1.3796412807294276e-13,2.0843183465474782e-07,1.3292332468899038e-07,1.8245752821250562e-07,1.5889763113123257e-07,1.9363473382209128e-07,1.4772042552164692e-07
17.6,0.39,3.5041462588015162e-09,7.179662382296273e-09,8.26876867380101e-10,5.5585827916252447e-08,5.154755192376019e-17,0.23820803403493532,0.013263973327376864,2.865314560098275e-08,2.6932682315269698e-08,2.865317931263826e-08,2.6932648603614188e-08,2.8653145600982706e-08,2.693268231526974e-08,1.7495634904904577e-08,3.809019301134787e-08,1.4480541709874666e-08,4.110528620637778e-08,1.6127084658079626e-08,3.945874325817282e-08
18.4,0.39,1.0058704800739689e-30,1.0058704800739689e-30,1.0058704800739689e-30,5.5585827916252447e-08,1.0117754226842366e-60,1.0,1.0,5.624039843630812e-52,5.5585827916252447e-08,5.62404646055508e-52,5.5585827916252447e-08,5.624039843630804e-52,5.5585827916252447e-08,3.434043473863967e-52,5.5585827916252447e-08,4.091843768589863e-52,5.5585827916252447e-08,-0.0,5.5585827916252447e-08
19.200000000000003,0.39,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,5.5585827916252447e-08,1.0114650219482928e-60,1.0,1.0,5.62231445470823e-52,5.5585827916252447e-08,5.622321069602504e-52,5.5585827916252447e-08,5.6223144547082214e-52,5.5585827916252447e-08,3.4329899499320235e-52,5.5585827916252447e-08,4.047830465168379e-52,5.5585827916252447e-08,-0.0,5.5585827916252447e-08
20.0,0.39,1.0055641423643003e-30,1.0055641423643003e-30,1.0055641423643003e-30,5.5585827916252447e-08,1.0111592444088509e-60,1.0,1.0,5.620614764217087e-52,5.5585827916252447e-08,5.6206213771116015e-52,5.5585827916252447e-08,5.620614764217079e-52,5.5585827916252447e-08,3.431952117484e-52,5.5585827916252447e-08,4.340976116868161e-52,5.5585827916252447e-08,-0.0,5.5585827916252447e-08
4.0,0.5800000000000001,0.0001664574974646,0.0014885307557914,0.0003412954230409,2.4816946922020406,2.2157238109369167e-06,0.012505213116097253,0.05257088686491677,2.4816946922032828,1.2421175199506251e-12,2.481693990336401,7.018656398294354e-07,2.4816946922499596,4.7919002099661157e-11,2.920095194331533,0.43840050212949233,2.9185462405598788,0.4368515483578381,2.9180661041847316,0.4363714119826909
4.8,0.5800000000000001,0.0001966520466259,0.0015746513507105,0.0001525015587567,13.763800559808562,2.4795268762944018e-06,0.015596534892152345,0.009379501245003596,13.763800559811978,3.4159342021666816e-12,13.763796838924986,3.720883576363576e-06,13.763800561602618,1.7940564589480346e-09,16.069102917756588,2.305302357948026,15.991033928664041,2.2272333688554795,16.04963601464536,2.2858354548367963
5.6,0.5800000000000001,0.000157876829559,0.0013081478276997,5.980056061149847e-05,57.97746133528231,1.711250739115444e-06,0.014565424424292999,0.0020897621650103797,57.97746133527808,4.227729277772596e-12,57.977450166461374,1.1168820932994095e-05,57.9774613649499,2.966759637956784e-08,64.54466179007264,6.567200454790331,63.857061421529174,5.879600086246867,64.54790892708705,6.570447591804744
6.4,0.5800000000000001,0.0001045540412403,0.0006756441512142,2.73630048952909e-05,59.87824241195589,4.5649501906995674e-07,0.02394669620262192,0.001640180080004273,59.87824241195264,3.247180302423658e-12,59.8782462326308,3.820674912446975e-06,59.87824246398649,5.203060027270112e-08,57.76931818152234,2.1089242304335514,57.823074441025355,2.0551679709305333,57.774536062593214,2.1037063493626746
7.2,0.5800000000000001,7.639659247767494e-05,0.0001215871684309,1.7658255386841587e-05,3.5314925386509124,1.4783439527044047e-08,0.3947957666768322,0.021092113424382997,3.5314925386467952,4.1171510645199305e-12,3.5314937521836542,1.2135327418505426e-06,3.5314925416307434,2.9798310485773527e-09,2.9735940112635877,0.5578985273873247,3.150198980129709,0.3812935585212034,2.9227807839501687,0.6087117547007437
8.0,0.5800000000000001,6.345018810676157e-05,8.633382916496747e-05,1.3559407225664045e-05,2.324652148280022,7.453530058285787e-09,0.5401368665989302,0.024667174194461503,2.3246521482800193,2.6645352591003757e-15,2.324653393247396,1.2449673740810852e-06,2.3246521500489945,1.7689725240188636e-09,1.800280525841436,0.5243716224385859,2.01676579024378,0.30788635803624187,1.7539944250638035,0.5706577232162184
8.8,0.5800000000000001,2.227039899688321e-05,5.880853851644741e-05,7.087064632864447e-06,1.58370003727443,3.458444202440478e-09,0.143408608741003,0.014522855414280032,1.583700037274428,1.9984014443252818e-15,1.5837014928649076,1.4555904774837813e-06,1.5837000374924095,2.1797941229806383e-10,1.0567322730373119,0.5269677642371182,0.9878772144165762,0.5958228228578539,1.017796093885344,0.565903943389086
9.6,0.5800000000000001,1.103630772848078e-05,4.3822693117593805e-05,3.978075144680978e-06,0.9999999954198696,1.9204284320788033e-09,0.06342339357363076,0.008240391358712821,0.9999999954198678,1.7763568394002505e-15,1.000001079605866,1.0841859964250133e-06,0.9999999954583038,3.843414475568352e-11,0.6297824195392879,0.3702175758805817,0.5290430783640153,0.4709569170558543,0.6016546031685978,0.39834539225127186
10.4,0.5800000000000001,7.461956624295823e-06,3.0129038186600545e-05,2.121328314269099e-06,0.4950631234831995,9.077589420496338e-10,0.061338747638387724,0.004957300455514242,0.4950631234831986,8.881784197001252e-16,0.49506369230717395,5.688239744783274e-07,0.4950631234923088,9.109324405898178e-12,0.30505827779182954,0.19000484569136994,0.27505076370478493,0.22001235977841455,0.2900198454516811,0.2050432780315184
11.2,0.5800000000000001,4.582140871074888e-06,1.6558787040110696e-05,7.997312786683708e-07,0.1519945382581024,2.7419342823973793e-10,0.07657373518090779,0.002332550864499008,0.15199453825810225,1.6653345369377348e-16,0.15199471647877302,1.7822067061024072e-07,0.1519945382591741,1.0716982856706636e-12,0.09293063750814608,0.059063900749956336,0.0866707113165278,0.06532382694157461,0.08809003669338025,0.06390450156472216
12.0,0.5800000000000001,2.523060635308838e-06,8.290048890845853e-06,4.884273097097576e-07,0.0381623166820766,6.872491061261456e-11,0.09262776644887448,0.003471248412602856,0.03816231668207654,5.551115123125783e-17,0.038162361524860064,4.484278346567061e-08,0.03816231668215824,8.164302567337245e-14,0.023313401777508753,0.014848914904567845,0.021656100346610686,0.016506216335465913,0.022064590288017077,0.01609772639405952
12.8,0.5800000000000001,7.028421656527852e-07,2.0613128051704436e-06,2.0666020879845427e-07,0.0023614188389863,4.249010480759643e-12,0.11625932956775895,0.010051385397615034,0.0023614188389863597,5.984795992119984e-17,0.0023614216166692333,2.7776829334899555e-09,0.0023614188389867487,4.488596994089988e-16,0.0014420107781230502,0.0009194080608632496,0.0011505573029580737,0.001210861536028226,0.0013409139500182882,0.0010205048889680116
13.6,0.5800000000000001,2.2456322928675674e-07,5.657684676809873e-07,9.017214696081619e-08,0.0001779207979586,3.2009395902209237e-13,0.157543254179989,0.02540196669866501,0.0001779207979586115,1.1492543028346347e-17,0.0001779210072810708,2.0932247081495436e-10,0.00017792079795861426,1.4257258568184383e-17,0.00010864040071840555,6.928039724019445e-05,8.740476668930124e-05,9.051603126929875e-05,0.00010070182928868107,7.721896866991893e-05
14.4,0.5800000000000001,1.1197005482055549e-07,2.809168215569948e-07,4.1021394882678225e-08,4.386484965022112e-05,7.891426063368446e-14,0.15887233911644447,0.021323837093676544,4.3864849650221055e-05,6.776263578034403e-20,4.386490125864034e-05,5.160841921864187e-11,4.386484965022118e-05,5.421010862427522e-20,2.6784006646460302e-05,1.708084300376082e-05,2.158404364320371e-05,2.2280806007017412e-05,2.486103623110449e-05,1.9003813419116634e-05
15.2,0.5800000000000001,4.998365907224105e-08,1.4758488777917398e-07,1.1825785791740362e-08,1.2107313353655313e-05,2.1781299100791378e-14,0.114702349143135,0.006420609209073627,1.2107313353655294e-05,1.8634724839594607e-20,1.2107327598418566e-05,1.4244763253342969e-11,1.2107313353655286e-05,2.710505431213761e-20,7.392737875210587e-06,4.714575478444726e-06,6.2633798280275185e-06,5.843933525627794e-06,6.8723582465128835e-06,5.234955107142429e-06
16.0,0.5800000000000001,2.025898221194428e-08,5.645597801259928e-08,5.228325189665774e-09,1.7716745597687972e-06,3.1872774533590936e-15,0.12877020161245253,0.008576405627970888,1.7716751068651944e-06,5.470963971923728e-13,1.771677191316699e-06,2.63154790168856e-12,1.771675106865192e-06,5.470963948630322e-13,1.0817863758690522e-06,6.89888183899745e-07,9.556115601924779e-07,8.160629995763194e-07,1.0069384844658665e-06,7.647360753029307e-07
16.8,0.5800000000000001,9.575451771008916e-09,2.4781135157567053e-08,2.2124946591499654e-09,3.413551593437382e-07,6.141046596976059e-16,0.14930561944289256,0.007971169961774199,3.413552973078667e-07,1.3796412849645924e-13,3.4135569892701503e-07,5.395832768365719e-13,3.413552973078662e-07,1.379641280200032e-13,2.0843183465474776e-07,1.3292332468899043e-07,1.824575282125056e-07,1.588976311312326e-07,1.9363473382209125e-07,1.4772042552164694e-07
17.6,0.5800000000000001,3.5041462588015162e-09,7.179662382296271e-09,8.26876867380101e-10,5.5585827916252447e-08,5.154755192376016e-17,0.23820803403493546,0.013263973327376872,2.865314560098273e-08,2.6932682315269718e-08,2.8653179312638242e-08,2.6932648603614204e-08,2.865314560098269e-08,2.6932682315269757e-08,1.7495634904904567e-08,3.8090193011347877e-08,1.4480541709874656e-08,4.110528620637779e-08,1.6127084658079613e-08,3.9458743258172834e-08
18.4,0.5800000000000001,1.8055643572322854e-09,2.008704795137036e-09,3.8961127328576285e-10,5.5585827916252447e-08,4.034894954006522e-18,0.8079671677376626,0.03762103995312786,2.24283071744764e-09,5.3342997198804806e-08,2.2428333562342423e-09,5.3342994560018203e-08,2.242830717447637e-09,5.334299719880481e-08,1.3694743289117848e-09,5.421635358734066e-08,1.1004994657896984e-09,5.448532845046275e-08,1.2572895788987683e-09,5.4328538337353676e-08
19.200000000000003,0.5800000000000001,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,5.5585827916252447e-08,1.0114650219482928e-60,1.0,1.0,5.62231445470823e-52,5.5585827916252447e-08,5.622321069602504e-52,5.5585827916252447e-08,5.6223144547082214e-52,5.5585827916252447e-08,3.4329899499320235e-52,5.5585827916252447e-08,4.047830465168379e-52,5.5585827916252447e-08,-0.0,5.5585827916252447e-08
20.0,0.5800000000000001,1.0055641423643003e-30,1.0055641423643003e-30,1.0055641423643003e-30,5.5585827916252447e-08,1.0111592444088509e-60,1.0,1.0,5.620614764217087e-52,5.5585827916252447e-08,5.6206213771116015e-52,5.5585827916252447e-08,5.620614764217079e-52,5.5585827916252447e-08,3.431952117484e-52,5.5585827916252447e-08,4.340976116868161e-52,5.5585827916252447e-08,-0.0,5.5585827916252447e-08
4.0,0.77,0.0001680448135103,0.0014924368518506,0.0003396573742256,2.518787195135122,2.22736775676173e-06,0.012678220407018466,0.051795277863569494,2.5187871951365373,1.4153123117921496e-12,2.5187864828580513,7.122770706580184e-07,2.518787195185285,5.016298487703352e-11,2.9636824200768674,0.4448952249417455,2.9620951316757576,0.4433079365406356,2.9616089406295445,0.44282174549442255
4.8,0.77,0.0001967876703005,0.0015747390493178,0.0001524412449061,13.776081923339817,2.4798030734463283e-06,0.015616315503827222,0.009371039739952366,13.776081923350647,1.0830447649823327e-11,13.776078199315135,3.724024681517335e-06,13.776081925146759,1.806942151461044e-09,16.083317988661143,2.3072360653213266,16.00512119817166,2.2290392748318446,16.063827613696542,2.2877456903567257
