D,eta,C_ir_ee,C_ir_mumu,C_ir_tautau,mu_mumu_uv_rge,x_mu_abs2,R_e_over_mu,R_tau_over_mu,mu_exact_reference_invariant_bridge,abs_delta_exact_reference_invariant_bridge,mu_three_parameter_global_invariant_fit,abs_delta_three_parameter_global_invariant_fit,mu_two_parameter_bridge_fixed_re_median,abs_delta_two_parameter_bridge_fixed_re_median,mu_one_scalar_accepted_median_invariant_bridge,abs_delta_one_scalar_accepted_median_invariant_bridge,mu_one_scalar_accepted_median_invariant_bridge_parented_phi,abs_delta_one_scalar_accepted_median_invariant_bridge_parented_phi,mu_one_scalar_accepted_median_invariant_bridge_actionabs_phi,abs_delta_one_scalar_accepted_median_invariant_bridge_actionabs_phi
4.0,0.2,0.0001632920540069,0.0014805151218205,0.0003446019958004,2.4082829678814335,2.19192502593917e-06,0.012164784190265607,0.05417636739593228,2.4082829678821485,7.149836278586008e-13,2.4082822866285745,6.812528590138811e-07,2.408282967924908,4.347455728748173e-11,2.833824222305445,0.4255412544240116,2.832349834844874,0.4240668669634404,2.8318815483849984,0.4235985805035649
4.8,0.2,0.0001963808317244,0.0015744749970209,0.0001526223092126,13.739244327095353,2.478971516243963e-06,0.015557028717780464,0.009396465073015425,13.739244327105602,1.0249578963339445e-11,13.739240612515045,3.7145803073457273e-06,13.739244328885343,1.7899903781426474e-09,16.04067953124336,2.3014352041480066,15.962865714792093,2.22362138769674,16.021259484172347,2.2820151570769944
5.6,0.2,0.0001578612506865,0.0013081575332978,5.9804371150057565e-05,57.971467023169026,1.7112761319237845e-06,0.014562333923451156,0.002089997483125726,57.97146702316158,7.44648787076585e-12,57.97145585485746,1.116831156622311e-05,57.97146705282096,2.9651936017671687e-08,64.53841165804617,6.566944634877146,63.85095608401034,5.8794890608413155,64.54166944013345,6.57020241696442
6.4,0.2,0.000104553257196,0.000675645176202,2.7363152192721813e-05,59.87793765426565,4.5649640412503167e-07,0.02394626439882949,0.0016401927619937625,59.87793765425132,1.433164698028122e-11,59.877941474739835,3.820474184124123e-06,59.87793770628371,5.2018059193414956e-08,57.76910908140716,2.108828572858492,57.822865884657865,2.0550717696077854,57.77433942600701,2.1035982282586403
7.2,0.2,7.639654511164491e-05,0.000121587191482,1.7658263952446447e-05,3.5314919255891972,1.4783445132480534e-08,0.39479512743429745,0.021092125889464432,3.5314919255872113,1.98596694644948e-12,3.5314931391226265,1.2135334293006395e-06,3.5314919285711524,2.9819551272680656e-09,2.9735939647168874,0.5578979608723098,3.1501988741478426,0.3812930514413546,2.9227808730680427,0.6087110525211545
8.0,0.2,6.345018455274895e-05,8.633383104379341e-05,1.3559407862991456e-05,2.324652153604843,7.453530382698266e-09,0.5401367825806687,0.024667175439673453,2.3246521536048412,1.7763568394002505e-15,2.3246533985721416,1.2449672985859195e-06,2.324652155373816,1.7689729681080735e-09,1.8002805554322014,0.5243715981726416,2.0167658189751823,0.30788633462966075,1.753994464235875,0.5706576893689681
8.8,0.2,2.227039891030573e-05,5.880853860777689e-05,7.08706465714434e-06,1.58370004028358,3.4584442131823853e-09,0.14340860718055798,0.014522855468681132,1.5837000402835781,1.7763568394002505e-15,1.5837014958740583,1.4555904783719598e-06,1.5837000405015598,2.1797985638727368e-10,1.0567322755981763,0.5269677646854036,0.9878772167211382,0.5958228235624418,1.0177960969706494,0.5659039433129305
9.6,0.2,1.103630774656642e-05,4.382269321921357e-05,3.978075101193623e-06,1.0000000014340196,1.9204284409853068e-09,0.06342339348735665,0.008240391140331862,1.000000001434018,1.5543122344752192e-15,1.0000010856200245,1.0841860049737306e-06,1.000000001472454,3.8434366800288444e-11,0.6297824229230482,0.37021757851097137,0.5290430811709605,0.470956920263059,0.6016546059364529,0.39834539549756665
10.4,0.2,7.46195650597226e-06,3.0129038151944063e-05,2.121328425857392e-06,0.4950631213671755,9.077589399613009e-10,0.06133874583421397,0.004957300988456742,0.4950631213671748,7.216449660063518e-16,0.4950636901911463,5.688239708145915e-07,0.4950631213762849,9.10937991704941e-12,0.30505827677534786,0.19000484459182765,0.27505076254082284,0.22001235882635267,0.29001984600011116,0.20504327536706435
11.2,0.2,4.58214032801369e-06,1.6558788492548136e-05,7.997312983591723e-07,0.1519945649010222,2.741934763409446e-10,0.076573703597171,0.0023325505701673843,0.15199456490102203,1.6653345369377348e-16,0.15199474312172406,1.7822070186301886e-07,0.15199456490209393,1.0717260412462792e-12,0.09293065380401673,0.05906391109700547,0.08667072597254505,0.06532383892847715,0.08809005379731981,0.06390451110370239
12.0,0.2,2.5230587326746684e-06,8.290050102392172e-06,4.884281876799136e-07,0.0381623276974709,6.872493070017247e-11,0.09262759967410092,0.003471259877453557,0.0381623276974709,0.0,0.03816237254026717,4.484279626792986e-08,0.0381623276975526,8.169853682460371e-14,0.023313408547748285,0.014848919149722618,0.02165610538518101,0.016506222312289893,0.022064601584176242,0.01609772611329466
12.8,0.2,7.028363625309511e-07,2.061335493756547e-06,2.066590716743671e-07,0.0023614708275849,4.249104017820547e-12,0.11625485053413934,0.010051053522388703,0.0023614708275849832,8.326672684688674e-17,0.002361473605329018,2.777744118054315e-09,0.0023614708275853727,4.727121472036799e-16,0.0014420425238072382,0.0009194283037776618,0.0011505814430105823,0.0012108893845743176,0.0013409447488261538,0.0010205260787587462
13.6,0.2,2.2457883585941453e-07,5.657166674827793e-07,9.017790075524279e-08,0.0001778882187932,3.2003534786782147e-13,0.15759400907427387,0.025409861250642398,0.00017788821879324572,4.572622662457615e-17,0.00017788842807737472,2.0928417473423805e-10,0.00017788821879324845,4.846383711010205e-17,0.00010862050775147365,6.926771104172634e-05,8.738978771261081e-05,9.049843108058918e-05,0.000100682725712689,7.7205493080511e-05
14.4,0.2,1.1194199199074732e-07,2.809669148579826e-07,4.103079528266915e-08,4.3880494927676865e-05,7.894240724481283e-14,0.15873609645568454,0.02132600487222825,4.38804949276768e-05,6.776263578034403e-20,4.388054655450304e-05,5.1626826172933814e-11,4.388049492767691e-05,4.743384504624082e-20,2.6793559741421466e-05,1.70869351862554e-05,2.1591195144399897e-05,2.2289299783276968e-05,2.4871080548432917e-05,1.9009414379243948e-05
15.2,0.2,4.9993770147796374e-08,1.4738055716786893e-07,1.1866340068981104e-08,1.2073811470646549e-05,2.172102863111148e-14,0.1150671589286884,0.006482659225034183,1.207381147064653e-05,1.8634724839594607e-20,1.2073825675993354e-05,1.4205346805535451e-11,1.2073811470646521e-05,2.710505431213761e-20,7.372281605786531e-06,4.701529864860018e-06,6.246354820703661e-06,5.827456649942888e-06,6.854459123785699e-06,5.21935234686085e-06
16.0,0.2,2.0273225883781632e-08,5.6425490086525615e-08,5.225501736818388e-09,1.7697615613545258e-06,3.1838359315046003e-15,0.12909072470345656,0.008576405627970888,1.769762108082172e-06,5.467276462692251e-13,1.7697641902829519e-06,2.6289284260411547e-12,1.7697621080821698e-06,5.467276439398845e-13,1.0806182970669102e-06,6.891432642876157e-07,9.546494530920859e-07,8.151121082624399e-07,1.0057234580071576e-06,7.640381033473683e-07
16.8,0.2,8.407783901677903e-09,2.7199033819208433e-08,2.4283680580573543e-09,4.11216973700512e-07,7.39787440698444e-16,0.0955555964434512,0.007971169961774195,4.112171381496492e-07,1.6444913722115216e-13,4.1121762196424716e-07,6.482637351643477e-13,4.1121713814964864e-07,1.64449136638817e-13,2.510895345653272e-07,1.6012743913518478e-07,2.1738897807425627e-07,1.9382799562625573e-07,2.384862927094505e-07,1.727306809910615e-07
17.6,0.2,3.5041462588015162e-09,7.179662382296273e-09,8.26876867380101e-10,5.5585827916252447e-08,5.154755192376019e-17,0.23820803403493532,0.013263973327376864,2.865314560098275e-08,2.6932682315269698e-08,2.865317931263826e-08,2.6932648603614188e-08,2.8653145600982706e-08,2.693268231526974e-08,1.7495634904904577e-08,3.809019301134787e-08,1.4480541709874666e-08,4.110528620637778e-08,1.6127084658079626e-08,3.945874325817282e-08
18.4,0.2,1.0058704800739689e-30,1.0058704800739689e-30,1.0058704800739689e-30,5.5585827916252447e-08,1.0117754226842366e-60,1.0,1.0,5.624039843630812e-52,5.5585827916252447e-08,5.62404646055508e-52,5.5585827916252447e-08,5.624039843630804e-52,5.5585827916252447e-08,3.434043473863967e-52,5.5585827916252447e-08,4.091843768589863e-52,5.5585827916252447e-08,-0.0,5.5585827916252447e-08
19.200000000000003,0.2,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,5.5585827916252447e-08,1.0114650219482928e-60,1.0,1.0,5.62231445470823e-52,5.5585827916252447e-08,5.622321069602504e-52,5.5585827916252447e-08,5.6223144547082214e-52,5.5585827916252447e-08,3.4329899499320235e-52,5.5585827916252447e-08,4.047830465168379e-52,5.5585827916252447e-08,-0.0,5.5585827916252447e-08
20.0,0.2,1.0055641423643003e-30,1.0055641423643003e-30,1.0055641423643003e-30,5.5585827916252447e-08,1.0111592444088509e-60,1.0,1.0,5.620614764217087e-52,5.5585827916252447e-08,5.6206213771116015e-52,5.5585827916252447e-08,5.620614764217079e-52,5.5585827916252447e-08,3.431952117484e-52,5.5585827916252447e-08,4.340976116868161e-52,5.5585827916252447e-08,-0.0,5.5585827916252447e-08
4.0,0.39,0.0001648732188311,0.0014845570190259,0.0003429436908815,2.444858357046273,2.2039095427390666e-06,0.012334071685149085,0.05336442936276646,2.4448583570473374,1.0644818360106e-12,2.444857665522558,6.915237151794429e-07,2.4448583570920186,4.574562950665495e-11,2.8768072435136607,0.4319488864673877,2.875295921737624,0.43043756469135097,2.8748217534124896,0.4299633963662166
4.8,0.39,0.0001965164337453,0.0015745633333692,0.0001525619135261,13.75152135651519,2.4792496907907264e-06,0.015576772632228873,0.009387976348328957,13.751521356529619,1.4429346606448235e-11,13.75151763879094,3.7177242493413587e-06,13.751521358314804,1.799614679498518e-09,16.054890093281067,2.3033687367658775,15.976948762205016,2.2254274056898264,16.03544663279086,2.283925276275669
5.6,0.39,0.0001578690401575,0.0013081526810623,5.980246582210007e-05,57.97446421045843,1.7112634369704837e-06,0.01456387912101474,0.0020898798169466954,57.9744642104542,4.227729277772596e-12,57.97445304189376,1.1168564668651015e-05,57.974464240119794,2.9661364919775224e-08,64.54153677158735,6.567072561128917,63.85400880209002,5.879544591631593,64.54478923338328,6.570325022924855
6.4,0.39,0.0001045536492191,0.0006756446637075,2.7363078543785983e-05,59.87809003340474,4.564957115964207e-07,0.023946480300552995,0.001640186420974193,59.878090033393974,1.0764722446765518e-11,59.878093853977305,3.820572565871316e-06,59.8780900854271,5.2022357976966305e-08,57.76921363181169,2.108876401593051,57.822970163180536,2.0551198702242033,57.77443774469941,2.1036522887053266
7.2,0.39,7.639656879578268e-05,0.0001215871799556,1.7658259669493698e-05,3.531492232104217,1.4783442329555457e-08,0.39479544707259395,0.02109211965685965,3.5314922321019067,2.3101520696400257e-12,3.531493445638043,1.213533826316393e-06,3.531492235085851,2.981634050769344e-09,2.9735939879693185,0.5578982441348983,3.150198927117443,0.38129330498677394,2.9227808284858083,0.6087114036184085
8.0,0.39,6.34501863393511e-05,8.633383009859273e-05,1.3559407543051916e-05,2.324652150822692,7.453530219492676e-09,0.5401368248255928,0.024667174815732815,2.3246521508226903,1.7763568394002505e-15,2.324653395790029,1.2449673367775915e-06,2.3246521525916655,1.7689734121972833e-09,1.8002805404930975,0.5243716103295946,2.016765804455778,0.30788634636691414,1.7539944444854003,0.5706577063372917
8.8,0.39,2.227039895804181e-05,5.880853855891035e-05,7.087064643643736e-06,1.5837000387135487,3.4584442074348453e-09,0.14340860803367275,0.014522855437485424,1.5837000387135467,1.9984014443252818e-15,1.5837014943040266,1.4555904779278706e-06,1.583700038931528,2.1797941229806383e-10,1.0567322742430858,0.5269677644704629,0.9878772155027772,0.5958228232107715,1.017796095324127,0.5659039433894217
9.6,0.39,1.1036307700610506e-05,4.382269330139947e-05,3.9780751218128915e-06,1.0000000045309456,1.920428448188522e-09,0.0634233927212674,0.008240391194847138,1.0000000045309438,1.7763568394002505e-15,1.0000010887169526,1.084186006972132e-06,1.00000000456938,3.8434366800288444e-11,0.629782425065224,0.37021757946572165,0.5290430829095585,0.47095692162138714,0.6016546084916774,0.3983453960392682
10.4,0.39,7.461956585435098e-06,3.0129038143307735e-05,2.121328340458982e-06,0.4950631218312705,9.077589394408924e-10,0.06133874717577906,0.004957300592166157,0.4950631218312697,7.771561172376096e-16,0.4950636906552429,5.688239724244148e-07,0.49506312184037987,9.10937991704941e-12,0.30505827684133624,0.19000484498993425,0.2750507627837253,0.22001235904754518,0.29001984493613264,0.20504327689513785
11.2,0.39,4.582141622118534e-06,1.6558784983346235e-05,7.997311663962273e-07,0.1519945006166041,2.7419336012469276e-10,0.07657377930524238,0.002332550789029384,0.15199450061660388,2.220446049250313e-16,0.15199467883723075,1.7822062664540894e-07,0.15199450061767578,1.071670530095048e-12,0.09293061445949538,0.059063886157108725,0.08667069072884187,0.06532380988776224,0.08809001188764552,0.06390448872895858
12.0,0.39,2.523062826122174e-06,8.290042715054741e-06,4.884271746152364e-07,0.0381622598448225,6.872480821743218e-11,0.09262806531841149,0.0034712516642878186,0.038162259844822445,5.551115123125783e-17,0.03816230468753921,4.484271670657236e-08,0.03816225984490414,8.163608677946854e-14,0.023313367049160014,0.014848892795662486,0.02165606935137316,0.01650619049344934,0.022064554139425204,0.016097705705397296
12.8,0.39,7.028430870536371e-07,2.061302804101351e-06,2.0666287606818602e-07,0.0023613959137479,4.248969250196092e-12,0.11626076253582882,0.010051742394417975,0.0023613959137479663,6.635317295611287e-17,0.002361398691403858,2.7776559581062232e-09,0.002361395913748356,4.562322741819003e-16,0.0014419967819788043,0.0009193991317690956,0.0011505464703418546,0.0012108494434060453,0.0013409015969040343,0.0010204943168438656
13.6,0.39,2.2457579390009273e-07,5.657373698211057e-07,9.017078269455313e-08,0.0001779012396004,3.2005877161210247e-13,0.15757820650196436,0.025403990682069062,0.00017790123960049914,9.915028867379938e-17,0.00017790144889994847,2.092995484770984e-10,0.0001779012396005019,1.0191500421363742e-16,0.00010862845811438661,6.927278148601338e-05,8.73957925861272e-05,9.05054470142728e-05,0.00010068986978678155,7.721136981361844e-05
14.4,0.39,1.1194476063596904e-07,2.809930311740192e-07,4.101830344497538e-08,4.388865301973822e-05,7.895708356836331e-14,0.15871444166240206,0.0213090598267516,4.388865301973815e-05,7.453889935837843e-20,4.388870465616294e-05,5.163642471641078e-11,4.388865301973826e-05,4.0657581468206416e-20,2.6798541040264016e-05,1.7090111979474207e-05,2.1595052278875428e-05,2.2293600740862795e-05,2.4875226505263576e-05,1.9013426514474647e-05
