source,ref_D,ref_eta,C_uv_mumu_ref,C_match_mumu_ref,C_ir_mumu_ref,finite_fac_diag_ref,rge_fac_diag_ref,chain_fac_diag_ref,A_star_tree,A_star_match,A_star_ir,R_e_over_mu_star_ref,R_tau_over_mu_star_ref,mu_layer1_contrib_ref,mu_layer2_contrib_ref,mu_layer3_contrib_ref,mu_layer1_share_ref,mu_layer2_share_ref,mu_layer3_share_ref
reference_chain_constants,9.6,1.0,4.3579838326273245e-05,4.358150197510192e-05,4.3822693216572823e-05,1.0000381747361295,1.005534257208682,1.0055726432136203,526536849.4452691,526496650.9365548,520717137.269355,0.06342339296486554,0.008240391313133909,2.080987705553881e-33,4.3579838326273245e-05,5.324282608782362e-34,4.7751157082638905e-29,1.0,1.2217306931982075e-29
