z,psi_1,psi_2,psi_3
-80.0,0.0,0.0,0.0
-79.98,7.664807771220606e-26,0.0,0.00013951792083613204
-79.96,1.533109160582167e-25,0.0,0.00027903563794096905
-79.94,2.300032785452373e-25,0.0,0.0004185529476396564
-79.92,3.067399343970187e-25,0.0,0.0005580696463141178
-79.9,3.835356613981141e-25,0.0,0.0006975855304033916
-79.88,4.604052487397994e-25,0.0,0.0008371003964039728
-79.86,5.3736349986820615e-25,0.0,0.0009766140408701612
-79.84,6.144252353351975e-25,0.0,0.0011161262604143843
-79.82,6.91605295652562e-25,0.0,0.0012556368517075425
-79.8,7.689185441500602e-25,0.0,0.0013951456114793428
-79.78,8.463798698378857e-25,0.0,0.0015346523365186565
-79.76,9.240041902740605e-25,0.0,0.0016741568236738245
-79.74,1.0018064544373696e-24,0.0,0.0018136588698530226
-79.72,1.0798016456063466e-24,0.0,0.0019531582720246007
-79.7,1.1580047842448556e-24,0.0,0.002092654827217387
-79.68,1.2364309308948802e-24,0.0,0.002232148332521047
-79.66,1.3150951890770398e-24,0.0,0.0023716385850864443
-79.64,1.3940127081993611e-24,0.0,0.002511125382125931
-79.62,1.4731986864749215e-24,0.0,0.0026506085209136864
-79.6,1.5526683738489301e-24,0.0,0.0027900877987860964
-79.58,1.632437074935748e-24,0.0,0.0029295630131420725
-79.56,1.712520151966455e-24,0.0,0.0030690339614433807
-79.54,1.792933027747525e-24,0.0,0.0032085004412149673
-79.52,1.873691188631212e-24,0.0,0.003347962250045343
-79.5,1.9548101874981177e-24,0.0,0.003487419185586846
-79.48,2.0363056467526316e-24,0.0,0.0036268710455559885
-79.46,2.1181932613318125e-24,0.0,0.0037663176277338713
-79.44,2.200488801728151e-24,0.0,0.003905758729966424
-79.42,2.2832081170269578e-24,0.0,0.004045194150164749
-79.4,2.366367137958922e-24,0.0,0.004184623686305509
-79.38,2.449981879968367e-24,0.0,0.0043240471364312414
-79.36,2.53406844629782e-24,0.0,0.004463464298650652
-79.34,2.6186430310895666e-24,0.0,0.004602874971139012
-79.32,2.703721922504655e-24,0.0,0.004742278952138438
-79.3,2.789321505860081e-24,0.0,0.004881676039958282
-79.28,2.8754582667846304e-24,0.0,0.005021066032975395
-79.26,2.96214879439412e-24,0.0,0.0051604487296345114
-79.24,3.049409784486563e-24,0.0,0.005299823928448602
-79.22,3.1372580427578097e-24,0.0,0.005439191427999074
-79.2,3.2257104880385093e-24,0.0,0.005578551026936224
-79.18,3.314784155552801e-24,0.0,0.005717902523979562
-79.16,3.404496200199445e-24,0.0,0.005857245717918152
-79.14,3.494863899855988e-24,0.0,0.0059965804076109065
-79.12,3.585904658706639e-24,0.0,0.0061359063919868995
-79.1,3.677636010594499e-24,0.0,0.006275223470045702
-79.08,3.770075622398796e-24,0.0,0.006414531440857764
-79.06,3.863241297437718e-24,0.0,0.006553830103564712
-79.04,3.9571509788975524e-24,0.0,0.006693119257379691
-79.02,4.051822753288755e-24,0.0,0.006832398701587654
-79.0,4.147274853929666e-24,0.0,0.0069716682355457065
-78.98,4.243525664458548e-24,0.0,0.00711092765868352
-78.96,4.3405937223745016e-24,0.0,0.007250176770503564
-78.94,4.4384977226080604e-24,0.0,0.007389415370581434
-78.92,4.537256521122159e-24,0.0,0.007528643258566211
-78.9,4.636889138544097e-24,0.0,0.00766786023418078
-78.88,4.7374147638292805e-24,0.0,0.007807066097222226
-78.86,4.838852757957266e-24,0.0,0.00794626064756201
-78.84,4.941222657661136e-24,0.0,0.008085443685146458
-78.82,5.04454417919061e-24,0.0,0.008224615009997023
-78.8,5.1488372221097236e-24,0.0,0.008363774422210531
-78.78,5.254121873129976e-24,0.0,0.008502921721959655
-78.76,5.360418409979361e-24,0.0,0.008642056709493088
-78.74,5.467747305308394e-24,0.0,0.008781179185136065
-78.72,5.5761292306334855e-24,0.0,0.008920288949290499
-78.7,5.685585060318853e-24,0.0,0.009059385802435508
-78.68,5.7961358755972475e-24,0.0,0.009198469545127486
-78.66,5.907802968630774e-24,0.0,0.009337539978000563
-78.64,6.0206078466123195e-24,0.0,0.009476596901767005
-78.62,6.134572235908325e-24,0.0,0.00961564011721747
-78.6,6.249718086243759e-24,0.0,0.009754669425221244
-78.58,6.366067574930287e-24,0.0,0.009893684626726693
-78.56,6.483643111138132e-24,0.0,0.010032685522761499
-78.54,6.6024673402127356e-24,0.0,0.01017167191443306
-78.52,6.72256314803687e-24,0.0,0.010310643602928854
-78.5,6.84395366543899e-24,0.0,0.010449600389516573
-78.48,6.966662272648894e-24,0.0,0.010588542075544514
-78.46,7.090712603801515e-24,0.0,0.01072746846244201
-78.44,7.216128551489523e-24,0.0,0.010866379351719751
-78.42,7.34293427136573e-24,0.0,0.01100527454497008
-78.4,7.471154186796167e-24,0.0,0.01114415384386728
-78.38,7.60081299356472e-24,0.0,0.011283017050167836
-78.36,7.731935664630331e-24,0.0,0.011421863965710799
-78.34,7.864547454937541e-24,0.0,0.01156069439241807
-78.32,7.998673906281462e-24,0.0,0.011699508132294823
-78.3,8.134340852227935e-24,0.0,0.011838304987429809
-78.28,8.271574423089913e-24,0.0,0.011977084759995668
-78.26,8.410401050961027e-24,0.0,0.012115847252249267
-78.24,8.550847474807276e-24,0.0,0.01225459226653199
-78.22,8.692940745617867e-24,0.0,0.012393319605270079
-78.2,8.836708231616044e-24,0.0,0.012532029070974773
-78.18,8.98217762353132e-24,0.0,0.012670720466242881
-78.16,9.129376939933632e-24,0.0,0.012809393593757004
-78.14,9.278334532630753e-24,0.0,0.012948048256285939
-78.12,9.429079092129709e-24,0.0,0.013086684256684739
-78.1,9.581639653163765e-24,0.0,0.01322530139789528
-78.08,9.73604560028559e-24,0.0,0.01336389948294657
-78.06,9.892326673527702e-24,0.0,0.013502478314954932
-78.04,1.0050512974131613e-23,0.0,0.013641037697124433
-78.02,1.0210634970346371e-23,0.0,0.013779577432747096
-78.0,1.0372723503297952e-23,0.0,0.013918097325203263
-77.98,1.0536809792930526e-23,0.0,0.014056597177962005
-77.96,1.0702925444020601e-23,0.0,0.014195076794581396
-77.94,1.0871102452265305e-23,0.0,0.014333535978708773
-77.92,1.1041373210446019e-23,0.0,0.014471974534081047
-77.9,1.1213770514668513e-23,0.0,0.014610392264524973
-77.88,1.1388327570680942e-23,0.0,0.014748788973957684
-77.86,1.1565078000270507e-23,0.0,0.01488716446638681
