D,R,R_tail_root,parity,ell,h,E0_real,E0_imag,Gamma_dtn,transfer_pair,R_start,R_ref,boundary_F_abs_min,m_rouche_budget,a_start_real,a_start_imag,b_start_real,b_start_imag,initial_delta_at_R_start,transfer_delta_at_R,transfer_delta_over_budget,jost_log_scale_a,jost_log_scale_b,jost_nfev_a,jost_nfev_b,matrix_det_minus_one_abs_short_diag,matrix_nfev_short_diag,jost_denom_a_abs,jost_denom_b_abs,jost_denom_product_abs,jost_denom_floor_endpoints,jost_denom_floor_segment,jost_pole_initial_real,jost_pole_initial_imag,jost_pole_distance_segment,exact_projective_gain,exact_projective_delta,exact_projective_delta_over_budget,exact_projective_formula_rel_error,exact_projective_formula_abs_error_over_budget,segment_gain_bound,segment_delta_bound,segment_delta_bound_over_budget,exact_projective_status,segment_projective_status,jost_required_product,jost_observed_product,jost_product_margin,transfer_upper_ratio_with_formula_error,jost_product_lower_from_transfer,jost_product_lower_from_transfer_margin,pole_endpoint_distance_a,pole_endpoint_distance_b,pole_endpoint_distance_product,projective_B_abs_from_a,projective_B_abs_from_b,projective_B_abs_floor,projective_B_abs_rel_mismatch,pole_product_lower_bound,pole_product_lower_margin,pole_product_identity_rel_error,jost_product_bound_status,pole_exclusion_status
12.0,120.0,400.0,odd,1.0,0.1,0.0035632874715249,-0.001651836912498,0.0016489012109496,1600_to_3200,1600.0,3200.0,0.037554274458009,0.0018777137229004,0.0136680233976369,0.060408693652319,-0.0136754924945616,-0.0604122439754738,0.1238764175725385,1.0040519638607988e-12,5.347204696943201e-10,4.671842353561836,20.87407009079619,5112.0,5112.0,,,106.89449858981116,1162769028.2428415,124293612249.78056,106.89449858981116,44.57877545462856,0.0136680257450332,0.0604086825087966,4.749230848062678e-09,8.04546574759127e-12,9.96643474514172e-13,5.30774985749524e-10,0.0073785915602809,3.945483944795972e-12,0.0005032035900434,6.233505804421812e-05,0.0331973171863125,passes_exact_projective_budget,passes_segment_projective_budget,65.97194027063587,124293612249.78056,1884037542.9295003,5.386659536391161e-10,122472701036.706,1856436244.4743593,1.138807976747014e-08,0.12387640722202323,1.4107144067520145e-09,9386525276.645279,9386525282.08067,9386515890.120003,5.790631047240167e-10,124293239297.343,1884031889.7315495,5.790637300399101e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,60.0,800.0,even,1.0,0.05,0.010845857577098,-0.0019229933572493,0.0019126483040355,1600_to_3200,1600.0,3200.0,2.2409691156876943,0.0560242278921923,0.0092375647893036,0.1040691182866959,-0.0092457696675526,-0.104075390744867,0.2089635621170218,1.6839984698319557e-06,3.0058396754212843e-05,-2.760854085508606,14.489598219536395,5308.0,5308.0,,,0.0632377348553718,1962241.9303563512,124087.73491396784,0.0632377348553717,0.0105828403153269,0.0092375653246094,0.1040691115736766,1.1269904611646391e-09,8.058814198625812e-06,1.683998521384082e-06,3.005839767438843e-05,3.0612929626042863e-08,9.20175584508393e-13,8928.84972649055,1865.8042444550613,33303.52446883223,passes_exact_projective_budget,not_lifted_segment_projective,3.7298784825581426,124087.73491396784,33268.57309004397,3.0058398594564015e-05,124087.60702754797,33268.5388030235,6.734328512681589e-09,0.20896355547766382,1.4072292297645525e-09,9390354.916052459,9390354.8198676,9390345.42951278,1.0242941817659741e-08,124087.36138011578,33268.47294365748,1.0242941661093149e-08,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,60.0,800.0,odd,1.0,0.05,0.0108458575849235,-0.0019229933666953,0.0019126483134233,1600_to_3200,1600.0,3200.0,2.240968523929737,0.0560242130982434,0.0092375648310216,0.1040691183279961,-0.0092457698614509,-0.1040753908374048,0.208963562271176,1.68399743020781e-06,3.0058386134844428e-05,-2.760853521864636,14.4895982846471,5308.0,5308.0,,,0.0632377704989497,1962242.058119313,124087.81293473602,0.0632377704989497,0.010582911066108,0.0092375653663346,0.1040691116149739,1.1269979233764511e-09,8.05880913161029e-06,1.6839974638047689e-06,3.005838673453083e-05,1.9950718547852785e-08,5.996864017789618e-13,8928.730341384404,1865.7792986944185,33303.08799558878,passes_exact_projective_budget,not_lifted_segment_projective,3.7298794702344136,124087.81293473602,33268.58519826042,3.005838733421723e-05,124087.68637128468,33268.551265943745,6.734331976215269e-09,0.2089635556318158,1.4072299545549754e-09,9390355.379315538,9390355.42435301,9390345.988960158,4.7961412239158494e-09,124087.44007652838,33268.485233044215,4.796142841155937e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,80.0,800.0,even,1.0,0.0666666666666666,0.0066168808429054,-0.0014325725073287,0.001427855957028,1600_to_3200,1600.0,3200.0,0.9333867589512764,0.0311128919650425,0.0088186184881281,0.0812023775407373,-0.0088229910994275,-0.0811887028717798,0.1633465316019423,3.511816577590287e-06,0.0001128733574987,-3.0050414285237648,13.752537164938936,5234.0,5234.0,,,0.0495367020534945,938968.4564667046,46513.40066562084,0.0495367020534944,0.0100797196684889,0.0088186193201393,0.0812023689634027,1.7535063635655432e-09,2.149918057354864e-05,3.511816578973027e-06,0.0001128733575431,3.9373930122611986e-10,4.4442676908604565e-14,9842.447165256835,1607.729606920073,51674.06516650617,passes_exact_projective_budget,not_lifted_segment_projective,5.250123703880484,46513.40066562084,8859.48661195197,0.00011287335758754268,46513.354133944995,8859.477748984455,8.61759312971375e-09,0.16334652316463666,1.4076538757862006e-09,5748322.218032121,5748322.267749281,5748316.469709902,8.648986195629377e-09,46513.26072326576,8859.459956893352,8.648987540957368e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0066168808042149,-0.0014325724702377,0.0014278559200866,1600_to_3200,1600.0,3200.0,0.9333870449725408,0.0311129014990846,0.008818618287966,0.0812023772807687,-0.0088229907649843,-0.081188702592843,0.1633465310084512,3.511817986112177e-06,0.0001128733681818,-3.005041526552207,13.752536857587748,5234.0,5234.0,,,0.049536697197489,938968.1678736764,46513.38181003941,0.049536697197489,0.0100796417155113,0.0088186191199637,0.0812023687034311,1.753493337204154e-09,2.149918928888032e-05,3.511817989832652e-06,0.0001128733683014,1.0594156421159343e-09,1.195798118301752e-13,9842.59940301526,1607.754468588396,51674.84841089784,passes_exact_projective_budget,not_lifted_segment_projective,5.250122075990154,46513.38181003941,8859.485767531825,0.00011287336842097981,46513.335247397794,8859.476898663455,8.617594823775157e-09,0.163346522571141,1.4076541473907366e-09,5748320.524518254,5748320.521881543,5748314.773561021,4.586924305818631e-10,46513.242248698174,8859.45918503732,4.586942649416666e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,100.0,800.0,even,1.0,0.0833333333333333,0.0049127578895462,-0.0011962515361338,0.0011933236604455,1600_to_3200,1600.0,3200.0,0.4559384641209359,0.0189974360050389,0.0085544656133121,0.0698935062139485,-0.0085384218214687,-0.0698971314425317,0.1408317761631353,6.433871008649217e-06,0.0003386704925308,-3.233386584047908,13.227131584396403,5160.0,5160.0,,,0.0394237605796886,555226.5926191099,21889.1202548921,0.0394237605796886,0.008992152458536,0.0085544666956014,0.0698934962729568,2.2808358449114203e-09,4.568479629858608e-05,6.433871006380909e-06,0.0003386704924114,3.5255734687849965e-10,1.1940077031269934e-13,12367.23681040978,1741.699926240118,91680.78922745888,passes_exact_projective_budget,not_lifted_segment_projective,7.413199135177028,21889.1202548921,2952.7225501098565,0.00033867049265020075,21889.098350338667,2952.719595305455,9.999733312150919e-09,0.14083176642699363,1.4082801061490655e-09,3942481.1991519644,3942481.207937814,3942477.256670765,2.2285076259661294e-09,21889.054538817058,2952.713685370917,2.2285081360712624e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,100.0,800.0,odd,1.0,0.0833333333333333,0.0049127578899924,-0.0011962515309274,0.0011933236552516,1600_to_3200,1600.0,3200.0,0.4559383979475653,0.0189974332478152,0.008554465576231,0.0698935062126037,-0.0085384220181057,-0.06989713189407,0.140831776629366,6.4338711743602204e-06,0.0003386705504071,-3.2333865548421032,13.227131531017797,5160.0,5160.0,,,0.0394237617310913,555226.562981888,21889.119725770688,0.0394237617310912,0.0089921506981637,0.0085544666585198,0.0698934962716111,2.2808355310166032e-09,4.568479740291572e-05,6.43387118320527e-06,0.0003386705508727,1.374763184622099e-09,4.655918044154201e-13,12367.241652620303,1741.7006139432146,91680.83873349142,passes_exact_projective_budget,not_lifted_segment_projective,7.413200235645642,21889.119725770688,2952.7220404109703,0.0003386705513382918,21889.097806559814,2952.7190836297996,9.999734154835526e-09,0.14083176689322344,1.4082802294880015e-09,3942480.982059641,3942480.9844419016,3942477.0395786585,6.042542136930886e-10,21889.05404525064,2952.71318046952,6.042535235210245e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,120.0,800.0,even,1.0,0.1,0.0034788677931656,-0.0009677656342506,0.0009660865370413,1600_to_3200,1600.0,3200.0,0.2526467020640421,0.0126323351032021,0.0082385516554266,0.0587016941677656,-0.0082682312481197,-0.0587355767393842,0.1185916796404542,1.1511805742699052e-05,0.0009112967356115,-3.437987621197396,12.678056136187807,5112.0,5112.0,,,0.0321292765901725,320634.18324211333,10301.744357649924,0.0321292765901725,0.0083602395548153,0.0082385531204034,0.0587016823748855,3.092167976251645e-09,9.70709391810344e-05,1.1511805721755256e-05,0.0009112967339535,1.81933194619784e-09,1.6579512635638681e-12,14307.460519144077,1696.7457743547825,134317.66656702154,passes_exact_projective_budget,not_lifted_segment_projective,9.387945987151106,10301.744357649924,1097.3374124381944,0.0009112967372694512,10301.734018421383,1097.3363111079825,1.1883525486295725e-08,0.11859166816627986,1.4092871111163122e-09,2703682.221847759,2703682.208032907,2703679.504350699,5.109643432087542e-09,10301.713399809661,1097.3341148222617,5.109644899287377e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
12.0,120.0,800.0,odd,1.0,0.1,0.0034788677834578,-0.0009677656220259,0.0009660865248426,1600_to_3200,1600.0,3200.0,0.2526467133783277,0.0126323356689163,0.0082385515646836,0.0587016940723476,-0.008268231827945,-0.058735576638853,0.1185916795144878,1.1511814997969198e-05,0.0009112974274658,-3.437988294119823,12.67805600074653,5112.0,5112.0,,,0.0321292549696689,320634.13981501275,10301.736030097052,0.032129254969669,0.0083602731865206,0.0082385530296745,0.0587016822794756,3.0921808302989734e-09,9.707101764969016e-05,1.1511815015257243e-05,0.0009112974288344,1.501765576374839e-09,1.3685551064072313e-12,14307.345407277193,1696.7321212428958,134316.57974525966,passes_exact_projective_budget,not_lifted_segment_projective,9.387945556758746,10301.736030097052,1097.3365756984426,0.0009112974302029551,10301.725712890908,1097.335476713997,1.1883519188582308e-08,0.11859166804032349,1.4092863627631674e-09,2703681.8353050416,2703681.8447143426,2703679.131623206,3.4801805550261616e-09,10301.705089068031,1097.333279873085,3.4801845734657223e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,60.0,400.0,even,1.0,0.05,0.0109462077090673,-0.0031165297190722,0.0030996077137025,1600_to_3200,1600.0,3200.0,0.5716497874497035,0.0142912446862425,0.0148124981648752,0.1051893250723489,-0.0148152035777256,-0.105190087110576,0.2124554018635006,1.4154127504593567e-14,9.904055115800365e-13,6.697654865567146,23.169820193780257,5308.0,5308.0,,,810.5028565242758,11548486123.674526,9360080991769.156,810.502856524275,216.9989258960776,0.0148125001145181,0.1051893102896882,3.992089558743468e-09,1.068366823833422e-13,2.269803028951615e-14,1.5882472652201053e-12,0.6036333064083077,5.978417536400688e-13,2.123659240265929e-05,4.511828773118345e-06,0.0003157057955533,passes_exact_projective_budget,passes_segment_projective_budget,14.866123037416138,9360080991769.156,629624883919.7029,2.1860890188601742e-12,6800321507055.684,457437456285.014,1.4910672855359988e-08,0.21245538749717238,3.167852779329076e-09,54357228837.793304,54357228873.88877,54357174480.56447,6.640416989893404e-10,9360052905338.803,629622994628.8445,6.6404089536892e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,60.0,400.0,odd,1.0,0.05,0.0109462077087188,-0.0031165297187208,0.0030996077133535,1600_to_3200,1600.0,3200.0,0.5716497926119808,0.0142912448152995,0.014812498163466,0.1051893250704939,-0.014815203576318,-0.1051900871087163,0.2124554018594295,1.4342096143089473e-14,1.0035582154281978e-12,6.697654858843596,23.169820191598976,5308.0,5308.0,,,810.5028510748194,11548486098.484032,9360080908419.22,810.5028510748188,216.99892031147505,0.0148125001131089,0.1051893102878333,3.992089464960011e-09,1.0683668333470477e-13,2.2698030491203316e-14,1.5882472649900934e-12,0.5826159764059337,5.846890495618957e-13,2.123659349573321e-05,4.511829005261345e-06,0.0003157058089461,passes_exact_projective_budget,passes_segment_projective_budget,14.866122902882838,9360080908419.22,629624884010.8885,2.1729363145519892e-12,6841483543352.256,460206308534.2551,1.4910672759276306e-08,0.2124553874931013,3.1678527588548775e-09,54357228822.59522,54357228756.36197,54357174399.13321,1.2184810541973777e-09,9360052816799.531,629622994370.9419,1.2184805113827963e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,80.0,400.0,even,1.0,0.0666666666666666,0.0067287065139138,-0.0023012070142919,0.0022935022958442,1600_to_3200,1600.0,3200.0,0.2141995066842192,0.0071399835561406,0.0139284709877801,0.0825945807578128,-0.0139327476563588,-0.0825960457618434,0.167523701589635,2.598252006402321e-13,3.639016793207786e-11,5.63794637619893,21.634288741457347,5234.0,5234.0,,,280.88529304774084,2486865058.269227,698523820662.1385,280.8852930477406,89.17238222673417,0.0139284739270123,0.0825945620661076,6.0069547797770645e-09,1.431590405967958e-12,2.3982532396796064e-13,3.3589058305561865e-11,0.0769743528456437,2.801109626515993e-12,0.0001257590541095,2.1067622252837524e-05,0.0029506541698851,passes_exact_projective_budget,passes_segment_projective_budget,23.462757340044515,698523820662.1385,29771599754.388172,3.919127755859385e-11,598672340859.74,25515856136.736748,1.8921388139210476e-08,0.16752368364707604,3.1697806407966326e-09,14844856570.838318,14844856584.62676,14844841725.981747,9.288363638334883e-10,698521724443.9602,29771510412.02538,9.288358473283444e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0067287065152877,-0.0023012070165422,0.0022935022980854,1600_to_3200,1600.0,3200.0,0.2141995078468876,0.0071399835948962,0.0139284709996626,0.0825945807681335,-0.0139327476682329,-0.0825960457721609,0.1675237016139369,2.445382614867893e-13,3.4249134922605204e-11,5.637946398432665,21.63428875967989,5234.0,5234.0,,,280.88529929287006,2486865103.586234,698523848921.8132,280.88529929286983,89.172389811344,0.0139284739388952,0.0825945620764283,6.006955189114607e-09,1.4315903480511392e-12,2.398253143003111e-13,3.3589056769225827e-11,0.0192728416315037,6.600781533793761e-13,0.0001257590327164,2.106761867205596e-05,0.0029506536523578,passes_exact_projective_budget,passes_segment_projective_budget,23.462757216093063,698523848921.8132,29771601116.11678,3.490921307598458e-11,672107208554.5458,28645704439.781216,1.8921388201458156e-08,0.16752368367137785,3.1697806516844172e-09,14844856852.05824,14844856852.984339,14844842007.20139,6.238509936772267e-11,698521753308.785,29771511799.54546,6.238445034403563e-11,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,100.0,400.0,even,1.0,0.0833333333333333,0.004524921929761,-0.0017896671109677,0.0017856310401366,1600_to_3200,1600.0,3200.0,0.0983244011637611,0.00409685004849,0.0131929768295971,0.0678093577684375,-0.0131991462312987,-0.0678118288394523,0.1381653010585276,1.7088052182984425e-12,4.1710221220526445e-10,4.749519308132312,20.359801993458333,5160.0,5160.0,,,115.52873745316586,695263865.0779355,80322956529.26228,115.52873745316586,41.87824579605235,0.013192980911362,0.0678093351759239,8.322192234983796e-09,1.2449740935963831e-11,1.7201222045181189e-12,4.198645750171149e-10,0.0066227479284885,2.7623628118503873e-12,0.0005701945170447,7.878109710940352e-05,0.0192296755255759,passes_exact_projective_budget,passes_segment_projective_budget,33.724764007277244,80322956529.26228,2381720343.897141,4.2262693782896526e-10,79797871985.53218,2366150641.3599553,2.2958276836176666e-08,0.1381652796617151,3.1720367396214248e-09,5032117099.9698305,5032117090.344439,5032112058.227348,1.912791727402717e-09,80322715406.9929,2381713194.187529,1.9127935772084013e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0045249219297268,-0.0017896671109579,0.0017856310401268,1600_to_3200,1600.0,3200.0,0.0983244012008812,0.0040968500500367,0.0131929768295748,0.067809357768181,-0.0131991462312748,-0.0678118288392038,0.138165301058023,1.715990399829477e-12,4.1885604278196575e-10,4.749519312246361,20.359801993428448,5160.0,5160.0,,,115.52873792845668,695263865.0571573,80322956857.31413,115.5287379284566,41.87824489988877,0.0131929809113394,0.0678093351756672,8.322192061520804e-09,1.2449740885117092e-11,1.7201221974865816e-12,4.19864573142277e-10,0.0024078209630515,1.0085303603112158e-12,0.0005701945414481,7.878110048083069e-05,0.0192296763412477,passes_exact_projective_budget,passes_segment_projective_budget,33.72476399442184,80322956857.31413,2381720354.532347,4.208731035025882e-10,80130400324.92941,2376010706.499923,2.295827698767082e-08,0.1381652796612103,3.1720367605410677e-09,5032117087.46691,5032117090.212438,5032112055.349823,5.456008312676501e-10,80322715844.86044,2381713208.0789657,5.4559997796222e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,120.0,400.0,even,1.0,0.1,0.0036009091880255,-0.0015461097382767,0.0015433330754413,1600_to_3200,1600.0,3200.0,0.0494055818943834,0.0024702790947191,0.0127686928029312,0.0605232507348982,-0.0127762852125527,-0.0605265765786286,0.1237158300075065,6.734971227950903e-12,2.7264009327320798e-09,4.123292822923082,19.512119173018704,5112.0,5112.0,,,61.76228004876347,297855543.3318967,18396237481.341244,61.76228004876347,24.104736801706434,0.0127686977223575,0.0605232255577303,1.0012024338372022e-08,5.435894165936215e-11,6.725061585717614e-12,2.722389385107978e-09,0.0014713711310544,4.011547624101836e-12,0.0017210568349123,0.0002129219748212,0.0861934893415266,passes_exact_projective_budget,passes_segment_projective_budget,50.08172164513033,18396237481.341244,367324382.57002276,2.7304124803561817e-09,18342163289.87609,366244663.46914375,2.5653275395712935e-08,0.12371580638866035,3.173715652091006e-09,2407578724.200065,2407578724.3884287,2407576316.6213408,7.823775404949793e-11,18396182291.24467,367323280.56923765,7.823989074154768e-11,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,120.0,400.0,odd,1.0,0.1,0.0036009091880774,-0.0015461097379247,0.0015433330750899,1600_to_3200,1600.0,3200.0,0.0494055819925411,0.002470279099627,0.0127686928000604,0.0605232507347215,-0.0127762852096839,-0.0605265765784713,0.1237158300059945,6.725830424480332e-12,2.722700615285029e-09,4.123292818856229,19.512119168679085,5112.0,5112.0,,,61.76227979758538,297855542.0393173,18396237326.693756,61.76227979758533,24.1047366935616,0.0127686977194867,0.0605232255575536,1.001202434643873e-08,5.4358942116329166e-11,6.725061642169477e-12,2.7223894025516292e-09,0.0001143029577518,3.1121273339974897e-13,0.0017210568503552,0.0002129219767292,0.0861934899426327,passes_exact_projective_budget,passes_segment_projective_budget,50.08172154501691,18396237326.693756,367324380.2164019,2.723011828018429e-09,18392013926.63081,367240050.04697764,2.565327539604559e-08,0.12371580638714842,3.1737156520933744e-09,2407578714.3775773,2407578713.9698787,2407576306.391165,1.6933968922882008e-10,18396182134.921772,367323278.182161,1.6933918616616106e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,60.0,800.0,even,1.0,0.05,0.0108797509482882,-0.0018271234671916,0.0018172637755943,1600_to_3200,1600.0,3200.0,2.694155896642853,0.0673538974160713,0.0087666777850874,0.1041911617983124,-0.0087837592823005,-0.1041984472991409,0.2091273464208967,3.2508447014413013e-06,4.826513128645792e-05,-2.6846166663441444,13.756400439029104,5308.0,5308.0,,,0.0682473504890312,942602.9650070086,64330.15492483338,0.0682473504890312,0.0108061763893886,0.0087666789194292,0.1041911466994013,2.3974747731596653e-09,1.5544809446960772e-05,3.250844750261394e-06,4.826513201128743e-05,1.501766380698688e-08,7.248295152601092e-13,8563.59057447698,1790.880972675374,26589.121660063753,passes_exact_projective_budget,not_lifted_segment_projective,3.104903419753656,64330.15492483338,20718.890808506167,4.826513273611695e-05,64330.08962859082,20718.86977846634,1.514146122242737e-08,0.20912733147044646,3.16649338000948e-09,4507316.003817648,4507315.989637709,4507311.48232172,3.1459827668610664e-09,64329.9617321806,20718.828586714804,3.145983486066032e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,60.0,800.0,odd,1.0,0.05,0.0108797509405857,-0.0018271234605426,0.001817263768988,1600_to_3200,1600.0,3200.0,2.6941559816587604,0.067353899541469,0.0087666777564916,0.1041911617589433,-0.0087837591857749,-0.1041984470792784,0.2091273461520793,3.250845966069424e-06,4.826514853929008e-05,-2.6846170075207616,13.756400393774332,5308.0,5308.0,,,0.068247327204635,942602.9223497286,64330.130065647114,0.068247327204635,0.0108061859596254,0.0087666788908361,0.1041911466600369,2.3974770065405222e-09,1.5544815453964227e-05,3.2508460023113685e-06,4.826514907737243e-05,1.1148465624743524e-08,5.380823493634157e-13,8563.575406210697,1790.8777982740576,26589.073690847472,passes_exact_projective_budget,not_lifted_segment_projective,3.104903317785217,64330.130065647114,20718.883482508867,4.826514961545478e-05,64330.065018335554,20718.862532641866,1.514145673329448e-08,0.20912733120163382,3.1664924371388836e-09,4507315.802353829,4507315.791453875,4507311.284138083,2.4182806249720105e-09,64329.93691988206,20718.82127581665,2.4182809273326443e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,80.0,800.0,even,1.0,0.0666666666666666,0.0066370189892428,-0.001357129336436,0.0013526476773431,1600_to_3200,1600.0,3200.0,1.0797256882160762,0.0359908562738691,0.0083464659544518,0.0812764541623796,-0.0083441585080661,-0.0812487371057508,0.163379970442191,6.723400393315712e-06,0.0001868085699921,-2.9244338835344728,13.022673720631754,5234.0,5234.0,,,0.0536950809795032,452559.13588942133,24300.199449596515,0.0536950809795032,0.0103076377350456,0.0083464677127066,0.0812764348576358,3.7211962348266447e-09,4.115192560761489e-05,6.7234003894113636e-06,0.0001868085698837,5.807103797219105e-10,1.0848167561546811e-13,9411.995405898471,1537.73153121773,42725.61673766528,passes_exact_projective_budget,not_lifted_segment_projective,4.539485507067855,24300.199449596515,5353.073473141784,0.00018680857010058166,24300.175121185268,5353.068113853554,1.9384648377694385e-08,0.16337995141806702,3.1670629102040203e-09,2769979.621672648,2769979.6208861894,2769976.8509065686,2.839221637623999e-10,24300.12654217168,5353.057412417563,2.839239501744072e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0066370189891871,-0.0013571293386825,0.0013526476795821,1600_to_3200,1600.0,3200.0,1.0797256425135409,0.0359908547504513,0.0083464659681627,0.0812764541634446,-0.0083441583874435,-0.0812487370414264,0.1633799703683406,6.72340029603005e-06,0.0001868085751963,-2.924433890161286,13.022673741345756,5234.0,5234.0,,,0.053695080623676,452559.1452637327,24300.199791918047,0.053695080623676,0.0103076381010052,0.0083464677264176,0.0812764348587014,3.7211962924583772e-09,4.115192502789989e-05,6.723400291658459e-06,0.0001868085750748,6.502054107159663e-10,1.2146394636079736e-13,9411.99473757648,1537.731421332223,42725.615493000754,passes_exact_projective_budget,not_lifted_segment_projective,4.539485697162886,24300.199791918047,5353.073324386797,0.00018680857531776395,24300.17546012258,5353.067964353285,1.93846478061986e-08,0.16337995134421723,3.1670628154015146e-09,2769979.6849807096,2769979.6795156216,2769976.909535942,1.9729704070166904e-09,24300.12684344812,5353.057254621455,1.9729712202754215e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,100.0,800.0,even,1.0,0.0833333333333333,0.0049285504608391,-0.0011313199715626,0.0011285421720217,1600_to_3200,1600.0,3200.0,0.5343079473670509,0.0222628311402937,0.0080833787623245,0.0699504105860461,-0.0080464152122267,-0.0699631525786383,0.1408402478381078,1.2102342197365528e-05,0.0005436120015958,-3.143834346124784,12.505816874472016,5160.0,5160.0,,,0.0431171544436805,269902.71938195126,11637.437236360973,0.0431171544436805,0.0092588722714969,0.0080833810453507,0.0699503882028483,4.831450627207857e-09,8.592957192289015e-05,1.210234220624236e-05,0.0005436120019945,7.334803960722612e-10,3.98728746240159e-13,11664.975047383226,1642.897976698797,73795.5548575893,passes_exact_projective_budget,not_lifted_segment_projective,6.326250554144471,11637.437236360973,1839.5473174449317,0.0005436120023932288,11637.425590389643,1839.545476548617,2.2499327829643503e-08,0.14084022586364903,3.168810413307275e-09,1916375.225524401,1916375.2239594595,1916373.3075842354,8.166154419991036e-10,11637.40231458087,1839.5417973062958,8.166172477394913e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,100.0,800.0,odd,1.0,0.0833333333333333,0.0049285504628128,-0.0011313199739071,0.0011285421743594,1600_to_3200,1600.0,3200.0,0.5343079323827933,0.0222628305159497,0.008083378777254,0.0699504106018787,-0.008046415221738,-0.0699631525976979,0.1408402478755695,1.2102339493666315e-05,0.0005436118953964,-3.1438341443793836,12.505816897172124,5160.0,5160.0,,,0.043117163142369,269902.7255087723,11637.439848331793,0.043117163142369,0.0092588743271202,0.0080833810602808,0.0699503882186769,4.831451591314719e-09,8.592955263638577e-05,1.210233949314537e-05,0.000543611895373,4.304503204729652e-11,2.3399791458633655e-14,11664.969867748992,1642.8972476348174,73795.52417909304,passes_exact_projective_budget,not_lifted_segment_projective,6.3262507332420155,11637.439848331793,1839.5476782451128,0.0005436118954197998,11637.428209892081,1839.5458385393847,2.2499331866897225e-08,0.14084022590110684,3.168810982757777e-09,1916375.2682721366,1916375.2669517067,1916373.3505764396,6.890246741559637e-10,11637.404928028682,1839.542158340104,6.890262751106333e-10,passes_jost_product_lower_bound,passes_projective_pole_exclusion
18.0,120.0,800.0,even,1.0,0.1,0.003491535818283,-0.0009134677912261,0.0009118771578773,1600_to_3200,1600.0,3200.0,0.2959147683148908,0.0147957384157445,0.0077702241487252,0.058745755452269,-0.0078274595978753,-0.0588047632953473,0.118580825583619,2.122541705680859e-05,0.0014345628761739,-3.338336389753894,11.966487088231512,5112.0,5112.0,,,0.0354959600724048,157390.78816165173,5586.73713235033,0.0354959600724049,0.0086970697804343,0.0077702272338238,0.0587457288875753,6.552514927160623e-09,0.0001789953556628,2.1225417050136444e-05,0.001434562875723,3.1434700530502146e-10,4.509505440470545e-13,13220.689049579812,1567.7202222834865,105957.551980997,passes_exact_projective_budget,not_lifted_segment_projective,8.014525686493233,5586.73713235033,697.0764522928138,0.0014345628766248505,5586.731542101243,697.0757547781627,2.6743238107419927e-08,0.11858079965553912,3.1712345601563418e-09,1327287.2914576647,1327287.2895009164,1327285.9622136268,1.4742462487737562e-09,5586.720363919473,697.0743600378864,1.4742495792175018e-09,passes_jost_product_lower_bound,passes_projective_pole_exclusion
