D,ell,N_target,R_min,R_max,R_tail_min,R_tail_max,n_R,n_R_tail,Gamma_dtn_min,Gamma_dtn_max,Gamma_dtn_candidate,Gamma_dtn_R_rel_span_max,Gamma_dtn_Rtail_rel_span_max,Gamma_dtn_R120_over_R80_min,Gamma_dtn_R120_over_R80_max,parity_Gamma_rel_split_max,parity_E_abs_split_max,root_residual_abs_max,dtn_residual_abs_max,Gamma_dtn_over_geo_min,Gamma_dtn_over_geo_max,exact_dtn_pass,exact_dtn_status,fail_reasons,recommended_next_gate
6.0,1.0,3.0,60.0,120.0,400.0,800.0,4.0,2.0,0.0010604125989039,0.0036097645895319,0.001914698600393,0.6738135069253611,0.5359911348303594,0.6796173874081334,0.6805049749060799,0.08941326082971927,0.0015432715367494345,9.81366517228877e-07,0.015320850384986,14544283.147830147,47555042.853573054,0.0,not_promoted,parity_split_large;R_width_not_stationary;R_tail_not_stationary;R120_R80_ratio_outside_gate,no_static_width_promotion_without_new_exterior_stable_pole_theorem
12.0,1.0,3.0,60.0,120.0,400.0,800.0,4.0,2.0,0.0009660865248426,0.003278833040216,0.00177652950594765,0.7508666904421675,0.5263178806348504,0.6765249902294483,0.6765994417602661,2.58719377972406e-08,5.3597547563233496e-11,8.568812141772186e-07,0.0203108545211937,1714940226.3654125,5078409276.695659,0.0,not_promoted,R_width_not_stationary;R_tail_not_stationary;R120_R80_ratio_outside_gate,no_static_width_promotion_without_new_exterior_stable_pole_theorem
18.0,1.0,3.0,60.0,120.0,400.0,800.0,4.0,2.0,0.0009118771571909,0.0030996077137025,0.00166448205769865,0.7630418079788222,0.5216097044371749,0.6729154260311981,0.6741424038597593,3.6353006333355423e-09,1.0175348041204232e-11,4.249456574798357e-07,0.0254887987485112,33357443275.659206,84070895724.24593,0.0,not_promoted,R_width_not_stationary;R_tail_not_stationary;R120_R80_ratio_outside_gate,no_static_width_promotion_without_new_exterior_stable_pole_theorem
global,1.0,3.0,60.0,120.0,400.0,800.0,4.0,2.0,0.0009118771571909,0.0036097645895319,0.001914698600393,0.7630418079788222,0.5359911348303594,0.6729154260311981,0.6805049749060799,0.08941326082971927,0.0015432715367494345,9.81366517228877e-07,0.0254887987485112,14544283.147830147,84070895724.24593,0.0,not_promoted_global,R_width_not_stationary;R_tail_not_stationary;R120_R80_ratio_outside_gate;parity_split_large;R_width_not_stationary;R_tail_not_stationary;R120_R80_ratio_outside_gate,no_static_width_promotion_without_new_exterior_stable_pole_theorem
