D,R,R_tail,parity,ell,n_half,h,E0_real,E0_imag,Gamma_dtn,root_residual_table_abs,root_residual_recomputed_abs,box_re,box_im,n_contour,argument_index_raw,argument_index_round,argument_index_error,boundary_F_abs_min,boundary_F_abs_max,boundary_root_gap_ratio,dF_dE_abs_proxy,dF_dE_CR_rel_mismatch,newton_radius_proxy,newton_radius_over_contour,local_argument_pass,local_argument_status
12.0,80.0,800.0,even,1.0,1200.0,0.06666666666666667,0.0066168808429054,-0.0014325725073287,0.001427855957028,1.916173002378836e-07,1.8721289301359425e-07,0.0001,0.0001,64.0,-1.0,-1.0,0.0,0.9333867589512764,4.396120578293462,4985696.9994235365,15188.082415393967,0.007993885460355983,1.2326302155421777e-11,1.2326302155421777e-07,0.0,not_certified
