tube_kind,n_segments,n_segments_with_some_endpoint_index_ok,n_segments_with_some_rouche_pass,n_segments_with_some_index_and_rouche_pass,max_best_any_rouche_ratio,median_best_any_rouche_ratio,max_best_index_compatible_rouche_ratio,median_best_index_compatible_rouche_ratio,min_best_index_compatible_boundary,large_tube_status
segment,36.0,36.0,35.0,33.0,1.0448781726119278,0.49273218359749826,1.1755237093700133,0.7561788572771795,1.3885094385338694,adaptive_large_tube_rouche_not_closed
