D,R_tail,parity,R0,R1,center_mode,tube_factor,tube_radius_min,n_slabs,n_cauchy_check_points,cauchy_R_step,dR_step,dE_step,cauchy_guard_factor,max_sampled_dH_dR_abs,max_cauchy_L_bound,max_remainder_over_reserve,median_remainder_over_reserve,max_beta_cauchy_over_s22_inflated,cauchy_integral_ratio,s22_inflated_integral_ratio,min_dF_dE_abs,max_dF_dE_CR_rel_mismatch,n_cauchy_slab_pass,cauchy_slab_status
6.0,400.0,even,60.0,80.0,cubic_path,640.0,0.064,32.0,32.0,,,,5.0,5.2812552533502975e-05,0.0002640627626675149,0.4992251055824045,0.4459634038310094,0.9761535764563204,0.9171323459866138,0.9417512661165155,,,32.0,cauchy_slab_bound_closed
6.0,400.0,odd,60.0,80.0,cubic_path,640.0,0.064,32.0,32.0,,,,5.0,6.408101187590568e-05,0.0003204050593795284,0.5768239167507059,0.5084098228193241,0.9798487579405071,0.9467613906063025,0.9691753350175281,,,32.0,cauchy_slab_bound_closed
