group,n_rows,n_contour_jost_pass,boundary_ratio_direct_max,boundary_ratio_transfer_max,boundary_product_margin_min,boundary_product_margin_median,boundary_jost_product_min,boundary_required_product_max,jost_a_boundary_min,jost_b_boundary_min,winding_abs_max,contour_jost_theorem_status
D=6,16.0,16.0,0.007584788205840229,0.007584788205592709,131.84283764575096,21680832392.307404,1609.5550026635672,105.38313315083806,0.006286911780079344,256016.6837579177,0.0,has_uniform_contour_jost_box_bound
D=12,16.0,16.0,0.016830997689449182,0.0168309976888625,59.414184378794616,1134475996.8650277,559.8684384808269,67.11078524637458,0.007439071391682358,75260.52769258498,0.0,has_uniform_contour_jost_box_bound
D=18,16.0,16.0,0.026058097410195515,0.026058097409256846,38.37578715968492,217075077.32641682,306.82232930986595,50.93957856856696,0.008289379779879489,37013.90664408991,0.0,has_uniform_contour_jost_box_bound
global,48.0,48.0,0.026058097410195515,0.026058097409256846,38.37578715968492,217109151.8794439,306.82232930986595,105.38313315083806,0.006286911780079344,37013.90664408991,0.0,has_uniform_contour_jost_box_bound
