D,ell,eta_cap,Nz,zmax,z_cap_frac,z_cap_start,cap_power,N_target,seed_E,seed_omega_real,seed_bound,E_cap_real,E_cap_imag,omega_cap_real,omega_cap_imag,Gamma_cap,Gamma_cap_narrow,Gamma_cap_over_eta,rel_Gamma_exact_vs_narrow,S_seed,Gamma_wkb_seed,rel_Gamma_cap_vs_wkb,candidate_overlap,candidate_seed_dist,candidate_interior_weight
6.0,1.0,0.0001,1201.0,80.0,0.7,56.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675405662637564,-4.652718588582323e-06,1.0033321512181363,-2.3186332576572476e-06,4.637266515314495e-06,4.637266515314495e-06,0.04637266515314495,0.0,11.684850011539648,7.113985303421259e-11,65184.21359728337,0.9999995907396055,4.652725909860131e-06,0.6367684244665851
6.0,1.0,0.0003,1201.0,80.0,0.7,56.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.0066754716931577696,-1.3957849906812692e-05,1.0033321841451814,-6.955747123124778e-06,1.3911494246249556e-05,1.3911494246249556e-05,0.04637164748749852,0.0,11.684850011539648,7.113985303421259e-11,195550.34924947395,0.9999963166960579,1.39580475785157e-05,0.6367741242967511
6.0,1.0,0.001,1201.0,80.0,0.7,56.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006676222658260627,-4.65145698551627e-05,1.0033325586242952,-2.3180036098370253e-05,4.6360072196740506e-05,4.6360072196740506e-05,0.04636007219674051,0.0,11.684850011539648,7.113985303421259e-11,651674.1190706707,0.9999590793623719,4.652188996240393e-05,0.6368389575274567
6.0,1.0,0.0001,1201.0,80.0,0.75,60.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.0066754015766023475,-2.8712178447201322e-06,1.0033321491802452,-1.4308411462076693e-06,2.8616822924153386e-06,2.8616822924153386e-06,0.028616822924153386,0.0,11.684850011539648,7.113985303421259e-11,40225.14849990058,0.999999814648672,2.8712208698357004e-06,0.7597550880712397
6.0,1.0,0.0003,1201.0,80.0,0.75,60.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675434919436038,-8.613519546370236e-06,1.0033321658044565,-4.292456596098485e-06,8.58491319219697e-06,8.58491319219697e-06,0.028616377307323235,0.0,11.684850011539648,7.113985303421259e-11,120675.56631323531,0.9999983318556095,8.613601223193303e-06,0.7597579477422615
6.0,1.0,0.001,1201.0,80.0,0.75,60.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.0066758141372799526,-2.8706651930520597e-05,1.0033323548764546,-1.4305654447899965e-05,2.861130889579993e-05,2.861130889579993e-05,0.02861130889579993,0.0,11.684850011539648,7.113985303421259e-11,402182.9753034094,0.9999814671523184,2.8709676553080268e-05,0.7597904737597221
6.0,1.0,0.0001,1201.0,80.0,0.8,64.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675399074646995,-1.5519735555349236e-06,1.0033321479327,-7.734096623598991e-07,1.5468193247197982e-06,1.5468193247197982e-06,0.01546819324719798,0.0,11.684850011539648,7.113985303421259e-11,21742.35845163894,0.999999936166794,1.5519744496966995e-06,0.862536921290667
6.0,1.0,0.0003,1201.0,80.0,0.8,64.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675412402179882,-4.655879237787088e-06,1.00333215457672,-2.3202083261007835e-06,4.640416652201567e-06,4.640416652201567e-06,0.015468055507338558,0.0,11.684850011539648,7.113985303421259e-11,65228.49449965686,0.9999994255053982,4.655903379771351e-06,0.862537908019318
6.0,1.0,0.001,1201.0,80.0,0.8,64.0,2.0,3.0,0.006675397408684312,1.003332147102187,0.0,0.006675563988188543,-1.5518026738162384e-05,1.0033322301451257,-7.733244418908878e-06,1.5466488837817756e-05,1.5466488837817756e-05,0.015466488837817757,0.0,11.684850011539648,7.113985303421259e-11,217408.62594313498,0.9999936172160869,1.551892079294023e-05,0.8625491312337485
