D,R,R_tail,parity,ell,n_half,h,E0_real,E0_imag,Gamma_dtn,root_residual_table_abs,root_residual_recomputed_abs,box_re,box_im,n_contour,argument_index_raw,argument_index_round,argument_zero_count_abs,argument_index_error,boundary_F_abs_min,boundary_F_abs_max,boundary_root_gap_ratio,dF_dE_abs_proxy,dF_dE_CR_rel_mismatch,newton_radius_proxy,newton_radius_over_contour,local_argument_pass,local_argument_status
12.0,80.0,800.0,even,1.0,1200.0,0.06666666666666667,0.0066168808429054,-0.0014325725073287,0.001427855957028,1.916173002378836e-07,1.8721289301359425e-07,0.0001,0.0001,32.0,-1.0000000000000002,-1.0,1.0,2.220446049250313e-16,0.9333867589512764,4.38147835514489,4985696.9994235365,15188.082415393967,0.007993885460355983,1.2326302155421777e-11,1.2326302155421777e-07,1.0,local_index_one_isolated_zero
12.0,120.0,800.0,even,1.0,1200.0,0.1,0.0034788677931656,-0.0009677656342506,0.0009660865370413,4.02116139569441e-09,4.6454221307926455e-08,0.0001,0.0001,32.0,-1.0,-1.0,1.0,0.0,0.2526467020640421,1.4294244039135562,5438616.662829157,4020.268824459246,0.007648834312484273,1.1555003741366691e-11,1.1555003741366691e-07,1.0,local_index_one_isolated_zero
