tube_kind,n_segments,n_segments_with_some_endpoint_index_ok,n_segments_with_some_rouche_pass,n_segments_with_some_index_and_rouche_pass,max_best_any_rouche_ratio,median_best_any_rouche_ratio,max_best_index_compatible_rouche_ratio,median_best_index_compatible_rouche_ratio,min_best_index_compatible_boundary,large_tube_status
segment,6.0,6.0,4.0,2.0,1.0504369556266555,0.8279720086226842,1.4750692457961023,1.1387972294562414,0.9059620343786474,adaptive_large_tube_rouche_not_closed
