D,ell,N_target,R,R_tail,n_half,h,parity,seed_E,seed_omega,E_dtn_real,E_dtn_imag,omega_dtn_real,omega_dtn_imag,Gamma_dtn,Gamma_dtn_narrow,rel_Gamma_exact_vs_narrow,S_seed,Gamma_geo_seed,Gamma_dtn_over_geo,root_candidate_count,root_success,root_nfev,guess_E_real,guess_E_imag,residual_abs,seed_dist,dtn_success,dtn_nfev,dtn_status,dtn_residual_abs,m_tail_real,m_tail_imag,m_R_real,m_R_imag,tail_mode,coulomb_order,whittaker_dps,coulomb_A,coulomb_B,coulomb_k_real,coulomb_k_imag,coulomb_next_term_abs,whittaker_kappa_real,whittaker_kappa_imag,whittaker_mu,whittaker_x_abs,whittaker_U_abs,whittaker_U_shift_abs
12.0,1.0,3.0,120.0,800.0,1200.0,0.1,even,0.003703311627393985,1.0018499446660631,0.0034788677931656964,-0.0009677656342506295,1.0017380401701659,-0.0004830432685206976,0.0009660865370413952,0.0009660865370413952,0.0,14.103374728342006,5.633353920970793e-13,1714940248.0199752,5.0,1.0,45.0,0.003703311627393985,-1e-05,4.02116139569441e-09,0.0009934512356223725,1.0,1658.0,0.0,0.0013330605655695073,0.008347305969299508,0.05783720572652097,0.006540001658163004,0.05798406026278965,whittaker,6.0,50.0,0.16,2.0064,0.059539214000235874,-0.008127128065939833,,0.1800542698461078,-1.31907478472642,1.502131818450032,96.14613163709261,2.575822656738404e-05,2.7128194551048806e-07
12.0,1.0,3.0,120.0,800.0,1200.0,0.1,odd,0.003703311627393985,1.0018499446660631,0.003478867783457823,-0.0009677656220259621,1.0017380401653175,-0.0004830432624213068,0.0009660865248426136,0.0009660865248426136,0.0,14.103374728342006,5.633353920970793e-13,1714940226.3654125,5.0,0.0,34.0,0.003703311627393985,-0.0001,1.9203326897077726e-08,0.0009934512259070082,1.0,1658.0,0.0,0.0013330605237852685,0.008347305877598892,0.057837205629383805,0.006540001672027064,0.057984059826957035,whittaker,6.0,50.0,0.16,2.0064,0.059539213906445156,-0.008127127976081666,,0.18005426848504827,-1.3190747872618553,1.502131818450032,96.14613146896149,2.5758226423893086e-05,2.7128194449271916e-07
18.0,1.0,3.0,60.0,400.0,1200.0,0.05,even,0.010840126411625028,1.0054054537407409,0.01094620770906739,-0.0031165297190722478,1.0054594022639909,-0.001549803856851288,0.003099607713702576,0.003099607713702576,0.0,15.468398446358819,3.6868974536316894e-14,84070895724.24593,5.0,1.0,32.0,0.010840126411625028,-0.0001,6.1471082720575926e-09,0.0031183346086537276,1.0,962.0,0.0,0.0077205736335769996,0.014999280382650405,0.10372098469872733,0.030357840133356587,0.12240955728465286,whittaker,6.0,50.0,0.16,2.0064,0.10565848284458232,-0.014748128286379465,,0.10366639306117598,-0.7426863667120237,1.502131818450032,85.34624925783825,6.0753765377274795e-05,7.170747448930384e-07
18.0,1.0,3.0,60.0,400.0,1200.0,0.05,odd,0.010840126411625028,1.0054054537407409,0.010946207708718812,-0.0031165297187208127,1.0054594022638175,-0.001549803856676792,0.003099607713353584,0.003099607713353584,0.0,15.468398446358819,3.6868974536316894e-14,84070895714.7802,5.0,1.0,23.0,0.010840126411625028,-0.001,8.955026888762268e-09,0.0031183346082906383,1.0,962.0,0.0,0.0077205736005435,0.014999280381228462,0.10372098469684156,0.030357840167333,0.12240955713078108,whittaker,6.0,50.0,0.16,2.0064,0.1056584828427366,-0.014748128284974025,,0.1036663930552272,-0.7426863667272069,1.502131818450032,85.34624925622042,6.075376537679596e-05,7.170747449013307e-07
18.0,1.0,3.0,80.0,400.0,1200.0,0.06666666666666667,even,0.0068280815978124364,1.0034082327735867,0.0067287065139138135,-0.0023012070142919773,1.003359368099042,-0.0011467511479221193,0.0022935022958442386,0.0022935022958442386,0.0,15.551049265898005,3.1189462613602745e-14,73534524280.13194,5.0,1.0,18.0,0.0068280815978124364,-0.001,3.9108107292181876e-09,0.0023033517165049837,1.0,794.0,0.0,0.002213643848705731,0.014212664143139351,0.08072942917603997,0.020097189918335413,0.08225459326184119,whittaker,6.0,50.0,0.16,2.0064,0.08318665359518305,-0.01383158784996028,,0.15560052649559122,-0.9358207631131823,1.502131818450032,67.4629719301065,8.285930313282078e-05,1.2427538711974278e-06
18.0,1.0,3.0,80.0,400.0,1200.0,0.06666666666666667,odd,0.0068280815978124364,1.0034082327735867,0.0067287065152877214,-0.002301207016542283,1.003359368099728,-0.0011467511490427212,0.0022935022980854424,0.0022935022980854424,0.0,15.551049265898005,3.1189462613602745e-14,73534524351.98967,5.0,1.0,36.0,0.0068280815978124364,-0.0001,1.0081731182406121e-10,0.002303351718693919,1.0,794.0,0.0,0.0022136438415425357,0.014212664155211873,0.08072942918667045,0.020097189823271914,0.08225459325442636,whittaker,6.0,50.0,0.16,2.0064,0.0831866536054073,-0.01383158786178592,,0.15560052658424772,-0.9358207629613022,1.502131818450032,67.46297193972684,8.28593031538028e-05,1.242753871326618e-06
18.0,1.0,3.0,100.0,400.0,1200.0,0.08333333333333333,even,0.004865351560508433,1.002429724000894,0.004524921929761014,-0.0017896671109677567,1.0022603050352308,-0.0008928155200683357,0.0017856310401366713,0.0017856310401366713,0.0,15.55219430423844,3.108777215044455e-14,57438372601.78637,5.0,1.0,34.0,0.004865351560508433,-1e-05,5.8158170337724796e-11,0.001821757585841349,1.0,746.0,0.0,0.0008314391447440915,0.0135925798263004,0.06554253009453977,0.014692962739815157,0.06130615134477857,whittaker,6.0,50.0,0.16,2.0064,0.06852338527068312,-0.013058805427505954,,0.21469529050649647,-1.1265692094768893,1.502131818450032,55.805299981405675,0.00010410042747311101,1.8978923684746132e-06
18.0,1.0,3.0,100.0,400.0,1200.0,0.08333333333333333,odd,0.004865351560508433,1.002429724000894,0.004524921929726895,-0.0017896671109579021,1.0022603050352137,-0.0008928155200634347,0.0017856310401268695,0.0017856310401268695,0.0,15.55219430423844,3.108777215044455e-14,57438372601.47107,5.0,1.0,31.0,0.004865351560508433,-1e-05,1.6903176455290235e-11,0.0018217575858380441,1.0,746.0,0.0,0.0008314391447250883,0.013592579826279864,0.06554253009427516,0.014692962740896738,0.061306151344588576,whittaker,6.0,50.0,0.16,2.0064,0.06852338527042966,-0.013058805427482353,,0.21469529050766825,-1.126569209480907,1.502131818450032,55.80529998120295,0.00010410042747349493,1.8978923684887553e-06
18.0,1.0,3.0,120.0,400.0,1200.0,0.1,even,0.003726471478564663,1.001861503142308,0.0036009091880255164,-0.001546109738276751,1.0017991338872634,-0.0007716665377206951,0.0015433330754413901,0.0015433330754413901,0.0,15.616205908399678,2.7336542242023294e-14,56456777224.329796,5.0,1.0,33.0,0.003726471478564663,-0.0001,3.030201531705934e-10,0.0015511999263794595,1.0,698.0,0.0,0.00032717518028817385,0.013255186584178652,0.05798663532768839,0.015920316709390307,0.05181202269467755,whittaker,6.0,50.0,0.16,2.0064,0.0613176578111144,-0.012607377658157257,,0.2573721347355504,-1.2517636034817718,1.502131818450032,50.08026281628368,0.00011727521044925896,2.3925609795491465e-06
18.0,1.0,3.0,120.0,400.0,1200.0,0.1,odd,0.003726471478564663,1.001861503142308,0.0036009091880774367,-0.0015461097379247284,1.0017991338872891,-0.0007716665375449799,0.0015433330750899599,0.0015433330750899599,0.0,15.616205908399678,2.7336542242023294e-14,56456777211.474106,5.0,1.0,31.0,0.003726471478564663,-1e-05,4.122963890065695e-10,0.0015511999260243894,1.0,698.0,0.0,0.0003271751792245987,0.01325518658119439,0.05798663532745749,0.01592031667416968,0.05181202268513969,whittaker,6.0,50.0,0.16,2.0064,0.06131765781095435,-0.012607377655319682,,0.25737213468361114,-1.2517636035076287,1.502131818450032,50.08026281570109,0.00011727521042960547,2.3925609791818133e-06
18.0,1.0,3.0,60.0,800.0,1200.0,0.05,even,0.010840126411625028,1.0054054537407409,0.010879750948288275,-0.001827123467191683,1.005425569875859,-0.0009086318877971644,0.0018172637755943287,0.0018172637755943287,0.0,15.468398446358819,3.6868974536316894e-14,49289783576.819496,5.0,1.0,39.0,0.010840126411625028,-0.0001,4.2494565747983567e-07,0.0018275530822026303,1.0,2234.0,0.0,0.025488798748511222,0.008803558973928358,0.1037016337214526,0.028988882845064717,0.1800672338281175,whittaker,6.0,50.0,0.16,2.0064,0.10467057098494965,-0.008727971243485434,,0.06329142459534047,-0.7590251349407106,1.502131818450032,168.054131563603,1.3841075644468444e-05,8.269910422890472e-08
18.0,1.0,3.0,60.0,800.0,1200.0,0.05,odd,0.010840126411625028,1.0054054537407409,0.010879750940585785,-0.0018271234605426055,1.0054255698720256,-0.0009086318844940301,0.0018172637689880602,0.0018172637689880602,0.0,15.468398446358819,3.6868974536316894e-14,49289783397.63718,5.0,1.0,38.0,0.010840126411625028,-1e-05,1.984706167507339e-07,0.0018275530753881124,1.0,2234.0,0.0,0.02548879706705202,0.008803558945226657,0.10370163368187957,0.02898886682141158,0.18006723211174192,whittaker,6.0,50.0,0.16,2.0064,0.10467057094577957,-0.008727971214989715,,0.06329142443859877,-0.7590251352550554,1.502131818450032,168.05413149735895,1.3841075639357242e-05,8.269910423139702e-08
18.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,even,0.0068280815978124364,1.0034082327735867,0.006637018989242891,-0.0013571293364360647,1.003313249390826,-0.0006763238386715528,0.0013526476773431057,0.0013526476773431057,0.0,15.551049265898005,3.1189462613602745e-14,43368739439.363464,5.0,1.0,53.0,0.0068280815978124364,-1e-05,3.739323961444141e-08,0.0013705126618199456,1.0,1850.0,0.0,0.007883818937926583,0.008403898968846668,0.08064967092328514,0.007425048410652661,0.11059677575406594,whittaker,6.0,50.0,0.16,2.0064,0.08188824465001654,-0.008286472266173985,,0.09785702810579577,-0.9670388074503088,1.502131818450032,131.6903056426946,1.8338016317443808e-05,1.4018766234661811e-07
18.0,1.0,3.0,80.0,800.0,1200.0,0.06666666666666667,odd,0.0068280815978124364,1.0034082327735867,0.006637018989187105,-0.0013571293386825192,1.0033132493907988,-0.000676323839791089,0.001352647679582178,0.001352647679582178,0.0,15.551049265898005,3.1189462613602745e-14,43368739511.152855,5.0,1.0,32.0,0.0068280815978124364,-0.0001,4.303326509486211e-08,0.0013705126640522402,1.0,1850.0,0.0,0.00788381903326959,0.008403898982660548,0.08064967092437708,0.007425051024262301,0.11059677626510364,whittaker,6.0,50.0,0.16,2.0064,0.08188824465105331,-0.00828647227978566,,0.09785702826082802,-0.9670388074061111,1.502131818450032,131.69030564653764,1.8338016328637962e-05,1.401876624278025e-07
18.0,1.0,3.0,100.0,800.0,1200.0,0.08333333333333333,even,0.004865351560508433,1.002429724000894,0.004928550460839185,-0.0011313199715626263,1.0024614051736345,-0.0005642710860108736,0.0011285421720217473,0.0011285421720217473,0.0,15.55219430423844,3.108777215044455e-14,36301802733.25277,5.0,1.0,33.0,0.004865351560508433,-1e-05,6.867863635249692e-09,0.0011330838358477619,1.0,1718.0,0.0,0.0033800421138790006,0.008158271339692614,0.06922275446239633,0.018127656051769733,0.07957925289488921,whittaker,6.0,50.0,0.16,2.0064,0.0706586092083787,-0.008005535236521994,,0.12665163388057532,-1.1178550889569419,1.502131818450032,113.77707494568082,2.129995503178067e-05,1.8890125205950305e-07
18.0,1.0,3.0,100.0,800.0,1200.0,0.08333333333333333,odd,0.004865351560508433,1.002429724000894,0.004928550462812854,-0.001131319973907177,1.0024614051746195,-0.0005642710871797161,0.0011285421743594322,0.0011285421743594322,0.0,15.55219430423844,3.108777215044455e-14,36301802808.44906,5.0,1.0,41.0,0.004865351560508433,-1e-05,3.824377152663823e-08,0.0011330838382987462,1.0,1718.0,0.0,0.003380041948988772,0.00815827135474212,0.0692227544784237,0.01812765474670588,0.07957925228368905,whittaker,6.0,50.0,0.16,2.0064,0.07065860922402382,-0.008005535251340113,,0.12665163405368798,-1.1178550886632541,1.502131818450032,113.77707497322301,2.1299955045511266e-05,1.8890125213420707e-07
18.0,1.0,3.0,120.0,800.0,1200.0,0.1,even,0.003726471478564663,1.001861503142308,0.0034915358182830702,-0.0009134677912261755,1.0017443504698547,-0.0004559385789386912,0.0009118771578773823,0.0009118771578773823,0.0,15.616205908399678,2.7336542242023294e-14,33357443300.7695,5.0,1.0,42.0,0.003726471478564663,-0.0001,6.509974535246872e-09,0.0009431957220426604,1.0,1658.0,0.0,0.0015824197056571114,0.007872026930607215,0.05788021781930345,0.00474288038754949,0.05981581067746157,whittaker,6.0,50.0,0.16,2.0064,0.059584336678840055,-0.007665334902944146,,0.16991360636580577,-1.3207758899258943,1.502131818450032,96.12059807230209,2.4800387876484193e-05,2.6130137686519117e-07
18.0,1.0,3.0,120.0,800.0,1200.0,0.1,odd,0.003726471478564663,1.001861503142308,0.003491535817614618,-0.0009134677905382451,1.0017443504695207,-0.0004559385785954769,0.0009118771571909538,0.0009118771571909538,0.0,15.616205908399678,2.7336542242023294e-14,33357443275.659206,5.0,1.0,36.0,0.003726471478564663,-0.0001,6.465017547237855e-09,0.0009431957215429137,1.0,1658.0,0.0,0.0015824197207688895,0.007872026925540983,0.05788021781284111,0.004742880368721737,0.05981581079906411,whittaker,6.0,50.0,0.16,2.0064,0.059584336672591526,-0.007665334897975253,,0.16991360629430624,-1.3207758900877702,1.502131818450032,96.12059806137175,2.4800387869139272e-05,2.6130137681864486e-07
