n_parity_segments,n_special_interval_closed,max_direct_L_global_over_s24_L,max_direct_integral_ratio,median_direct_integral_ratio,max_direct_remainder_over_reserve,min_dF_dE_abs,max_dF_dE_CR_rel_mismatch,special_interval_status
2.0,2.0,0.888890857751054,0.9383871664750283,0.9225566394035924,0.5428509455429785,96.91114270086052,0.028944753023880162,special_interval_certificate_closed_on_grid
