method,D,ell,eta_cap,Nz,zmax,z_cap_frac,z_cap_start,cap_power,N_target,seed_E,seed_omega_real,seed_bound,E_cap_real,E_cap_imag,omega_cap_real,omega_cap_imag,Gamma_cap,Gamma_cap_narrow,Gamma_cap_over_eta,rel_Gamma_exact_vs_narrow,S_seed,Gamma_wkb_seed,rel_Gamma_cap_vs_wkb,candidate_overlap,candidate_seed_dist,candidate_interior_weight,R,n_half,h,parity,seed_omega,E_siegert_real,E_siegert_imag,omega_siegert_real,omega_siegert_imag,Gamma_siegert,Gamma_siegert_narrow,q_R_real,q_R_imag,U_R,Gamma_geo_seed,Gamma_siegert_over_geo,root_success,root_nfev,guess_E_imag,residual_abs
CAP,12.0,1.0,7.5e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.0067287380934534,1.0033587285180976,0.0,0.0067287381335375,-1.5959378979262468e-07,1.0033587285380756,-7.95297759681414e-08,1.590595519362828e-07,1.590595519362828e-07,0.0021207940258171,0.0,14.039315646234174,6.413005366883295e-13,248025.53800613503,0.999998933065014,1.5959379482645342e-07,0.9798182132164094,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,5e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292143005101,-8.162473921290188e-07,1.0034087972011585,-4.067372113966933e-07,8.134744227933866e-07,8.134744227933866e-07,0.0162694884558677,0.0,15.571268534031098,2.995338461591919e-14,27158012.467401378,0.999999952560301,8.162475067375267e-07,0.8558856506218228,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,5.53e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292143970721,-9.027695611660156e-07,1.0034087972492938,-4.49851328611446e-07,8.99702657222892e-07,8.99702657222892e-07,0.016269487472385,0.0,15.571268534031098,2.995338461591919e-14,30036760.07923814,0.9999999717868088,9.027697162207412e-07,0.8558856576126267,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,6.12e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.006829214515999,-9.990866732955702e-07,1.003408797308578,-4.978462795898337e-07,9.956925591796674e-07,9.956925591796674e-07,0.0162694862611056,0.0,15.571268534031098,2.995338461591919e-14,33241402.9998168,0.9999998766485416,9.99086883463425e-07,0.8558856662225921,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,6.78e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292146633101,-1.106831212542215e-06,1.0034087973820114,-5.515355333888056e-07,1.1030710667776111e-06,1.1030710667776111e-06,0.0162694847607317,0.0,15.571268534031098,2.995338461591919e-14,36826256.89779252,0.9999999403594076,1.1068314983031966e-06,0.8558856768875058,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,7.5e-05,1201.0,80.0,0.8,64.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292148412047,-1.22437067408948e-06,1.0034087974706905,-6.101056105825322e-07,1.2202112211650644e-06,1.2202112211650644e-06,0.0162694829488675,0.0,15.571268534031098,2.995338461591919e-14,40737005.41217568,0.9999999187199404,1.2243710609008845e-06,0.8558856897665609,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,5e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292141108098,-5.599725731341326e-07,1.003408797106587,-2.790351124829981e-07,5.580702249659962e-07,5.580702249659962e-07,0.0111614044993199,0.0,15.571268534031098,2.995338461591919e-14,18631289.991716545,0.9999999293559376,5.599726257929905e-07,0.8987201514710574,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,5.53e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292141650236,-6.193296403610199e-07,1.0034087971336103,-3.0861282167857665e-07,6.172256433571533e-07,6.172256433571533e-07,0.0111614040390081,0.0,15.571268534031098,2.995338461591919e-14,20606205.987010047,0.9999999880902364,6.193297116037989e-07,0.8987201549016217,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,6.12e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292142317945,-6.854063664765063e-07,1.003408797166893,-3.415389462459065e-07,6.830778924918129e-07,6.830778924918129e-07,0.0111614034720884,0.0,15.571268534031098,2.995338461591919e-14,22804697.075047605,0.9999999815913236,6.854064630426026e-07,0.8987201591267676,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,6.78e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292143145009,-7.593226915893194e-07,1.003408797208119,-3.783715538981003e-07,7.567431077962005e-07,7.567431077962005e-07,0.0111614027698554,0.0,15.571268534031098,2.995338461591919e-14,25264025.670095157,0.9999999829536504,7.593228228885335e-07,0.8987201643603322,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,7.5e-05,1201.0,80.0,0.825,66.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.006829214414379,-8.399586658576993e-07,1.0034087972579044,-4.185525720688924e-07,8.371051441377848e-07,8.371051441377848e-07,0.0111614019218371,0.0,15.571268534031098,2.995338461591919e-14,27946929.03383972,0.999999951891136,8.399588435875284e-07,0.898720170680427,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,5e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292139898943,-3.600706598833239e-07,1.003408797046312,-1.7942371092581965e-07,3.588474218516393e-07,3.588474218516393e-07,0.0071769484370327,0.0,15.571268534031098,2.995338461591919e-14,11980195.109822068,0.9999999960105131,3.60070680528534e-07,0.9335433172077036,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,5.53e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292140171159,-3.98238139663686e-07,1.00340879705988,-1.9844261921490835e-07,3.968852384298167e-07,3.968852384298167e-07,0.0071769482537037,0.0,15.571268534031098,2.995338461591919e-14,13250095.559000742,0.9999999396982724,3.9823816759530234e-07,0.9335433186308376,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,6.12e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292140506421,-4.407264625871607e-07,1.0034087970765906,-2.196146096542145e-07,4.39229219308429e-07,4.39229219308429e-07,0.0071769480279155,0.0,15.571268534031098,2.995338461591919e-14,14663758.202524103,0.9999999333085688,4.40726500447393e-07,0.9335433203835692,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,6.78e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.00682921409217,-4.882557679671146e-07,1.0034087970972894,-2.432985286652684e-07,4.865970573305368e-07,4.865970573305368e-07,0.007176947748238,0.0,15.571268534031098,2.995338461591919e-14,16245143.365819922,0.9999999749397384,4.882558194454594e-07,0.9335433225546296,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,7.5e-05,1201.0,80.0,0.85,68.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292141423193,-5.401059126132379e-07,1.0034087971222854,-2.6913552789363036e-07,5.382710557872607e-07,5.382710557872607e-07,0.0071769474104968,0.0,15.571268534031098,2.995338461591919e-14,17970290.59439926,0.9999999909331154,5.401059822957474e-07,0.9335433251764232,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,5e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292139206671,-2.1213115084236706e-07,1.0034087970118053,-1.0570524768873005e-07,2.114104953774601e-07,2.114104953774601e-07,0.0042282099075492,0.0,15.571268534031098,2.995338461591919e-14,7057982.533022933,0.9999999981992788,2.1213115738977094e-07,0.9602181918579972,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,5.53e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292139324347,-2.346170495640976e-07,1.0034087970176704,-1.1691000231482219e-07,2.3382000462964438e-07,2.3382000462964438e-07,0.0042282098486373,0.0,15.571268534031098,2.995338461591919e-14,7806128.678760146,0.9999999570459968,2.346170584226314e-07,0.9602181923311078,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,6.12e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292139469277,-2.596485205611365e-07,1.0034087970248935,-1.2938321914806516e-07,2.587664382961303e-07,2.587664382961303e-07,0.0042282097760805,0.0,15.571268534031098,2.995338461591919e-14,8638970.575806659,0.99999996076369,2.596485325688531e-07,0.9602181929138076,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,6.78e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292139648796,-2.876498254904137e-07,1.0034087970338412,-1.4333630836241929e-07,2.866726167248385e-07,2.866726167248385e-07,0.004228209686207,0.0,15.571268534031098,2.995338461591919e-14,9570624.169767356,0.9999999391657558,2.876498418175883e-07,0.9602181936355676,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,7.5e-05,1201.0,80.0,0.875,70.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292139865587,-3.181967014490487e-07,1.003408797044646,-1.5855785916280476e-07,3.171157183256095e-07,3.171157183256095e-07,0.0042282095776747,0.0,15.571268534031098,2.995338461591919e-14,10586973.473564949,0.9999999324097054,3.1819672355039513e-07,0.9602181945071828,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,5e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292138863654,-1.1022888990861989e-07,1.0034087969947083,-5.4927209248495945e-08,1.0985441849699189e-07,1.0985441849699189e-07,0.0021970883699398,0.0,15.571268534031098,2.995338461591919e-14,3667511.700337979,0.9999999271963294,1.1022889144488428e-07,0.9791025944912828,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,5.53e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292138904751,-1.219131514637286e-07,1.003408796996757,-6.074949304242678e-08,1.2149898608485353e-07,1.2149898608485353e-07,0.0021970883559648,0.0,15.571268534031098,2.995338461591919e-14,4056268.0207730657,0.9999999892368772,1.219131535424068e-07,0.9791025946065434,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,6.12e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.006829213895537,-1.3492015933359626e-07,1.0034087969992795,-6.72309031658276e-08,1.344618063316552e-07,1.344618063316552e-07,0.0021970883387525,0.0,15.571268534031098,2.995338461591919e-14,4489034.481492579,0.9999999893010832,1.3492016215146828e-07,0.9791025947485,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,6.78e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292139018071,-1.4947037114508337e-07,1.0034087970024046,-7.448129396095237e-08,1.4896258792190478e-07,1.4896258792190478e-07,0.0021970883174322,0.0,15.571268534031098,2.995338461591919e-14,4973146.1028064145,0.9999999795772904,1.494703749768961e-07,0.9791025949243444,,,,,,,,,,,,,,,,,,,,
CAP,18.0,1.0,7.5e-05,1201.0,80.0,0.9,72.0,2.0,3.0,0.0068292138679621,1.0034087969855368,0.0,0.0068292139093788,-1.6534332897578066e-07,1.003408797006178,-8.23908109382275e-08,1.64781621876455e-07,1.64781621876455e-07,0.002197088291686,0.0,15.571268534031098,2.995338461591919e-14,5501267.854568084,0.9999999820257554,1.6534333416300693e-07,0.9791025951366832,,,,,,,,,,,,,,,,,,,,
local_robin_siegert,6.0,1.0,,,,,,,3.0,0.010386311090284,,,,,,,,,,0.0,11.653338743215444,,,,,,60.0,1200.0,0.05,even,1.0051797406883427,0.0097681875227624,-0.0078647915786933,1.0048798442777709,-0.0039132994971881,0.0078265989943762,0.0078265989943762,0.0915549411186749,-0.0429512131327729,0.0032306869890952,7.590708309625106e-11,103107624.15217598,1.0,44.0,-1e-05,3.4792143567130225e-13
local_robin_siegert,6.0,1.0,,,,,,,3.0,0.010386311090284,,,,,,,,,,0.0,11.653338743215444,,,,,,60.0,1200.0,0.05,odd,1.0051797406883427,0.0097681870777831,-0.0078647919746118,1.0048798440571325,-0.0039132996950452,0.0078265993900905,0.0078265993900905,0.0915549399582852,-0.0429512158393375,0.0032306869890952,7.590708309625106e-11,103107629.36531629,1.0,41.0,-1e-05,4.440892098500626e-16
local_robin_siegert,6.0,1.0,,,,,,,3.0,0.0066725564455934,,,,,,,,,,0.0,11.661869046391256,,,,,,80.0,1200.0,0.0666666666666666,even,1.0033307313371764,0.0064847068011037,-0.0045528133189041,1.0032396799442422,-0.0022690556453853,0.0045381112907707,0.0045381112907707,0.0719068821162079,-0.0316577021900799,0.0023163172133853,7.448577889760137e-11,60925875.488386415,1.0,24.0,-0.001,2.8457249041605293e-13
local_robin_siegert,6.0,1.0,,,,,,,3.0,0.0066725564455934,,,,,,,,,,0.0,11.661869046391256,,,,,,80.0,1200.0,0.0666666666666666,odd,1.0033307313371764,0.0064847067293605,-0.0045528133706541,1.003239679908545,-0.0022690556712575,0.004538111342515,0.004538111342515,0.0719068818310425,-0.0316577026754667,0.0023163172133853,7.448577889760137e-11,60925876.18307346,1.0,44.0,-0.0001,5.705293428184215e-14
local_robin_siegert,6.0,1.0,,,,,,,3.0,0.0047954511020069,,,,,,,,,,0.0,11.692617169470404,,,,,,100.0,1200.0,0.0833333333333333,even,1.0023948578788735,0.0047566372667683,-0.0030055663157663,1.002376618306527,-0.001499220083986,0.0029984401679721,0.0029984401679721,0.0598713326736692,-0.0251002122513983,0.0018020814457124,6.997785058507598e-11,42848417.647906475,1.0,36.0,-1e-05,1.1102230246251563e-15
local_robin_siegert,6.0,1.0,,,,,,,3.0,0.0047954511020069,,,,,,,,,,0.0,11.692617169470404,,,,,,100.0,1200.0,0.0833333333333333,odd,1.0023948578788735,0.0047566372529426,-0.0030055663242121,1.0023766182996363,-0.0014992200882092,0.0029984401764184,0.0029984401764184,0.0598713326006167,-0.0251002123525572,0.0018020814457124,6.997785058507598e-11,42848417.76860678,1.0,49.0,-1e-05,1.021405182655144e-14
local_robin_siegert,6.0,1.0,,,,,,,3.0,0.0036896268385553,,,,,,,,,,0.0,11.671823592173032,,,,,,120.0,1200.0,0.1,even,1.0018431148830416,0.0037108663766764,-0.0021529310657089,1.0018542912366146,-0.0010744731467145,0.0021489462934291,0.0021489462934291,0.0516834047729964,-0.0208280692338774,0.0014735005157582,7.290923781707111e-11,29474266.331254188,1.0,38.0,-1e-05,7.508687097902767e-14
local_robin_siegert,6.0,1.0,,,,,,,3.0,0.0036896268385553,,,,,,,,,,0.0,11.671823592173032,,,,,,120.0,1200.0,0.1,odd,1.0018431148830416,0.003710866373875,-0.0021529310671733,1.0018542912352173,-0.0010744731474468,0.0021489462948937,0.0021489462948937,0.0516834047545926,-0.0208280692554606,0.0014735005157582,7.290923781707111e-11,29474266.351342697,1.0,32.0,-0.002,6.521915363565902e-14
local_robin_siegert,12.0,1.0,,,,,,,3.0,0.0105472388308056,,,,,,,,,,0.0,14.03688880883854,,,,,,60.0,1200.0,0.05,even,1.005259786737143,0.0098220216677822,-0.0080733999920601,1.00490703941419,-0.0040169884752556,0.0080339769505113,0.0080339769505113,0.0921428141462085,-0.0438091676864223,0.0032509666423766,6.456417475571163e-13,12443397566.698729,1.0,23.0,-0.001,1.188467690262643e-13
local_robin_siegert,12.0,1.0,,,,,,,3.0,0.0105472388308056,,,,,,,,,,0.0,14.03688880883854,,,,,,60.0,1200.0,0.05,odd,1.005259786737143,0.0098220216500156,-0.0080734000083878,1.0049070394053827,-0.0040169884834148,0.0080339769668296,0.0080339769668296,0.0921428141019332,-0.0438091677960725,0.0032509666423766,6.456417475571163e-13,12443397591.973295,1.0,40.0,-0.001,2.275834801871524e-13
local_robin_siegert,12.0,1.0,,,,,,,3.0,0.0067291447156327,,,,,,,,,,0.0,14.07270157893736,,,,,,80.0,1200.0,0.0666666666666666,even,1.003358931148586,0.0065141266671357,-0.0046212289998536,1.0032544198881497,-0.0023031191830527,0.0046062383661054,0.0046062383661054,0.072203784952242,-0.0320012933041551,0.0023248228788447,5.998781429917856e-13,7678623433.640511,1.0,36.0,-1e-05,2.3536728122053322e-14
local_robin_siegert,12.0,1.0,,,,,,,3.0,0.0067291447156327,,,,,,,,,,0.0,14.07270157893736,,,,,,80.0,1200.0,0.0666666666666666,odd,1.003358931148586,0.0065141266641618,-0.0046212290020629,1.0032544198866695,-0.0023031191841571,0.0046062383683143,0.0046062383683143,0.0722037849406966,-0.0320012933245709,0.0023248228788447,5.998781429917856e-13,7678623437.322726,1.0,36.0,-0.002,6.375271444358239e-14
local_robin_siegert,12.0,1.0,,,,,,,3.0,0.0048212313895412,,,,,,,,,,0.0,14.047245277583976,,,,,,100.0,1200.0,0.0833333333333333,even,1.0024077171438484,0.0047726877428962,-0.0030352727662674,1.0023846467387267,-0.0015140259660514,0.0030280519321029,0.0030280519321029,0.0600427794141694,-0.0252759182359835,0.0018064244257897,6.306119284597518e-13,4801767609.27884,1.0,23.0,-0.001,6.063118935116226e-14
local_robin_siegert,12.0,1.0,,,,,,,3.0,0.0048212313895412,,,,,,,,,,0.0,14.047245277583976,,,,,,100.0,1200.0,0.0833333333333333,odd,1.0024077171438484,0.0047726877422764,-0.0030352727666571,1.002384646738418,-0.0015140259662462,0.0030280519324925,0.0030280519324925,0.0600427794109451,-0.0252759182405859,0.0018064244257897,6.306119284597518e-13,4801767609.896809,1.0,24.0,-0.001,5.917061696988765e-14
local_robin_siegert,12.0,1.0,,,,,,,3.0,0.0037033116273939,,,,,,,,,,0.0,14.103374728342006,,,,,,120.0,1200.0,0.1,even,1.0018499446660631,0.0037202428124821,-0.0021680949255411,1.0018589789058867,-0.001082035980707,0.002164071961414,0.002164071961414,0.0517913318741649,-0.0209310597650672,0.0014760100180711,5.633353920970793e-13,3841533821.189666,1.0,14.0,-0.002,2.8464178426024444e-14
local_robin_siegert,12.0,1.0,,,,,,,3.0,0.0037033116273939,,,,,,,,,,0.0,14.103374728342006,,,,,,120.0,1200.0,0.1,odd,1.0018499446660631,0.0037202428123314,-0.0021680949256201,1.0018589789058114,-0.0010820359807465,0.002164071961493,0.002164071961493,0.0517913318731787,-0.0209310597662281,0.0014760100180711,5.633353920970793e-13,3841533821.3298736,1.0,26.0,-0.0001,1.2434497875801752e-14
local_robin_siegert,18.0,1.0,,,,,,,3.0,0.010840126411625,,,,,,,,,,0.0,15.46839844635882,,,,,,60.0,1200.0,0.05,even,1.0054054537407409,0.0098987508074068,-0.0084698701772344,1.004946023117443,-0.0042140920917125,0.0084281841834251,0.0084281841834251,0.0931643482211743,-0.0454566061962179,0.0032854580748086,3.6868974536316894e-14,228598280516.94815,1.0,28.0,-0.002,3.3750779948604765e-14
local_robin_siegert,18.0,1.0,,,,,,,3.0,0.010840126411625,,,,,,,,,,0.0,15.46839844635882,,,,,,60.0,1200.0,0.05,odd,1.0054054537407409,0.009898750802468,-0.0084698701819579,1.0049460231149956,-0.0042140920940729,0.0084281841881459,0.0084281841881459,0.0931643482097557,-0.0454566062271397,0.0032854580748086,3.6868974536316894e-14,228598280644.9908,1.0,33.0,-0.002,9.281464485866309e-14
local_robin_siegert,18.0,1.0,,,,,,,3.0,0.0068280815978124,,,,,,,,,,0.0,15.551049265898005,,,,,,80.0,1200.0,0.0666666666666666,even,1.0034082327735867,0.0065596808261913,-0.004743694458913,1.00327726466436,-0.0023640994498664,0.0047281988997328,0.0047281988997328,0.0726978795052674,-0.0326260854594067,0.0023391605940334,3.1189462613602745e-14,151596036081.45352,1.0,38.0,-0.0001,5.818755025955796e-14
local_robin_siegert,18.0,1.0,,,,,,,3.0,0.0068280815978124,,,,,,,,,,0.0,15.551049265898005,,,,,,80.0,1200.0,0.0666666666666666,odd,1.0034082327735867,0.0065596808253513,-0.0047436944596016,1.0032772646639423,-0.0023640994502106,0.0047281989004212,0.0047281989004212,0.0726978795022276,-0.0326260854655071,0.0023391605940334,3.1189462613602745e-14,151596036103.52295,1.0,26.0,-0.001,7.671311721569361e-14
local_robin_siegert,18.0,1.0,,,,,,,3.0,0.0048653515605084,,,,,,,,,,0.0,15.55219430423844,,,,,,100.0,1200.0,0.0833333333333333,even,1.002429724000894,0.0047985124623774,-0.0030867202634569,1.0023975673563847,-0.0015396686723799,0.0030793373447598,0.0030793373447598,0.0603266657902755,-0.0255833819341839,0.0018137152881961,3.1087772150444553e-14,99053008039.87834,1.0,29.0,-0.0001,2.930988785010413e-14
local_robin_siegert,18.0,1.0,,,,,,,3.0,0.0048653515605084,,,,,,,,,,0.0,15.55219430423844,,,,,,100.0,1200.0,0.0833333333333333,odd,1.002429724000894,0.0047985124621878,-0.0030867202635758,1.0023975673562904,-0.0015396686724393,0.0030793373448787,0.0030793373448787,0.0603266657892979,-0.0255833819355833,0.0018137152881961,3.1087772150444553e-14,99053008043.70064,1.0,20.0,-0.002,8.50639521592214e-14
local_robin_siegert,18.0,1.0,,,,,,,3.0,0.0037264714785646,,,,,,,,,,0.0,15.616205908399678,,,,,,120.0,1200.0,0.1,even,1.001861503142308,0.0037356098090913,-0.0021939138015033,1.0018666621081458,-0.0010949130680159,0.0021898261360318,0.0021898261360318,0.0519703469258934,-0.0211073615174413,0.0014802135597215,2.7336542242023297e-14,80106185948.61916,1.0,12.0,-0.002,2.895873695547704e-14
local_robin_siegert,18.0,1.0,,,,,,,3.0,0.0037264714785646,,,,,,,,,,0.0,15.616205908399678,,,,,,120.0,1200.0,0.1,odd,1.001861503142308,0.0037356098090436,-0.0021939138015259,1.0018666621081225,-0.0010949130680271,0.0021898261360543,0.0021898261360543,0.0519703469255751,-0.0211073615177878,0.0014802135597215,2.7336542242023297e-14,80106185949.44531,1.0,21.0,-0.002,3.7474919966821894e-14
