transfer_pair,D,n_rows,n_empirical_transfer_pass,n_linear_condition_pass,transfer_delta_over_budget_min,transfer_delta_over_budget_median,transfer_delta_over_budget_max,empirical_transfer_gain_min,empirical_transfer_gain_max,allowed_transfer_gain_min,allowed_transfer_gain_max,variational_condition_abs_min,variational_condition_abs_max,linearized_delta_over_budget_min,linearized_delta_over_budget_max,empirical_over_variational_max,transfer_condition_status
400_to_800,6.0,16.0,0.0,2.0,1.0051882448398777,11.63112226768109,88.60308333158655,13.385657944933321,1462.4897112563986,0.20918442966556974,1025.7705249667838,225.48884207024065,230548.8417121054,0.9170771845439932,419831.0650181566,1.381436103055422,not_uniform_on_current_grid
400_to_800,12.0,16.0,2.0,6.0,0.9944188620764574,10.022974582435166,56.34303105829368,12.834072825614728,871.7866018573324,0.29668407792473506,606.5342340261218,136.3953604898024,78803.89556824377,0.8860377485502222,114260.84601416028,1.435122620937114,not_uniform_on_current_grid
400_to_800,18.0,16.0,2.0,8.0,0.9896450455356336,8.33758976752398,42.82155602441956,12.397443960786706,664.2646241226076,0.3628336244721686,474.5941265834998,102.01152451489823,45044.927181502826,0.8676930671138754,55502.184191236825,1.5279240588477443,not_uniform_on_current_grid
800_to_1600,6.0,16.0,8.0,0.0,0.0013934922742663864,2.613275647371008,10.657116696175162,5.5099992362221086e-05,16.094161651478643,0.009773872049909323,3.089794931919973,864.0868843962241,6447928.32876597,20121.84414795054,2086865.0554333734,3.599254123462977e-05,not_uniform_on_current_grid
800_to_1600,12.0,16.0,8.0,0.0,0.002953624792290763,2.393844862308882,8.417838268090955,0.00015808914009596433,15.328919447802287,0.015376088237318517,3.361631755160329,625.7338769524674,2140484.1775732897,11690.765673221633,636740.7327807556,0.00010312992121234848,not_uniform_on_current_grid
800_to_1600,18.0,16.0,8.0,0.0,0.004029463230769264,2.1550161491559794,7.2816322923764805,0.0002722003468208704,15.507457364554732,0.020308758004113147,3.842588486048701,480.0420935083434,1187650.5081604607,7106.206770490938,309075.72312897514,0.00018678051245435296,not_uniform_on_current_grid
400_to_800,global,48.0,4.0,16.0,0.9896450455356336,8.356428548960048,88.60308333158655,12.397443960786706,1462.4897112563986,0.20918442966556974,1025.7705249667838,102.01152451489823,230548.8417121054,0.8676930671138754,419831.0650181566,1.5279240588477443,not_uniform_on_current_grid
800_to_1600,global,48.0,24.0,0.0,0.0013934922742663864,2.1550161491559794,10.657116696175162,5.5099992362221086e-05,16.094161651478643,0.009773872049909323,3.842588486048701,480.0420935083434,6447928.32876597,7106.206770490938,2086865.0554333734,0.00018678051245435296,not_uniform_on_current_grid
all_pairs,global,96.0,28.0,16.0,0.0013934922742663864,2.7365026025081987,88.60308333158655,5.5099992362221086e-05,1462.4897112563986,0.009773872049909323,1025.7705249667838,102.01152451489823,6447928.32876597,0.8676930671138754,2086865.0554333734,1.5279240588477443,not_uniform_on_current_grid
