center_mode,tube_factor,n_segments,n_curved_flow_pass,max_curved_contraction_ratio,median_curved_contraction_ratio,min_curved_contraction_ratio,max_raw_contraction_ratio,min_dF_dE_abs,max_dF_dE_CR_rel_mismatch,curved_flow_status
cubic_path,384.0,2.0,2.0,0.989079832334991,0.9686669766396715,0.948254120944352,0.8926503129150147,123.23251992011308,0.009395365470296624,curved_flowbox_closed_on_grid
cubic_path,512.0,2.0,2.0,0.944884767581882,0.9288868932354328,0.9128890188889838,0.8729864109426351,107.85707652862723,0.016702874177981795,curved_flowbox_closed_on_grid
cubic_path,640.0,2.0,2.0,0.9184942729532756,0.905757378501699,0.8930204840501224,0.8611883500815334,97.0932402221637,0.02609809713282219,curved_flowbox_closed_on_grid
secant,384.0,2.0,2.0,0.9916608657939425,0.9698628402174947,0.948064814641047,0.895025353370706,123.23251992020138,0.009395966272341039,curved_flowbox_closed_on_grid
secant,512.0,2.0,2.0,0.9466706360777657,0.9297798079138753,0.912888979749985,0.8747595570804839,107.85707652941825,0.01670269991691904,curved_flowbox_closed_on_grid
secant,640.0,2.0,2.0,0.9199168256710384,0.9064682407801854,0.8930196558893325,0.8626050298845443,97.09324022299434,0.02609809829950782,curved_flowbox_closed_on_grid
