D,ell,N_target,z_cap_frac,scan_axis,window_min,window_max,window_center,n_points,Gamma_cap_min,Gamma_cap_max,Gamma_cap_rel_span,Gamma_cap_over_eta_rel_span,candidate_overlap_min,rel_Gamma_exact_vs_narrow_max,regime_guess
6.0,1.0,3.0,0.7,eta_cap,0.0001,0.0003,0.00017320508075688773,2.0,4.637266515314495e-06,1.3911494246249556e-05,0.9999835406959067,2.1945618387814436e-05,0.9999963166960579,0.0,absorber_linear_like
6.0,1.0,3.0,0.75,eta_cap,0.0001,0.0003,0.00017320508075688773,2.0,2.8616822924153386e-06,8.58491319219697e-06,0.9999883209772524,1.5571969708102242e-05,0.9999983318556095,0.0,absorber_linear_like
6.0,1.0,3.0,0.8,eta_cap,0.0001,0.0003,0.00017320508075688773,2.0,1.5468193247197982e-06,4.640416652201567e-06,0.9999933214188078,8.904755099148261e-06,0.9999994255053982,0.0,absorber_linear_like
