n_parity_segments,n_interval_promoted,max_interval_integral_ratio,median_interval_integral_ratio,max_interval_remainder_over_reserve,max_beta_interval_over_s22_inflated,max_interval_L_bound,interval_promotion_status
2.0,2.0,0.9543136851681677,0.9385035160324708,0.7939686500146521,0.990188983334044,0.0003204050593795284,interval_parent_promotion_closed_on_grid
