D,ell,N_target,R,n_half,h,parity,seed_E,seed_omega,E_siegert_real,E_siegert_imag,omega_siegert_real,omega_siegert_imag,Gamma_siegert,Gamma_siegert_narrow,rel_Gamma_exact_vs_narrow,q_R_real,q_R_imag,U_R,S_seed,Gamma_geo_seed,Gamma_siegert_over_geo,root_success,root_nfev,guess_E_imag,residual_abs
6.0,1.0,3.0,60.0,1200.0,0.05,even,0.010386311090284001,1.0051797406883427,0.009768187522762432,-0.00786479157869336,1.0048798442777709,-0.0039132994971881226,0.007826598994376245,0.007826598994376245,0.0,0.09155494111867493,-0.0429512131327729,0.0032306869890952787,11.653338743215443,7.590708309625106e-11,103107624.15217598,1.0,44.0,-1e-05,3.4792143567130225e-13
6.0,1.0,3.0,60.0,1200.0,0.05,odd,0.010386311090284001,1.0051797406883427,0.009768187077783137,-0.007864791974611807,1.0048798440571323,-0.0039132996950452595,0.007826599390090519,0.007826599390090519,0.0,0.09155493995828527,-0.04295121583933758,0.0032306869890952787,11.653338743215443,7.590708309625106e-11,103107629.36531629,1.0,41.0,-1e-05,4.440892098500626e-16
6.0,1.0,3.0,80.0,1200.0,0.06666666666666667,even,0.006672556445593471,1.0033307313371764,0.006484706801103757,-0.00455281331890419,1.0032396799442422,-0.0022690556453853704,0.004538111290770741,0.004538111290770741,0.0,0.07190688211620791,-0.031657702190079934,0.0023163172133853285,11.661869046391255,7.448577889760137e-11,60925875.488386415,1.0,24.0,-0.001,2.845724904160529e-13
6.0,1.0,3.0,80.0,1200.0,0.06666666666666667,odd,0.006672556445593471,1.0033307313371764,0.006484706729360595,-0.004552813370654133,1.003239679908545,-0.0022690556712575234,0.004538111342515047,0.004538111342515047,0.0,0.07190688183104257,-0.031657702675466734,0.0023163172133853285,11.661869046391255,7.448577889760137e-11,60925876.18307346,1.0,44.0,-0.0001,5.705293428184215e-14
6.0,1.0,3.0,100.0,1200.0,0.08333333333333333,even,0.0047954511020069385,1.0023948578788735,0.004756637266768385,-0.00300556631576636,1.002376618306527,-0.0014992200839860658,0.0029984401679721316,0.0029984401679721316,0.0,0.05987133267366922,-0.025100212251398378,0.001802081445712463,11.692617169470404,6.997785058507598e-11,42848417.647906475,1.0,36.0,-1e-05,1.1102230246251565e-15
6.0,1.0,3.0,100.0,1200.0,0.08333333333333333,odd,0.0047954511020069385,1.0023948578788735,0.00475663725294267,-0.0030055663242121214,1.0023766182996365,-0.00149922008820924,0.00299844017641848,0.00299844017641848,0.0,0.05987133260061673,-0.025100212352557202,0.001802081445712463,11.692617169470404,6.997785058507598e-11,42848417.76860678,1.0,49.0,-1e-05,1.021405182655144e-14
6.0,1.0,3.0,120.0,1200.0,0.1,even,0.003689626838555341,1.0018431148830416,0.0037108663766764615,-0.002152931065708965,1.0018542912366146,-0.001074473146714552,0.002148946293429104,0.002148946293429104,0.0,0.05168340477299647,-0.020828069233877446,0.0014735005157582599,11.671823592173032,7.290923781707112e-11,29474266.331254188,1.0,38.0,-1e-05,7.508687097902767e-14
6.0,1.0,3.0,120.0,1200.0,0.1,odd,0.003689626838555341,1.0018431148830416,0.0037108663738750496,-0.0021529310671733162,1.0018542912352173,-0.001074473147446871,0.002148946294893742,0.002148946294893742,0.0,0.05168340475459268,-0.0208280692554606,0.0014735005157582599,11.671823592173032,7.290923781707112e-11,29474266.351342697,1.0,32.0,-0.002,6.521915363565902e-14
12.0,1.0,3.0,60.0,1200.0,0.05,even,0.010547238830805607,1.0052597867371427,0.009822021667782286,-0.008073399992060191,1.0049070394141901,-0.004016988475255668,0.008033976950511336,0.008033976950511336,0.0,0.09214281414620851,-0.043809167686422325,0.0032509666423766346,14.03688880883854,6.456417475571163e-13,12443397566.698729,1.0,23.0,-0.001,1.188467690262643e-13
12.0,1.0,3.0,60.0,1200.0,0.05,odd,0.010547238830805607,1.0052597867371427,0.009822021650015618,-0.008073400008387823,1.0049070394053827,-0.004016988483414826,0.008033976966829653,0.008033976966829653,0.0,0.09214281410193322,-0.043809167796072544,0.0032509666423766346,14.03688880883854,6.456417475571163e-13,12443397591.973297,1.0,40.0,-0.001,2.2758348018715235e-13
12.0,1.0,3.0,80.0,1200.0,0.06666666666666667,even,0.006729144715632753,1.003358931148586,0.006514126667135777,-0.0046212289998536875,1.0032544198881495,-0.0023031191830527385,0.004606238366105477,0.004606238366105477,0.0,0.072203784952242,-0.032001293304155194,0.0023248228788447355,14.07270157893736,5.998781429917855e-13,7678623433.640511,1.0,36.0,-1e-05,2.353672812205332e-14
12.0,1.0,3.0,80.0,1200.0,0.06666666666666667,odd,0.006729144715632753,1.003358931148586,0.006514126664161879,-0.004621229002062941,1.0032544198866697,-0.002303119184157179,0.004606238368314358,0.004606238368314358,0.0,0.07220378494069665,-0.032001293324570926,0.0023248228788447355,14.07270157893736,5.998781429917855e-13,7678623437.322726,1.0,36.0,-0.002,6.375271444358239e-14
12.0,1.0,3.0,100.0,1200.0,0.08333333333333333,even,0.004821231389541256,1.0024077171438484,0.004772687742896253,-0.003035272766267485,1.0023846467387267,-0.0015140259660514504,0.003028051932102901,0.003028051932102901,0.0,0.060042779414169405,-0.025275918235983557,0.0018064244257897733,14.047245277583976,6.306119284597517e-13,4801767609.27884,1.0,23.0,-0.001,6.063118935116226e-14
