D,R_tail,parity,R0,R1,center_mode,center_anchors,tube_factor,tube_half_re,tube_half_im,tube_radius_min,n_quad_nodes,n_points_per_node,dR_step,dE_step,endpoint_interpolation_error,center_speed_abs_max,max_curved_flow_integrand,median_node_curved_flow_integrand,max_raw_flow_integrand,sup_integral_curved_bound,trapz_integral_curved_bound,simpson_integral_curved_bound,sup_integral_raw_bound,trapz_integral_raw_bound,simpson_integral_raw_bound,sup_curved_contraction_ratio,trapz_curved_contraction_ratio,simpson_curved_contraction_ratio,curved_contraction_ratio,raw_contraction_ratio,dF_dE_abs_min,dF_dE_abs_median_min,curved_numerator_abs_max,dF_dE_CR_rel_mismatch_max,curved_flow_pass,curved_flow_status
6.0,400.0,odd,60.0,80.0,secant,60;80,128.0,0.0128,0.0128,0.0128,5.0,17.0,0.5,6.400000000000001e-05,1.0551910960100405e-17,0.00021364628054567651,0.0015869099403837677,0.0008508692576950083,0.0013733538853297376,0.03173819880767535,0.020777579966697032,,0.02746707770659475,0.017518487363915262,,2.4795467818496366,1.6232484348982055,,1.6232484348982055,1.3686318253058798,167.04185148170362,261.0690423813167,1.7602632601255679,0.024640576083670717,0.0,curved_flowbox_not_closed
6.0,400.0,odd,80.0,100.0,secant,80;100,128.0,0.0128,0.0128,0.0128,5.0,17.0,0.5,6.400000000000001e-05,1.514782153580212e-17,0.00011304001609906478,0.0020520578294146094,0.0006151248923846944,0.0019458235497872005,0.04104115658829219,0.015618349148126202,,0.03891647099574401,0.01379974907219673,,3.206340358460327,1.2201835271973596,,1.2201835271973596,1.0781053962653695,54.85935407881486,203.20634139517207,0.28846469138573094,0.031971484770733444,0.0,curved_flowbox_not_closed
6.0,400.0,even,60.0,80.0,quadratic_forward,60;80;100,64.0,0.0064,0.0064,0.0064,5.0,17.0,0.5,3.2000000000000005e-05,5.222209201006512e-18,0.0001482729878968635,0.0008279429653649951,0.0004902571677105353,0.0009665827969155305,0.016558859307299903,0.011129916447728136,,0.01933165593831061,0.010785159467052614,,2.58732176676561,1.7390494449575211,,1.7390494449575211,1.685181166726971,247.9668234875139,457.7921425097436,1.1753188177116924,0.006524920081343392,0.0,curved_flowbox_not_closed
6.0,400.0,even,80.0,100.0,quadratic_forward,80;100;120,64.0,0.0064,0.0064,0.0064,5.0,17.0,0.5,3.2000000000000005e-05,2.48374603233007e-17,0.0001456306527044097,0.000568442869099062,0.000475443954854443,0.00045591769810000924,0.01136885738198124,0.009541621044991974,,0.009118353962000185,0.007537208688806403,,1.7763839659345686,1.4908782882799958,,1.4908782882799958,1.1776888576260003,161.31855350810952,317.23338609038956,2.1514136355671525,0.018022889876385485,0.0,curved_flowbox_not_closed
6.0,400.0,odd,60.0,80.0,quadratic_forward,60;80;100,64.0,0.0064,0.0064,0.0064,5.0,17.0,0.5,3.2000000000000005e-05,7.05981306231723e-18,0.0002640164810187036,0.0006448102098527666,0.0006002258722907641,0.000647533270089419,0.012896204197055332,0.01166052619160603,,0.01295066540178838,0.008679599745303596,,2.0150319057898955,1.8219572174384422,,1.8219572174384422,1.3561874602036867,247.96682163371327,457.7921429667503,1.0296140811210084,0.006160137937483949,0.0,curved_flowbox_not_closed
6.0,400.0,odd,80.0,100.0,quadratic_forward,80;100;120,64.0,0.0064,0.0064,0.0064,5.0,17.0,0.5,3.2000000000000005e-05,2.5454517991375224e-17,0.00014563065299126192,0.0005684428433582606,0.0004754439629734251,0.00045591767472554336,0.011368856867165211,0.009541621268771646,,0.009118353494510867,0.007537208629767137,,1.7763838854945642,1.4908783232455696,,1.4908783232455696,1.1776888484011152,161.3185431851464,317.23338614990445,2.15141430536261,0.018023377035945996,0.0,curved_flowbox_not_closed
6.0,400.0,even,60.0,80.0,quadratic_forward,60;80;100,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,5.0,17.0,0.5,4.800000000000001e-05,5.222209201006512e-18,0.0001482729878968635,0.0008780294194205317,0.0007314952726439057,0.0007698790478446134,0.017560588388410635,0.015318846672871892,,0.015397580956892268,0.013025734988931698,,1.8292279571261076,1.5957131950908219,,1.5957131950908219,1.356847394680385,173.8343939017084,320.294657314662,1.3718698250855206,0.014680832195548886,0.0,curved_flowbox_not_closed
6.0,400.0,even,80.0,100.0,quadratic_forward,80;100;120,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,5.0,17.0,0.5,4.800000000000001e-05,2.48374603233007e-17,0.0001456306527044097,0.0005764236565817037,0.00047192532600642313,0.0005313118834082304,0.011528473131634073,0.009533105725720834,,0.010626237668164607,0.00788041384598866,,1.2008826178785492,0.9930318464292535,,0.9930318464292535,0.8208764422904854,184.32225628408864,241.99581611950015,0.3297836702162759,0.016878081615598197,1.0,curved_flowbox_closed
6.0,400.0,odd,60.0,80.0,quadratic_forward,60;80;100,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,5.0,17.0,0.5,4.800000000000001e-05,7.05981306231723e-18,0.0002640164810187036,0.0011636273229695376,0.0009377673249782726,0.0009520024110565064,0.023272546459390753,0.01879864627551861,,0.01904004822113013,0.015112734375695278,,2.42422358951987,1.9581923203665217,,1.9581923203665217,1.5742431641349246,129.6605863993698,320.29460580641995,2.0027945025687117,0.01386044547805571,0.0,curved_flowbox_not_closed
6.0,400.0,odd,80.0,100.0,quadratic_forward,80;100;120,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,5.0,17.0,0.5,4.800000000000001e-05,2.5454517991375224e-17,0.00014563065299126192,0.0005764237881784629,0.00047192532415312393,0.0005313119497949258,0.011528475763569258,0.009533106022320409,,0.010626238995898516,0.007880414811170964,,1.2008828920384642,0.9930318773250425,,0.9930318773250425,0.8208765428303088,184.32225619542552,241.9958161193068,0.3297838044323733,0.016877872647919262,1.0,curved_flowbox_closed
6.0,400.0,even,60.0,80.0,quadratic_forward,60;80;100,128.0,0.0128,0.0128,0.0128,5.0,17.0,0.5,6.400000000000001e-05,5.222209201006512e-18,0.0001482729878968635,0.0010701846094039523,0.0008965770684348569,0.0009560952048614255,0.021403692188079047,0.017515853680883983,,0.01912190409722851,0.015839433947287325,,1.6721634521936755,1.368426068819061,,1.368426068819061,1.2374557771318222,179.98774482841256,261.0690422992239,1.1523794065930113,0.026098097951891507,0.0,curved_flowbox_not_closed
6.0,400.0,even,80.0,100.0,quadratic_forward,80;100;120,128.0,0.0128,0.0128,0.0128,5.0,17.0,0.5,6.400000000000001e-05,2.48374603233007e-17,0.0001456306527044097,0.0020216443985293145,0.0006270943255457635,0.0019458250168067242,0.04043288797058629,0.015412559847191606,,0.03891650033613448,0.013521682788213446,,3.158819372702054,1.2041062380618441,,1.2041062380618441,1.0563814678291754,54.85930381971828,203.20634130457728,0.30827602789075126,0.03000447581782956,0.0,curved_flowbox_not_closed
6.0,400.0,odd,60.0,80.0,quadratic_forward,60;80;100,128.0,0.0128,0.0128,0.0128,5.0,17.0,0.5,6.400000000000001e-05,7.05981306231723e-18,0.0002640164810187036,0.0016373178494473847,0.0008459080665966229,0.0013733538853447319,0.03274635698894769,0.02046588449540363,,0.02746707770689464,0.017366555828017362,,2.5583091397615383,1.5988972262034087,,1.5988972262034087,1.3567621740638562,177.99380956534569,261.0690423813121,1.6506863653284694,0.024640508022782438,0.0,curved_flowbox_not_closed
6.0,400.0,odd,80.0,100.0,quadratic_forward,80;100;120,128.0,0.0128,0.0128,0.0128,5.0,17.0,0.5,6.400000000000001e-05,2.5454517991375224e-17,0.00014563065299126192,0.002021642889137996,0.0006270943266650334,0.0019458235495420882,0.04043285778275992,0.015412556084874365,,0.038916470990841764,0.013521677263719695,,3.1588170142781187,1.2041059441308097,,1.2041059441308097,1.0563810362281012,54.85935408573907,203.20634139552897,0.3082759925303762,0.030004322152375012,0.0,curved_flowbox_not_closed
6.0,400.0,even,80.0,100.0,quadratic_backward,60;80;100,64.0,0.0064,0.0064,0.0064,5.0,17.0,0.5,3.2000000000000005e-05,1.788112030672749e-18,0.0001247465004401818,0.0006234205724285788,0.0004551254097679376,0.0005109148600739079,0.012468411448571576,0.009948342135573827,,0.010218297201478158,0.008024146019145785,,1.9481892888393086,1.5544284586834105,,1.5544284586834105,1.2537728154915289,156.3098624152526,317.2333860901438,2.445088144098355,0.018023078529877223,0.0,curved_flowbox_not_closed
6.0,400.0,odd,80.0,100.0,quadratic_backward,60;80;100,64.0,0.0064,0.0064,0.0064,5.0,17.0,0.5,3.2000000000000005e-05,5.204170427930421e-18,0.00016330701410041955,0.0005291137900326614,0.000486543372813977,0.00041679809801183765,0.010582275800653226,0.009278757837222967,,0.008335961960236752,0.007250724181606867,,1.6534805938520665,1.4498059120660884,,1.4498059120660884,1.132925653376073,164.74743911458256,317.23338614812883,1.914741678525436,0.018022574036073626,0.0,curved_flowbox_not_closed
6.0,400.0,even,80.0,100.0,quadratic_backward,60;80;100,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,5.0,17.0,0.5,4.800000000000001e-05,1.788112030672749e-18,0.0001247465004401818,0.0005640587988212127,0.0004742094569889417,0.0005313118834093268,0.011281175976424255,0.009579086619742862,,0.010626237668186538,0.00785179405925033,,1.1751224975441932,0.9978215228898814,,0.9978215228898814,0.8178952145052427,184.32225628087932,241.99581611985306,0.3462183961268483,0.017650278728025635,1.0,curved_flowbox_closed
6.0,400.0,odd,80.0,100.0,quadratic_backward,60;80;100,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,5.0,17.0,0.5,4.800000000000001e-05,5.204170427930421e-18,0.00016330701410041955,0.0005910816923034974,0.0004702910583910245,0.0005313119497950075,0.011821633846069948,0.009515276408905569,,0.01062623899590015,0.00790470420454129,,1.2314201922989527,0.9911746259276634,,0.9911746259276634,0.823406687973051,184.32225619433885,241.9958161182236,0.3146353753750776,0.015253665707491475,1.0,curved_flowbox_closed
6.0,400.0,even,80.0,100.0,quadratic_backward,60;80;100,128.0,0.0128,0.0128,0.0128,5.0,17.0,0.5,6.400000000000001e-05,1.788112030672749e-18,0.0001247465004401818,0.0020418807331720346,0.0006190386880077134,0.0019458250167567284,0.04083761466344069,0.015485596732130543,,0.038916500335134566,0.013689595609825352,,3.190438645581304,1.2098122446976987,,1.2098122446976987,1.0694996570176056,54.8593038210662,203.20634130475156,0.28940873159872194,0.03137760035173852,0.0,curved_flowbox_not_closed
6.0,400.0,odd,80.0,100.0,quadratic_backward,60;80;100,128.0,0.0128,0.0128,0.0128,5.0,17.0,0.5,6.400000000000001e-05,5.204170427930421e-18,0.00016330701410041955,0.002006402788444652,0.0006330203167461951,0.0019458235496541334,0.04012805576889304,0.01539190153441275,,0.038916470993082666,0.013374045474118473,,3.1350043569447688,1.202492307375996,,1.202492307375996,1.0448473026655056,54.859354082546524,203.20634139504662,0.31786939940611636,0.027116596087146214,0.0,curved_flowbox_not_closed
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,64.0,0.0064,0.0064,0.0064,5.0,17.0,0.5,3.2000000000000005e-05,5.204170427930421e-18,0.00013823029629793363,0.0008400934923183084,0.000494538694719001,0.0009665827969058897,0.01680186984636617,0.011142284417621457,,0.019331655938117795,0.010626439764491931,,2.6252921634947137,1.7409819402533526,,1.7409819402533526,1.6603812132018643,247.9668234887642,457.79214251223203,1.1302689028809887,0.006524615505008215,0.0,curved_flowbox_not_closed
6.0,400.0,even,80.0,100.0,cubic_path,60;80;100;120,64.0,0.0064,0.0064,0.0064,5.0,17.0,0.5,3.2000000000000005e-05,9.189532858805889e-18,0.00013170483157826443,0.0005963511036886135,0.00046189178157701873,0.00048209558074509875,0.01192702207377227,0.009717958432807509,,0.009641911614901974,0.007773515284496668,,1.8635971990269171,1.5184310051261731,,1.5184310051261731,1.2146117632026043,159.1878183688332,317.2333860908599,2.249298559058023,0.018023142478978627,0.0,curved_flowbox_not_closed
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,64.0,0.0064,0.0064,0.0064,5.0,17.0,0.5,3.2000000000000005e-05,1.1677214766175423e-17,0.00027588535945133043,0.0006543103766674452,0.0005893736458757213,0.0006475331069060912,0.013086207533348906,0.011600512820330932,,0.012950662138121825,0.008530703154831513,,2.0447199270857666,1.812580128176708,,1.812580128176708,1.3329223679424238,247.96682163562798,457.79214296797556,1.075900232124961,0.006160263594445583,0.0,curved_flowbox_not_closed
6.0,400.0,odd,80.0,100.0,cubic_path,60;80;100;120,64.0,0.0064,0.0064,0.0064,5.0,17.0,0.5,3.2000000000000005e-05,1.570858918313846e-17,0.0001574059443772469,0.0005467563719612671,0.0004857984730629593,0.0004357710528240163,0.010935127439225343,0.009414049482898961,,0.008715421056480327,0.00738654501434905,,1.7086136623789598,1.4709452317029625,,1.4709452317029625,1.154147658492039,162.69297196439936,317.23338614890883,2.0721023226667934,0.018023046889014682,0.0,curved_flowbox_not_closed
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,5.0,17.0,0.5,4.800000000000001e-05,5.204170427930421e-18,0.00013823029629793363,0.0008899002739416943,0.0007231497785551799,0.0007779662823801248,0.017798005478833888,0.01544572218940076,,0.015559325647602495,0.013172738325598343,,1.8539589040451965,1.6089293947292456,,1.6089293947292456,1.3721602422498274,172.664754997737,320.2946716761838,1.4094785909685683,0.014680845326289974,0.0,curved_flowbox_not_closed
6.0,400.0,even,80.0,100.0,cubic_path,60;80;100;120,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,5.0,17.0,0.5,4.800000000000001e-05,9.189532858805889e-18,0.00013170483157826443,0.0005681243147875643,0.00047472101165866876,0.0005313118834098178,0.011362486295751286,0.009554930412381278,,0.010626237668196356,0.007861171325094072,,1.1835923224740923,0.9953052512897164,,0.9953052512897164,0.8188720130306324,184.32225628024366,241.9958161187998,0.34072603439440896,0.01743606332750107,1.0,curved_flowbox_closed
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,5.0,17.0,0.5,4.800000000000001e-05,1.1677214766175423e-17,0.00027588535945133043,0.001135507118087275,0.0009487209773101384,0.0009254938559712564,0.0227101423617455,0.018646564932438055,,0.01850987711942513,0.014951887284299602,,2.3656398293484893,1.9423505137956305,,1.9423505137956305,1.5574882587812084,150.17167233600324,320.29465175905705,1.915313953719817,0.013860598352279234,0.0,curved_flowbox_not_closed
6.0,400.0,odd,80.0,100.0,cubic_path,60;80;100;120,96.0,0.009600000000000001,0.009600000000000001,0.009600000000000001,5.0,17.0,0.5,4.800000000000001e-05,1.570858918313846e-17,0.0001574059443772469,0.0005861748211127769,0.00046988753080608094,0.0005313119497943611,0.011723496422255538,0.009526839064064164,,0.010626238995887223,0.007896039022315698,,1.2211975439849518,0.9923790691733504,,0.9923790691733504,0.8225040648245519,184.3222561955568,241.9958161184854,0.31968407638281326,0.015955917425624667,1.0,curved_flowbox_closed
6.0,400.0,even,60.0,80.0,cubic_path,60;80;100;120,128.0,0.0128,0.0128,0.0128,5.0,17.0,0.5,6.400000000000001e-05,5.204170427930421e-18,0.00013823029629793363,0.0010739184508963,0.0008842155639434896,0.00096390897671363,0.021478369017925998,0.01748843668884971,,0.019278179534272598,0.015834887869705497,,1.6779975795254685,1.3662841163163835,,1.3662841163163835,1.237100614820742,182.4791762395394,261.0690422992254,1.171187374564203,0.026098097132822084,0.0,curved_flowbox_not_closed
6.0,400.0,even,80.0,100.0,cubic_path,60;80;100;120,128.0,0.0128,0.0128,0.0128,5.0,17.0,0.5,6.400000000000001e-05,9.189532858805889e-18,0.00013170483157826443,0.002028388186021803,0.0006236300121650104,0.0019458250168434487,0.04056776372043606,0.015422416073535039,,0.03891650033686898,0.013592789506607392,,3.169356540659067,1.2048762557449249,,1.2048762557449249,1.0619366802037025,54.85930381868804,203.20634130496296,0.2986883390071948,0.03099694797658485,0.0,curved_flowbox_not_closed
6.0,400.0,odd,60.0,80.0,cubic_path,60;80;100;120,128.0,0.0128,0.0128,0.0128,5.0,17.0,0.5,6.400000000000001e-05,1.1677214766175423e-17,0.00027588535945133043,0.001649214367365985,0.0008438720081371499,0.0013733538853389071,0.0329842873473197,0.02039147104333537,,0.027467077706778142,0.017347056506882372,,2.5768974490093517,1.5930836752605757,,1.5930836752605757,1.3552387896001852,180.9024438966086,261.0690423813113,1.622661424401373,0.024640311267384328,0.0,curved_flowbox_not_closed
6.0,400.0,odd,80.0,100.0,cubic_path,60;80;100;120,128.0,0.0128,0.0128,0.0128,5.0,17.0,0.5,6.400000000000001e-05,1.570858918313846e-17,0.0001574059443772469,0.002016557738434285,0.0006296349677335526,0.0019458235496018557,0.0403311547686857,0.015405507991390155,,0.038916470992037114,0.013457340490975828,,3.15087146630357,1.2035553118273559,,1.2035553118273559,1.0513547258574865,54.85935408408726,203.20634139553886,0.3137976594136874,0.02836443308061238,0.0,curved_flowbox_not_closed
