D,R,R_tail_root,parity,ell,h,E0_real,E0_imag,Gamma_dtn,transfer_pair,R_start,R_ref,boundary_F_abs_min,m_rouche_budget,a_start_real,a_start_imag,b_start_real,b_start_imag,initial_delta_at_R_start,transfer_delta_at_R,transfer_delta_over_budget,jost_log_scale_a,jost_log_scale_b,jost_nfev_a,jost_nfev_b,matrix_det_minus_one_abs_short_diag,matrix_nfev_short_diag,jost_denom_a_abs,jost_denom_b_abs,jost_denom_product_abs,jost_denom_floor_endpoints,jost_denom_floor_segment,jost_pole_initial_real,jost_pole_initial_imag,jost_pole_distance_segment,exact_projective_gain,exact_projective_delta,exact_projective_delta_over_budget,exact_projective_formula_rel_error,exact_projective_formula_abs_error_over_budget,segment_gain_bound,segment_delta_bound,segment_delta_bound_over_budget,exact_projective_status,segment_projective_status
6.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0066008777113058,-0.0027049482904822,0.0026960622958433,800_to_1600,800.0,1600.0,0.1217321021226802,0.004057736737422669,0.016549226575164833,0.08167823786594199,-0.01656247413721533,-0.08173218337892868,0.1667313722593691,3.305288834270312e-05,0.008145646324925737,-3.788164209590624,12.314194501128725,2482.0,2482.0,9.918030611150203e-06,1766.0,0.022637120738621643,222836.7013225522,5044.381312834784,0.02263712073862161,0.008349128296711918,0.016549229571193858,0.08167822119543083,6.2470027506196465e-09,0.0001982403664559671,3.30528883364036e-05,0.008145646323373267,1.9058907919593352e-10,1.5524712325233362e-12,14345.5674123361,2391.8561404980846,589455.7225556498,passes_exact_projective_budget,not_lifted_segment_projective
6.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0066008777113058,-0.0027049482904822,0.0026960622958433,1600_to_3200,1600.0,3200.0,0.1217321021226802,0.004057736737422669,0.016435035271014378,0.08228081731117262,-0.016439197634649867,-0.08228254704829424,0.16781482675390308,1.3592459420009896e-14,3.349763747522799e-12,7.306780589118188,25.504008079129665,5234.0,5234.0,,,1490.3713396314106,119192787134.43523,177641513835949.66,1490.3713396314095,557.3761555761413,0.016435035659328114,0.08228081524908085,7.847453204743734e-10,5.629314783499824e-15,9.446824851362084e-16,2.3281019599517867e-13,0.9304995177145418,3.1169535515276204e-12,3.218868452659253e-06,5.401738517266167e-07,0.00013312195607586804,passes_exact_projective_budget,passes_segment_projective_budget
6.0,100.0,400.0,even,1.0,0.0833333333333333,0.0044173683334497,-0.0021188553782595,0.0021141897675973,400_to_800,400.0,800.0,0.0523355393205626,0.0021806474716901075,0.016163562387775724,0.06530294351868601,0.014722277268552504,0.0585704947971511,0.006884995902903018,0.11985549998840166,54.9632627668643,-5.041820612580954,2.1848782992829796,1032.0,1032.0,3.2993011495453696e-11,758.0,0.006461972853187759,8.889566620904963,0.05744413818089192,0.00646197285318776,0.00646197285318776,0.016163969187019653,0.06530793539811537,5.008427483962838e-06,17.408216602553846,0.11985549998543152,54.96326276550226,2.4780990648770198e-11,1.3620441006515634e-09,23948.027135893295,164.8820687132356,75611.51944722363,not_lifted_exact_projective,not_lifted_segment_projective
6.0,100.0,400.0,even,1.0,0.0833333333333333,0.0044173683334497,-0.0021188553782595,0.0021141897675973,800_to_1600,800.0,1600.0,0.0523355393205626,0.0021806474716901075,0.01584139850419091,0.06681902436568658,-0.015950935611760912,-0.06683786355638445,0.13738601165167205,8.272826289383987e-05,0.03793747681266494,-4.148936490948801,11.563925041625717,2408.0,2408.0,1.3800881953687407e-06,1718.0,0.015781191002817777,105232.24477881772,1660.690154509797,0.01578119100281778,0.006713402380224376,0.015841402716146306,0.0668190041976728,8.764684763224329e-09,0.0006021592873808421,8.272826287226691e-05,0.03793747680277202,2.607690066552252e-10,9.892918143444274e-12,22187.820490343904,3048.2961644115953,1397885.8132667441,passes_exact_projective_budget,not_lifted_segment_projective
6.0,100.0,400.0,even,1.0,0.0833333333333333,0.0044173683334497,-0.0021188553782595,0.0021141897675973,1600_to_3200,1600.0,3200.0,0.0523355393205626,0.0021806474716901075,0.015681347234429398,0.06754546248742635,-0.01568727264477803,-0.06754836788532097,0.1386878989598834,1.26595740795149e-14,5.80541983235058e-12,6.352730332361801,24.167838505055673,5160.0,5160.0,,,574.0579402123216,31329892323.522957,17985173454315.414,574.0579402123216,246.07237273271917,0.015681347776203794,0.0675454600046708,1.0892874924325794e-09,5.5601354223250886e-14,7.711234996546905e-15,3.536213485515989e-12,0.3908772168706019,2.2692063468345907e-12,1.6514836792828034e-05,2.2904080164626994e-06,0.0010503339243034648,passes_exact_projective_budget,passes_segment_projective_budget
6.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0044173683350498,-0.0021188553800381,0.0021141897693703,400_to_800,400.0,800.0,0.0523355314527734,0.0021806471438655575,0.01616356239776606,0.06530294353340708,0.014722272669207765,0.05857049873770337,0.0068849930289612985,0.119855499960655,54.963271016965784,-5.041820615282433,2.1848778847948953,1032.0,1032.0,2.1715140887532556e-11,758.0,0.006461972835730875,8.889562936286286,0.05744411421580199,0.006461972835730876,0.006461972835730876,0.016163969197062766,0.06530793541280495,5.008427456864899e-06,17.408223865081645,0.11985549995768484,54.96327101560372,2.4781222229825837e-11,1.3620570335495744e-09,23948.02726528348,164.88200077885188,75611.49966086273,not_lifted_exact_projective,not_lifted_segment_projective
6.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0044173683350498,-0.0021188553800381,0.0021141897693703,800_to_1600,800.0,1600.0,0.0523355314527734,0.0021806471438655575,0.015841398514107655,0.0668190243800104,-0.01595093500590242,-0.06683786310747264,0.1373860110909741,8.272828640218484e-05,0.03793749329638691,-4.148936782067328,11.563925044229988,2408.0,2408.0,3.29167385808777e-07,1718.0,0.015781186408621358,105232.24505287099,1660.6896753770802,0.015781186408621348,0.006713401646575777,0.015841402726063592,0.06681900421200299,8.76468375067872e-09,0.0006021594611124066,8.272828640292408e-05,0.037937493296725903,8.935712056951369e-12,3.3899851625903623e-13,22187.825339767536,3048.296818213899,1397886.3232362706,passes_exact_projective_budget,not_lifted_segment_projective
6.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0044173683350498,-0.0021188553800381,0.0021141897693703,1600_to_3200,1600.0,3200.0,0.0523355314527734,0.0021806471438655575,0.015681347244313627,0.06754546250156554,-0.01568727265465636,-0.0675483678994516,0.13868789899189055,4.447830992404533e-15,2.039683955708679e-12,6.35273026891586,24.16783851988896,5160.0,5160.0,,,574.057903790676,31329892788.248234,17985172580008.4,574.057903790676,246.0725208471077,0.01568134778608877,0.06754546001881036,1.0892881344956255e-09,5.5601356926180416e-14,7.711235373190164e-15,3.536214189848581e-12,0.7337069205998333,1.4965302341399017e-12,1.65148169118254e-05,2.290405259736807e-06,0.0010503328180260678,passes_exact_projective_budget,passes_segment_projective_budget
6.0,120.0,400.0,even,1.0,0.1,0.0035016243975835,-0.0018378939529164,0.0018346838025795,400_to_800,400.0,800.0,0.0240102008488947,0.0012005100424447351,0.015830582369964166,0.057772826150271905,0.016612952290426173,0.052087401692739864,0.005739002871122059,0.10636889142244954,88.60308340764769,-4.612378875885973,1.69275119499336,984.0,984.0,9.283887792363305e-12,710.0,0.009928172303859797,5.434411282360883,0.05395377158131854,0.0099281723038598,0.0099281723038598,0.0158281355237185,0.05778304090863248,1.0503730047698095e-05,18.53438546910128,0.10636889142165522,88.60308340698604,7.467624510639879e-12,6.616545573732194e-10,10145.21811489423,58.22343588953751,48498.91615314646,not_lifted_exact_projective,not_lifted_segment_projective
6.0,120.0,400.0,even,1.0,0.1,0.0035016243975835,-0.0018378939529164,0.0018346838025795,800_to_1600,800.0,1600.0,0.0240102008488947,0.0012005100424447351,0.015435927494798163,0.05946653826930769,-0.01554412968033471,-0.05939084035588002,0.12282849993476974,0.00018613857436852667,0.15504957708597883,-4.497562020954694,10.989614953129323,2360.0,2360.0,4.483948590843802e-07,1670.0,0.011136113080366513,59255.56348850311,659.8766556488079,0.011136113080366513,0.005132219639225097,0.015435932622194684,0.05946651576236474,1.0638372118493803e-08,0.0015154347277473758,0.00018613857435826635,0.1550495770774322,5.5121944438815525e-11,8.54663417339517e-12,37965.53564000442,4663.249791881781,3884390.4898833456,passes_exact_projective_budget,not_lifted_segment_projective
6.0,120.0,400.0,even,1.0,0.1,0.0035016243975835,-0.0018378939529164,0.0018346838025795,1600_to_3200,1600.0,3200.0,0.0240102008488947,0.0012005100424447351,0.015241866139115573,0.06027465965610094,-0.015249089489615503,-0.06027855948128297,0.1243494150349705,2.410945747348527e-14,2.0082678712448285e-11,5.659027446776172,23.25523634018947,5112.0,5112.0,,,286.8695109751795,12578267249.136457,3608321374674.892,286.86951097517954,132.6373014658067,0.015241866793738887,0.06027465689667989,1.311259344768271e-09,2.7713717714240445e-13,3.4461845862100993e-14,2.8706003818112522e-11,0.42939117978913116,8.623325105664239e-12,5.684190769462261e-05,7.0682579712981105e-06,0.005887712490021502,passes_exact_projective_budget,passes_segment_projective_budget
6.0,120.0,400.0,odd,1.0,0.1,0.003501624401755,-0.0018378939523014,0.0018346838019618,400_to_800,400.0,800.0,0.0240102010297344,0.0012005100514867202,0.015830582355830722,0.05777282618253666,0.016612950097470037,0.05208740296725079,0.0057390013434455035,0.10636889148174249,88.603082789698,-4.612378872047621,1.6927509244046017,984.0,984.0,7.957222647034424e-12,710.0,0.009928172341967618,5.4344098118704816,0.05395375718912997,0.009928172341967618,0.009928172341967618,0.015828135509772825,0.05778304094103593,1.0503730138835986e-05,18.534390413156796,0.10636889148105032,88.60308278912144,6.507246010186728e-12,5.765620569735067e-10,10145.218037012397,58.2234199439617,48498.90250552872,not_lifted_exact_projective,not_lifted_segment_projective
6.0,120.0,400.0,odd,1.0,0.1,0.003501624401755,-0.0018378939523014,0.0018346838019618,800_to_1600,800.0,1600.0,0.0240102010297344,0.0012005100514867202,0.015435927481428148,0.059466538300919115,-0.015544130321758715,-0.0593908407631455,0.12282850051786655,0.00018613848554101836,0.15504950192670452,-4.497561533424875,10.989614947577804,2360.0,2360.0,1.0278085955955373e-07,1670.0,0.01113611850955503,59255.56315954476,659.8769736951137,0.011136118509555032,0.005132222482537984,0.01543593260882791,0.05946651579396513,1.0638378121568735e-08,0.0015154339973408968,0.00018613848552717893,0.15504950191517655,7.435020283816083e-11,1.152796191820629e-11,37965.49357329073,4663.244647028,3884386.1750703417,passes_exact_projective_budget,not_lifted_segment_projective
6.0,120.0,400.0,odd,1.0,0.1,0.003501624401755,-0.0018378939523014,0.0018346838019618,1600_to_3200,1600.0,3200.0,0.0240102010297344,0.0012005100514867202,0.01524186612609699,0.060274659687414744,-0.015249089476583598,-0.06027855951259423,0.12434941508929606,2.1765531694371182e-14,1.8130236950050183e-11,5.659028555548288,23.255236319804954,5112.0,5112.0,,,286.8698290482708,12578266992.734577,3608325301929.2783,286.869829048271,132.63744242989617,0.01524186678072098,0.06027465692799056,1.3112607688878461e-09,2.771368755099009e-13,3.4461808369331235e-14,2.870597237120463e-11,0.5833203090666266,1.0575735421154446e-11,5.684178687408571e-05,7.068242950422985e-06,0.005887699933598742,passes_exact_projective_budget,passes_segment_projective_budget
6.0,60.0,800.0,even,1.0,0.05,0.0100336639045976,-0.0020046965244911,0.0019947133724832,400_to_800,400.0,800.0,1.8437704327783464,0.046094260819458666,0.010137847463064606,0.09860776191792532,0.010174235858467452,0.0985813962300405,4.4936230567700584e-05,0.06571896770811585,1.425751634580343,-3.4823861366049322,-3.805512342612898,1180.0,1180.0,1.9269148990679153e-09,854.0,0.03073398797514242,0.02224779575178474,0.0006837634871087768,0.02224779575178474,0.02224779575178474,0.0102503846380043,0.09849434001958597,0.00011566079890634969,1462.4940039258263,0.06571896776429054,1.4257516357990345,8.547713370850113e-10,1.21869163104138e-09,2020.3472574027226,0.09078679018547026,1.9695898919187065,not_lifted_exact_projective,not_lifted_segment_projective
6.0,60.0,800.0,even,1.0,0.05,0.0100336639045976,-0.0020046965244911,0.0019947133724832,800_to_1600,800.0,1600.0,1.8437704327783464,0.046094260819458666,0.010051575682588715,0.09965666086893407,0.007465943266758416,0.08496421421370766,0.0149182265603679,0.2337676763210434,5.071513723512375,-7.839634484745733,5.087890421081492,2556.0,2556.0,6.038251235380128e-09,1814.0,0.00039381295899514247,162.04764891364772,0.06381646411688958,0.00039381295899514247,0.00039381295899514247,0.010051580908909542,0.09965669674505628,3.6254800707699e-08,15.669937434458097,0.23376767683403601,5.0715137346415835,2.194454890762466e-09,1.1129208094130694e-08,6447925.244403174,96191.60964032212,2086845.6925057117,not_lifted_exact_projective,not_lifted_segment_projective
6.0,60.0,800.0,even,1.0,0.05,0.0100336639045976,-0.0020046965244911,0.0019947133724832,1600_to_3200,1600.0,3200.0,1.8437704327783464,0.046094260819458666,0.010005436862698546,0.1001646620569765,-0.01001036184377097,-0.10016684576535687,0.20132894780489846,5.259224842799906e-07,1.140971728215615e-05,-2.8536718203842026,15.708968688077453,5308.0,5308.0,,,0.05763231637774853,6642298.944274848,382811.07423203345,0.057632316377748585,0.010875605357300047,0.01000543702015833,0.10016466031724465,3.2964101406915885e-10,2.6122546271842426e-06,5.259224754894809e-07,1.1409717091448899e-05,1.6714458859055455e-08,1.9070725010605298e-13,8454.601066175655,1702.1559367633174,36927.71955776224,passes_exact_projective_budget,not_lifted_segment_projective
6.0,60.0,800.0,odd,1.0,0.05,0.0100336639072853,-0.0020046965768186,0.0019947134245475,400_to_800,400.0,800.0,1.843768750582952,0.046094218764573806,0.01013784772426321,0.09860776195833797,0.01017423612953547,0.0985813962813522,4.493623216488448e-05,0.06571898543686212,1.425753320010082,-3.482386228106419,-3.8055124854396025,1180.0,1180.0,1.9264726283509396e-09,854.0,0.03073398516293695,0.02224779257420561,0.0006837633268837342,0.022247792574205612,0.022247792574205612,0.010250384875136439,0.09849434007703023,0.000115660771947746,1462.4943466294415,0.06571898549997163,1.4257533213792233,9.602933355481495e-10,1.3691414113413298e-09,2020.347834521887,0.09078681934589714,1.9695923215358255,not_lifted_exact_projective,not_lifted_segment_projective
6.0,60.0,800.0,odd,1.0,0.05,0.0100336639072853,-0.0020046965768186,0.0019947134245475,800_to_1600,800.0,1600.0,1.843768750582952,0.046094218764573806,0.01005157594114423,0.09965666090848133,0.007465950058839987,0.08496409362271966,0.014918344232852236,0.23376775398649532,5.071520035526884,-7.8396350112203175,5.087898503125408,2556.0,2556.0,4.885110895202095e-09,1814.0,0.0003938127516626829,162.04895859515514,0.06381694628843022,0.00039381275166268295,0.00039381275166268295,0.010051581167467965,0.0996566967845767,3.625477456751247e-08,15.669819039606669,0.2337677544993543,5.0715200466532036,2.1938824699403544e-09,1.1126318901893713e-08,6447932.03374428,96192.46966943218,2086866.2545456113,not_lifted_exact_projective,not_lifted_segment_projective
6.0,60.0,800.0,odd,1.0,0.05,0.0100336639072853,-0.0020046965768186,0.0019947134245475,1600_to_3200,1600.0,3200.0,1.843768750582952,0.046094218764573806,0.010005437120000153,0.1001646620960909,-0.010010362127348708,-0.10016684583050614,0.20132894796241893,5.259214055401327e-07,1.1409704289083974e-05,-2.8536702042199824,15.708969089347647,5308.0,5308.0,,,0.057632409521111455,6642301.60963197,382811.84652904747,0.05763240952111156,0.01087544558405106,0.010005437277454675,0.10016466035635643,3.2963604225543465e-10,2.6122493571371774e-06,5.259214148879331e-07,1.1409704491881647e-05,1.777413932676548e-08,2.0279767371137223e-13,8454.849484319695,1702.2059518586843,36928.83831164815,passes_exact_projective_budget,not_lifted_segment_projective
6.0,80.0,800.0,even,1.0,0.0666666666666666,0.0065926401457866,-0.0015654435713835,0.0015603082717446,400_to_800,400.0,800.0,0.7530439004879111,0.025101463349597012,0.009838020813917584,0.07922298339076672,0.009796996516043013,0.07923490373877827,4.272104531513682e-05,0.03181688716883624,1.2675311684307455,-3.2011784845965243,-3.411882321997326,1106.0,1106.0,1.7678951254529912e-10,806.0,0.04071419464354449,0.0329790646956265,0.001342716059179784,0.0329790646956265,0.0329790646956265,0.009621906337336185,0.07928509505447665,0.00018214208423953805,744.7590971771525,0.03181688713936552,1.2675311672566818,9.262602396212615e-10,1.17406372379808e-09,919.4398666206635,0.03927943220644472,1.5648263871865193,not_lifted_exact_projective,not_lifted_segment_projective
6.0,80.0,800.0,even,1.0,0.0666666666666666,0.0065926401457866,-0.0015654435713835,0.0015603082717446,800_to_1600,800.0,1600.0,0.7530439004879111,0.025101463349597012,0.009710876320433586,0.08052105606240341,0.016660681592551775,0.07228227948360681,0.01077855430174609,0.16743817739174147,6.670454828062029,-7.316286753988204,4.573231008106169,2482.0,2482.0,7.613569363677423e-10,1766.0,0.0006646255530689655,96.85654904923408,0.06437333748019859,0.0006646255530689656,0.0006646255530689656,0.009710868776667375,0.08052112963909006,7.396240414195916e-08,15.534381766482166,0.16743817741408237,6.670454828952053,1.3342779556158426e-10,8.900240831014433e-10,2263841.049395644,24400.9336814328,972092.0785211729,not_lifted_exact_projective,not_lifted_segment_projective
6.0,80.0,800.0,even,1.0,0.0666666666666666,0.0065926401457866,-0.0015654435713835,0.0015603082717446,1600_to_3200,1600.0,3200.0,0.7530439004879111,0.025101463349597012,0.009643366262234577,0.08114682991591345,-0.009648533678334521,-0.08114374745642407,0.16343319401872924,1.0983418365923637e-06,4.3756087893975185e-05,-3.1174176691731352,15.027775642060643,5234.0,5234.0,,,0.044271344193292234,3361089.1865060707,148799.93624016276,0.044271344193292206,0.009883783193759009,0.009643366491780209,0.0811468277754897,4.805996379494437e-10,6.7204329871889345e-06,1.0983418282851173e-06,4.375608756302849e-05,7.563443484346673e-09,3.3094669788218694e-13,10236.549227875897,1672.9919360417146,66649.17948174417,passes_exact_projective_budget,not_lifted_segment_projective
6.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0065926401437956,-0.0015654435342973,0.0015603082347817,400_to_800,400.0,800.0,0.7530438565813186,0.025101461886043924,0.009838020584890337,0.07922298334987535,0.00979699626398913,0.07923490368885762,4.2721064907812055e-05,0.03181689919636498,1.267531721491279,-3.201178408415534,-3.4118823181487348,1106.0,1106.0,1.769969762133865e-10,806.0,0.04071419774519229,0.03297906482254944,0.0013427161666367921,0.03297906482254944,0.03297906482254944,0.00962190607361111,0.07928509501609465,0.00018214209863847046,744.7590375743962,0.031816899184895414,1.2675317210343506,3.604866797309049e-10,4.5692830173398927e-10,919.4398595435671,0.03927944991839033,1.5648271840385988,not_lifted_exact_projective,not_lifted_segment_projective
6.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0065926401437956,-0.0015654435342973,0.0015603082347817,800_to_1600,800.0,1600.0,0.7530438565813186,0.025101461886043924,0.009710876094902447,0.08052105602286695,0.01666059144427484,0.07228223970054128,0.010778526700357624,0.16743815257298617,6.670454228248735,-7.316286440424596,4.573228281996403,2482.0,2482.0,3.400911525418143e-10,1766.0,0.0006646257614713845,96.85628500800973,0.06437318217673792,0.0006646257614713846,0.0006646257614713846,0.009710868551126895,0.08052112959958825,7.39624395668605e-08,15.534419243940421,0.16743815259536113,6.670454229140116,1.3363121038830567e-10,8.913808723606699e-10,2263839.6296797544,24400.85589383095,972089.0362723256,not_lifted_exact_projective,not_lifted_segment_projective
