D,R,R_tail_root,parity,ell,h,E0_real,E0_imag,Gamma_dtn,transfer_pair,R_start,R_ref,boundary_F_abs_min,m_rouche_budget,a_start_real,a_start_imag,b_start_real,b_start_imag,initial_delta_at_R_start,transfer_delta_at_R,transfer_delta_over_budget,jost_log_scale_a,jost_log_scale_b,jost_nfev_a,jost_nfev_b,matrix_det_minus_one_abs_short_diag,matrix_nfev_short_diag,jost_denom_a_abs,jost_denom_b_abs,jost_denom_product_abs,jost_denom_floor_endpoints,jost_denom_floor_segment,jost_pole_initial_real,jost_pole_initial_imag,jost_pole_distance_segment,exact_projective_gain,exact_projective_delta,exact_projective_delta_over_budget,exact_projective_formula_rel_error,exact_projective_formula_abs_error_over_budget,segment_gain_bound,segment_delta_bound,segment_delta_bound_over_budget,exact_projective_status,segment_projective_status
6.0,60.0,400.0,even,1.0,0.05,0.0092614760389061,-0.0033160702851386,0.0033008158249878,400_to_800,400.0,800.0,0.3374138893125741,0.008435347232814352,0.017307244834301013,0.09564331105242711,0.0046234062651170985,0.09187415866225748,0.013232016875345908,0.18419848746305115,21.836503273570106,-6.104912078390664,3.4715375801064887,1180.0,1180.0,1.5470630943297193e-09,854.0,0.0022318775917103215,32.18619326818229,0.07183564351771365,0.00223187759171032,0.00223187759171032,0.01730766327833301,0.09564412767465034,9.175877415214499e-07,13.920665995752012,0.18419848737184458,21.83650326275768,4.951537405675807e-10,1.081242627682446e-08,200751.71139548847,2656.3500329396747,314907.01682157256,not_lifted_exact_projective,not_lifted_segment_projective
6.0,60.0,400.0,even,1.0,0.05,0.0092614760389061,-0.0033160702851386,0.0033008158249878,800_to_1600,800.0,1600.0,0.3374138893125741,0.008435347232814352,0.017138575275566923,0.0967050096604665,-0.0171229404293545,-0.09671648222084857,0.1964324947150858,1.2405353771625812e-05,0.0014706393737258063,-3.3808352928814434,13.050781271075786,2556.0,2556.0,3.927264284625763e-05,1814.0,0.034019027012418115,465459.920023334,15834.493592471787,0.034019027012418074,0.011082273053324843,0.017138577513324676,0.09670499547929458,4.676919105589814e-09,6.315326689547124e-05,1.2405353765685058e-05,0.0014706393730215372,4.78886275745119e-10,7.042690126476855e-13,8142.210146994533,1599.3946516686217,189606.2613103602,passes_exact_projective_budget,not_lifted_segment_projective
6.0,60.0,400.0,even,1.0,0.05,0.0092614760389061,-0.0033160702851386,0.0033008158249878,1600_to_3200,1600.0,3200.0,0.3374138893125741,0.008435347232814352,0.01705308743388936,0.09721855000425174,-0.01705615097695567,-0.09721965703488404,0.1974073364937628,1.2374793117587465e-15,1.4670164459203612e-13,8.202080291116504,26.724660379509615,5308.0,5308.0,,,3648.532427686767,403991784582.7618,1473977126569250.8,3648.53242768676,1209.5099087596093,0.017053087725388986,0.09721854824541788,5.910172850524784e-10,6.784365794926178e-16,1.3392835813757665e-16,1.5877041506552547e-14,0.8917732548213406,1.308246030854836e-13,6.835670791542123e-07,1.3494115641065417e-07,1.5997107491404676e-05,passes_exact_projective_budget,passes_segment_projective_budget
6.0,60.0,400.0,odd,1.0,0.05,0.010772654646807,-0.0036291617273143,0.0036097645895319,400_to_800,400.0,800.0,0.3343827725076107,0.008359569312690268,0.017544771044000682,0.10328216149525996,0.0023704394016451965,0.10206793216455419,0.015222834613163776,0.20376775317840723,24.37538891735451,-6.174109332912418,3.5799250308442017,1180.0,1180.0,3.5709631037435705e-09,854.0,0.0020826600483799733,35.870851538798796,0.07470678940122555,0.0020826600483799715,0.0018089901877369815,0.017544273259599827,0.10328289179230148,7.676752866543912e-07,13.385664248390189,0.20376775304058303,24.375388900867513,6.763788398811106e-10,1.648699727757112e-08,305581.8653680079,4651.8221972792635,556466.729717469,not_lifted_exact_projective,not_lifted_segment_projective
6.0,60.0,400.0,odd,1.0,0.05,0.010772654646807,-0.0036291617273143,0.0036097645895319,800_to_1600,800.0,1600.0,0.3343827725076107,0.008359569312690268,0.017397114943133472,0.10426884756399464,-0.017385338497903306,-0.10426584067566198,0.21141555114652438,1.164886473152e-05,0.001393476660793566,-3.386391061405204,13.192763249129944,2556.0,2556.0,5.38133407761143e-05,1814.0,0.033830549227211675,536468.5663542275,18149.02624289837,0.03383054922721168,0.010417840689172038,0.01739711690588327,0.10426883437706745,4.1055404537873585e-09,5.509937484339114e-05,1.1648864700344479e-05,0.0013934766570642444,2.6762712659705724e-09,3.729321547082443e-12,9213.922951200264,1947.9665989496143,233022.36348378594,passes_exact_projective_budget,not_lifted_segment_projective
6.0,60.0,400.0,odd,1.0,0.05,0.010772654646807,-0.0036291617273143,0.0036097645895319,1600_to_3200,1600.0,3200.0,0.3343827725076107,0.008359569312690268,0.017322096772767984,0.10474673668865778,-0.017324762799970847,-0.10474764154310313,0.21234005601620526,5.3827438007585526e-15,6.439020479903508e-13,8.4094110049248,27.078030017693592,5308.0,5308.0,,,4489.115665705459,575226675139.0823,2582259078698515.0,4489.115665705452,1408.0516353837077,0.01732209702883059,0.10474673505144204,5.197703254323999e-10,3.8725781167705696e-16,8.223034542421934e-17,9.836672482563105e-15,0.9847233402762675,6.340653755077876e-13,5.04385783711081e-07,1.0710130556698852e-07,1.2811820987524212e-05,passes_exact_projective_budget,passes_segment_projective_budget
6.0,80.0,400.0,even,1.0,0.0666666666666666,0.0066008777080276,-0.0027049482824944,0.0026960622878862,400_to_800,400.0,800.0,0.1217320976509424,0.0040577365883647425,0.01677615511917518,0.0804279166649487,0.009798134361816972,0.07366369782214789,0.009718406774951513,0.15130864182609668,37.288926605034675,-5.562372316565058,2.817072273382746,1106.0,1106.0,2.630757204189458e-10,806.0,0.0038396567032852945,16.727804471840024,0.06422902657154628,0.003839656703285291,0.003839656703285291,0.01677536975650545,0.08043000479994397,2.2309420166161958e-06,15.569284689159591,0.15130864180427744,37.28892659965748,1.4420353388414714e-10,5.377194991192594e-09,67828.96758031429,659.189498070493,162452.5110773996,not_lifted_exact_projective,not_lifted_segment_projective
6.0,80.0,400.0,even,1.0,0.0666666666666666,0.0066008777080276,-0.0027049482824944,0.0026960622878862,800_to_1600,800.0,1600.0,0.1217320976509424,0.0040577365883647425,0.016549226532095476,0.08167823783715111,-0.01656247456785425,-0.08173218333943007,0.16673137226940843,3.30528920465185e-05,0.008145647536928643,-3.788164290552539,12.314194470232485,2482.0,2482.0,1.2627441106889548e-05,1766.0,0.022637118905877076,222836.69443773603,5044.38074857963,0.022637118905877086,0.008349125874173184,0.016549229528122936,0.08167822116664054,6.247001138459345e-09,0.00019824038863076993,3.30528920356291e-05,0.008145647534245029,3.294538143429919e-10,2.6836146513347387e-12,14345.575737207058,2391.857528659263,589456.0863112053,passes_exact_projective_budget,not_lifted_segment_projective
6.0,80.0,400.0,even,1.0,0.0666666666666666,0.0066008777080276,-0.0027049482824944,0.0026960622878862,1600_to_3200,1600.0,3200.0,0.1217320976509424,0.0040577365883647425,0.016435035228161934,0.08228081728269313,-0.016439197591796184,-0.08228254701980497,0.16781482668124864,8.095001181843431e-15,1.994954824089677e-12,7.306779570473833,25.504008013391964,5234.0,5234.0,,,1490.3698214738324,119192779298.97563,177641321204784.1,1490.369821473831,557.3753161355484,0.016435035616474896,0.08228081522060324,7.847441912030995e-10,5.629320887831073e-15,9.446835091245042e-16,2.328104569018388e-13,0.883300386509718,1.7621443671878382e-12,3.218878148283724e-06,5.401754785622917e-07,0.00013312236188795613,passes_exact_projective_budget,passes_segment_projective_budget
6.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0066008777113058,-0.0027049482904822,0.0026960622958433,400_to_800,400.0,800.0,0.1217321021226802,0.004057736737422669,0.016776155162712383,0.08042791669439439,0.009798132948172082,0.07366369263787848,0.00971841145009649,0.15130864174276049,37.288925214716215,-5.562372329689673,2.8170727681178165,1106.0,1106.0,2.52434578438321e-10,806.0,0.0038396566528912783,16.7278127476736,0.06422905750492447,0.0038396566528912783,0.0038396566528912783,0.01677536980011092,0.08043000482935152,2.2309419568755977e-06,15.569277190831107,0.15130864172109915,37.288925209377936,1.431599619120427e-10,5.338281113479782e-09,67828.96936077239,659.1898324839743,162452.58752362244,not_lifted_exact_projective,not_lifted_segment_projective
