D,ell,N_target,eta_cap,n_z_cap_frac,z_cap_frac_min,z_cap_frac_max,Gamma_cap_min,Gamma_cap_max,Gamma_cap_rel_span,Gamma_cap_over_eta_rel_span,candidate_overlap_min,candidate_overlap_max
6.0,1.0,3.0,0.0001,3.0,0.7,0.8,1.5468193247197982e-06,4.637266515314495e-06,1.0799407043841596,1.0799407043841593,0.9999995907396055,0.999999936166794
6.0,1.0,3.0,0.0003,3.0,0.7,0.8,4.640416652201567e-06,1.3911494246249556e-05,1.0799267722910337,1.0799267722910337,0.9999963166960579,0.9999994255053982
6.0,1.0,3.0,0.001,3.0,0.7,0.8,1.5466488837817756e-05,4.6360072196740506e-05,1.0797682647597382,1.0797682647597382,0.9999590793623719,0.9999936172160869
