D,ell,N_target,R_min,R_max,R_tail_min,R_tail_max,n_R,n_R_tail,Gamma_dtn_min,Gamma_dtn_max,Gamma_dtn_candidate,Gamma_dtn_R_rel_span_max,Gamma_dtn_Rtail_rel_span_max,Gamma_dtn_R120_over_R80_min,Gamma_dtn_R120_over_R80_max,parity_Gamma_rel_split_max,parity_E_abs_split_max,root_residual_abs_max,dtn_residual_abs_max,Gamma_dtn_over_geo_min,Gamma_dtn_over_geo_max,exact_dtn_pass,exact_dtn_status,fail_reasons,recommended_next_gate
6.0,1.0,3.0,60.0,120.0,400.0,800.0,4.0,2.0,0.0005349440862145802,0.0018203053927648286,0.001342324675192956,0.8461701046236866,0.9729981817313739,0.7163257712424415,0.9999912588597791,2.0082565127895006e-09,2.8382591931243552e-12,2.639430546302659e-08,0.0018955391860180618,7337123.555683739,26012593.66421639,0.0,not_promoted,R_width_not_stationary;R_tail_not_stationary;R120_R80_ratio_outside_gate,tighten_exterior_asymptotic_or_ECS_before_static_width_promotion
12.0,1.0,3.0,60.0,120.0,400.0,800.0,4.0,2.0,0.0006038430644357438,0.00210948508205021,0.001174306258978792,0.6367923650056785,0.9785960518921852,0.8077969166051587,0.8323090756347566,0.14445859998209212,0.0011231396876908533,2.3423181716737696e-08,0.0022049004781896048,1069817258.0539455,3345117272.686818,0.0,not_promoted,parity_split_large;R_width_not_stationary;R_tail_not_stationary;R120_R80_ratio_outside_gate,tighten_exterior_asymptotic_or_ECS_before_static_width_promotion
18.0,1.0,3.0,60.0,120.0,400.0,800.0,4.0,2.0,0.0005359558140745635,0.0018337335293912946,0.0013017409861843332,1.0828481138636739,0.9230160055861734,0.7158121191781737,0.831800343963488,1.5138293275530124e-09,3.9630839175878906e-12,4.781562434247259e-08,0.0028159616614671164,19605837831.62823,58985684806.142426,0.0,not_promoted,R_width_not_stationary;R_tail_not_stationary;R120_R80_ratio_outside_gate,tighten_exterior_asymptotic_or_ECS_before_static_width_promotion
global,1.0,3.0,60.0,120.0,400.0,800.0,4.0,2.0,0.0005349440862145802,0.00210948508205021,0.001342324675192956,1.0828481138636739,0.9785960518921852,0.7158121191781737,0.9999912588597791,0.14445859998209212,0.0011231396876908533,4.781562434247259e-08,0.0028159616614671164,7337123.555683739,58985684806.142426,0.0,not_promoted_global,R_width_not_stationary;R_tail_not_stationary;R120_R80_ratio_outside_gate;parity_split_large;R_width_not_stationary;R_tail_not_stationary;R120_R80_ratio_outside_gate,tighten_exterior_asymptotic_or_ECS_before_static_width_promotion
