D,branch_id,anchor_theta,anchor_R0,anchor_L,anchor_candidate_index,anchor_E_real,anchor_E_imag,anchor_Gamma,n_cases,Gamma_min,Gamma_max,Gamma_candidate,E_abs_span,Gamma_theta_rel_span_max,Gamma_R0_rel_span_max,Gamma_L_rel_span_max,E_theta_abs_span_max,E_R0_abs_span_max,E_L_abs_span_max,seed_overlap_min,seed_overlap_median,interior_weight_min,eig_residual_abs_max,branch_pick_dist_max,branch_stability_score,branch_pass,branch_status,fail_reasons
12.0,31.0,0.08,60.0,120.0,1.0,0.0037008781572941936,-0.0002114105108838619,0.00021102038994858446,12.0,0.00021102038994858446,0.0005657133077922749,0.0003542209513702055,0.001168295707047816,0.6686411670862196,0.2227984596812462,0.13755325443773642,0.00028417824480941184,0.00011422145384781659,0.0011261954328621216,0.9960401043223797,0.997875929635583,0.051335858853946884,4.5336763687961993e-14,0.0011618390784931423,4.504781731448486,0.0,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;L_E_not_stationary
12.0,32.0,0.08,60.0,120.0,3.0,0.007146451571799675,-0.00046417678199774716,0.0004625269985303447,12.0,0.00022579896528971858,0.0010805416295549884,0.0005012164832067369,0.002435574439307645,0.6686411670842308,0.2227984596805594,0.687837000733884,0.0005440204786912466,0.00015659971734604638,0.0023543497379918906,0.0028958905637621545,0.032646494721603095,0.15199072363152222,7.038854463099901e-14,0.002341772022466472,9.417398951967563,0.0,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;L_E_not_stationary;seed_overlap_low
12.0,33.0,0.12,50.0,100.0,1.0,0.004813163818227294,-0.0004249157944655754,0.0004238968670187226,12.0,0.00021102038996039242,0.0005657133077922749,0.00035422095140813536,0.0011682957071654668,0.6686411668664137,0.2227984596805594,0.13755325438481922,0.0002841782447684842,0.00011422145384781659,0.0011261954328306493,0.0040337438569048485,0.010196981751459997,0.051335858833425965,4.3546434846307226e-14,0.0011325916729123357,4.5047817313225975,0.0,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;L_E_not_stationary;seed_overlap_low
12.0,34.0,0.12,50.0,100.0,2.0,0.009631867480111843,-0.0009672377042472454,0.0009626128233139219,12.0,0.0005126230737774715,0.001912132418664876,0.0009949372540816463,0.0024904133362742445,0.6687408369584096,0.22309110163239138,0.4597997751437679,0.0009652963575430556,0.0002778155485134647,0.0021972416888666854,7.41611941443603e-05,0.01837068728307353,0.42736222258426027,7.228665242641654e-14,0.0022848968412822685,8.788966755466742,0.0,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;R0_E_not_stationary;L_E_not_stationary;seed_overlap_low
12.0,35.0,0.12,50.0,120.0,0.0,0.0036921394087902066,-0.00037016116140528685,0.00036947969826348336,12.0,0.00021102038996039242,0.0005657133077922749,0.0003542209513702055,0.001168295707047816,0.6686411670862196,0.2227984596812462,0.13755325443773642,0.00028417824480941184,0.00011422145384781659,0.0011261954328621216,0.007761026709057479,0.9967025997783722,0.051335858833425965,4.5336763687961993e-14,0.0011376875226690902,4.504781731448486,0.0,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;L_E_not_stationary;seed_overlap_low
12.0,36.0,0.12,50.0,120.0,2.0,0.007123547166512274,-0.0008129674512240052,0.0008100871582229953,12.0,0.00022579896528971858,0.0010805416295549884,0.0005012164834083849,0.002435574439307645,0.6686411670842308,0.2227984596805594,0.6878370010896734,0.0005440204785194604,0.00015659971734604638,0.0023543497379918906,0.00024747506434897974,0.004269531901250524,0.15199072363152222,7.038854463099901e-14,0.002376390880341955,9.417398951967563,0.0,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;L_E_not_stationary;seed_overlap_low
12.0,37.0,0.12,60.0,100.0,0.0,0.0048201607497807206,-0.00033977815342680533,0.00033896220447692763,12.0,0.00021102038996039242,0.0005657133077922749,0.000354220951380295,0.0011682957071654668,0.6686411669762501,0.2227984596805594,0.13755325438481922,0.0002841782447684842,0.00011422145384781659,0.0011261954328306493,0.0040337438569048485,0.012611357446062312,0.051335858833425965,4.3546434846307226e-14,0.0011471159551950118,4.5047817313225975,0.0,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;L_E_not_stationary;seed_overlap_low
12.0,38.0,0.12,60.0,100.0,3.0,0.009649805699031106,-0.0007732678185757437,0.0007695636068787855,12.0,0.0005126230737774715,0.001912132418664876,0.0009949372540816463,0.0024904133362742445,0.6687408376276819,0.22309110163239138,0.4597997751437679,0.0009652963575430556,0.0002778155485134647,0.0021972416888666854,7.41611941443603e-05,0.02259460217418173,0.42736222258426027,8.108403513350086e-14,0.002356934183816565,8.788966755466742,0.0,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;R0_E_not_stationary;L_E_not_stationary;seed_overlap_low
12.0,39.0,0.12,60.0,120.0,0.0,0.0036978553563587944,-0.0003173278355703315,0.0003167427375902138,12.0,0.00021102038996039242,0.0005657133077922749,0.0003542209513702055,0.001168295707047816,0.6686411670862196,0.2227984596812462,0.13755325443773642,0.00028417824480941184,0.00011422145384781659,0.0011261954328621216,0.007761026709057479,0.9973405205669369,0.051335858833425965,4.5336763687961993e-14,0.0011368567118889969,4.504781731448486,0.0,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;L_E_not_stationary;seed_overlap_low
12.0,40.0,0.12,60.0,120.0,2.0,0.007137564666060074,-0.000696708038396184,0.0006942348289796195,12.0,0.00022579896528971858,0.0010805416295549884,0.0005012164834083849,0.002435574439307645,0.6686411670842308,0.2227984596805594,0.6878370010896734,0.0005440204785194604,0.00015659971734604638,0.0023543497379918906,0.00024747506434897974,0.006213625302403171,0.15199072363152222,7.038854463099901e-14,0.002364128876623364,9.417398951967563,0.0,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;L_E_not_stationary;seed_overlap_low
