D,ell,N_target,n_branch_candidates,n_seed_qualified_branches,n_passing_branches,best_branch_id,best_branch_status,best_Gamma_candidate,best_E_abs_span,best_Gamma_theta_rel_span_max,best_Gamma_R0_rel_span_max,best_Gamma_L_rel_span_max,best_E_theta_abs_span_max,best_E_R0_abs_span_max,best_E_L_abs_span_max,best_seed_overlap_min,best_seed_overlap_median,best_eig_residual_abs_max,best_branch_stability_score,best_seed_branch_id,best_seed_Gamma_candidate,best_seed_E_abs_span,best_seed_Gamma_theta_rel_span_max,best_seed_Gamma_R0_rel_span_max,best_seed_Gamma_L_rel_span_max,best_seed_E_theta_abs_span_max,best_seed_E_R0_abs_span_max,best_seed_E_L_abs_span_max,best_seed_seed_overlap_min,best_seed_branch_stability_score,ecs_branch_status,fail_reasons,recommended_next_gate
6.0,1.0,3.0,24.0,1.0,0.0,9.0,not_promoted,0.0003504255450289087,0.0011557242318610069,0.6686507927647004,0.22281250329610439,0.1337656531230487,0.00028058121363766666,0.00011277728615924251,0.0011140665535414485,0.00037551850546397415,0.0013227974515512245,4.703456341001068e-14,4.457671951764669,7.0,0.0003504255446198792,0.001155724230596856,0.6686507951691837,0.22281250330381697,0.13376565369617072,0.00028058121408238763,0.00011277728615924251,0.00111406655387644,0.9960461236254909,4.457671967794558,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;L_E_not_stationary;seed_overlap_low,full_Coulomb_Whittaker_DtN_required_before_static_width_promotion
12.0,1.0,3.0,24.0,1.0,0.0,29.0,not_promoted,0.000354220951380295,0.0011682957070262945,0.6686411670862196,0.2227984596812462,0.13755325438481922,0.00028417824480941184,0.00011422145384781659,0.0011261954328306493,0.0050972687360366226,0.5072819204785388,4.5336763687961993e-14,4.5047817313225975,31.0,0.0003542209513702055,0.001168295707047816,0.6686411670862196,0.2227984596812462,0.13755325443773642,0.00028417824480941184,0.00011422145384781659,0.0011261954328621216,0.9960401043223797,4.504781731448486,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;L_E_not_stationary;seed_overlap_low,full_Coulomb_Whittaker_DtN_required_before_static_width_promotion
18.0,1.0,3.0,36.0,2.0,0.0,54.0,not_promoted,0.00036078864230585294,0.0011900258730270584,0.6686192627103336,0.2227729473319154,0.1442238331810144,0.00029044698994104166,0.00011673781568270804,0.0011471573997143356,0.8640027952399278,0.9333832793209977,4.690099511020989e-14,4.5886295988573425,54.0,0.00036078864230585294,0.0011900258730270584,0.6686192627103336,0.2227729473319154,0.1442238331810144,0.00029044698994104166,0.00011673781568270804,0.0011471573997143356,0.8640027952399278,4.5886295988573425,not_promoted,theta_width_not_stationary;R0_width_not_stationary;L_width_not_stationary;theta_E_not_stationary;L_E_not_stationary,full_Coulomb_Whittaker_DtN_required_before_static_width_promotion
global,1.0,3.0,84.0,4.0,0.0,,not_promoted_global,0.0003607886423149623,0.001155724230368722,0.6686192626398415,0.2227729472795336,0.1337656531230487,0.00028058121363766666,0.00011277728552703844,0.0011140665535414485,0.9960461236254909,0.9978900113801529,8.108403513350086e-14,4.457671951764669,,0.00035750479683802923,0.0011900258730270584,0.6686507951691837,0.22281250330381697,0.1442238331810144,0.00029044698994104166,0.00011673781568270804,0.0011471573997143356,0.8640027952399278,4.5886295988573425,not_promoted_global,no_resolved_branch_passes_all_ECS_stability_gates,full_Coulomb_Whittaker_DtN_required_before_static_width_promotion
