D,R,R_tail_root,parity,ell,h,E0_real,E0_imag,Gamma_dtn,transfer_pair,R_start,R_ref,boundary_F_abs_min,m_rouche_budget,initial_delta_at_R_start,transfer_delta_at_R,transfer_delta_over_budget,empirical_transfer_gain,allowed_transfer_gain,empirical_gain_over_allowed,variational_condition_abs,variational_condition_log10,linearized_delta,linearized_delta_over_budget,empirical_over_variational,variational_kappa_real,variational_kappa_imag,variational_nfev,variational_m_residual,empirical_transfer_status,linear_transfer_status
12.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0066168808042149,-0.0014325724702377,0.0014278559200866,800_to_1600,800.0,1600.0,0.9333870449725408,0.03111290149908466,0.011493215401140072,0.17390848191840486,5.589593819256016,15.131403688923639,2.707066770539984,5.589593819256016,716761.0423118317,5.855374392344934,8237.889050435555,264774.053640671,2.1110806525029606e-05,705677.1223810182,-125563.49279941566,2018.0,2.2603418223744003e-08,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,100.0,800.0,even,1.0,0.0833333333333333,0.0049127578895462,-0.0011962515361338,0.0011933236604455,400_to_800,400.0,800.0,0.4559384641209359,0.01899743600503899,8.487443780618027e-05,0.02156844734759937,1.1353346494694563,254.12182872837633,223.82988914072857,1.1353346494694563,215.50795290991354,2.3334633016019004,0.01829111634598968,0.9628202638049703,1.1791761060187145,85.92242770381405,197.63859487687205,746.0,1.9254771934089033e-12,not_lifted_empirical_transfer,passes_linear_condition_budget
12.0,100.0,800.0,even,1.0,0.0833333333333333,0.0049127578895462,-0.0011962515361338,0.0011933236604455,800_to_1600,800.0,1600.0,0.4559384641209359,0.01899743600503899,0.00927772431003025,0.1366684671052177,7.19404803200637,14.730817874967885,2.0476396334067237,7.1940480320063696,314079.45862293127,5.49703953366552,2913.9426285471095,153386.10051241645,4.690156414416455e-05,257392.454509884,-179986.19583248842,1766.0,3.223557256484187e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,100.0,800.0,odd,1.0,0.0833333333333333,0.0049127578899924,-0.0011962515309274,0.0011933236552516,400_to_800,400.0,800.0,0.4559383979475653,0.018997433247815214,8.487444330986257e-05,0.021568448459406708,1.1353348727722032,254.12182534928525,223.829842140569,1.1353348727722032,215.50794773867,2.333463291180742,0.018291117093170575,0.9628204428760991,1.1791761186340994,85.92242588855561,197.63859002724894,746.0,9.285971448357477e-13,not_lifted_empirical_transfer,passes_linear_condition_budget
12.0,100.0,800.0,odd,1.0,0.0833333333333333,0.0049127578899924,-0.0011962515309274,0.0011933236552516,800_to_1600,800.0,1600.0,0.4559383979475653,0.018997433247815214,0.009277737549470557,0.13666846855734846,7.194049152564645,14.730797010435758,2.047636414213864,7.194049152564646,314079.44674738805,5.497039517244571,2913.9466766051805,153386.33585883488,4.690149948679589e-05,257392.4563489202,-179986.17247948403,1766.0,1.958359691228747e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,120.0,800.0,even,1.0,0.1,0.0034788677931656,-0.0009677656342506,0.0009660865370413,400_to_800,400.0,800.0,0.2526467020640421,0.012632335103202106,8.206091378549711e-05,0.012561835529857537,0.9944191178615346,153.07940102511546,153.93851372679524,0.9944191178615346,136.39536802191049,2.1347996219576904,0.011192728535987146,0.8860379687956471,1.1223211113776594,-17.106156649340704,-135.31842381036154,698.0,1.693615743847424e-12,passes_empirical_transfer_budget,passes_linear_condition_budget
12.0,120.0,800.0,even,1.0,0.1,0.0034788677931656,-0.0009677656342506,0.0009660865370413,800_to_1600,800.0,1600.0,0.2526467020640421,0.012632335103202106,0.0070827224784697366,0.10633695384708339,8.417838268090955,15.013570582544991,1.7835422948735098,8.417838268090954,145579.41087122366,5.163099957550539,1031.0985657799974,81623.75026915091,0.0001031297660341933,144248.8205508112,19637.786008418247,1658.0,1.1159748154363788e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
12.0,120.0,800.0,odd,1.0,0.1,0.0034788677834578,-0.0009677656220259,0.0009660865248426,400_to_800,400.0,800.0,0.2526467133783277,0.012632335668916387,8.206090159389376e-05,0.012561832861251678,0.9944188620764574,153.07939124795598,153.9385434909281,0.9944188620764574,136.3953604898024,2.134799597974815,0.01119272625501734,0.8860377485502222,1.1223211016726697,-17.106163827855717,-135.31841531084274,698.0,5.084935831381933e-12,passes_empirical_transfer_budget,passes_linear_condition_budget
12.0,120.0,800.0,odd,1.0,0.1,0.0034788677834578,-0.0009677656220259,0.0009660865248426,800_to_1600,800.0,1600.0,0.2526467133783277,0.012632335668916387,0.007082712866697042,0.10633695265697056,8.41783779690302,15.01359078905592,1.7835447951467445,8.41783779690302,145579.38775248706,5.163099888582404,1031.0970027604178,81623.62288215432,0.00010312992121234848,144248.80094623513,19637.758628784723,1658.0,2.8410184443096733e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,60.0,400.0,even,1.0,0.05,0.0109462077090673,-0.0031165297190722,0.0030996077137025,400_to_800,400.0,800.0,0.5716497874497035,0.014291244686242589,0.017608981621876994,0.21830636286374303,15.275531813817086,12.397443960786706,0.8115883696810425,15.275531813817084,45044.927181502826,4.653645889185685,793.1952948978707,55502.184191236825,0.00027522397607243935,38050.29837842603,-24108.5100763121,1298.0,1.7910705760879888e-07,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,60.0,400.0,even,1.0,0.05,0.0109462077090673,-0.0031165297190722,0.0030996077137025,800_to_1600,800.0,1600.0,0.5716497874497035,0.014291244686242589,0.21155757388890234,5.758604498514114e-05,0.004029463230769264,0.0002722003468208704,0.06755250792272516,0.004029463230769264,480.04210894126345,2.681279335039577,101.55654393212585,7106.207063258028,5.670343116798865e-07,-165.0285378930214,-450.7837708232933,4466.0,4.1429580313465424e-10,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,60.0,400.0,odd,1.0,0.05,0.0109462077087188,-0.0031165297187208,0.0030996077133535,400_to_800,400.0,800.0,0.5716497926119808,0.01429124481529952,0.01760898029984799,0.2183063627199966,15.275531665813205,12.397444883386072,0.8115884379416842,15.275531665813205,45044.9271161797,4.653645888555881,793.1952341968969,55502.17944260112,0.0002752239969533224,38050.29837482584,-24108.50995994293,1298.0,1.790095060545262e-07,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,60.0,400.0,odd,1.0,0.05,0.0109462077087188,-0.0031165297187208,0.0030996077133535,800_to_1600,800.0,1600.0,0.5716497926119808,0.01429124481529952,0.2115575738848407,5.758604941794039e-05,0.004029463504557107,0.0002722003677792542,0.06755250853405428,0.004029463504557107,480.0420935083434,2.6812793210774015,101.55654066522496,7106.206770490938,5.670343735689987e-07,-165.02844236221358,-450.78378936178996,4466.0,4.196265390511571e-10,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,80.0,400.0,even,1.0,0.0666666666666666,0.0067287065139138,-0.0023012070142919,0.0022935022958442,400_to_800,400.0,800.0,0.2141995066842192,0.007139983556140633,0.011319111910240725,0.15618195314028777,21.874273506689786,13.798074829438296,0.6307900843069574,21.87427350668979,13446.413735980985,4.128606470037039,152.20146186896685,21316.78044805416,0.001026152779496611,11978.548210942152,-6109.044533911396,878.0,1.7661514304928238e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,80.0,400.0,even,1.0,0.0666666666666666,0.0067287065139138,-0.0023012070142919,0.0022935022958442,800_to_1600,800.0,1600.0,0.2141995066842192,0.007139983556140633,0.16665232950165304,0.0001503142078730846,0.021052458551365876,0.00090196283677867,0.0428435868702922,0.02105245855136588,983.6278921332848,2.992830835263738,163.92387958681263,22958.57942779608,9.169756612152384e-07,-884.9066616748853,-429.49275931728937,3026.0,6.13878332851895e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0067287065152877,-0.0023012070165422,0.0022935022980854,400_to_800,400.0,800.0,0.2141995078468876,0.007139983594896246,0.011319111452191031,0.15618195312444022,21.874273385737347,13.798075386403958,0.6307901132570053,21.874273385737347,13446.413880891967,4.128606474717397,152.2014573501047,21316.779699452014,0.0010261528098589707,11978.548417008657,-6109.044448817145,878.0,1.8519392139473651e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,80.0,400.0,odd,1.0,0.0666666666666666,0.0067287065152877,-0.0023012070165422,0.0022935022980854,800_to_1600,800.0,1600.0,0.2141995078468876,0.007139983594896246,0.16665232952095516,0.0001503142133227689,0.021052459200356633,0.000901962869375121,0.042843587097883634,0.021052459200356633,983.6279193894059,2.9928308472979457,163.92388414809477,22958.579942014112,9.169756689450427e-07,-884.9066387342876,-429.49286900519826,3026.0,6.656961181326925e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,100.0,400.0,even,1.0,0.0833333333333333,0.004524921929761,-0.0017896671109677,0.0017856310401366,400_to_800,400.0,800.0,0.0983244011637611,0.0040968500484900435,0.008106817683043143,0.12083960456827517,29.495735293707526,14.905923543961372,0.5053586016938973,29.495735293707526,5022.099573415154,3.700885319240313,40.713245627765396,9937.694849917898,0.0029680661098133044,4992.4291205132085,-545.1014602332111,746.0,8.077313291262777e-11,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,100.0,400.0,even,1.0,0.0833333333333333,0.004524921929761,-0.0017896671109677,0.0017856310401366,800_to_1600,800.0,1600.0,0.0983244011637611,0.0040968500484900435,0.13676928152938708,0.0003381454118582613,0.08253790298790407,0.002472378359212228,0.029954460553408474,0.08253790298790407,1812.6223503283657,3.258307330707368,247.91105653851955,60512.60202454589,1.3639787453599169e-06,-1546.4525587474982,945.5602933992329,2402.0,1.8161021774135765e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0045249219297268,-0.0017896671109579,0.0017856310401268,400_to_800,400.0,800.0,0.0983244012008812,0.004096850050036715,0.008106817183363896,0.12083960454614698,29.49573527717082,14.905924459987022,0.5053586330334319,29.495735277170823,5022.099571231346,3.7008853190514643,40.713243100622726,9937.694229315975,0.0029680662935028797,4992.429117858615,-545.1014644261386,746.0,6.48530160082734e-11,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,100.0,400.0,odd,1.0,0.0833333333333333,0.0045249219297268,-0.0017896671109579,0.0017856310401268,800_to_1600,800.0,1600.0,0.0983244012008812,0.004096850050036715,0.13676928156702153,0.0003381454339429498,0.0825379083473947,0.0024723785200059505,0.0299544605564746,0.0825379083473947,1812.6224471881055,3.2583073539144354,247.91106985417363,60512.605251918336,1.3639787611817975e-06,-1546.452696912752,945.5602531100135,2402.0,2.272073189384796e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,120.0,400.0,even,1.0,0.1,0.0036009091880255,-0.0015461097382767,0.0015433330754413,400_to_800,400.0,800.0,0.0494055818943834,0.00247027909471917,0.006808297048854838,0.10578119465046937,42.82155602441956,15.537100377878176,0.3628336244721686,42.82155602441956,2318.651287559033,3.36523543804011,15.786066718411634,6390.398053466201,0.006700921549197208,2024.584150378534,-1130.1339793737689,698.0,3.5400718939918735e-11,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,120.0,400.0,even,1.0,0.1,0.0036009091880255,-0.0015461097382767,0.0015433330754413,800_to_1600,800.0,1600.0,0.0494055818943834,0.00247027909471917,0.12163614802140352,0.0006777272730076547,0.2743525112026668,0.005571758757835701,0.020308758004113147,0.2743525112026668,3230.019777017059,3.509205181471376,392.88716370930774,159045.65785671782,1.724992149423076e-06,-2679.455315031358,1803.7591232400007,2138.0,3.650914796242916e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,120.0,400.0,odd,1.0,0.1,0.0036009091880774,-0.0015461097379247,0.0015433330750899,400_to_800,400.0,800.0,0.0494055819925411,0.0024702790996270554,0.00680829670080507,0.1057811945908751,42.82155591521831,15.537101163403563,0.36283364374160554,42.82155591521831,2318.651282813623,3.365235437151272,15.786065879097432,6390.397701004998,0.006700921901696962,2024.5841456563564,-1130.1339780973667,698.0,4.7543329712796566e-11,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,120.0,400.0,odd,1.0,0.1,0.0036009091880774,-0.0015461097379247,0.0015433330750899,800_to_1600,800.0,1600.0,0.0494055819925411,0.0024702790996270554,0.12163614787546229,0.0006777273094315836,0.27435252540245425,0.005571759063970669,0.020308758068828862,0.2743525254024543,3230.0201094292493,3.5092052261660784,392.887203671253,159045.67371782736,1.7249920666763927e-06,-2679.455722997042,1803.7591124692176,2138.0,4.4517069168941197e-11,passes_empirical_transfer_budget,not_lifted_linear_condition
18.0,60.0,800.0,even,1.0,0.05,0.0108797509482882,-0.0018271234671916,0.0018172637755943,400_to_800,400.0,800.0,2.694155896642853,0.06735389741607133,0.0001419189515437152,0.09427173900306055,1.3996478692347556,664.2646241226076,474.59410236218065,1.3996478692347556,434.74976408418524,2.638239355006057,0.0616992307027051,0.9160454416106741,1.5279240588477443,147.4629437640796,-408.97681790987446,1106.0,1.700958633439011e-09,not_lifted_empirical_transfer,passes_linear_condition_budget
18.0,60.0,800.0,even,1.0,0.05,0.0108797509482882,-0.0018271234671916,0.0018172637755943,800_to_1600,800.0,1600.0,2.694155896642853,0.06735389741607133,0.01752826191527231,0.2718187743258338,4.035679964393197,15.507457364554732,3.842588486048701,4.035679964393197,1187650.4991451614,6.074688655607917,20817.44901282028,309075.6409272469,1.3057256638814684e-05,1126256.3310904508,-376908.9874206079,2810.0,1.2610186572788002e-06,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,60.0,800.0,odd,1.0,0.05,0.0108797509405857,-0.0018271234605426,0.001817263768988,400_to_800,400.0,800.0,2.6941559816587604,0.06735389954146902,0.0001419189487791076,0.0942717338254844,1.399647748196708,664.264600579979,474.5941265834998,1.399647748196708,434.7497551935091,2.638239346124691,0.06169922823903718,0.9160453761262877,1.527924035941807,147.46292931027406,-408.97681367046863,1106.0,1.7009399284899076e-09,not_lifted_empirical_transfer,passes_linear_condition_budget
18.0,60.0,800.0,odd,1.0,0.05,0.0108797509405857,-0.0018271234605426,0.001817263768988,800_to_1600,800.0,1600.0,2.6941559816587604,0.06735389954146902,0.017528266997148698,0.2718187700060853,4.035679772909504,15.507452622116135,3.8425874932430797,4.035679772909504,1187650.5081604607,6.07468865890459,20817.455206335882,309075.72312897514,1.3057252546572361e-05,1126256.3080200425,-376909.08476562845,2810.0,1.2669186422886686e-06,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,80.0,800.0,even,1.0,0.0666666666666666,0.0066370189892428,-0.001357129336436,0.0013526476773431,400_to_800,400.0,800.0,1.0797256882160762,0.035990856273869165,0.0001341727181802399,0.044256812701266246,1.2296682347454595,329.84956481103853,268.242730429901,1.2296682347454597,249.22659782947449,2.3965943890070522,0.033439410073594064,0.9291084885321954,1.3234926275273708,43.52946941038246,-245.39576679010824,830.0,1.7530788143002857e-11,not_lifted_empirical_transfer,passes_linear_condition_budget
18.0,80.0,800.0,even,1.0,0.0666666666666666,0.0066370189892428,-0.001357129336436,0.0013526476773431,800_to_1600,800.0,1600.0,1.0797256882160762,0.035990856273869165,0.01216620029458547,0.1788135338456037,4.96830451837373,14.697566168229544,2.958265966563676,4.96830451837373,375388.1746717467,5.5744805875296075,4567.047721275306,126894.66698215705,3.9152981260215885e-05,375335.63745421794,-6280.202243693573,2126.0,1.787979886250092e-08,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0066370189891871,-0.0013571293386825,0.0013526476795821,400_to_800,400.0,800.0,1.0797256425135409,0.03599085475045132,0.00013417273926428458,0.044256822305882314,1.2296685536574354,329.8495845620931,268.2426769238043,1.2296685536574352,249.2266001646843,2.396594393076316,0.03343941564162029,0.9291086825661168,1.3234926943758598,43.529469997487254,-245.39576905762917,830.0,1.5684863963545298e-11,not_lifted_empirical_transfer,passes_linear_condition_budget
18.0,80.0,800.0,odd,1.0,0.0666666666666666,0.0066370189891871,-0.0013571293386825,0.0013526476795821,800_to_1600,800.0,1600.0,1.0797256425135409,0.03599085475045132,0.012166200615172422,0.1788135428993358,4.968304980228164,14.697566525110403,2.9582657633943064,4.968304980228164,375388.2130196876,5.574480631895145,4567.0483081686,126894.68866007772,3.91529782112247e-05,375335.6762735286,-6280.1743930663215,2126.0,1.67097219994611e-08,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,100.0,800.0,even,1.0,0.0833333333333333,0.0049285504608391,-0.0011313199715626,0.0011285421720217,400_to_800,400.0,800.0,0.5343079473670509,0.02226283114029378,0.00013005033176443455,0.025000328944535567,1.122962698993263,192.23579521365374,171.18626948695027,1.122962698993263,158.7537180533551,2.2007239053728114,0.020645973701676333,0.9273741318690112,1.2109057826856424,58.94309381172408,147.40574848921753,746.0,3.909127584539526e-12,not_lifted_empirical_transfer,passes_linear_condition_budget
18.0,100.0,800.0,even,1.0,0.0833333333333333,0.0049285504608391,-0.0011313199715626,0.0011285421720217,800_to_1600,800.0,1600.0,0.5343079473670509,0.02226283114029378,0.009847963641485763,0.1400934992295831,6.2927081621719765,14.225631240089266,2.2606532630267697,6.2927081621719765,166197.78382162284,5.220625228350276,1636.7097323708526,73517.59181286476,8.559459045108198e-05,143548.32832250302,-83759.06388584911,1802.0,3.0908695604668258e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,100.0,800.0,odd,1.0,0.0833333333333333,0.0049285504628128,-0.0011313199739071,0.0011285421743594,400_to_800,400.0,800.0,0.5343079323827933,0.02226283051594971,0.00013005032692727477,0.025000328340774425,1.1229627033662002,192.23579772125308,171.1862710533536,1.1229627033662002,158.75371956981436,2.200723909521312,0.020645973130975256,0.9273741322418058,1.2109057869142679,58.94309283881717,147.40575051145677,746.0,7.273893824758767e-13,not_lifted_empirical_transfer,passes_linear_condition_budget
18.0,100.0,800.0,odd,1.0,0.0833333333333333,0.0049285504628128,-0.0011313199739071,0.0011285421743594,800_to_1600,800.0,1600.0,0.5343079323827933,0.02226283051594971,0.009847963961478492,0.14009349982185393,6.29270836524974,14.225630837993181,2.2606531261724228,6.29270836524974,166197.79079761895,5.220625246579378,1636.709854252293,73517.59934927002,8.559458443894663e-05,143548.33448433416,-83759.06716757794,1802.0,4.843622257905621e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,120.0,800.0,even,1.0,0.1,0.003491535818283,-0.0009134677912261,0.0009118771578773,400_to_800,400.0,800.0,0.2959147683148908,0.014795738415744539,0.00012585009064433784,0.014642529218182827,0.9896450455356336,116.34897633537472,117.56637075104258,0.9896450455356336,102.01152482641915,2.008649239269533,0.01283815964617197,0.8676930671138754,1.1405473698521016,-11.160074355804205,-101.39923045952594,698.0,3.4244193106292083e-12,passes_empirical_transfer_budget,passes_linear_condition_budget
18.0,120.0,800.0,even,1.0,0.1,0.003491535818283,-0.0009134677912261,0.0009118771578773,800_to_1600,800.0,1600.0,0.2959147683148908,0.014795738415744539,0.0075398940433549205,0.10773712601586403,7.2816322503524455,14.288944300326767,1.9623271004430571,7.2816322503524455,76501.29977648408,4.883668813989687,576.8116944936214,38984.988669428,0.00018678041212469803,74797.22109159853,16056.91702868306,1682.0,1.5062358601799905e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
18.0,120.0,800.0,odd,1.0,0.1,0.0034915358176146,-0.0009134677905382,0.0009118771571909,400_to_800,400.0,800.0,0.295914766965616,0.014795738348280803,0.00012585009202108167,0.01464252934846815,0.9896450588536898,116.34897609781103,117.56636892885471,0.9896450588536898,102.01152451489823,2.0086492379432928,0.01283815974741077,0.8676930779127022,1.1405473710062914,-11.160074725371494,-101.39923010544905,698.0,4.841636822310988e-12,passes_empirical_transfer_budget,passes_linear_condition_budget
18.0,120.0,800.0,odd,1.0,0.1,0.0034915358176146,-0.0009134677905382,0.0009118771571909,800_to_1600,800.0,1600.0,0.295914766965616,0.014795738348280803,0.0075398900647773515,0.10773712614639454,7.2816322923764805,14.288951857493156,1.962328126957606,7.28163229237648,76501.29914374881,4.883668810397677,576.8113853565118,38984.96795352796,0.00018678051245435296,74797.22068173051,16056.915923359858,1682.0,1.2520431326756946e-09,not_lifted_empirical_transfer,not_lifted_linear_condition
