tube_kind,D,R_tail,parity,R0,R1,pad_factor,n_contour,center_real,center_imag,half_re,half_im,half_re_over_box,half_im_over_box,root_gap_abs,delta_F_abs_max,rouche_ratio_from_R0,rouche_ratio_from_R1,rouche_ratio_symmetric,R0_argument_index_round,R1_argument_index_round,R0_argument_index_error,R1_argument_index_error,R0_zero_count_abs,R1_zero_count_abs,R0_boundary_F_abs_min,R1_boundary_F_abs_min,direct_endpoint_index_ok,rouche_pass_from_R0,symmetric_rouche_pass,large_tube_status
segment,6.0,400.0,odd,80.0,100.0,216.0,32.0,0.005509123023177799,-0.0024119018352601503,0.022691754688128,0.02189304645522205,226.91754688128,218.93046455222049,0.002260800321981289,16.095535972218435,6.650995494271622,10.823585241810504,10.823585241810504,0.0,0.0,0.0,0.0,0.0,0.0,2.420019076254257,1.4870798919791268,0.0,0.0,0.0,large_tube_rouche_not_closed
segment,6.0,400.0,odd,100.0,120.0,216.0,32.0,0.0039594963684024004,-0.00197837466616975,0.0220578719666474,0.021740480713868353,220.578719666474,217.4048071386835,0.0009578759184999257,1.447605961940892,0.9628217474800819,2.6809232139057495,2.6809232139057495,0.0,0.0,0.0,0.0,0.0,0.0,1.5035035983863037,0.5399654695189581,0.0,1.0,0.0,rouche_ratio_ok_but_index_not_one
segment,6.0,400.0,even,60.0,80.0,224.0,32.0,0.007931176873466849,-0.0030105092838165,0.02373029916543925,0.0227055610013221,237.30299165439249,227.055610013221,0.002729881605562651,13.584758325984309,3.8546133834795038,6.388930098675072,6.388930098675072,0.0,0.0,0.0,0.0,0.0,0.0,3.5242855701708646,2.1262962837551624,0.0,0.0,0.0,large_tube_rouche_not_closed
segment,6.0,400.0,even,80.0,100.0,224.0,32.0,0.00550912302073865,-0.0024119018303769496,0.02349175468728895,0.02269304645211745,234.91754687288952,226.93046452117449,0.002260800318750878,3.7618764546868877,1.588756989961088,2.534062591086229,2.534062591086229,0.0,0.0,0.0,0.0,0.0,0.0,2.367811111741528,1.4845238897885136,0.0,0.0,0.0,large_tube_rouche_not_closed
segment,6.0,400.0,even,100.0,120.0,224.0,32.0,0.0039594963655165995,-0.00197837466558795,0.0228578719679331,0.02254048071267155,228.578719679331,225.40480712671547,0.0009578759202561388,1.4724013008859307,0.9433355115576236,2.6116214552646966,2.6116214552646966,0.0,0.0,0.0,0.0,0.0,0.0,1.560845831463209,0.5637881776157708,0.0,1.0,0.0,rouche_ratio_ok_but_index_not_one
segment,6.0,400.0,odd,60.0,80.0,224.0,32.0,0.0086867661790564,-0.00316705500889825,0.0244858884677506,0.02286210671841605,244.85888467750598,228.62106718416047,0.004272925610913533,5.621720658467345,1.5124689932448516,2.3682034332932447,2.3682034332932447,-1.0,-1.0,0.0,0.0,1.0,1.0,3.7169163027973906,2.3738335057853246,1.0,0.0,0.0,large_tube_index_ok_but_rouche_ratio_large
segment,6.0,400.0,odd,80.0,100.0,224.0,32.0,0.005509123023177799,-0.0024119018352601503,0.023491754688128,0.02269304645522205,234.91754688127997,226.93046455222049,0.002260800321981289,3.7618763593932947,1.5887563631945405,2.5340618717984915,2.5340618717984915,0.0,0.0,0.0,0.0,0.0,0.0,2.367811985866243,1.4845242735621882,0.0,0.0,0.0,large_tube_rouche_not_closed
segment,6.0,400.0,odd,100.0,120.0,224.0,32.0,0.0039594963684024004,-0.00197837466616975,0.0228578719666474,0.02254048071386835,228.57871966647397,225.4048071386835,0.0009578759184999257,1.4724013009317694,0.943335489686817,2.6116214099422725,2.6116214099422725,0.0,0.0,0.0,0.0,0.0,0.0,1.5608458676993058,0.5637881874173774,0.0,1.0,0.0,rouche_ratio_ok_but_index_not_one
segment,6.0,400.0,even,60.0,80.0,232.0,32.0,0.007931176873466849,-0.0030105092838165,0.02453029916543925,0.023505561001322103,245.30299165439249,235.055610013221,0.002729881605562651,4.9595438120050614,1.3478654700889265,2.145524483578922,2.145524483578922,-1.0,-1.0,0.0,0.0,1.0,1.0,3.6795540223148913,2.311576423370434,1.0,0.0,0.0,large_tube_index_ok_but_rouche_ratio_large
segment,6.0,400.0,even,80.0,100.0,232.0,32.0,0.00550912302073865,-0.0024119018303769496,0.024291754687288954,0.02349304645211745,242.91754687288952,234.9304645211745,0.002260800318750878,2.8175767113670385,1.1847259672697608,1.8373065726025457,1.8373065726025457,0.0,0.0,0.0,0.0,0.0,0.0,2.3782518398412713,1.5335365112072394,0.0,0.0,0.0,large_tube_rouche_not_closed
segment,6.0,400.0,even,100.0,120.0,232.0,32.0,0.0039594963655165995,-0.00197837466558795,0.023657871967933102,0.02334048071267155,236.57871967933102,233.4048071267155,0.0009578759202561388,1.786072681795421,0.9285530829243326,2.431966606829483,2.431966606829483,-1.0,-1.0,0.0,0.0,1.0,1.0,1.9235008904073254,0.7344149696709429,1.0,1.0,0.0,large_tube_rouche_pass
segment,6.0,400.0,odd,60.0,80.0,232.0,32.0,0.0086867661790564,-0.00316705500889825,0.0252858884677506,0.02366210671841605,252.858884677506,236.6210671841605,0.004272925610913533,10.333382724446393,2.592377677793654,3.8837849525690578,3.8837849525690578,-1.0,-1.0,0.0,0.0,1.0,1.0,3.986063764150688,2.6606474999629,1.0,0.0,0.0,large_tube_index_ok_but_rouche_ratio_large
segment,6.0,400.0,odd,80.0,100.0,232.0,32.0,0.005509123023177799,-0.0024119018352601503,0.024291754688128,0.02349304645522205,242.91754688128,234.9304645522205,0.002260800321981289,2.8175765897237217,1.1847256185881982,1.8373062340305613,1.8373062340305613,0.0,0.0,0.0,0.0,0.0,0.0,2.3782524371181766,1.5335367275942389,0.0,0.0,0.0,large_tube_rouche_not_closed
segment,6.0,400.0,odd,100.0,120.0,232.0,32.0,0.0039594963684024004,-0.00197837466616975,0.0236578719666474,0.023340480713868354,236.578719666474,233.40480713868354,0.0009578759184999257,1.786072504745648,0.928552579679969,2.431966581082089,2.431966581082089,-1.0,-1.0,0.0,0.0,1.0,1.0,1.923501742207456,0.7344149046451722,1.0,1.0,0.0,large_tube_rouche_pass
segment,6.0,400.0,even,60.0,80.0,240.0,32.0,0.007931176873466849,-0.0030105092838165,0.02533029916543925,0.024305561001322102,253.30299165439249,243.055610013221,0.002729881605562651,5.745436362495427,1.47434551068733,2.241675779821536,2.241675779821536,-1.0,-1.0,0.0,0.0,1.0,1.0,3.8969402496548744,2.563009519134311,1.0,0.0,0.0,large_tube_index_ok_but_rouche_ratio_large
segment,6.0,400.0,even,80.0,100.0,240.0,32.0,0.00550912302073865,-0.0024119018303769496,0.02509175468728895,0.02429304645211745,250.9175468728895,242.93046452117449,0.002260800318750878,5.493224815344506,2.240623695705976,3.3500200208850512,3.3500200208850512,-1.0,-1.0,0.0,0.0,1.0,1.0,2.451649880286435,1.6397588017677684,1.0,0.0,0.0,large_tube_index_ok_but_rouche_ratio_large
segment,6.0,400.0,even,100.0,120.0,240.0,32.0,0.0039594963655165995,-0.00197837466558795,0.0244578719679331,0.02414048071267155,244.578719679331,241.40480712671547,0.0009578759202561388,2.7707996501361305,1.5044665904533188,2.93859028085964,2.93859028085964,0.0,0.0,0.0,0.0,0.0,0.0,1.8417156404259174,0.942900978126687,0.0,0.0,0.0,large_tube_rouche_not_closed
segment,6.0,400.0,odd,60.0,80.0,240.0,32.0,0.0086867661790564,-0.00316705500889825,0.0260858884677506,0.02446210671841605,260.858884677506,244.6210671841605,0.004272925610913533,22.30534751502877,5.147565388883453,7.417096570134348,7.417096570134348,-1.0,-1.0,0.0,0.0,1.0,1.0,4.333183909270743,3.0072882702974906,1.0,0.0,0.0,large_tube_index_ok_but_rouche_ratio_large
segment,6.0,400.0,odd,80.0,100.0,240.0,32.0,0.005509123023177799,-0.0024119018352601503,0.025091754688128,0.02429304645522205,250.91754688127997,242.93046455222049,0.002260800321981289,5.493224663194261,2.2406233557626383,3.3500198730229225,3.3500198730229225,-1.0,-1.0,0.0,0.0,1.0,1.0,2.4516501843410174,1.639758828725215,1.0,0.0,0.0,large_tube_index_ok_but_rouche_ratio_large
segment,6.0,400.0,odd,100.0,120.0,240.0,32.0,0.0039594963684024004,-0.00197837466616975,0.0244578719666474,0.024140480713868352,244.578719666474,241.4048071386835,0.0009578759184999257,2.7707997064400165,1.5044661369062884,2.9385902883792037,2.9385902883792037,0.0,0.0,0.0,0.0,0.0,0.0,1.8417162330670702,0.9429009948740649,0.0,0.0,0.0,large_tube_rouche_not_closed
segment,6.0,400.0,even,60.0,80.0,248.0,32.0,0.007931176873466849,-0.0030105092838165,0.026130299165439252,0.025105561001322104,261.3029916543925,251.05561001322104,0.002729881605562651,8.905429832579474,2.1265065493400384,3.081612268727844,3.081612268727844,-1.0,-1.0,0.0,0.0,1.0,1.0,4.187821493116622,2.889860584652925,1.0,0.0,0.0,large_tube_index_ok_but_rouche_ratio_large
