D,ell,N_target,theta,R0,L,Nz,h,case_id,candidate_index,seed_E,seed_omega,S_seed,Gamma_geo_seed,E_real,E_imag,omega_real,omega_imag,Gamma,Gamma_narrow,Gamma_over_geo,seed_overlap,interior_weight,seed_dist,eig_residual_abs
6.0,1.0,3.0,0.08,50.0,100.0,1335.0,0.1499250374812533,130100.0,10.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.04704795573552001,-0.003609638273721294,1.0232551327659867,-0.0017638016942871275,0.003527603388574255,0.003527603388574255,40422255.68895094,0.005876820913629153,0.5139249184636506,0.0424064916135095,1.3861116300519457e-13
6.0,1.0,3.0,0.08,50.0,100.0,1335.0,0.1499250374812533,130100.0,11.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.04704795836269507,-0.003609638843753789,1.023255134050197,-0.0017638019706123038,0.0035276039412246076,0.0035276039412246076,40422262.02168493,1.573731448664777e-06,0.5139248616327733,0.042406494279670914,1.4816110529418725e-13
6.0,1.0,3.0,0.08,50.0,100.0,1335.0,0.1499250374812533,130100.0,12.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.0613426511069428,-0.004771389632019052,1.0302174594057543,-0.002315719651446824,0.004631439302893648,0.004631439302893648,53070938.84641305,1.4211557110793443e-06,0.48191538077000917,0.05674822653348714,4.1150667037393263e-13
6.0,1.0,3.0,0.08,50.0,100.0,1335.0,0.1499250374812533,130100.0,13.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.061342646409051405,-0.004771388667106485,1.0302174571246647,-0.002315719188268962,0.004631438376537924,0.004631438376537924,53070928.231447645,0.005322581633199376,0.48191543216346205,0.056748221771101115,1.7009295150486817e-13
6.0,1.0,3.0,0.08,50.0,100.0,1335.0,0.1499250374812533,130100.0,14.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.07767039813799587,-0.006105026243204802,1.0381132136454279,-0.0029404433750373207,0.005880886750074641,0.005880886750074641,67388161.7925759,1.1296729377777882e-06,0.5062297089822745,0.07313030249177198,3.6531599460100776e-13
6.0,1.0,3.0,0.08,50.0,100.0,1335.0,0.1499250374812533,130100.0,15.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.0776703905538521,-0.0061050247602949595,1.038113209990584,-0.002940442671156421,0.005880885342312842,0.005880885342312842,67388145.66125354,0.004219699020171155,0.5062297932173614,0.07313029481030645,1.4227777365606287e-13
6.0,1.0,3.0,0.08,50.0,100.0,1335.0,0.1499250374812533,130100.0,16.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.09604869128963796,-0.007612441517138994,1.0469297535639448,-0.0036356028144318275,0.007271205628863655,0.007271205628863655,83319608.44828945,1.1940390784299008e-06,0.4835988335369989,0.0915702899478858,3.438024158590916e-13
6.0,1.0,3.0,0.08,50.0,100.0,1335.0,0.1499250374812533,130100.0,17.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.09604867994572445,-0.007612439394031344,1.046929748142784,-0.0036356018192889926,0.007271203638577985,0.007271203638577985,83319585.64191714,0.004472403521371079,0.4835988973375192,0.09157027846674032,1.1629295086211177e-13
6.0,1.0,3.0,0.08,50.0,100.0,1335.0,0.1499250374812533,130100.0,18.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.11649171002919169,-0.009293109207561394,1.0566508635651795,-0.004397436053857041,0.008794872107714081,0.008794872107714081,100779064.40421204,9.182858834988927e-07,0.5001425661947353,0.11208226605254726,3.640377080754676e-13
6.0,1.0,3.0,0.08,50.0,100.0,1335.0,0.1499250374812533,130100.0,19.0,0.0047953695129047385,1.0023948171817854,11.582209797089696,8.72688406040263e-11,0.1164916940158209,-0.009293106320345128,1.056650855982207,-0.004397434719203793,0.008794869438407587,0.008794869438407587,100779033.81704627,0.0034304575846380646,0.5001426704892304,0.11208224985492568,9.252332079584296e-14
